rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.05596064056559,81.16633476688963,300454,深信服,bottom_area,2023-11-02,81.7,2023-10-27,80.44,1.5663848831427216,6.364992541024373,27.150878464046375,False,-1.245,0.5638,3,3,3,100.0,19.34243172287662,29.49391262831224,6.433615116857279,1.5663848831427216,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
20,76.76004335609123,75.9499109723858,000560,我爱我家,bottom_area,2023-11-02,2.4,2023-10-23,2.32,3.448275862068969,5.603448275862084,32.55813953488372,False,0.0,2.1654,2,2,2,100.0,8.559031924209851,8.679245283018867,4.551724137931031,3.448275862068969,历史2/2次成功; 当前距低点3.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,75.84324077596877,71.48835389640779,000014,沙河股份,bottom_area,2023-11-02,10.9,2023-11-02,10.8,0.9259259259259226,2.2222222222222077,31.861198738170344,False,-0.6381,2.8228,2,2,2,100.0,15.964865631822029,20.605355064027936,7.074074074074077,0.9259259259259226,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
22,75.82633814975253,74.2155609524,603305,旭升集团,bottom_area,2023-11-02,17.84,2023-10-31,17.34,2.883506343713956,5.8246828143022,28.04979253112034,False,-1.708,0.7964,2,2,2,100.0,14.784706537999003,15.339805825242717,5.116493656286044,2.883506343713956,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
23,75.78702036644316,70.47636639809802,603076,乐惠国际,bottom_area,2023-11-02,26.86,2023-11-02,26.8,0.2238805970149206,5.485074626865667,28.666489220122436,False,-3.4854,1.6264,2,2,2,100.0,12.133409458559333,13.440860215053762,7.7761194029850795,0.2238805970149206,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
24,74.69230264983882,73.93803544263876,603191,望变电气,bottom_area,2023-11-02,14.9,2023-10-23,14.4,3.4722222222222223,7.152777777777773,31.656383483626012,True,-1.6502,2.5635,2,2,2,100.0,11.315602738201239,13.281249999999995,4.527777777777778,3.4722222222222223,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
25,74.11974994003539,73.76271361196403,603025,大豪科技,bottom_area,2023-11-02,11.9,2023-10-23,11.47,3.748910200523101,7.061900610287696,32.96317942723553,True,-1.1628,0.3134,2,2,2,100.0,13.76467133955222,13.87573964497043,4.251089799476899,3.748910200523101,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
26,73.4055939680649,73.32401983727249,600328,中盐化工,bottom_area,2023-11-02,7.91,2023-10-26,7.61,3.942181340341653,6.17608409986859,28.207547169811313,False,-0.7528,0.4048,2,2,2,100.0,22.968781146513187,37.26315789473683,4.057818659658348,3.942181340341653,历史2/2次成功; 当前距低点3.94%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
27,72.69446318263951,68.06967158291887,000631,顺发恒能,bottom_area,2023-11-02,3.45,2023-11-02,3.43,0.5830903790087468,4.081632653061215,30.707070707070706,False,-2.5424,3.6754,1,1,1,100.0,10.04901960784314,10.04901960784314,7.4169096209912535,0.5830903790087468,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
28,71.379717926865,71.09938964970877,001322,箭牌家居,confirmed_rebound,2023-11-02,12.58,2023-10-23,12.12,3.7953795379538025,8.333333333333346,30.74285714285715,True,-1.6419,2.011,1,1,1,100.0,26.897069872276486,26.897069872276486,4.204620462046198,3.7953795379538025,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-1.64%; 状态confirmed_rebound; 底部已确认
29,71.14018324140386,71.34596286865309,600004,白云机场,confirmed_rebound,2023-11-02,10.54,2023-10-23,10.12,4.150197628458498,9.584980237154157,31.38983050847458,True,-0.7533,0.3343,1,1,1,100.0,32.57211538461537,32.57211538461537,3.849802371541502,4.150197628458498,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.75%; 状态confirmed_rebound; 底部已确认
30,70.62830904724768,71.04897769314165,000701,厦门信达,bottom_area,2023-11-02,5.81,2023-10-27,5.57,4.308797127468569,7.18132854578096,30.112923462986192,False,0.0,1.662,1,1,1,100.0,9.424920127795525,9.424920127795525,3.6912028725314308,4.308797127468569,历史1/1次成功; 当前距低点4.31%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,70.56718244594893,71.06962818942768,600057,厦门象屿,bottom_area,2023-11-02,6.45,2023-10-26,6.18,4.368932038834959,5.501618122977344,27.12264150943397,False,0.7813,0.5232,1,1,1,100.0,10.273081924577374,10.273081924577374,3.6310679611650407,4.368932038834959,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
32,70.54738856046461,71.1501887708846,601156,东航物流,bottom_area,2023-11-02,11.52,2023-10-23,11.03,4.442429737080691,5.530371713508624,32.33128834355829,False,0.0,0.5031,1,1,1,100.0,11.607142857142852,11.607142857142852,3.5575702629193087,4.442429737080691,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
33,70.37981162801319,71.56743217431136,000977,浪潮信息,confirmed_rebound,2023-11-02,29.07,2023-10-23,27.72,4.870129870129875,11.2914862914863,28.13067150635209,True,-2.1542,3.7199,3,3,3,100.0,9.25445310864232,10.985371239304456,3.129870129870125,4.870129870129875,历史3/3次成功; 当前距低点4.87%; 最新日涨幅-2.15%; 状态confirmed_rebound; 底部已确认
34,70.20002867050513,69.1987860255612,000063,中兴通讯,confirmed_rebound,2023-11-02,25.71,2023-10-26,24.9,3.2530120481927804,8.91566265060242,27.57417102966842,True,-1.2294,1.4993,1,1,1,100.0,10.030395136778129,10.030395136778129,4.7469879518072196,3.2530120481927804,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.23%; 状态confirmed_rebound; 底部已确认
35,69.98795955397843,69.70304200999595,300486,东杰智能,bottom_area,2023-11-02,6.85,2023-10-24,6.6,3.787878787878788,6.969696969696971,30.453108535300323,False,-1.4388,0.9973,1,1,1,100.0,18.276374442793454,18.276374442793454,4.212121212121212,3.787878787878788,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
36,68.83373883136882,68.67416401043174,600103,青山纸业,bottom_area,2023-11-02,2.41,2023-10-23,2.32,3.8793103448275996,6.896551724137938,29.6969696969697,False,-0.823,0.9745,1,1,1,100.0,13.865546218487399,13.865546218487399,4.1206896551724,3.8793103448275996,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
37,66.15751021301243,67.40011312159159,300353,东土科技,confirmed_rebound,2023-11-02,9.72,2023-10-24,9.26,4.967602591792666,9.503239740820742,27.372549019607845,True,-1.4199,1.348,1,1,1,100.0,21.377672209026137,21.377672209026137,3.0323974082073346,4.967602591792666,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
38,65.80541317336372,66.34613144101668,002049,紫光国微,confirmed_rebound,2023-11-02,73.62,2023-10-24,70.5,4.425531914893623,8.51063829787234,27.003520397597846,True,-1.7483,1.0512,1,1,1,100.0,9.066366704161965,9.066366704161965,3.574468085106377,4.425531914893623,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-1.75%; 状态confirmed_rebound; 底部已确认
39,65.7448499765629,66.43238437958485,000721,西安饮食,confirmed_rebound,2023-11-02,10.59,2023-10-23,10.13,4.5409674234945605,8.588351431391898,30.521262002743477,True,-1.3048,2.1832,3,4,3,75.0,15.111774758884062,20.485175202156327,3.45903257650544,4.5409674234945605,历史3/4次成功; 当前距低点4.54%; 最新日涨幅-1.30%; 状态confirmed_rebound; 底部已确认
40,62.68631504078519,62.635443614499295,000428,华天酒店,bottom_area,2023-11-02,3.94,2023-10-23,3.79,3.9577836411609475,6.596306068601583,32.32142857142857,False,-0.7557,0.781,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,4.0422163588390525,3.9577836411609475,历史2/3次成功; 当前距低点3.96%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
