rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.85877459466765,81.33123281082617,000938,紫光股份,bottom_area,2023-10-24,19.6,2023-10-23,19.3,1.5544041450777237,4.041450777202059,28.011935844834014,False,0.8749,1.0696,1,1,1,100.0,30.942334739803094,30.942334739803094,18.445595854922278,1.5544041450777237,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
22,71.02943630937563,63.19961460446246,688103,国力电子,bottom_area,2023-10-24,45.96,2023-10-24,44.37,3.5835023664638346,5.04845616407483,31.738461538461543,False,2.6351,1.3635,1,2,1,50.0,57.609964966913196,57.609964966913196,16.416497633536167,3.5835023664638346,历史1/2次成功; 当前距低点3.58%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
23,69.80250604511802,61.299167490698046,601111,中国国航,bottom_area,2023-10-24,7.18,2023-10-23,6.98,2.8653295128939726,4.011461318051566,27.291666666666657,False,1.844,0.6676,1,2,1,50.0,30.97913322632423,30.97913322632423,17.13467048710603,2.8653295128939726,历史1/2次成功; 当前距低点2.87%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
24,69.60031241188851,60.5194132817537,603326,我乐家居,bottom_area,2023-10-24,10.13,2023-10-23,9.9,2.3232323232323275,3.232323232323235,30.76923076923077,False,1.7068,2.8347,1,2,1,50.0,20.141843971631218,20.141843971631218,17.676767676767675,2.3232323232323275,历史1/2次成功; 当前距低点2.32%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
25,69.2124017196713,59.966984912194846,603260,合盛硅业,bottom_area,2023-10-24,54.25,2023-10-23,53.12,2.1272590361445833,4.028614457831327,28.69798657718121,False,0.2773,0.2035,1,3,1,33.33333333333333,34.21399022188793,34.21399022188793,17.872740963855417,2.1272590361445833,历史1/3次成功; 当前距低点2.13%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
26,67.54907613462048,60.127327166504394,688101,三达膜,bottom_area,2023-10-24,12.93,2023-10-23,12.48,3.605769230769225,4.246794871794866,27.77777777777778,False,2.864,0.3536,1,2,1,50.0,33.755274261603375,33.755274261603375,16.394230769230777,3.605769230769225,历史1/2次成功; 当前距低点3.61%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
27,67.42774509803925,58.28500000000002,002366,融发核电,bottom_area,2023-10-24,5.1,2023-10-23,5.0,1.9999999999999927,3.5999999999999943,28.469241773962807,False,1.5936,0.9426,1,4,1,25.0,25.0,25.0,18.000000000000007,1.9999999999999927,历史1/4次成功; 当前距低点2.00%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
28,66.49170182693506,58.79037910309756,600202,哈空调,bottom_area,2023-10-24,5.42,2023-10-23,5.25,3.2380952380952364,4.3809523809523885,30.0,False,2.6515,3.2074,1,3,1,33.33333333333333,41.50485436893204,41.50485436893204,16.761904761904763,3.2380952380952364,历史1/3次成功; 当前距低点3.24%; 最新日涨幅2.65%; 状态bottom_area; 底部未确认
29,66.31203963899537,57.418445242352576,603129,春风动力,bottom_area,2023-10-24,106.32,2023-10-23,104.14,2.0933358939888542,6.654503552909538,29.67314964883847,False,0.1507,0.7766,1,3,1,33.33333333333333,20.09633197480549,20.09633197480549,17.906664106011146,2.0933358939888542,历史1/3次成功; 当前距低点2.09%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
30,65.79116120649796,58.33227955808687,600408,安泰集团,bottom_area,2023-10-24,2.44,2023-10-23,2.36,3.3898305084745797,3.8135593220339112,30.99415204678363,False,2.0921,1.8375,1,2,1,50.0,21.457489878542503,21.457489878542503,16.610169491525422,3.3898305084745797,历史1/2次成功; 当前距低点3.39%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
31,64.92278601342048,57.05247080945017,000428,华天酒店,bottom_area,2023-10-24,3.9,2023-10-23,3.79,2.9023746701846935,3.43007915567282,32.32142857142857,False,2.3622,1.3007,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,17.09762532981531,2.9023746701846935,历史1/3次成功; 当前距低点2.90%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
32,63.72825433041536,57.5610039113429,002798,帝欧水华,bottom_area,2023-10-24,6.16,2023-10-23,5.9,4.406779661016945,5.0847457627118615,27.96092796092795,False,3.3557,1.4784,1,2,1,50.0,29.776674937965264,29.776674937965264,15.593220338983055,4.406779661016945,历史1/2次成功; 当前距低点4.41%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
33,63.17687919385352,55.478095499743254,000721,西安饮食,bottom_area,2023-10-24,10.42,2023-10-23,10.13,2.86278381046396,5.5281342546890295,30.521262002743477,False,2.0568,3.353,1,4,1,25.0,20.485175202156327,20.485175202156327,17.13721618953604,2.86278381046396,历史1/4次成功; 当前距低点2.86%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
34,62.88992007474152,56.66405513133941,688320,禾川科技,bottom_area,2023-10-24,33.93,2023-10-23,32.54,4.271665642286418,7.09895513214506,29.199303742384686,True,2.5385,2.3876,1,3,1,33.33333333333333,33.54902936784469,33.54902936784469,15.728334357713583,4.271665642286418,历史1/3次成功; 当前距低点4.27%; 最新日涨幅2.54%; 状态bottom_area; 底部已确认
35,62.76215672309663,56.4289118313829,000014,沙河股份,bottom_area,2023-10-24,11.28,2023-10-23,10.83,4.155124653739605,4.524469067405358,31.671924290220822,False,3.2967,2.7445,1,2,1,50.0,20.605355064027936,20.605355064027936,15.844875346260395,4.155124653739605,历史1/2次成功; 当前距低点4.16%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
36,61.71910628140368,55.26045375218147,002069,獐子岛,bottom_area,2023-10-24,3.97,2023-10-23,3.82,3.926701570680638,4.712041884816758,32.50883392226149,False,3.1169,0.9142,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,16.07329842931936,3.926701570680638,历史1/3次成功; 当前距低点3.93%; 最新日涨幅3.12%; 状态bottom_area; 底部未确认
37,59.711816064798775,53.57437934406509,688256,寒武纪,bottom_area,2023-10-24,108.66,2023-10-24,104.44,4.04059747223286,8.196093450785142,28.952380952380953,False,0.2029,6.3722,1,3,1,33.33333333333333,23.298969072164944,23.298969072164944,15.959402527767141,4.04059747223286,历史1/3次成功; 当前距低点4.04%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
38,56.39283414196141,50.36705534452568,300620,光库科技,bottom_area,2023-10-24,38.6,2023-10-24,37.19,3.7913417585372513,5.539123420274274,28.273866923818712,False,2.1705,3.7392,1,6,1,16.666666666666664,22.444343480236245,22.444343480236245,16.20865824146275,3.7913417585372513,历史1/6次成功; 当前距低点3.79%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
