rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.38067672565074,84.17568948742434,002843,泰嘉股份,bottom_area,2023-04-24,15.49,2023-04-24,15.27,1.440733464309107,2.4885396201702736,29.174397031539883,False,0.3238,1.2485,2,2,2,100.0,28.175063365855337,31.56626506024095,18.559266535690895,1.440733464309107,历史2/2次成功; 当前距低点1.44%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
12,75.04709705705052,64.10718309859158,688272,富吉瑞,bottom_area,2023-04-24,17.99,2023-04-24,17.75,1.3521126760563293,3.492957746478879,28.02108678021087,False,-1.8549,3.2543,1,2,1,50.0,58.95303326810176,58.95303326810176,18.64788732394367,1.3521126760563293,历史1/2次成功; 当前距低点1.35%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
13,74.82785105672842,64.68406873668667,300758,七彩化学,bottom_area,2023-04-24,10.19,2023-04-24,9.99,2.0020020020019946,3.103103103103108,27.87003610108303,False,0.0982,1.1096,1,2,1,50.0,38.59480269489894,38.59480269489894,17.997997997998006,2.0020020020019946,历史1/2次成功; 当前距低点2.00%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
14,73.81966845866957,63.10335167257283,300665,飞鹿股份,bottom_area,2023-04-24,7.29,2023-04-24,7.19,1.3908205841446404,2.6425591098748193,30.329457364341085,False,0.1374,1.5595,1,2,1,50.0,22.6044226044226,22.6044226044226,18.609179415855362,1.3908205841446404,历史1/2次成功; 当前距低点1.39%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
15,73.35366876828019,64.56052523171991,000957,中通客车,bottom_area,2023-04-24,10.0,2023-04-24,9.71,2.9866117404737293,4.222451081359406,27.913882702301407,False,1.4199,2.7196,1,2,1,50.0,354.54545454545456,354.54545454545456,17.01338825952627,2.9866117404737293,历史1/2次成功; 当前距低点2.99%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
16,72.37429822982295,62.58393939393938,002753,永东股份,bottom_area,2023-04-24,7.07,2023-04-24,6.93,2.0202020202020283,2.4531024531024523,27.96257796257796,False,-0.4225,1.8273,1,2,1,50.0,69.36936936936937,69.36936936936937,17.979797979797972,2.0202020202020283,历史1/2次成功; 当前距低点2.02%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
17,72.30194768771011,60.54803087890751,002759,天际股份,bottom_area,2023-04-24,14.98,2023-04-24,14.94,0.2677376171352137,1.9410977242302605,28.448275862068968,False,-0.6631,0.9243,2,4,2,50.0,24.07780992460108,27.166666666666668,19.73226238286479,0.2677376171352137,历史2/4次成功; 当前距低点0.27%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
18,71.2927457154806,61.516702111891505,002806,华锋股份,bottom_area,2023-04-24,10.71,2023-04-24,10.51,1.9029495718363563,3.044719314938157,30.30503978779841,False,1.0377,1.8072,1,2,1,50.0,20.35175879396985,20.35175879396985,18.097050428163644,1.9029495718363563,历史1/2次成功; 当前距低点1.90%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
19,71.1329595418759,60.67415077202543,002585,双星新材,bottom_area,2023-04-24,11.15,2023-04-24,11.01,1.2715712988192605,2.3614895549500434,28.22685788787484,False,-1.3274,1.2722,1,3,1,33.33333333333333,56.338028169014066,56.338028169014066,18.72842870118074,1.2715712988192605,历史1/3次成功; 当前距低点1.27%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
20,70.97335088685367,60.2703239298745,000059,华锦股份,bottom_area,2023-04-24,6.87,2023-04-24,6.8,1.0294117647058865,3.235294117647055,28.870292887029294,False,-1.1511,0.9095,1,2,1,50.0,25.41603630862328,25.41603630862328,18.970588235294112,1.0294117647058865,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
21,70.70501047915562,61.66987873666987,001319,铭科精技,bottom_area,2023-04-24,19.33,2023-04-24,18.86,2.4920466595970248,3.446447507953352,32.810830067687924,False,0.6771,2.0492,1,2,1,50.0,28.396479142747793,28.396479142747793,17.507953340402977,2.4920466595970248,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
22,70.52032413161041,59.86926421404684,002350,北京科锐,bottom_area,2023-04-24,6.97,2023-04-24,6.9,1.0144927536231796,1.5942028985507162,30.020283975659222,False,-0.1433,1.1299,1,2,1,50.0,23.07692307692308,23.07692307692308,18.98550724637682,1.0144927536231796,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
23,68.87807002126158,59.986024096385584,000868,安凯客车,bottom_area,2023-04-24,5.1,2023-04-24,4.98,2.4096385542168517,3.6144578313252955,31.215469613259668,False,0.5917,1.6476,1,5,1,20.0,69.53846153846153,69.53846153846153,17.59036144578315,2.4096385542168517,历史1/5次成功; 当前距低点2.41%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
24,68.66233914842512,59.17943328204534,300454,深信服,bottom_area,2023-04-24,123.39,2023-04-24,121.16,1.8405414328161143,4.02773192472764,27.665671641791047,False,-1.6969,1.6921,1,2,1,50.0,29.49391262831224,29.49391262831224,18.159458567183886,1.8405414328161143,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
25,68.11496495707463,57.71305439330543,300586,美联新材,bottom_area,2023-04-24,14.47,2023-04-24,14.34,0.9065550906555145,2.1617852161785254,30.388349514563114,False,-0.5498,1.0855,1,2,1,50.0,124.33414043583537,124.33414043583537,19.093444909344488,0.9065550906555145,历史1/2次成功; 当前距低点0.91%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
26,67.56915826813808,58.55279346978437,300658,延江股份,bottom_area,2023-04-24,7.65,2023-04-24,7.49,2.1361815754339135,2.8037383177570088,27.772420443587265,False,0.7905,1.1944,1,3,1,33.33333333333333,26.72018348623853,26.72018348623853,17.863818424566087,2.1361815754339135,历史1/3次成功; 当前距低点2.14%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
27,65.79346478734998,55.742147192246996,300505,川金诺,bottom_area,2023-04-24,20.12,2023-04-24,19.94,0.9027081243731179,3.1093279839518426,28.22174226061915,False,-1.1302,1.7304,1,2,1,50.0,39.35656836461126,39.35656836461126,19.097291875626883,0.9027081243731179,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
28,65.63265732358852,56.00722891276653,002724,海洋王,bottom_area,2023-04-24,8.6,2023-04-24,8.49,1.2956419316843277,2.0023557126030616,27.373823781009403,False,-0.1161,0.6232,1,3,1,33.33333333333333,25.204081632653047,25.204081632653047,18.704358068315674,1.2956419316843277,历史1/3次成功; 当前距低点1.30%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
29,64.66585772285076,57.218385344657285,001896,豫能控股,bottom_area,2023-04-24,4.41,2023-04-24,4.27,3.2786885245901773,5.85480093676815,27.993254637436767,False,0.2273,0.7358,1,4,1,25.0,34.93975903614456,34.93975903614456,16.721311475409824,3.2786885245901773,历史1/4次成功; 当前距低点3.28%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
30,64.08859177656552,54.239282700421946,601369,陕鼓动力,bottom_area,2023-04-24,9.56,2023-04-24,9.48,0.8438818565400852,3.3755274261603407,29.09498878085265,False,-2.7467,1.0475,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,19.156118143459917,0.8438818565400852,历史1/3次成功; 当前距低点0.84%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
31,62.647299904514774,52.33937331870321,603026,石大胜华,bottom_area,2023-04-24,71.99,2023-04-24,71.89,0.13910140492418183,2.044790652385587,31.50071462601239,False,-1.3565,0.9252,1,3,1,33.33333333333333,31.14618918600542,31.14618918600542,19.860898595075817,0.13910140492418183,历史1/3次成功; 当前距低点0.14%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
