rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.25445576578701,82.53734775184975,603027,千禾味业,bottom_area,2024-09-11,10.66,2024-09-11,10.5,1.5238095238095253,2.380952380952381,27.184466019417474,False,0.188,1.1194,1,1,1,100.0,37.051792828685265,37.051792828685265,13.476190476190474,1.5238095238095253,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
12,79.45588169752077,69.79742694226657,000898,鞍钢股份,bottom_area,2024-09-11,1.85,2024-09-11,1.84,0.5434782608695656,3.2608695652173822,29.230769230769234,False,-2.6316,0.4071,1,1,1,100.0,18.852459016393443,18.852459016393443,14.456521739130434,0.5434782608695656,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
13,78.932599563626,69.57508511170339,000539,粤电力A,bottom_area,2024-09-11,4.16,2024-08-26,4.13,0.7263922518159867,6.7796610169491585,31.395348837209298,False,-1.1876,0.2796,1,1,1,100.0,19.89924433249369,19.89924433249369,14.273607748184014,0.7263922518159867,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
14,78.12112754978705,70.2704390345075,300455,航天智装,bottom_area,2024-09-11,10.11,2024-09-10,9.93,1.812688821752263,3.625377643504526,27.939042089985485,False,-0.8824,0.7964,2,3,2,66.66666666666666,36.00377893245158,53.103448275862064,13.187311178247738,1.812688821752263,历史2/3次成功; 当前距低点1.81%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
15,78.09061928205239,70.44366264982446,000597,东北制药,bottom_area,2024-09-11,4.15,2024-08-26,4.07,1.9656019656019672,5.65110565110564,32.053422370617696,False,-0.9547,1.0766,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,13.03439803439803,1.9656019656019672,历史2/3次成功; 当前距低点1.97%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
16,77.52981456460245,68.59650022496098,001286,陕西能源,bottom_area,2024-09-11,8.7,2024-09-11,8.62,0.928074245939676,3.8283062645011614,31.749802058590664,False,-2.9018,1.4672,1,1,1,100.0,17.110266159695826,17.110266159695826,14.071925754060324,0.928074245939676,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
17,75.02912745832478,71.52309346494512,688187,时代电气,bottom_area,2024-09-11,43.86,2024-09-10,41.8,4.928229665071776,5.143540669856473,27.114210985178733,False,3.6145,1.9914,1,1,1,100.0,19.566973662950396,19.566973662950396,10.071770334928223,4.928229665071776,历史1/1次成功; 当前距低点4.93%; 最新日涨幅3.61%; 状态bottom_area; 底部未确认
18,73.4809293117515,66.05286550731952,600183,生益科技,bottom_area,2024-09-11,17.18,2024-08-29,16.88,1.7772511848341277,7.760663507109018,29.519832985386223,True,-1.3211,0.4355,2,4,2,50.0,23.14515165989969,25.158227848101262,13.222748815165872,1.7772511848341277,历史2/4次成功; 当前距低点1.78%; 最新日涨幅-1.32%; 状态bottom_area; 底部已确认
19,72.04193494213814,64.32458843445347,605218,伟时电子,bottom_area,2024-09-11,20.05,2024-09-11,19.77,1.4162873039959591,7.637835103692471,27.10176991150443,False,-8.7392,14.106,2,4,2,50.0,28.83722305142083,42.36874236874236,13.58371269600404,1.4162873039959591,历史2/4次成功; 当前距低点1.42%; 最新日涨幅-8.74%; 状态bottom_area; 底部未确认
20,70.14472149715836,61.32969531869825,000037,深南电A,bottom_area,2024-09-11,6.86,2024-09-11,6.84,0.2923976608187202,2.192982456140356,29.338842975206607,False,-1.4368,0.9334,4,8,4,50.0,28.58259131916628,45.16765285996055,14.70760233918128,0.2923976608187202,历史4/8次成功; 当前距低点0.29%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
21,69.6236305242922,62.2713011552226,000591,太阳能,bottom_area,2024-09-11,4.04,2024-08-23,3.98,1.5075376884422125,7.035175879396981,28.158844765342963,True,-0.7371,0.3228,1,2,1,50.0,32.84132841328414,32.84132841328414,13.492462311557787,1.5075376884422125,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
22,67.51535073472832,61.63206110472341,300401,花园生物,bottom_area,2024-09-11,12.22,2024-09-10,11.91,2.6028547439126823,2.9387069689336665,30.023501762632193,False,1.1589,2.8876,1,2,1,50.0,29.551451187335093,29.551451187335093,12.397145256087317,2.6028547439126823,历史1/2次成功; 当前距低点2.60%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
23,65.92621340317366,58.85851143378835,000683,博源化工,bottom_area,2024-09-11,5.03,2024-09-10,4.96,1.4112903225806508,4.435483870967737,28.837876614060253,False,-1.1788,0.8591,1,2,1,50.0,22.50673854447439,22.50673854447439,13.588709677419347,1.4112903225806508,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
24,63.69374325820043,56.20589050920392,000922,佳电股份,bottom_area,2024-09-11,8.97,2024-09-11,8.9,0.7865168539325874,1.7977528089887655,29.08366533864542,False,-0.3333,0.7306,1,2,1,50.0,40.42553191489362,40.42553191489362,14.213483146067412,0.7865168539325874,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
25,63.51381980819981,59.38363001265194,603132,金徽股份,bottom_area,2024-09-11,10.69,2024-09-10,10.29,3.8872691933916457,3.9844509232264356,31.354236157438297,False,0.9443,0.9282,1,2,1,50.0,33.20754716981132,33.20754716981132,11.112730806608354,3.8872691933916457,历史1/2次成功; 当前距低点3.89%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
26,63.224388690415886,56.54373326265407,300573,兴齐眼药,bottom_area,2024-09-11,76.28,2024-09-10,75.15,1.503659347970719,3.4065202927478215,29.357021996615895,False,-0.69,2.8265,1,5,1,20.0,42.86062675283501,42.86062675283501,13.496340652029282,1.503659347970719,历史1/5次成功; 当前距低点1.50%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
27,60.94641531245901,56.05207253565744,002682,龙洲股份,bottom_area,2024-09-11,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.1527,1.2422,1,2,1,50.0,26.929674099485425,26.929674099485425,11.996996996996993,3.003003003003006,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
28,60.82659432941536,53.4409005919178,000899,赣能股份,bottom_area,2024-09-11,7.29,2024-09-10,7.25,0.5517241379310349,2.620689655172419,27.427427427427432,False,-1.4865,0.4564,2,6,2,33.33333333333333,25.459668242296914,27.473958333333325,14.448275862068966,0.5517241379310349,历史2/6次成功; 当前距低点0.55%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
29,60.448621175379145,55.710268275775,600262,北方股份,bottom_area,2024-09-11,15.89,2024-08-29,15.41,3.11486048020766,7.722258273848159,31.48065807025344,True,-1.4879,1.5234,1,2,1,50.0,17.269624573378834,17.269624573378834,11.88513951979234,3.11486048020766,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
30,60.07843212277245,56.37417994352464,300653,正海生物,bottom_area,2024-09-11,19.13,2024-08-28,18.38,4.080522306855277,7.83460282916214,27.466456195737965,True,0.5255,0.6676,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,10.919477693144723,4.080522306855277,历史1/3次成功; 当前距低点4.08%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
31,60.04253151743939,56.09669272260811,301509,金凯生科,bottom_area,2024-09-11,26.18,2024-08-28,25.21,3.8476794922649695,6.902023006743349,29.6792189679219,False,0.4219,2.1044,1,2,1,50.0,15.05054819877544,15.05054819877544,11.15232050773503,3.8476794922649695,历史1/2次成功; 当前距低点3.85%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
32,59.67248493148824,52.634600808262256,000966,长源电力,bottom_area,2024-09-11,3.96,2024-09-10,3.93,0.7633587786259493,2.5445292620865163,27.222222222222225,False,-1.2469,0.2182,1,2,1,50.0,20.94117647058823,20.94117647058823,14.23664122137405,0.7633587786259493,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
