rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.09421900256676,82.7324554496788,002386,天原股份,bottom_area,2023-08-14,6.1,2023-08-14,6.02,1.328903654485051,2.657807308970102,27.382388419782867,False,-1.7713,1.0125,3,3,3,100.0,24.851375171530723,48.85290148448042,6.671096345514949,1.328903654485051,历史3/3次成功; 当前距低点1.33%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
17,79.68889567986821,78.83778511004363,688300,联瑞新材,bottom_area,2023-08-14,42.98,2023-08-14,41.55,3.4416365824308057,3.6823104693140825,28.974358974358978,False,1.6076,0.3881,2,2,2,100.0,24.003852247235756,26.809910956252438,4.558363417569194,3.4416365824308057,历史2/2次成功; 当前距低点3.44%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
18,79.19171497086829,77.45519387777802,688143,长盈通,bottom_area,2023-08-14,29.26,2023-08-14,28.45,2.8471001757469327,3.5149384885764503,31.92151232352237,False,0.9662,1.1944,1,1,1,100.0,25.949367088607595,25.949367088607595,5.152899824253067,2.8471001757469327,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
19,78.99627793414392,76.21789173303807,300565,科信技术,bottom_area,2023-08-14,16.24,2023-08-14,15.9,2.1383647798742014,2.3270440251572277,30.140597539543062,False,0.495,2.3363,1,1,1,100.0,10.60948081264109,10.60948081264109,5.861635220125799,2.1383647798742014,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
20,78.33543507444733,76.24253033721628,300763,锦浪科技,bottom_area,2023-08-14,87.08,2023-08-14,84.88,2.5918944392082977,4.0292177191328955,27.359863072314933,False,-1.9369,2.7541,2,2,2,100.0,22.10779386350115,35.693617021276594,5.408105560791703,2.5918944392082977,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
21,77.36049729785768,75.14246711643014,688314,康拓医疗,bottom_area,2023-08-14,32.55,2023-08-09,31.76,2.487405541561699,5.447103274559195,27.653758542141226,False,0.0,1.2375,1,1,1,100.0,9.106192210703279,9.106192210703279,5.512594458438301,2.487405541561699,历史1/1次成功; 当前距低点2.49%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,77.19503092847967,75.41330353286213,688287,退市观典,bottom_area,2023-08-14,10.7,2023-08-14,10.41,2.785782901056668,2.8818443804034652,30.414438502673804,False,0.9434,0.5257,1,1,1,100.0,14.219830899308223,14.219830899308223,5.214217098943332,2.785782901056668,历史1/1次成功; 当前距低点2.79%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
23,76.82648909368558,75.70102256353739,605118,力鼎光电,bottom_area,2023-08-14,14.69,2023-07-28,14.23,3.2326071679550177,7.027406886858749,30.210887690044142,True,1.7313,0.38,1,1,1,100.0,12.050359712230225,12.050359712230225,4.767392832044982,3.2326071679550177,历史1/1次成功; 当前距低点3.23%; 最新日涨幅1.73%; 状态bottom_area; 底部已确认
24,76.63436021558412,73.79386894104627,002507,涪陵榨菜,bottom_area,2023-08-14,18.04,2023-06-26,17.68,2.036199095022621,7.861990950226248,28.967456809963842,True,-0.4964,0.6665,1,1,1,100.0,9.604316546762583,9.604316546762583,5.963800904977379,2.036199095022621,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-0.50%; 状态bottom_area; 底部已确认
25,75.06694936601792,73.73738409833803,300389,艾比森,bottom_area,2023-08-14,15.44,2023-08-14,14.98,3.070761014686242,3.4045393858477957,29.172576832151293,False,2.2517,1.5686,1,1,1,100.0,8.702791461412156,8.702791461412156,4.929238985313758,3.070761014686242,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
26,73.62299011450946,74.65836689320027,300635,中达安,bottom_area,2023-08-14,13.96,2023-08-14,13.33,4.7261815453863525,5.4013503375844,27.475516866158866,False,1.5273,4.585,2,2,2,100.0,17.279896863877134,23.97914856646394,3.273818454613648,4.7261815453863525,历史2/2次成功; 当前距低点4.73%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
27,72.84163142173254,72.32661848423533,002864,盘龙药业,bottom_area,2023-08-14,35.39,2023-08-08,34.15,3.631039531478776,7.349926793557827,27.340425531914896,True,-0.3379,4.4193,1,1,1,100.0,21.26553019358567,21.26553019358567,4.368960468521224,3.631039531478776,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-0.34%; 状态bottom_area; 底部已确认
28,71.9468008578926,71.31621537458051,002219,新里程,bottom_area,2023-08-14,3.8,2023-08-07,3.67,3.542234332425066,6.267029972752043,29.42307692307693,False,-0.5236,0.5386,1,1,1,100.0,23.938223938223942,23.938223938223942,4.457765667574934,3.542234332425066,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
29,69.8735714039488,68.91221265687335,002626,金达威,confirmed_rebound,2023-08-14,18.58,2023-06-26,17.99,3.279599777654252,8.115619788771546,27.165991902834012,True,-2.3134,0.9615,1,1,1,100.0,8.815592203898044,8.815592203898044,4.720400222345749,3.279599777654252,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部已确认
30,60.933026921564036,58.90743783122709,000890,法尔胜,bottom_area,2023-08-14,4.56,2023-08-14,4.46,2.242152466367705,3.8116591928251107,27.47967479674797,False,-1.2987,7.1851,1,2,1,50.0,32.954545454545446,32.954545454545446,5.757847533632296,2.242152466367705,历史1/2次成功; 当前距低点2.24%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
