rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.66181189182241,84.01636529457961,603348,文灿股份,bottom_area,2024-01-22,28.13,2024-01-22,27.85,1.005385996409327,7.6481149012567275,31.572481572481575,False,-5.4136,1.2802,4,4,4,100.0,21.33680304512298,31.539888682745836,8.994614003590673,1.005385996409327,历史4/4次成功; 当前距低点1.01%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
37,80.77678981710811,75.1005829650951,300593,新雷能,bottom_area,2024-01-22,11.18,2024-01-22,11.05,1.176470588235285,8.325791855203619,29.841269841269835,False,-6.2081,2.6078,1,1,1,100.0,25.499655410062033,25.499655410062033,8.823529411764715,1.176470588235285,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
38,80.53270139510667,73.85834625213822,300446,航天智造,bottom_area,2024-01-22,13.08,2024-01-22,13.02,0.46082949308756144,6.758832565284184,27.384272169548247,False,-6.2366,3.5822,2,2,2,100.0,33.22063170095625,51.92697768762679,9.53917050691244,0.46082949308756144,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-6.24%; 状态bottom_area; 底部未确认
39,80.32778900860038,74.58259823807377,605080,浙江自然,confirmed_rebound,2024-01-22,19.2,2024-01-22,18.99,1.10584518167457,11.63770405476567,32.89752650176679,False,-8.3532,9.8799,2,2,2,100.0,15.397447592966563,20.335021425788852,8.89415481832543,1.10584518167457,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-8.35%; 状态confirmed_rebound; 底部未确认
40,80.28202597085081,75.29466247567731,002397,梦洁股份,confirmed_rebound,2024-01-22,3.11,2024-01-22,3.06,1.6339869281045694,10.784313725490199,30.925507900677196,False,-8.2596,3.757,1,1,1,100.0,42.36641221374045,42.36641221374045,8.36601307189543,1.6339869281045694,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-8.26%; 状态confirmed_rebound; 底部未确认
41,80.20163248653019,75.73448143324137,600397,江钨装备,bottom_area,2024-01-22,2.56,2024-01-22,2.51,1.9920318725099708,9.163346613545835,27.665706051873208,False,-6.5693,3.3728,2,2,2,100.0,22.238247863247857,28.36538461538461,8.00796812749003,1.9920318725099708,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-6.57%; 状态bottom_area; 底部未确认
42,79.97349613865107,74.31138945996092,605398,新炬网络,bottom_area,2024-01-22,24.7,2024-01-22,24.42,1.1466011466011365,7.698607698607694,27.147971360381863,False,-5.6171,1.0128,1,1,1,100.0,20.890538033395174,20.890538033395174,8.853398853398865,1.1466011466011365,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
43,79.85506288952983,75.65845660625563,301396,宏景科技,bottom_area,2024-01-22,24.05,2024-01-22,23.54,2.1665250637213322,8.241291418861518,31.66908563134979,False,-0.2902,9.1067,2,2,2,100.0,13.753407266345539,14.060963618485728,7.833474936278669,2.1665250637213322,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
44,79.57650239388619,73.90748904600083,300567,精测电子,bottom_area,2024-01-22,62.2,2024-01-22,61.51,1.1217688180783691,6.649325312957237,30.864336293132517,False,-3.8788,1.397,1,1,1,100.0,18.414634146341452,18.414634146341452,8.878231181921631,1.1217688180783691,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
45,79.53760972592589,75.11504013075975,000576,甘化科工,bottom_area,2024-01-22,7.66,2024-01-22,7.51,1.9973368841544654,9.720372836218381,30.20446096654275,False,-6.6991,1.0431,2,2,2,100.0,18.97294745501036,24.015009380863045,8.002663115845534,1.9973368841544654,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
46,79.45465537756455,75.62551535936866,000723,美锦能源,bottom_area,2024-01-22,5.53,2024-01-22,5.4,2.407407407407405,8.888888888888879,28.28685258964143,False,-5.7922,0.8469,2,2,2,100.0,26.74410886159975,30.434782608695667,7.592592592592595,2.407407407407405,历史2/2次成功; 当前距低点2.41%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
47,79.30177204746161,73.87014382503271,000065,北方国际,bottom_area,2024-01-22,9.52,2024-01-22,9.4,1.2765957446808427,7.446808510638291,27.131782945736433,False,-4.8951,1.0167,1,1,1,100.0,20.11173184357542,20.11173184357542,8.723404255319158,1.2765957446808427,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
48,79.29268808311319,73.06641595435048,603160,汇顶科技,bottom_area,2024-01-22,56.81,2024-01-22,56.41,0.7090941322460658,6.860485729480597,29.487500000000004,False,-5.1586,0.6685,3,3,3,100.0,15.339519225115597,20.747474747474755,9.290905867753935,0.7090941322460658,历史3/3次成功; 当前距低点0.71%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
49,79.2760978508447,72.91672109545479,688356,键凯科技,bottom_area,2024-01-22,87.05,2024-01-22,86.52,0.6125751271382353,7.5936199722607585,32.31106243154436,False,-7.2258,0.6721,3,3,3,100.0,13.351571964139552,15.625,9.387424872861766,0.6125751271382353,历史3/3次成功; 当前距低点0.61%; 最新日涨幅-7.23%; 状态bottom_area; 底部未确认
50,79.17248567741939,73.09129032258066,002657,中科金财,bottom_area,2024-01-22,15.0,2024-01-22,14.88,0.8064516129032205,9.54301075268817,30.597014925373134,False,-6.5421,3.2337,1,1,1,100.0,56.540447504302946,56.540447504302946,9.19354838709678,0.8064516129032205,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
51,79.02722131463403,72.90745589619615,300647,超频三,bottom_area,2024-01-22,5.23,2024-01-22,5.19,0.7707129094412337,7.899807321772625,32.33376792698826,False,-6.1041,2.2988,2,2,2,100.0,31.90688886947406,48.45360824742268,9.229287090558767,0.7707129094412337,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-6.10%; 状态bottom_area; 底部未确认
52,79.01626205469032,73.5756783919598,603121,华培动力,bottom_area,2024-01-22,8.06,2024-01-22,7.96,1.2562814070351824,7.788944723618092,28.865058087578195,False,-4.8406,3.3553,1,1,1,100.0,18.279569892473123,18.279569892473123,8.743718592964818,1.2562814070351824,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
53,78.95569056461208,73.16252415391199,000705,浙江震元,bottom_area,2024-01-22,8.07,2024-01-22,7.99,1.0012515644555704,8.63579474342928,30.035026269702275,False,-6.489,7.6012,1,1,1,100.0,12.932138284250968,12.932138284250968,8.99874843554443,1.0012515644555704,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-6.49%; 状态bottom_area; 底部未确认
54,78.92742310545245,73.34308876808599,605123,派克新材,bottom_area,2024-01-22,67.77,2024-01-22,67.0,1.1492537313432778,7.7313432835821,30.353430353430355,False,-3.0749,1.3349,1,1,1,100.0,15.71713589004656,15.71713589004656,8.850746268656723,1.1492537313432778,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
55,78.66353556593975,72.79915887850466,300580,贝斯特,bottom_area,2024-01-22,23.76,2024-01-22,23.54,0.9345794392523468,8.198810535259133,27.09817280891917,False,-6.383,1.8892,1,1,1,100.0,53.89266817838245,53.89266817838245,9.065420560747654,0.9345794392523468,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-6.38%; 状态bottom_area; 底部未确认
56,78.56430654827318,73.1059547525924,605378,野马电池,bottom_area,2024-01-22,21.55,2024-01-22,21.29,1.2212306247064424,9.816815406294035,32.88146279949559,False,-8.8409,17.5297,1,1,1,100.0,15.324519230769235,15.324519230769235,8.778769375293557,1.2212306247064424,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-8.84%; 状态bottom_area; 底部未确认
57,78.53864311272451,74.8296103896104,002577,雷柏科技,confirmed_rebound,2024-01-22,14.99,2024-01-22,14.63,2.460697197539299,10.731373889268616,28.634146341463413,False,-7.7538,3.9336,1,1,1,100.0,50.0,50.0,7.539302802460702,2.460697197539299,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-7.75%; 状态confirmed_rebound; 底部未确认
58,78.53400503307756,73.12516051560127,002330,得利斯,bottom_area,2024-01-22,4.84,2024-01-22,4.78,1.2552301255230043,7.740585774058579,27.685325264750375,False,-6.0194,1.7765,1,1,1,100.0,15.844544095665164,15.844544095665164,8.744769874476995,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-6.02%; 状态bottom_area; 底部未确认
59,78.50397170533425,72.97789954337898,600222,太龙药业,bottom_area,2024-01-22,5.19,2024-01-22,5.13,1.1695906432748635,8.771929824561408,32.765399737876805,False,-6.1483,2.3144,1,1,1,100.0,14.00304414003044,14.00304414003044,8.830409356725138,1.1695906432748635,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-6.15%; 状态bottom_area; 底部未确认
60,78.30653092514127,72.71959366880819,688180,君实生物,bottom_area,2024-01-22,31.72,2024-01-22,31.37,1.1157156518967097,6.949314631813823,31.98178664353859,False,-5.2569,0.6582,1,1,1,100.0,11.95389975877781,11.95389975877781,8.884284348103291,1.1157156518967097,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
61,78.12020759191331,71.7563150117795,300579,数字认证,bottom_area,2024-01-22,20.42,2024-01-22,20.31,0.5416051206302461,8.813392417528325,32.300000000000004,False,-7.2661,1.0732,2,2,2,100.0,22.90954132697023,24.946808510638284,9.458394879369754,0.5416051206302461,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-7.27%; 状态bottom_area; 底部未确认
62,78.11305187709696,72.33978090131865,002676,顺威股份,bottom_area,2024-01-22,4.16,2024-01-22,4.12,0.9708737864077678,8.009708737864079,29.331046312178387,False,-6.3063,1.5163,2,2,2,100.0,31.308457711442777,39.33333333333333,9.029126213592233,0.9708737864077678,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
63,78.06412282545472,72.52586236411884,002268,电科网安,bottom_area,2024-01-22,16.88,2024-01-22,16.69,1.1384062312761996,8.568004793289392,32.75584206285254,False,-6.2743,1.5896,1,1,1,100.0,11.190476190476202,11.190476190476202,8.8615937687238,1.1384062312761996,历史1/1次成功; 当前距低点1.14%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
64,77.92800848607202,72.46402967459113,603095,越剑智能,bottom_area,2024-01-22,13.66,2024-01-22,13.5,1.1851851851851862,6.370370370370367,28.609201480698044,False,-4.8747,1.4088,1,1,1,100.0,11.431461810824489,11.431461810824489,8.814814814814815,1.1851851851851862,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
65,77.89587416801407,72.464404861166,688122,西部超导,bottom_area,2024-01-22,37.73,2024-01-22,37.28,1.2070815450643662,5.4452789699570845,32.439289597680315,False,-3.0825,0.9818,1,1,1,100.0,11.701885935014767,11.701885935014767,8.792918454935634,1.2070815450643662,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
66,77.66057255938442,71.2286124088402,603078,江化微,bottom_area,2024-01-22,12.99,2024-01-22,12.93,0.46403712296984145,8.043310131477192,31.87565858798736,False,-6.8149,1.6262,2,2,2,100.0,19.12159703877122,24.563540397888758,9.535962877030158,0.46403712296984145,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
67,77.50627228385055,74.1033857948509,688155,先惠技术,confirmed_rebound,2024-01-22,46.21,2024-01-22,45.02,2.643269657929804,11.594846734784536,27.79470729751403,False,-6.0963,0.441,2,2,2,100.0,31.66688502650995,38.11460912628228,7.356730342070196,2.643269657929804,历史2/2次成功; 当前距低点2.64%; 最新日涨幅-6.10%; 状态confirmed_rebound; 底部未确认
68,77.49293473423374,71.1377975902235,002819,东方中科,bottom_area,2024-01-22,23.63,2024-01-22,23.51,0.5104210974053485,7.698851552530832,28.627808136004845,False,-6.6746,4.4771,2,2,2,100.0,19.20192307692308,20.487179487179493,9.489578902594651,0.5104210974053485,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-6.67%; 状态bottom_area; 底部未确认
69,77.45584473577667,72.56107043952414,601995,中金公司,bottom_area,2024-01-22,31.62,2024-01-22,31.13,1.5740443302280822,4.914873112752964,31.280353200883,False,-3.0359,0.5325,1,1,1,100.0,16.719846841097638,16.719846841097638,8.425955669771918,1.5740443302280822,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
70,77.43353730344074,72.23410227323919,301469,恒达新材,bottom_area,2024-01-22,28.48,2024-01-22,28.1,1.3523131672597828,8.89679715302491,27.63327324233839,False,-6.5003,4.1717,1,1,1,100.0,12.243958573072497,12.243958573072497,8.647686832740217,1.3523131672597828,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-6.50%; 状态bottom_area; 底部未确认
71,77.40228330444519,71.79223309011743,688286,敏芯股份,confirmed_rebound,2024-01-22,49.0,2024-01-22,48.49,1.051763250154667,10.12579913384202,27.92806183115339,False,-7.6343,1.9235,3,4,3,75.0,20.56587795951654,25.016501650165008,8.948236749845334,1.051763250154667,历史3/4次成功; 当前距低点1.05%; 最新日涨幅-7.63%; 状态confirmed_rebound; 底部未确认
72,77.11288912448786,72.00405769183679,002635,安洁科技,bottom_area,2024-01-22,12.29,2024-01-22,12.12,1.4026402640264022,8.66336633663367,28.49557522123894,False,-4.8762,3.2009,1,1,1,100.0,11.624072547403118,11.624072547403118,8.597359735973598,1.4026402640264022,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
