rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.91084385553813,82.34821257849843,001391,国货航,bottom_area,2026-03-16,5.7,7.73,2026-03-09,5.64,1.0638297872340514,2.3049645390070905,27.037516170763272,26.26131953428202,False,0.0,0.9945,1,1,1,100.0,30.39647577092513,30.39647577092513,18.936170212765948,1.0638297872340514,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,79.35075990107501,67.0189696283052,301367,瑞迈特,bottom_area,2026-03-16,71.52,97.33,2026-03-16,71.0,0.7323943661971775,1.6901408450704265,27.052296311517516,26.51803143943286,False,-0.8044,1.1411,4,6,4,66.66666666666666,28.452484497677933,32.411969715178486,19.267605633802823,0.7323943661971775,历史4/6次成功; 当前距低点0.73%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
13,78.97515824332676,71.79142278371509,300663,科蓝软件,bottom_area,2026-03-16,15.63,20.71,2026-03-04,14.92,4.758713136729228,7.908847184986604,27.95750845002415,24.5292129406084,True,2.8966,2.3362,2,3,2,66.66666666666666,48.62700036984445,76.77304964539006,15.241286863270773,4.758713136729228,历史2/3次成功; 当前距低点4.76%; 最新日涨幅2.90%; 状态bottom_area; 底部已确认
14,76.27802150569278,67.56434221389216,601519,大智慧,bottom_area,2026-03-16,11.15,15.88,2026-03-16,10.79,3.3364226135310586,3.429101019462475,32.05289672544082,29.78589420654912,False,-0.7124,1.303,2,3,2,66.66666666666666,40.13289841976505,40.138408304498256,16.66357738646894,3.3364226135310586,历史2/3次成功; 当前距低点3.34%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
15,75.0311891286415,67.48550853749073,300725,药石科技,bottom_area,2026-03-16,37.42,51.15,2026-03-04,35.92,4.1759465478841875,5.929844097995533,29.775171065493637,26.842619745845546,False,-0.2399,2.3507,2,3,2,66.66666666666666,51.70433867208061,60.139860139860126,15.824053452115812,4.1759465478841875,历史2/3次成功; 当前距低点4.18%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
16,72.40322107913863,64.25658579597255,002855,捷荣技术,bottom_area,2026-03-16,12.62,16.72,2026-03-16,12.2,3.4426229508196715,3.606557377049191,27.033492822966505,24.52153110047847,False,2.1036,1.7968,2,4,2,50.0,20.62239851527635,21.093749999999993,16.55737704918033,3.4426229508196715,历史2/4次成功; 当前距低点3.44%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
17,72.29538098881271,64.14173014351312,603236,移远通信,bottom_area,2026-03-16,79.39,107.04,2026-03-16,76.76,3.4262636789994727,3.478374153204796,28.28849028400598,25.8314648729447,False,0.5191,1.7658,2,5,2,40.0,41.47102866468776,43.55271994627266,16.573736321000528,3.4262636789994727,历史2/5次成功; 当前距低点3.43%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
18,71.66897578949205,62.490660088930404,600415,小商品城,bottom_area,2026-03-16,14.08,19.01,2026-03-04,13.74,2.4745269286753993,4.512372634643371,27.722251446607054,25.933719095213053,False,1.6606,0.9897,1,2,1,50.0,32.59452411994785,32.59452411994785,17.5254730713246,2.4745269286753993,历史1/2次成功; 当前距低点2.47%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
19,71.36901512096136,63.73515700370733,002842,翔鹭钨业,bottom_area,2026-03-16,33.73,47.7,2026-03-16,32.5,3.784615384615375,8.000000000000004,31.86582809224319,29.28721174004194,False,-2.0331,15.2241,2,3,2,66.66666666666666,25.039857064321065,29.70588235294118,16.215384615384625,3.784615384615375,历史2/3次成功; 当前距低点3.78%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
20,70.67913568696748,64.40550173299322,688318,财富趋势,bottom_area,2026-03-16,117.3,163.63,2026-03-09,111.83,4.891352946436554,7.287847625860687,31.656786652814272,28.31387887306728,True,2.1243,0.8709,4,8,4,50.0,29.988099198218027,36.949152542372886,15.108647053563445,4.891352946436554,历史4/8次成功; 当前距低点4.89%; 最新日涨幅2.12%; 状态bottom_area; 底部已确认
21,69.11995606101297,60.258423232677984,000681,视觉中国,bottom_area,2026-03-16,22.44,30.5,2026-03-16,21.9,2.4657534246575468,2.4657534246575468,28.196721311475414,26.42622950819672,False,1.4925,3.8317,2,6,2,33.33333333333333,23.263482298730437,25.590062111801227,17.534246575342454,2.4657534246575468,历史2/6次成功; 当前距低点2.47%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
22,67.40793717100985,59.23912084867729,688083,中望软件,bottom_area,2026-03-16,58.45,83.59,2026-03-09,56.8,2.9049295774647987,7.429577464788744,32.04928819236751,30.07536786696973,True,0.0,0.8711,2,7,2,28.57142857142857,24.290723500060842,27.053669222343906,17.0950704225352,2.9049295774647987,历史2/7次成功; 当前距低点2.90%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
23,66.41344680034318,58.89877544984563,603099,长白山,bottom_area,2026-03-16,38.28,52.2,2026-03-06,37.02,3.4035656401944836,6.591031874662338,29.080459770114942,26.666666666666668,False,0.1046,1.2019,1,2,1,50.0,24.671532846715323,24.671532846715323,16.596434359805517,3.4035656401944836,历史1/2次成功; 当前距低点3.40%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
24,64.78703389901392,57.18764197201867,603121,华培动力,bottom_area,2026-03-16,19.34,26.45,2026-03-12,18.75,3.1466666666666656,7.040000000000002,29.111531190926275,26.880907372400753,True,-1.7276,2.6842,1,4,1,25.0,46.435709526982016,46.435709526982016,16.853333333333335,3.1466666666666656,历史1/4次成功; 当前距低点3.15%; 最新日涨幅-1.73%; 状态bottom_area; 底部已确认
25,63.24923637141551,55.61808155888988,301459,丰茂股份,bottom_area,2026-03-16,39.59,54.99,2026-03-04,38.46,2.9381175247009947,5.564222568902758,30.06001091107474,28.005091834879064,False,1.5128,2.5655,1,3,1,33.33333333333333,20.772345063843044,20.772345063843044,17.061882475299008,2.9381175247009947,历史1/3次成功; 当前距低点2.94%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
26,62.840085310762106,55.07321610757467,002155,湖南黄金,bottom_area,2026-03-16,31.71,43.67,2026-03-16,30.86,2.754374594944917,5.80038885288399,29.333638653537903,27.38722234943898,False,-3.8508,5.3737,1,2,1,50.0,28.834355828220854,28.834355828220854,17.245625405055083,2.754374594944917,历史1/2次成功; 当前距低点2.75%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
27,61.48355164180753,53.28332121335799,300703,创源股份,bottom_area,2026-03-16,20.52,29.07,2026-03-16,20.09,2.1403683424589337,6.2717770034843285,30.89095287237702,29.411764705882355,False,-2.8869,5.4614,1,3,1,33.33333333333333,20.914127423822727,20.914127423822727,17.859631657541065,2.1403683424589337,历史1/3次成功; 当前距低点2.14%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
28,59.951429699800414,52.48704341326154,300612,宣亚国际,bottom_area,2026-03-16,15.99,22.05,2026-03-16,15.57,2.6974951830443157,2.6974951830443157,29.38775510204082,27.482993197278915,False,1.7823,3.0957,1,7,1,14.285714285714285,25.592417061611382,25.592417061611382,17.302504816955686,2.6974951830443157,历史1/7次成功; 当前距低点2.70%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
