rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.35530736799593,83.11700711527638,300363,博腾股份,bottom_area,2023-06-14,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,0.0,0.9534,1,1,1,100.0,36.97403760071621,36.97403760071621,13.736770228747009,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,82.41395957873343,71.8748413393314,603185,弘元绿能,bottom_area,2023-06-14,70.21,2023-06-14,70.1,0.15691868758915753,2.653352353780313,27.289700238564468,False,-2.1327,0.8754,3,4,3,75.0,29.449548102336955,43.51028702057404,14.843081312410842,0.15691868758915753,历史3/4次成功; 当前距低点0.16%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
13,80.50738850704874,70.83410591766727,688176,亚虹医药,bottom_area,2023-06-14,11.2,2023-06-09,11.13,0.6289308176100494,4.761904761904756,31.211372064276876,False,-1.0601,1.368,1,1,1,100.0,25.473484848484844,25.473484848484844,14.37106918238995,0.6289308176100494,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
14,80.39513519193339,70.978973042362,600935,华塑股份,bottom_area,2023-06-14,3.72,2023-05-31,3.69,0.8130081300813075,3.2520325203252063,27.788649706457928,False,-0.8,0.157,1,1,1,100.0,28.50877192982458,28.50877192982458,14.18699186991869,0.8130081300813075,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
15,79.83659109572015,70.33374262840577,600256,广汇能源,bottom_area,2023-06-14,7.22,2023-06-01,7.17,0.6973500697350046,5.718270571827059,29.49852507374631,False,-0.4138,0.9744,1,1,1,100.0,23.62204724409449,23.62204724409449,14.302649930264996,0.6973500697350046,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
16,78.26053934275349,68.9654600774479,601669,中国电建,bottom_area,2023-06-14,5.65,2023-06-07,5.61,0.7130124777183606,3.208556149732615,29.78723404255319,False,-1.2238,0.9384,1,1,1,100.0,16.457680250783696,16.457680250783696,14.286987522281638,0.7130124777183606,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
17,78.10770362856327,73.22320190352202,601111,中国国航,bottom_area,2023-06-14,8.26,2023-06-02,7.94,4.030226700251881,7.178841309823669,29.920564872021178,True,-1.3142,0.4405,1,1,1,100.0,30.97913322632423,30.97913322632423,10.969773299748118,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
18,77.25850135468882,72.87026972716293,002481,双塔食品,bottom_area,2023-06-14,4.55,2023-06-12,4.36,4.357798165137603,5.963302752293573,29.677419354838708,False,1.3363,0.8476,1,1,1,100.0,19.817470664928287,19.817470664928287,10.642201834862398,4.357798165137603,历史1/1次成功; 当前距低点4.36%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
19,70.88930491444299,66.41880820812675,600984,建设机械,bottom_area,2023-06-14,4.42,2023-06-12,4.25,3.9999999999999982,4.70588235294118,32.0,False,1.1442,0.658,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,11.000000000000002,3.9999999999999982,历史2/3次成功; 当前距低点4.00%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
20,68.07161089297882,63.596314675101326,000301,东方盛虹,bottom_area,2023-06-14,11.34,2023-06-09,10.92,3.846153846153846,5.677655677655671,27.586206896551722,False,0.7105,0.4309,2,4,2,50.0,22.019061528667194,28.337639965546952,11.153846153846153,3.846153846153846,历史2/4次成功; 当前距低点3.85%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
21,63.869602477468,57.577514270280204,600409,三友化工,bottom_area,2023-06-14,5.28,2023-06-14,5.18,1.9305019305019409,2.895752895752903,30.000000000000004,False,2.1277,1.0583,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,13.069498069498058,1.9305019305019409,历史1/3次成功; 当前距低点1.93%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
22,60.04936952484138,56.29318681318682,601388,怡球资源,bottom_area,2023-06-14,2.84,2023-05-30,2.73,4.029304029304025,4.3956043956043995,27.777777777777775,False,1.0676,0.5186,1,2,1,50.0,18.333333333333325,18.333333333333325,10.970695970695974,4.029304029304025,历史1/2次成功; 当前距低点4.03%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
23,59.02188041703872,54.87316532258064,000545,金浦钛业,bottom_area,2023-06-14,2.89,2023-06-12,2.79,3.5842293906810068,4.3010752688172085,28.277634961439592,False,0.6969,0.4014,1,3,1,33.33333333333333,24.6875,24.6875,11.415770609318992,3.5842293906810068,历史1/3次成功; 当前距低点3.58%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
24,59.01257674587816,55.235427151289215,000792,盐湖股份,bottom_area,2023-06-14,19.23,2023-05-30,18.5,3.945945945945948,7.5675675675675595,29.49695121951219,True,-0.6715,0.2968,1,2,1,50.0,24.904214559386965,24.904214559386965,11.054054054054053,3.945945945945948,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-0.67%; 状态bottom_area; 底部已确认
25,52.611332022399786,48.83428697992576,688327,云从科技,bottom_area,2023-06-14,21.01,2023-06-13,20.3,3.497536945812812,7.241379310344821,32.01607501674481,False,-1.5925,6.3225,1,5,1,20.0,25.853071055800886,25.853071055800886,11.502463054187187,3.497536945812812,历史1/5次成功; 当前距低点3.50%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
