rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.45183277948217,83.75904146026156,000411,英特集团,bottom_area,2023-10-18,11.63,2023-08-24,11.38,2.196836555360281,9.490333919156415,27.974683544303797,True,-2.7592,1.8792,3,3,3,100.0,31.816283905822544,47.98426745329401,12.803163444639717,2.196836555360281,历史3/3次成功; 当前距低点2.20%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
12,79.70037911817386,70.11687119630035,000524,岭南控股,bottom_area,2023-10-18,8.07,2023-10-17,8.02,0.6234413965087371,3.366583541147127,28.392857142857142,False,-1.4652,0.8487,1,1,1,100.0,21.550094517958406,21.550094517958406,14.376558603491263,0.6234413965087371,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
13,79.16920979667282,68.84279112754159,600032,浙江新能,bottom_area,2023-10-18,9.36,2023-10-18,9.36,0.0,2.670940170940171,29.940119760479046,False,-1.9895,0.9895,1,1,1,100.0,19.31608133086876,19.31608133086876,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
14,79.06095489443379,68.74865642994243,000006,深振业A,bottom_area,2023-10-18,4.21,2023-10-18,4.21,0.0,2.3752969121140057,30.983606557377048,False,-1.6355,1.0904,1,1,1,100.0,18.809980806142043,18.809980806142043,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
15,78.60249999999999,68.35,000965,天保基建,bottom_area,2023-10-18,3.27,2023-10-18,3.27,0.0,1.8348623853211024,28.75816993464052,False,-2.0958,1.1676,1,1,1,100.0,16.666666666666664,16.666666666666664,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
16,76.58275487933219,67.33894214374017,301378,通达海,bottom_area,2023-10-18,48.99,2023-10-18,48.7,0.5954825462012302,3.5934291581108826,27.59440975319655,False,-3.2774,3.2383,1,1,1,100.0,16.487324457413823,16.487324457413823,14.404517453798768,0.5954825462012302,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
17,70.40897925555392,61.22519935265558,000798,中水渔业,bottom_area,2023-10-18,8.17,2023-10-18,8.17,0.0,2.5703794369645148,32.4793388429752,False,-2.0384,1.4533,2,3,2,66.66666666666666,17.250175731123207,17.3015873015873,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
18,68.31313066394777,61.98791395045634,688103,国力电子,bottom_area,2023-10-18,47.07,2023-10-18,46.02,2.281616688396343,3.911342894393736,29.199999999999992,False,-0.8008,0.8823,1,2,1,50.0,57.609964966913196,57.609964966913196,12.718383311603656,2.281616688396343,历史1/2次成功; 当前距低点2.28%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
19,63.6826648578639,57.25900963160473,002177,御银股份,bottom_area,2023-10-18,3.98,2023-09-28,3.91,1.7902813299232694,7.1611253196931015,27.992633517495392,True,-4.0964,5.0521,1,2,1,50.0,19.574468085106382,19.574468085106382,13.20971867007673,1.7902813299232694,历史1/2次成功; 当前距低点1.79%; 最新日涨幅-4.10%; 状态bottom_area; 底部已确认
20,63.09379679144383,54.86417112299464,600322,津投城开,bottom_area,2023-10-18,2.26,2023-10-17,2.26,0.0,3.0973451327433756,31.097560975609756,False,-1.7391,2.5752,1,2,1,50.0,35.828877005347586,35.828877005347586,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
21,62.11546654832017,54.10532331463648,000014,沙河股份,bottom_area,2023-10-18,11.01,2023-10-18,11.0,0.09090909090908897,2.5454545454545396,30.5993690851735,False,-1.8717,1.8744,1,2,1,50.0,20.605355064027936,20.605355064027936,14.90909090909091,0.09090909090908897,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
22,61.54282751405053,56.36348064405618,002145,钛能化学,bottom_area,2023-10-18,4.44,2023-09-26,4.32,2.77777777777778,10.416666666666648,30.32258064516129,True,-1.5521,1.0485,1,2,1,50.0,16.649537512846855,16.649537512846855,12.22222222222222,2.77777777777778,历史1/2次成功; 当前距低点2.78%; 最新日涨幅-1.55%; 状态bottom_area; 底部已确认
23,61.2579495895623,53.55971631205676,603326,我乐家居,bottom_area,2023-10-18,10.29,2023-10-18,10.26,0.2923976608187072,2.436647173489279,28.251748251748253,False,-2.0932,2.8579,1,2,1,50.0,20.141843971631218,20.141843971631218,14.707602339181292,0.2923976608187072,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
24,59.56064437487695,52.59454990753236,600408,安泰集团,bottom_area,2023-10-18,2.45,2023-10-18,2.43,0.8230452674897125,2.880658436213985,28.947368421052627,False,-1.2097,2.259,1,2,1,50.0,21.457489878542503,21.457489878542503,14.176954732510286,0.8230452674897125,历史1/2次成功; 当前距低点0.82%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
25,58.63648835084513,51.47181818181817,002069,獐子岛,bottom_area,2023-10-18,3.98,2023-10-17,3.96,0.5050505050505055,2.525252525252516,30.03533568904594,False,-0.7481,0.599,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,14.494949494949495,0.5050505050505055,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
26,57.26986781609195,49.799885057471265,000428,华天酒店,bottom_area,2023-10-18,3.95,2023-10-18,3.95,0.0,2.531645569620244,29.464285714285705,False,-2.7094,1.4912,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
27,56.0633019445017,49.253885049658244,002146,荣盛发展,bottom_area,2023-10-18,1.83,2023-10-18,1.82,0.5494505494505499,2.1978021978021998,27.777777777777775,False,-1.6129,2.0616,1,3,1,33.33333333333333,19.587628865979376,19.587628865979376,14.450549450549449,0.5494505494505499,历史1/3次成功; 当前距低点0.55%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
