rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.809422820331,80.67747246435668,002843,泰嘉股份,bottom_area,2023-04-25,15.06,2023-04-25,14.89,1.1417058428475482,5.1712558764271295,30.9369202226345,False,-2.776,1.1177,2,2,2,100.0,28.175063365855337,31.56626506024095,18.858294157152454,1.1417058428475482,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
27,69.77470602525024,60.377275276559864,300758,七彩化学,bottom_area,2023-04-25,9.92,2023-04-25,9.72,2.0576131687242727,4.938271604938257,29.819494584837543,False,-2.6497,1.8828,1,2,1,50.0,38.59480269489894,38.59480269489894,17.942386831275726,2.0576131687242727,历史1/2次成功; 当前距低点2.06%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
28,69.30841234876347,59.38344770042053,000722,湖南发展,bottom_area,2023-04-25,10.71,2023-04-25,10.55,1.5165876777251197,4.549763033175342,27.98634812286689,False,-2.9012,1.2307,1,2,1,50.0,26.619718309859163,26.619718309859163,18.48341232227488,1.5165876777251197,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
29,69.14151728963088,59.214397678777075,000059,华锦股份,bottom_area,2023-04-25,6.8,2023-04-25,6.7,1.4925373134328304,3.2835820895522354,29.916317991631804,False,-1.0189,0.9038,1,2,1,50.0,25.41603630862328,25.41603630862328,18.507462686567173,1.4925373134328304,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
30,68.00263414999654,57.80964672184891,688173,希荻微,bottom_area,2023-04-25,19.51,2023-04-25,19.3,1.0880829015544085,6.735751295336791,29.818181818181817,False,-5.3372,1.3887,1,2,1,50.0,23.120837297811605,23.120837297811605,18.911917098445592,1.0880829015544085,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
31,67.93992736304305,57.844005953556575,001896,豫能控股,bottom_area,2023-04-25,4.32,2023-04-24,4.27,1.1709601873536468,5.85480093676815,27.993254637436767,False,-2.0408,0.5697,1,4,1,25.0,34.93975903614456,34.93975903614456,18.829039812646354,1.1709601873536468,历史1/4次成功; 当前距低点1.17%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
32,67.46948779674827,58.098725602755444,002350,北京科锐,bottom_area,2023-04-25,6.82,2023-04-25,6.7,1.7910447761194044,4.328358208955224,32.04868154158215,False,-2.1521,2.2782,1,2,1,50.0,23.07692307692308,23.07692307692308,18.208955223880597,1.7910447761194044,历史1/2次成功; 当前距低点1.79%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
33,67.32604087212836,58.48053588713228,002167,东方锆业,bottom_area,2023-04-25,6.77,2023-04-25,6.62,2.2658610271903243,4.984894259818732,27.412280701754376,False,-3.9716,5.4439,1,2,1,50.0,41.1650485436893,41.1650485436893,17.734138972809678,2.2658610271903243,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
34,66.91464804467148,57.8263736098426,603260,合盛硅业,bottom_area,2023-04-25,71.39,2023-04-25,70.0,1.9857142857142864,5.985714285714282,29.64824120603015,False,-3.3311,0.3878,1,2,1,50.0,34.21399022188793,34.21399022188793,18.014285714285716,1.9857142857142864,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
35,66.86801362641174,58.18580970384373,002585,双星新材,bottom_area,2023-04-25,10.83,2023-04-25,10.58,2.3629489603024574,5.765595463137991,31.029986962190353,False,-2.87,2.1213,1,3,1,33.33333333333333,56.338028169014066,56.338028169014066,17.637051039697543,2.3629489603024574,历史1/3次成功; 当前距低点2.36%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
36,66.25875526001971,56.46279965689565,300658,延江股份,bottom_area,2023-04-25,7.47,2023-04-25,7.38,1.2195121951219494,4.336043360433608,28.83317261330761,False,-2.3529,1.4504,1,3,1,33.33333333333333,26.72018348623853,26.72018348623853,18.780487804878053,1.2195121951219494,历史1/3次成功; 当前距低点1.22%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
37,65.06680389797748,54.324485186271644,002553,南方精工,bottom_area,2023-04-25,9.75,2023-04-25,9.74,0.10266940451745162,9.958932238193025,28.329654157468724,False,-9.8891,4.8623,1,2,1,50.0,32.14285714285715,32.14285714285715,19.897330595482547,0.10266940451745162,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
38,64.22815444640503,55.5118989151459,600405,动力源,bottom_area,2023-04-25,5.63,2023-04-25,5.52,1.992753623188412,6.1594202898550865,28.218465539661906,False,-3.5959,3.2914,1,2,1,50.0,21.8568665377176,21.8568665377176,18.00724637681159,1.992753623188412,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
39,64.14149926536685,57.39542399524321,300665,飞鹿股份,bottom_area,2023-04-25,7.47,2023-04-24,7.19,3.894297635604998,4.728789986091792,30.329457364341085,False,2.4691,5.627,1,2,1,50.0,22.6044226044226,22.6044226044226,16.105702364395004,3.894297635604998,历史1/2次成功; 当前距低点3.89%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
40,61.74287645987587,52.27925631055979,688107,安路科技,bottom_area,2023-04-25,54.48,2023-04-25,54.01,0.8702092205147175,10.720236993149415,27.317992194859375,False,-10.7617,3.9668,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,19.129790779485283,0.8702092205147175,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-10.76%; 状态bottom_area; 底部未确认
41,61.29637132076816,53.4087248476486,002455,百川股份,bottom_area,2023-04-25,7.99,2023-04-25,7.8,2.435897435897441,6.923076923076923,27.102803738317753,False,-3.9663,2.1095,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,17.56410256410256,2.435897435897441,历史1/3次成功; 当前距低点2.44%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
42,60.78810810810811,50.656756756756764,002482,广田集团,bottom_area,2023-04-25,1.51,2023-04-25,1.51,0.0,1.986754966887419,28.095238095238095,False,-5.0314,0.3772,1,2,1,50.0,23.423423423423422,23.423423423423422,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
43,60.20311119464554,51.942467709291925,300560,中富通,bottom_area,2023-04-25,14.5,2023-04-25,14.23,1.8973998594518593,6.324666198172876,30.619210141394444,False,-4.6053,4.8939,1,3,1,33.33333333333333,20.94196804037006,20.94196804037006,18.10260014054814,1.8973998594518593,历史1/3次成功; 当前距低点1.90%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
44,59.84699261722629,50.58938039760634,002806,华锋股份,bottom_area,2023-04-25,10.35,2023-04-25,10.27,0.7789678675754632,4.868549172346641,31.896551724137932,False,-3.3613,2.2067,1,2,1,50.0,20.35175879396985,20.35175879396985,19.221032132424536,0.7789678675754632,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
45,59.16152255087902,52.09382263748873,002724,海洋王,bottom_area,2023-04-25,8.55,2023-04-25,8.3,3.012048192771084,4.337349397590354,28.999144568006834,False,-0.5814,0.7327,1,3,1,33.33333333333333,25.204081632653047,25.204081632653047,16.987951807228917,3.012048192771084,历史1/3次成功; 当前距低点3.01%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
46,55.01542729193821,46.24422262503092,002316,亚联发展,bottom_area,2023-04-25,4.26,2023-04-25,4.24,0.4716981132075371,8.726415094339625,28.739495798319325,False,-9.5541,18.7142,1,5,1,20.0,24.890829694323134,24.890829694323134,19.528301886792466,0.4716981132075371,历史1/5次成功; 当前距低点0.47%; 最新日涨幅-9.55%; 状态bottom_area; 底部未确认
