rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.43975381423752,78.71342129568545,001206,依依股份,bottom_area,2026-03-09,22.39,31.9,2026-03-04,22.0,1.7727272727272754,3.772727272727265,31.034482758620683,29.811912225705324,False,-1.3656,1.9197,1,1,1,100.0,42.01741654571844,42.01741654571844,18.227272727272727,1.7727272727272754,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
12,83.73659307778456,75.92820367751061,300063,天龙集团,bottom_area,2026-03-09,12.68,16.81,2026-03-04,12.12,4.620462046204625,5.445544554455447,27.90005948839976,24.568709101725158,False,0.3959,6.9242,1,1,1,100.0,39.47772657450077,39.47772657450077,15.379537953795374,4.620462046204625,历史1/1次成功; 当前距低点4.62%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
13,80.96867470032439,73.8346686568933,605116,奥锐特,bottom_area,2026-03-09,25.75,35.58,2026-03-04,24.54,4.930725346373272,5.419722901385501,31.02866779089376,27.62788083192805,False,0.9013,1.089,1,1,1,100.0,32.02538949798039,32.02538949798039,15.06927465362673,4.930725346373272,历史1/1次成功; 当前距低点4.93%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
14,80.9210951058777,70.84965107646623,300725,药石科技,bottom_area,2026-03-09,36.89,51.15,2026-03-04,35.92,2.700445434298438,4.649220489977733,29.775171065493637,27.878787878787875,False,-1.5216,3.2124,2,3,2,66.66666666666666,51.70433867208061,60.139860139860126,17.299554565701563,2.700445434298438,历史2/3次成功; 当前距低点2.70%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
15,79.20677232052768,69.12026215494019,603130,云中马,bottom_area,2026-03-09,42.72,61.5,2026-03-09,41.67,2.519798416126703,5.591552675785933,32.24390243902439,30.536585365853657,False,-2.7765,1.4666,2,3,2,66.66666666666666,38.48782729592695,52.76771857216763,17.4802015838733,2.519798416126703,历史2/3次成功; 当前距低点2.52%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
16,79.12300659040513,69.18225533796034,601519,大智慧,bottom_area,2026-03-09,11.33,15.88,2026-03-09,11.04,2.626811594202907,3.2608695652174022,30.478589420654924,28.652392947103277,False,-1.6493,1.517,2,3,2,66.66666666666666,40.13289841976505,40.138408304498256,17.373188405797094,2.626811594202907,历史2/3次成功; 当前距低点2.63%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
17,78.73777851292931,70.9194971454621,603163,圣晖集成,bottom_area,2026-03-09,107.6,149.85,2026-03-09,103.21,4.253463811646159,4.883247747311313,31.12445779112446,28.194861528194863,False,-0.8478,3.8119,1,1,1,100.0,30.52362707535122,30.52362707535122,15.746536188353843,4.253463811646159,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
18,77.5931928201649,70.50820075702006,688726,拉普拉斯,bottom_area,2026-03-09,61.9,81.2,2026-03-09,59.1,4.737732656514377,5.7529610829103195,27.21674876847291,23.768472906403947,False,-2.1962,6.1588,1,1,1,100.0,34.2485549132948,34.2485549132948,15.262267343485625,4.737732656514377,历史1/1次成功; 当前距低点4.74%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
19,73.81778407112891,64.68547607419606,601689,拓普集团,bottom_area,2026-03-09,63.21,85.5,2026-03-09,61.52,2.747074122236667,3.3485045513654015,28.046783625730992,26.070175438596486,False,-1.4038,1.2665,2,4,2,50.0,36.87529609083685,47.99107142857144,17.252925877763335,2.747074122236667,历史2/4次成功; 当前距低点2.75%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
20,71.94481186020963,64.51188733617413,301413,安培龙,bottom_area,2026-03-09,126.89,178.99,2026-03-09,122.0,4.008196721311476,4.008196721311476,31.839767584781274,29.107771383876198,False,-1.5288,4.5113,2,3,2,66.66666666666666,31.956501043535567,40.258064516129025,15.991803278688524,4.008196721311476,历史2/3次成功; 当前距低点4.01%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
21,70.82873824974551,62.51156718948967,688318,财富趋势,bottom_area,2026-03-09,115.34,163.63,2026-03-09,111.83,3.138692658499513,3.8630063489224784,31.656786652814272,29.511703232903496,False,-1.4862,1.1083,4,8,4,50.0,29.988099198218027,36.949152542372886,16.861307341500485,3.138692658499513,历史4/8次成功; 当前距低点3.14%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
22,70.01384122579654,59.89404588785916,603949,雪龙集团,bottom_area,2026-03-09,17.72,24.1,2026-03-04,17.47,1.4310246136233544,3.720663995420734,27.51037344398341,26.473029045643166,False,-1.8826,1.4732,1,2,1,50.0,28.31603229527105,28.31603229527105,18.568975386376646,1.4310246136233544,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
23,69.11023396232535,62.2549775330768,688045,必易微,bottom_area,2026-03-09,45.77,60.6,2026-03-09,43.9,4.2596810933940885,4.487471526195897,27.557755775577565,24.47194719471947,False,-0.6943,3.2861,3,5,3,60.0,20.683066806533947,21.048975338659265,15.740318906605912,4.2596810933940885,历史3/5次成功; 当前距低点4.26%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
24,68.56179753415176,59.30629327670333,600415,小商品城,bottom_area,2026-03-09,14.02,19.01,2026-03-04,13.74,2.037845705967972,4.221251819505095,27.722251446607054,26.249342451341406,False,-1.4065,0.7115,1,2,1,50.0,32.59452411994785,32.59452411994785,17.96215429403203,2.037845705967972,历史1/2次成功; 当前距低点2.04%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
25,67.21908753190534,60.875877863401584,600693,东百集团,bottom_area,2026-03-09,12.86,17.5,2026-03-04,12.3,4.552845528455274,7.317073170731696,29.714285714285708,26.51428571428572,True,-0.695,2.4657,2,4,2,50.0,29.335299291825866,30.632090761750412,15.447154471544728,4.552845528455274,历史2/4次成功; 当前距低点4.55%; 最新日涨幅-0.69%; 状态bottom_area; 底部已确认
26,67.21724451417799,58.04454530397852,603099,长白山,bottom_area,2026-03-09,37.74,52.2,2026-03-06,37.02,1.944894651539705,3.4035656401944836,29.080459770114942,27.70114942528736,False,-0.2906,1.8699,1,2,1,50.0,24.671532846715323,24.671532846715323,18.055105348460295,1.944894651539705,历史1/2次成功; 当前距低点1.94%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
27,66.65819008083,59.21674209308306,688166,博瑞医药,bottom_area,2026-03-09,40.25,55.88,2026-03-09,38.89,3.4970429416302378,4.371303677037806,30.404438081603434,27.97065139584825,False,-1.6373,2.5855,1,2,1,50.0,50.993377483443716,50.993377483443716,16.502957058369763,3.4970429416302378,历史1/2次成功; 当前距低点3.50%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
28,65.47897578242566,58.688778426747575,603236,移远通信,bottom_area,2026-03-09,80.9,107.04,2026-03-09,77.8,3.984575835475589,4.807197943444741,27.31689088191331,24.420777279521673,False,-1.1123,2.5593,2,5,2,40.0,41.47102866468776,43.55271994627266,16.01542416452441,3.984575835475589,历史2/5次成功; 当前距低点3.98%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
29,62.67477532300736,54.92380194871907,605488,福莱新材,bottom_area,2026-03-09,34.75,46.67,2026-03-09,33.82,2.7498521584861018,4.25783560023654,27.533747589457896,25.541032783372618,False,-3.0413,2.4683,1,2,1,50.0,27.975617581007374,27.975617581007374,17.2501478415139,2.7498521584861018,历史1/2次成功; 当前距低点2.75%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
30,62.071452775122886,53.63152929679942,301459,丰茂股份,bottom_area,2026-03-09,39.22,54.99,2026-03-04,38.46,1.976079043161721,4.16016640665627,30.06001091107474,28.677941443898895,False,-1.8027,4.0466,1,3,1,33.33333333333333,20.772345063843044,20.772345063843044,18.02392095683828,1.976079043161721,历史1/3次成功; 当前距低点1.98%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
31,59.95024675787413,51.196123817951154,688071,华依科技,bottom_area,2026-03-09,33.37,46.7,2026-03-09,32.93,1.3361676283024528,5.192833282720926,29.486081370449686,28.5438972162741,False,-4.6026,4.2705,1,6,1,16.666666666666664,29.494190020505805,29.494190020505805,18.66383237169755,1.3361676283024528,历史1/6次成功; 当前距低点1.34%; 最新日涨幅-4.60%; 状态bottom_area; 底部未确认
32,59.06019720819723,51.782637362637374,300433,蓝思科技,bottom_area,2026-03-09,31.45,42.6,2026-03-09,30.6,2.7777777777777706,3.594771241830058,28.169014084507044,26.1737089201878,False,-2.962,1.2433,1,3,1,33.33333333333333,20.659340659340668,20.659340659340668,17.222222222222232,2.7777777777777706,历史1/3次成功; 当前距低点2.78%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
33,57.666168032002076,52.58186350523889,688084,晶品特装,bottom_area,2026-03-09,75.6,99.85,2026-03-06,72.05,4.927133934767518,6.0235947258848075,27.841762643965946,24.2864296444667,False,0.5052,1.4008,1,3,1,33.33333333333333,28.830083565459613,28.830083565459613,15.072866065232482,4.927133934767518,历史1/3次成功; 当前距低点4.93%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
34,55.25787229010934,49.53467083364439,300612,宣亚国际,bottom_area,2026-03-09,16.41,22.05,2026-03-04,15.78,3.9923954372623625,5.006337135614708,28.43537414965987,25.578231292517007,False,0.122,4.6807,1,7,1,14.285714285714285,25.592417061611382,25.592417061611382,16.007604562737637,3.9923954372623625,历史1/7次成功; 当前距低点3.99%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
35,53.71516387205374,48.08199266898797,603186,华正新材,bottom_area,2026-03-09,65.86,88.15,2026-03-09,63.38,3.91290627958346,6.39002840012623,28.099829835507663,25.286443562110044,False,-6.409,9.2117,1,3,1,33.33333333333333,24.892933618843678,24.892933618843678,16.08709372041654,3.91290627958346,历史1/3次成功; 当前距低点3.91%; 最新日涨幅-6.41%; 状态bottom_area; 底部未确认
