rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.92329951426774,76.00177028187147,300724,捷佳伟创,bottom_area,2022-04-13,59.8,2022-04-13,59.74,0.100435219283554,4.620020087043853,27.919884169884163,False,-5.2298,2.8903,3,3,3,100.0,23.660013880849316,30.55368319691865,7.899564780716446,0.100435219283554,历史3/3次成功; 当前距低点0.10%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
12,76.19882342112473,71.28137883012093,300746,汉嘉数智,bottom_area,2022-04-13,13.22,2022-04-13,13.15,0.5323193916349831,7.984790874524707,32.21649484536081,False,-7.0977,3.7605,1,1,1,100.0,36.90896259703598,36.90896259703598,7.467680608365017,0.5323193916349831,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-7.10%; 状态bottom_area; 底部未确认
13,76.14900385793811,70.59662513317804,300435,中泰股份,bottom_area,2022-04-13,15.4,2022-04-13,15.39,0.06497725795971271,3.3788174139051304,29.306384933394575,False,-4.0498,2.0917,1,1,1,100.0,27.498781082398814,27.498781082398814,7.935022742040287,0.06497725795971271,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
14,75.87603750042075,72.72784062652676,300471,厚普股份,bottom_area,2022-04-13,18.13,2022-04-11,17.81,1.7967434025828206,5.9517125210556,28.731492597038816,False,-3.7686,2.3553,1,1,1,100.0,20.346320346320343,20.346320346320343,6.203256597417179,1.7967434025828206,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
15,75.70206296655067,70.8419415646442,603351,威尔药业,bottom_area,2022-04-13,23.73,2022-04-13,23.6,0.5508474576271144,6.228813559322028,32.97358704913377,False,-4.3145,1.0193,2,2,2,100.0,18.106848215236642,22.528735632183903,7.449152542372886,0.5508474576271144,历史2/2次成功; 当前距低点0.55%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
16,75.15915431829514,72.8816041874377,000863,三湘印象,confirmed_rebound,2022-04-13,3.84,2022-04-13,3.75,2.3999999999999964,8.800000000000002,28.57142857142857,False,-7.6923,6.734,2,2,2,100.0,22.116151545363905,25.588235294117638,5.600000000000003,2.3999999999999964,历史2/2次成功; 当前距低点2.40%; 最新日涨幅-7.69%; 状态confirmed_rebound; 底部未确认
17,75.13219978838048,72.46164053285229,688225,亚信安全,bottom_area,2022-04-13,20.73,2022-04-12,20.3,2.11822660098522,5.024630541871919,28.293889085128924,False,-2.6761,3.2594,1,1,1,100.0,12.640845070422536,12.640845070422536,5.88177339901478,2.11822660098522,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
18,74.74362729293759,71.23259377989197,002487,大金重工,bottom_area,2022-04-13,25.06,2022-04-13,24.69,1.4985824220332014,4.738760631834743,32.87112561174551,False,-3.1685,3.3305,1,1,1,100.0,8.652482269503551,8.652482269503551,6.501417577966799,1.4985824220332014,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
19,74.44253269229336,74.25529870129867,000875,电投绿能,bottom_area,2022-04-13,6.98,2022-04-12,6.72,3.869047619047629,5.208333333333341,27.114967462039054,False,0.1435,2.1418,1,1,1,100.0,21.27272727272727,21.27272727272727,4.130952380952372,3.869047619047629,历史1/1次成功; 当前距低点3.87%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
20,74.27571011710717,69.42073726574776,688008,澜起科技,bottom_area,2022-04-13,55.8,2022-04-13,55.53,0.4862236628849199,6.446965604177919,28.348387096774193,False,-4.1402,0.8564,1,1,1,100.0,26.340468909276254,26.340468909276254,7.51377633711508,0.4862236628849199,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
21,74.01937996935806,70.93316506814742,300364,中文在线,confirmed_rebound,2022-04-13,10.26,2022-04-13,10.08,1.785714285714283,9.126984126984127,29.411764705882348,False,-8.5561,9.309,1,1,1,100.0,20.7773851590106,20.7773851590106,6.214285714285717,1.785714285714283,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-8.56%; 状态confirmed_rebound; 底部未确认
22,73.7104762580681,70.91425171501714,688131,皓元医药,bottom_area,2022-04-13,142.02,2022-04-13,139.25,1.989228007181336,4.7684021543985535,27.39833159541189,False,-3.3615,2.715,1,1,1,100.0,12.955331028981659,12.955331028981659,6.010771992818665,1.989228007181336,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
23,73.63714564489118,68.5187512816362,002196,方正电机,bottom_area,2022-04-13,7.85,2022-04-13,7.83,0.25542784163473276,4.725415070242646,30.338078291814945,False,-3.681,1.8486,1,1,1,100.0,18.661971830985923,18.661971830985923,7.744572158365267,0.25542784163473276,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
24,73.48321319329162,69.03975243506491,300393,中来股份,confirmed_rebound,2022-04-13,13.3,2022-04-13,13.2,0.7575757575757683,9.393939393939396,28.182807399347116,False,-7.9585,6.1899,2,2,2,100.0,21.166801948051944,23.89610389610389,7.242424242424232,0.7575757575757683,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-7.96%; 状态confirmed_rebound; 底部未确认
25,73.44116071091429,68.43510638644379,000788,北大医药,bottom_area,2022-04-13,9.11,2022-04-13,9.08,0.3303964757709181,4.074889867841401,29.5577967416602,False,-4.5073,5.1122,1,1,1,100.0,19.13123844731978,19.13123844731978,7.669603524229082,0.3303964757709181,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
26,73.00433041195221,67.84406937748302,603305,旭升集团,bottom_area,2022-04-13,26.4,2022-04-13,26.35,0.18975332068310116,4.743833017077798,29.994686503719443,False,-4.6931,1.0059,1,1,1,100.0,14.229607250755288,14.229607250755288,7.810246679316898,0.18975332068310116,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
27,72.67451693655275,68.27247104247104,002482,广田集团,bottom_area,2022-04-13,2.68,2022-04-13,2.66,0.7518796992481209,7.518796992481193,27.717391304347828,False,-6.2937,4.6547,1,1,1,100.0,23.423423423423422,23.423423423423422,7.248120300751879,0.7518796992481209,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
28,72.39090778600884,67.93179508311707,002104,恒宝股份,confirmed_rebound,2022-04-13,10.14,2022-04-13,10.07,0.6951340615690197,9.03674280039722,29.72784368457781,False,-8.7309,13.9687,2,2,2,100.0,14.444627653195827,20.260223048327138,7.30486593843098,0.6951340615690197,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-8.73%; 状态confirmed_rebound; 底部未确认
29,72.3657486995217,67.13794102503869,300499,高澜股份,bottom_area,2022-04-13,9.75,2022-04-13,9.74,0.10266940451745162,4.106776180698155,31.649122807017545,False,-3.9409,2.8968,1,1,1,100.0,9.365737996443379,9.365737996443379,7.897330595482549,0.10266940451745162,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
30,72.25093460278103,67.97652589622034,002617,露笑科技,bottom_area,2022-04-13,9.72,2022-04-12,9.64,0.8298755186721999,4.045643153526958,29.532163742690052,False,-2.1148,1.3676,1,1,1,100.0,12.573344509639565,12.573344509639565,7.1701244813278,0.8298755186721999,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
31,72.01049669508578,67.1596153846154,000665,湖北广电,bottom_area,2022-04-13,8.03,2022-04-13,8.0,0.374999999999992,7.1250000000000036,27.007299270073,False,-8.2286,11.261,1,1,1,100.0,12.820512820512828,12.820512820512828,7.625000000000008,0.374999999999992,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-8.23%; 状态bottom_area; 底部未确认
32,71.8645225229412,66.91153103056381,000533,顺钠股份,bottom_area,2022-04-13,3.48,2022-04-13,3.47,0.28818443804033966,5.187319884726216,30.738522954091806,False,-5.1771,3.8602,1,1,1,100.0,10.42253521126761,10.42253521126761,7.711815561959661,0.28818443804033966,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
33,71.73713700875986,66.67845187680474,300500,启迪设计,bottom_area,2022-04-13,20.13,2022-04-13,20.09,0.19910403185664083,7.366849178695871,31.1986301369863,False,-7.7029,4.039,1,1,1,100.0,8.077468115257426,8.077468115257426,7.800895968143359,0.19910403185664083,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-7.70%; 状态bottom_area; 底部未确认
34,71.73382644835841,66.96059405940595,603297,永新光学,bottom_area,2022-04-13,81.14,2022-04-13,80.8,0.42079207920792505,7.240099009901001,28.848185980979224,False,-7.5854,1.8657,1,1,1,100.0,12.31182795698925,12.31182795698925,7.579207920792075,0.42079207920792505,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-7.59%; 状态bottom_area; 底部未确认
35,71.18286277766246,65.91005812746523,001266,宏英智能,bottom_area,2022-04-13,37.0,2022-04-13,37.0,0.0,4.486486486486477,28.72278944326719,False,-4.2691,7.5982,1,1,1,100.0,13.763753373468953,13.763753373468953,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
36,71.06011261216236,66.30876069252918,600933,爱柯迪,bottom_area,2022-04-13,9.97,2022-04-13,9.93,0.4028197381671795,4.431017119838867,29.223093371347115,False,-4.4104,0.7584,1,1,1,100.0,8.587041373926617,8.587041373926617,7.597180261832821,0.4028197381671795,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
37,70.75908270676692,65.51766917293233,000797,中国武夷,bottom_area,2022-04-13,4.16,2022-04-13,4.16,0.0,2.8846153846153872,27.017543859649123,False,-9.9567,6.7259,1,1,1,100.0,11.654135338345865,11.654135338345865,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
38,70.53909316770188,65.31397515527951,002178,延华智能,bottom_area,2022-04-13,5.09,2022-04-13,5.09,0.0,6.0903732809430355,28.711484593837532,False,-5.7407,5.3614,1,1,1,100.0,10.559006211180119,10.559006211180119,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
39,70.1920374714374,66.22910413811202,688148,芳源股份,bottom_area,2022-04-13,19.6,2022-04-13,19.41,0.9788768675940304,5.564142194744968,30.280172413793103,False,-3.4958,2.1725,1,1,1,100.0,15.220125786163516,15.220125786163516,7.021123132405969,0.9788768675940304,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
40,69.95349110554706,68.33473263368316,000605,渤海股份,bottom_area,2022-04-13,5.91,2022-04-13,5.75,2.7826086956521765,6.608695652173911,27.03045685279188,False,-4.9839,8.5404,1,1,1,100.0,8.812260536398467,8.812260536398467,5.2173913043478235,2.7826086956521765,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
41,68.41027068624754,67.39086884946039,000421,南京公用,confirmed_rebound,2022-04-13,5.13,2022-04-13,4.97,3.2193158953722363,8.249496981891351,28.07525325615051,False,-1.1561,6.5432,1,1,1,100.0,9.090909090909086,9.090909090909086,4.780684104627763,3.2193158953722363,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-1.16%; 状态confirmed_rebound; 底部未确认
42,65.00408408473007,60.240507729406104,300693,盛弘股份,bottom_area,2022-04-13,22.51,2022-04-13,22.5,0.04444444444445139,3.555555555555559,30.555555555555554,False,-3.5974,2.043,2,3,2,66.66666666666666,10.457926860606307,11.88399476668121,7.955555555555549,0.04444444444445139,历史2/3次成功; 当前距低点0.04%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
43,55.249637317630416,52.57602620774166,688020,方邦股份,confirmed_rebound,2022-04-13,43.53,2022-04-11,42.92,1.4212488350419372,8.17800559179869,29.48907507803515,False,-3.9073,0.8322,1,2,1,50.0,9.28211586901762,9.28211586901762,6.578751164958064,1.4212488350419372,历史1/2次成功; 当前距低点1.42%; 最新日涨幅-3.91%; 状态confirmed_rebound; 底部未确认
44,52.70651594245888,49.218076813895074,002366,融发核电,bottom_area,2022-04-13,4.56,2022-04-13,4.54,0.4405286343612241,5.726872246696031,27.126805778491175,False,-4.2017,4.0679,1,2,1,50.0,8.8305489260143,8.8305489260143,7.5594713656387755,0.4405286343612241,历史1/2次成功; 当前距低点0.44%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
