rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.55626678141135,76.71964285714286,600429,三元股份,bottom_area,2025-01-08,4.15,2025-01-06,3.99,4.010025062656645,6.265664160401002,31.79487179487179,False,0.9732,0.6907,1,1,1,100.0,36.25000000000001,36.25000000000001,15.989974937343357,4.010025062656645,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
12,79.42155283385299,70.63846346163865,000036,华联控股,bottom_area,2025-01-08,3.78,2025-01-06,3.65,3.5616438356164357,6.301369863013698,29.94241842610365,False,-1.5625,1.3478,1,1,1,100.0,20.532319391634985,20.532319391634985,16.438356164383567,3.5616438356164357,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
13,79.0922552357351,68.42364973907749,600325,华发股份,bottom_area,2025-01-08,5.49,2025-01-08,5.38,2.044609665427515,2.9739776951672887,27.10027100271003,False,-1.0811,1.3286,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,17.955390334572485,2.044609665427515,历史2/3次成功; 当前距低点2.04%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
14,78.41788914793779,69.27627729826926,603185,弘元绿能,bottom_area,2025-01-08,15.52,2025-01-08,15.04,3.1914893617021307,4.122340425531921,30.20881670533643,False,-0.1929,1.3568,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,16.808510638297868,3.1914893617021307,历史4/6次成功; 当前距低点3.19%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
15,77.00610746645634,65.55202661749115,300347,泰格医药,bottom_area,2025-01-08,50.5,2025-01-08,49.92,1.161858974358971,3.9663461538461475,27.75687409551374,False,-2.6224,1.7078,2,4,2,50.0,22.102500424890394,23.423271500843175,18.83814102564103,1.161858974358971,历史2/4次成功; 当前距低点1.16%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
16,73.44289169801364,65.41691525828675,688318,财富趋势,bottom_area,2025-01-08,154.52,2025-01-08,149.09,3.642095378630362,6.640284391978003,28.960785248010673,False,-2.4926,2.5994,3,5,3,60.0,30.11232646002135,36.949152542372886,16.35790462136964,3.642095378630362,历史3/5次成功; 当前距低点3.64%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
17,73.09418909160885,65.95740407076974,001696,宗申动力,bottom_area,2025-01-08,21.09,2025-01-08,20.21,4.354280059376541,5.987135081642755,27.769835596854897,False,-1.2178,5.9949,2,3,2,66.66666666666666,43.97040827678273,65.16853932584267,15.64571994062346,4.354280059376541,历史2/3次成功; 当前距低点4.35%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
18,73.07726717796771,65.08945778466304,605577,龙版传媒,bottom_area,2025-01-08,13.38,2025-01-06,12.91,3.640588690937263,5.577072037180486,32.05263157894736,False,-0.9623,1.0009,2,4,2,50.0,50.62209104325122,80.80939947780678,16.35941130906274,3.640588690937263,历史2/4次成功; 当前距低点3.64%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
19,72.92469388309227,65.1514950169878,001287,中电港,bottom_area,2025-01-08,18.54,2025-01-06,17.86,3.8073908174692037,5.15117581187011,29.988239905919258,False,-1.0144,2.5595,2,3,2,66.66666666666666,32.93376029113394,42.36351071181756,16.1926091825308,3.8073908174692037,历史2/3次成功; 当前距低点3.81%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
20,72.5998987656491,64.91834134540336,603178,圣龙股份,bottom_area,2025-01-08,16.97,2025-01-08,16.34,3.85556915544675,4.773561811505514,30.46808510638298,False,-0.9918,1.7807,3,5,3,60.0,30.048596880763135,44.66270354096666,16.144430844553252,3.85556915544675,历史3/5次成功; 当前距低点3.86%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
21,71.8466258861822,63.190405899895175,688135,利扬芯片,bottom_area,2025-01-08,16.06,2025-01-08,15.6,2.9487179487179427,4.935897435897445,27.97783933518006,False,-2.3114,2.0974,2,4,2,50.0,31.309047435333802,40.41850220264317,17.051282051282058,2.9487179487179427,历史2/4次成功; 当前距低点2.95%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
22,71.7016227440649,63.6736490693955,300409,道氏技术,bottom_area,2025-01-08,12.5,2025-01-08,12.08,3.47682119205298,4.9668874172185395,28.26603325415677,False,-1.5748,3.5498,3,6,3,50.0,40.380652619765016,50.03460207612457,16.52317880794702,3.47682119205298,历史3/6次成功; 当前距低点3.48%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
23,71.21755226759772,61.98088819723002,002761,浙江建投,bottom_area,2025-01-08,8.2,2025-01-08,8.01,2.372034956304613,3.7453183520599342,28.482142857142854,False,-1.2048,1.5095,3,7,3,42.857142857142854,33.213437237505204,43.73730534867976,17.627965043695387,2.372034956304613,历史3/7次成功; 当前距低点2.37%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
24,71.11726200431607,62.18512082366647,600199,金种子酒,bottom_area,2025-01-08,11.71,2025-01-08,11.41,2.629272567922881,4.645048203330406,27.232142857142854,False,-1.3479,1.7157,2,4,2,50.0,21.988506873820672,23.70304114490161,17.37072743207712,2.629272567922881,历史2/4次成功; 当前距低点2.63%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
25,70.95794014752616,63.51880126109199,601020,华钰矿业,bottom_area,2025-01-08,12.21,2025-01-06,11.75,3.914893617021284,6.212765957446812,27.018633540372676,False,-0.7317,2.4885,2,3,2,66.66666666666666,25.473613124913108,26.324110671936758,16.08510638297872,3.914893617021284,历史2/3次成功; 当前距低点3.91%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
26,70.49117551723236,64.09686042452223,002819,东方中科,bottom_area,2025-01-08,25.02,2025-01-06,23.88,4.773869346733671,6.1976549413735365,28.072289156626518,False,0.2806,2.1144,2,4,2,50.0,36.08216416706984,51.677148846960186,15.226130653266331,4.773869346733671,历史2/4次成功; 当前距低点4.77%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
27,69.56824106676564,63.02469363969363,002375,亚厦股份,bottom_area,2025-01-08,3.66,2025-01-06,3.5,4.571428571428576,5.999999999999999,29.149797570850204,False,-1.0811,0.8353,2,3,2,66.66666666666666,30.864968364968366,36.9047619047619,15.428571428571425,4.571428571428576,历史2/3次成功; 当前距低点4.57%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
28,67.9437721631133,59.34102438604334,601865,福莱特,bottom_area,2025-01-08,19.19,2025-01-06,18.71,2.5654730090860522,3.474078033137352,30.2386278896346,False,-0.3117,0.5444,1,2,1,50.0,39.24894003634159,39.24894003634159,17.434526990913948,2.5654730090860522,历史1/2次成功; 当前距低点2.57%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
29,67.08421474358975,59.47307692307694,000420,吉林化纤,bottom_area,2025-01-08,3.36,2025-01-08,3.25,3.384615384615381,5.230769230769228,30.257510729613735,False,-1.1765,1.8706,1,2,1,50.0,53.9249146757679,53.9249146757679,16.61538461538462,3.384615384615381,历史1/2次成功; 当前距低点3.38%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
30,65.74354949525019,57.129084857523615,600158,中体产业,bottom_area,2025-01-08,7.6,2025-01-08,7.43,2.2880215343203223,4.037685060565285,31.772268135904508,False,-1.6818,2.5637,1,2,1,50.0,23.955773955773946,23.955773955773946,17.711978465679678,2.2880215343203223,历史1/2次成功; 当前距低点2.29%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
31,65.6788554935729,58.82032832191907,300363,博腾股份,bottom_area,2025-01-08,15.3,2025-01-08,14.72,3.940217391304348,4.483695652173914,29.93812470252261,False,-0.1305,1.9101,2,5,2,40.0,41.63453749512357,46.29503738953092,16.059782608695652,3.940217391304348,历史2/5次成功; 当前距低点3.94%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
32,64.24720452440637,57.74900621118013,300424,航新科技,bottom_area,2025-01-08,15.09,2025-01-08,14.49,4.140786749482399,5.72808833678399,27.404809619238478,False,-1.7578,4.6602,1,2,1,50.0,52.29885057471265,52.29885057471265,15.859213250517602,4.140786749482399,历史1/2次成功; 当前距低点4.14%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
33,64.0201236976043,56.55129701952727,000503,国新健康,bottom_area,2025-01-08,10.04,2025-01-08,9.73,3.186022610483029,5.858170606372048,32.89655172413793,False,-0.4955,1.9823,1,2,1,50.0,31.85714285714286,31.85714285714286,16.81397738951697,3.186022610483029,历史1/2次成功; 当前距低点3.19%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
34,63.26188101553447,56.84294432953381,300562,乐心医疗,bottom_area,2025-01-08,12.38,2025-01-08,11.89,4.121110176619009,10.008410428931871,27.411477411477403,False,-7.1268,16.7852,2,4,2,50.0,21.769223291533006,22.71604938271605,15.878889823380993,4.121110176619009,历史2/4次成功; 当前距低点4.12%; 最新日涨幅-7.13%; 状态bottom_area; 底部未确认
35,63.109034824061055,56.79952263430978,300768,迪普科技,bottom_area,2025-01-08,16.33,2025-01-06,15.67,4.2118698149329825,6.126356094447984,31.51223776223776,False,-1.3889,1.3279,1,2,1,50.0,45.76659038901602,45.76659038901602,15.788130185067018,4.2118698149329825,历史1/2次成功; 当前距低点4.21%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
36,63.08954091682423,56.89851120068726,605168,三人行,bottom_area,2025-01-08,30.88,2025-01-08,29.6,4.324324324324317,5.9459459459459385,29.52380952380952,False,-1.9683,3.1062,1,2,1,50.0,47.67726161369193,47.67726161369193,15.675675675675684,4.324324324324317,历史1/2次成功; 当前距低点4.32%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
37,62.96630626746505,54.723133732534926,688121,卓然股份,bottom_area,2025-01-08,10.25,2025-01-08,10.02,2.295409181636731,3.4930139720558846,27.809798270893378,False,-0.9662,1.009,1,6,1,16.666666666666664,55.206611570247944,55.206611570247944,17.70459081836327,2.295409181636731,历史1/6次成功; 当前距低点2.30%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
38,62.9395292392551,54.74044452193034,603026,石大胜华,bottom_area,2025-01-08,31.98,2025-01-08,31.25,2.336000000000001,4.575999999999999,27.05415499533147,False,-2.6188,1.3676,1,3,1,33.33333333333333,31.14618918600542,31.14618918600542,17.663999999999998,2.336000000000001,历史1/3次成功; 当前距低点2.34%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
39,62.80518855172503,56.12158980868915,605186,健麾信息,bottom_area,2025-01-08,18.49,2025-01-06,17.81,3.8180797304884884,4.77259966311062,31.42087023488641,False,-0.3772,1.4753,1,2,1,50.0,37.29468599033817,37.29468599033817,16.18192026951151,3.8180797304884884,历史1/2次成功; 当前距低点3.82%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
40,62.46803448188689,55.64520529049011,603232,格尔软件,bottom_area,2025-01-08,11.94,2025-01-06,11.52,3.645833333333333,5.034722222222223,29.32515337423314,False,-1.0771,2.7292,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,16.35416666666667,3.645833333333333,历史2/6次成功; 当前距低点3.65%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
41,62.32099918845749,56.39029567754342,002495,佳隆股份,bottom_area,2025-01-08,2.32,2025-01-08,2.22,4.504504504504489,5.40540540540539,27.6872964169381,False,-1.2766,15.2361,2,5,2,40.0,35.48691369792286,38.07339449541283,15.495495495495511,4.504504504504489,历史2/5次成功; 当前距低点4.50%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
42,61.6535300681023,55.02411823282248,300648,星云股份,bottom_area,2025-01-08,20.75,2025-01-06,20.0,3.75,7.050000000000001,32.432432432432435,True,-2.4448,3.1725,2,6,2,33.33333333333333,24.14400483596314,26.78362573099414,16.25,3.75,历史2/6次成功; 当前距低点3.75%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
43,61.49073374514424,54.92292682926829,300586,美联新材,bottom_area,2025-01-08,7.66,2025-01-08,7.38,3.794037940379407,5.826558265582652,30.508474576271183,False,-2.046,2.1366,1,3,1,33.33333333333333,124.33414043583537,124.33414043583537,16.205962059620592,3.794037940379407,历史1/3次成功; 当前距低点3.79%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
44,61.15793608410284,55.51330582767535,688107,安路科技,bottom_area,2025-01-08,26.18,2025-01-08,25.01,4.678128748500592,6.957217113154732,30.720221606648195,False,-0.8709,0.9179,2,6,2,33.33333333333333,47.34465613399662,67.95615731785945,15.321871251499408,4.678128748500592,历史2/6次成功; 当前距低点4.68%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
45,61.01778998712579,54.044328274311404,002153,石基信息,bottom_area,2025-01-08,6.51,2025-01-08,6.3,3.3333333333333326,4.444444444444449,27.33564013840831,False,-0.6107,0.8652,1,3,1,33.33333333333333,39.629005059021914,39.629005059021914,16.666666666666668,3.3333333333333326,历史1/3次成功; 当前距低点3.33%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
46,60.91953231028039,54.05760725633918,300682,朗新科技,bottom_area,2025-01-08,10.84,2025-01-08,10.48,3.4351145038167887,5.248091603053425,27.17164697706741,False,-1.7226,1.3553,1,2,1,50.0,21.503593145384194,21.503593145384194,16.564885496183212,3.4351145038167887,历史1/2次成功; 当前距低点3.44%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
47,60.829589255842144,54.90283924526539,600322,津投城开,bottom_area,2025-01-08,2.39,2025-01-08,2.29,4.36681222707424,7.423580786026197,30.3951367781155,False,0.4202,6.4132,1,4,1,25.0,35.828877005347586,35.828877005347586,15.63318777292576,4.36681222707424,历史1/4次成功; 当前距低点4.37%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
48,60.72934091743123,53.668899082568835,000718,苏宁环球,bottom_area,2025-01-08,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,-0.4425,1.5144,1,3,1,33.33333333333333,36.111111111111114,36.111111111111114,16.78899082568808,3.2110091743119193,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
49,59.894426627709784,53.76939158615631,002314,南山控股,bottom_area,2025-01-08,2.3,2025-01-06,2.21,4.072398190045242,4.977375565610854,28.938906752411576,False,0.0,1.8291,1,4,1,25.0,26.12612612612611,26.12612612612611,15.927601809954758,4.072398190045242,历史1/4次成功; 当前距低点4.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
50,59.713444172586875,51.601500138634904,688225,亚信安全,bottom_area,2025-01-08,16.45,2025-01-06,16.13,1.9838809671419735,7.5635461872287815,31.068376068376068,False,-3.4058,1.267,1,4,1,25.0,21.557788944723633,21.557788944723633,18.01611903285803,1.9838809671419735,历史1/4次成功; 当前距低点1.98%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
51,59.60636111860358,52.021741932502486,600316,洪都航空,bottom_area,2025-01-08,27.6,2025-01-08,26.92,2.5260029717682007,7.986627043090633,27.867095391211144,False,-4.5313,1.835,1,4,1,25.0,30.462519936204153,30.462519936204153,17.4739970282318,2.5260029717682007,历史1/4次成功; 当前距低点2.53%; 最新日涨幅-4.53%; 状态bottom_area; 底部未确认
52,59.533527265309985,53.32684038020321,300451,创业慧康,bottom_area,2025-01-08,4.21,2025-01-08,4.05,3.9506172839506206,4.938271604938276,31.58783783783784,False,-0.237,3.0949,1,2,1,50.0,23.89380530973452,23.89380530973452,16.049382716049383,3.9506172839506206,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
53,59.41576321743788,52.84599371668259,000062,深圳华强,bottom_area,2025-01-08,20.93,2025-01-08,20.21,3.562592775853532,4.106877783275598,27.35442127965492,False,-0.0955,1.2586,1,4,1,25.0,37.385512073272274,37.385512073272274,16.43740722414647,3.562592775853532,历史1/4次成功; 当前距低点3.56%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
54,58.935936032994135,52.026530310731786,300568,星源材质,bottom_area,2025-01-08,8.84,2025-01-08,8.57,3.150525087514581,4.900816802800466,29.11497105045492,False,-2.1041,2.9617,1,3,1,33.33333333333333,26.539753639417707,26.539753639417707,16.84947491248542,3.150525087514581,历史1/3次成功; 当前距低点3.15%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
55,58.19754179420047,52.89010289719928,600939,重庆建工,bottom_area,2025-01-08,2.87,2025-01-06,2.74,4.744525547445251,6.204379562043792,27.894736842105257,False,-1.0345,0.7062,1,2,1,50.0,31.277533039647576,31.277533039647576,15.25547445255475,4.744525547445251,历史1/2次成功; 当前距低点4.74%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
56,58.07163835375539,51.75528237082323,601858,中国科传,bottom_area,2025-01-08,19.19,2025-01-06,18.51,3.6736898973527805,4.267963263101022,27.6387802971071,False,0.7878,0.951,1,5,1,20.0,21.243523316062173,21.243523316062173,16.32631010264722,3.6736898973527805,历史1/5次成功; 当前距低点3.67%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
57,57.36765458937197,51.76028985507246,600186,莲花控股,bottom_area,2025-01-08,4.8,2025-01-08,4.6,4.347826086956526,7.826086956521746,29.555895865237375,False,-4.7619,14.1763,1,3,1,33.33333333333333,53.49544072948328,53.49544072948328,15.652173913043477,4.347826086956526,历史1/3次成功; 当前距低点4.35%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
58,57.344643503285994,51.636423841059596,002777,久远银海,bottom_area,2025-01-08,15.74,2025-01-08,15.1,4.238410596026494,5.894039735099342,29.66930600838379,False,-0.5685,2.3932,1,5,1,20.0,51.99999999999999,51.99999999999999,15.761589403973508,4.238410596026494,历史1/5次成功; 当前距低点4.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
59,56.782090572082005,50.35392937524254,000014,沙河股份,bottom_area,2025-01-08,10.34,2025-01-06,10.0,3.399999999999999,4.299999999999997,27.953890489913547,False,-0.2893,1.774,1,3,1,33.33333333333333,20.605355064027936,20.605355064027936,16.600000000000005,3.399999999999999,历史1/3次成功; 当前距低点3.40%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
60,56.62573529609214,51.464406224406254,688310,迈得医疗,bottom_area,2025-01-08,10.37,2025-01-06,9.9,4.747474747474736,5.656565656565661,27.631578947368418,False,-0.0963,1.0315,1,2,1,50.0,23.648648648648653,23.648648648648653,15.252525252525265,4.747474747474736,历史1/2次成功; 当前距低点4.75%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
61,56.52247045825534,51.59245497939639,002085,万丰奥威,bottom_area,2025-01-08,16.43,2025-01-08,15.65,4.984025559105427,6.070287539936109,28.47349177330895,False,-0.9047,4.8164,1,2,1,50.0,27.236737925574023,27.236737925574023,15.015974440894574,4.984025559105427,历史1/2次成功; 当前距低点4.98%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
62,56.276711726109724,50.54794466417041,001219,青岛食品,bottom_area,2025-01-08,13.2,2025-01-06,12.68,4.100946372239744,4.889589905362784,27.749287749287753,False,0.3802,1.9077,1,6,1,16.666666666666664,27.212020033388985,27.212020033388985,15.899053627760257,4.100946372239744,历史1/6次成功; 当前距低点4.10%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
63,56.138509516228716,51.07760882528323,002210,飞马国际,bottom_area,2025-01-08,2.18,2025-01-06,2.08,4.807692307692312,7.692307692307699,31.57894736842105,True,-1.3575,4.3615,1,3,1,33.33333333333333,32.558139534883715,32.558139534883715,15.192307692307688,4.807692307692312,历史1/3次成功; 当前距低点4.81%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
64,55.92492736963646,50.33962600781678,002183,怡亚通,bottom_area,2025-01-08,4.2,2025-01-06,4.03,4.21836228287841,5.459057071960291,27.90697674418604,False,-0.4739,1.5655,1,4,1,25.0,31.948881789137378,31.948881789137378,15.78163771712159,4.21836228287841,历史1/4次成功; 当前距低点4.22%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
65,55.775702450061914,49.98114091037167,603155,新亚强,bottom_area,2025-01-08,12.3,2025-01-06,11.83,3.972950126796286,5.494505494505497,27.155172413793093,False,-1.4423,1.1426,1,3,1,33.33333333333333,25.624375624375624,25.624375624375624,16.027049873203715,3.972950126796286,历史1/3次成功; 当前距低点3.97%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
66,55.58546603106944,48.47088503950123,688202,美迪西,bottom_area,2025-01-08,28.11,2025-01-08,27.43,2.4790375501275963,4.775792927451691,32.76960784313725,False,-2.158,1.4888,1,7,1,14.285714285714285,23.795418261555337,23.795418261555337,17.520962449872403,2.4790375501275963,历史1/7次成功; 当前距低点2.48%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
67,55.52872209317631,50.14778514722058,600171,上海贝岭,bottom_area,2025-01-08,34.65,2025-01-08,33.19,4.398915335944564,5.875263633624595,30.082157151885404,False,-1.0565,7.916,1,3,1,33.33333333333333,31.741821396993807,31.741821396993807,15.601084664055437,4.398915335944564,历史1/3次成功; 当前距低点4.40%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
68,55.26154858090973,49.45056478167501,002605,姚记科技,bottom_area,2025-01-08,25.07,2025-01-08,24.13,3.8955656858682195,5.967675093244929,32.4468085106383,False,-2.0703,3.8581,1,4,1,25.0,23.2121212121212,23.2121212121212,16.104434314131783,3.8955656858682195,历史1/4次成功; 当前距低点3.90%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
69,54.96960429005244,49.196656441995344,600990,四创电子,bottom_area,2025-01-08,19.43,2025-01-06,18.7,3.9037433155080237,5.5080213903743385,27.123928293063138,False,-1.2201,1.6473,1,3,1,33.33333333333333,20.55837563451777,20.55837563451777,16.096256684491976,3.9037433155080237,历史1/3次成功; 当前距低点3.90%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
70,54.04389393839605,49.28330263078683,300507,苏奥传感,bottom_area,2025-01-08,6.17,2025-01-06,5.88,4.931972789115647,6.122448979591842,30.823529411764707,False,-0.6441,2.8704,1,3,1,33.33333333333333,33.6283185840708,33.6283185840708,15.068027210884354,4.931972789115647,历史1/3次成功; 当前距低点4.93%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
71,53.65496801721973,48.19777243731076,603335,迪生力,bottom_area,2025-01-08,4.31,2025-01-07,4.14,4.106280193236714,14.49275362318842,32.901134521880074,True,-4.8565,5.5422,1,4,1,25.0,20.081135902636923,20.081135902636923,15.893719806763288,4.106280193236714,历史1/4次成功; 当前距低点4.11%; 最新日涨幅-4.86%; 状态bottom_area; 底部已确认
72,52.996918211685504,48.11580609090313,002617,露笑科技,bottom_area,2025-01-08,6.92,2025-01-08,6.61,4.689863842662626,6.354009077155823,28.9247311827957,False,-1.844,8.7811,1,5,1,20.0,36.60589060308556,36.60589060308556,15.310136157337375,4.689863842662626,历史1/5次成功; 当前距低点4.69%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
