rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.9111819764994,85.80155146688718,000620,盈新发展,bottom_area,2023-08-25,1.55,2023-08-25,1.51,2.6490066225165587,4.635761589403978,27.403846153846157,False,0.0,1.7296,3,3,3,100.0,35.0606804635748,58.4192439862543,12.35099337748344,2.6490066225165587,历史3/3次成功; 当前距低点2.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,75.09621404737223,66.52690330343472,002213,大为股份,bottom_area,2023-08-25,13.19,2023-08-25,13.06,0.9954058192955513,5.2833078101071935,28.867102396514156,False,-5.1079,2.6577,1,1,1,100.0,17.02380952380952,17.02380952380952,14.00459418070445,0.9954058192955513,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
29,73.461686591957,64.725946904805,002386,天原股份,bottom_area,2023-08-25,5.72,2023-08-25,5.68,0.7042253521126767,2.6408450704225417,31.48371531966224,False,-1.5491,0.9604,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,14.295774647887322,0.7042253521126767,历史2/3次成功; 当前距低点0.70%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
30,73.37826461779342,64.09477710229676,300648,星云股份,bottom_area,2023-08-25,25.0,2023-08-25,24.94,0.24057738572573667,2.4859663191659878,27.28862973760932,False,-1.9992,1.2057,3,5,3,60.0,21.14673947178195,26.78362573099414,14.759422614274262,0.24057738572573667,历史3/5次成功; 当前距低点0.24%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
31,72.78382631276182,64.3415129417528,601127,赛力斯,bottom_area,2023-08-25,32.04,2023-08-25,31.76,0.8816120906800932,3.022670025188908,31.270287816489933,False,-2.5844,1.8225,5,8,5,62.5,24.914454346792535,30.591200733272228,14.118387909319907,0.8816120906800932,历史5/8次成功; 当前距低点0.88%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
32,69.6507808890736,61.048052860722,688173,希荻微,bottom_area,2023-08-25,16.57,2023-08-25,16.5,0.4242424242424259,4.060606060606071,31.25,False,-3.9977,1.5059,2,3,2,66.66666666666666,19.455155491011066,23.120837297811605,14.575757575757573,0.4242424242424259,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
33,69.4876449488546,61.05538322764692,603005,晶方科技,bottom_area,2023-08-25,18.08,2023-08-25,17.98,0.5561735261401438,3.503893214682975,30.256012412723045,False,-3.8298,2.3892,2,3,2,66.66666666666666,21.111786024622447,24.55991516436903,14.443826473859856,0.5561735261401438,历史2/3次成功; 当前距低点0.56%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
34,69.39901172797742,61.01404115930149,688117,圣诺生物,bottom_area,2023-08-25,23.94,2023-08-25,23.8,0.5882352941176494,4.411764705882356,32.13572854291417,False,-4.5074,7.9114,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,14.41176470588235,0.5882352941176494,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
35,69.04820334079854,60.41222610138712,002265,建设工业,bottom_area,2023-08-25,12.2,2023-08-25,12.16,0.3289473684210456,2.796052631578946,28.344136711844424,False,-2.7113,1.1968,2,4,2,50.0,24.09798979240379,32.75229357798165,14.671052631578954,0.3289473684210456,历史2/4次成功; 当前距低点0.33%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
36,66.43301691914222,58.0453846153846,002084,海鸥住工,bottom_area,2023-08-25,3.91,2023-08-25,3.9,0.2564102564102623,2.8205128205128176,27.102803738317753,False,-1.0127,1.6386,1,2,1,50.0,43.81720430107525,43.81720430107525,14.74358974358974,0.2564102564102623,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
37,66.01923804444996,57.76955256699572,300521,爱司凯,bottom_area,2023-08-25,11.95,2023-08-25,11.91,0.3358522250209836,4.785894206549121,29.5266272189349,False,-3.2389,1.3389,2,4,2,50.0,20.189761505610566,20.590790616854918,14.664147774979016,0.3358522250209836,历史2/4次成功; 当前距低点0.34%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
38,65.7532249148532,57.37014785458652,300539,横河精密,bottom_area,2023-08-25,11.09,2023-08-25,11.07,0.18066847335139632,3.703703703703705,28.810289389067528,False,-2.9746,1.1807,1,2,1,50.0,39.25845147219192,39.25845147219192,14.819331526648602,0.18066847335139632,历史1/2次成功; 当前距低点0.18%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
39,65.72141623252512,57.8929381675944,002272,川润股份,bottom_area,2023-08-25,5.82,2023-08-25,5.78,0.6920415224913501,3.633217993079584,29.42612942612942,False,-2.0202,1.9382,1,2,1,50.0,48.337595907928375,48.337595907928375,14.30795847750865,0.6920415224913501,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
40,65.36527774330067,57.779107541276254,300474,景嘉微,bottom_area,2023-08-25,67.82,2023-08-25,67.23,0.8775844117209417,5.845604640785353,29.350567465321557,False,-2.767,2.5368,1,2,1,50.0,59.857142857142854,59.857142857142854,14.122415588279058,0.8775844117209417,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
41,62.615269001998335,54.56015204846889,300423,昇辉科技,bottom_area,2023-08-25,9.1,2023-08-25,9.09,0.11001100110010767,2.5302530253025353,29.37062937062937,False,-2.4652,1.7564,1,2,1,50.0,23.28482328482329,23.28482328482329,14.889988998899891,0.11001100110010767,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
42,61.501353381762264,54.30166186359272,688107,安路科技,bottom_area,2023-08-25,41.98,2023-08-25,41.64,0.8165225744476377,3.6743515850144117,28.157349896480333,False,-2.8915,0.5304,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,14.183477425552363,0.8165225744476377,历史1/3次成功; 当前距低点0.82%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
43,60.697880321837985,53.288088510775644,300473,德尔股份,bottom_area,2023-08-25,15.71,2023-08-25,15.63,0.5118362124120286,2.8150991682661513,30.37861915367483,False,-1.0082,1.6938,1,2,1,50.0,21.37137137137137,21.37137137137137,14.488163787587972,0.5118362124120286,历史1/2次成功; 当前距低点0.51%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
44,60.326364303841984,52.980340492494506,603236,移远通信,bottom_area,2023-08-25,43.59,2023-08-25,43.36,0.5304428044280535,2.3985239852398506,30.30059475968494,False,-2.3959,1.4463,1,3,1,33.33333333333333,39.389337383102855,39.389337383102855,14.469557195571948,0.5304428044280535,历史1/3次成功; 当前距低点0.53%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
45,60.278532124053456,53.11877298264297,000572,海马汽车,bottom_area,2023-08-25,4.24,2023-08-25,4.21,0.7125890736342102,3.8004750593824266,31.096563011456634,False,-2.9748,2.6827,1,2,1,50.0,22.92191435768261,22.92191435768261,14.28741092636579,0.7125890736342102,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
46,59.762200501710744,52.2282112107485,601778,晶科科技,bottom_area,2023-08-25,3.74,2023-08-25,3.73,0.26809651474531454,3.7533512064343197,27.43190661478599,False,-4.1026,2.736,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,14.731903485254685,0.26809651474531454,历史1/3次成功; 当前距低点0.27%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
47,59.070505387480964,52.062983253456096,605111,新洁能,bottom_area,2023-08-25,33.5,2023-08-25,33.26,0.7215874924834697,3.728202044497902,27.616974972796527,False,-2.4745,2.1583,1,3,1,33.33333333333333,36.800373134328346,36.800373134328346,14.27841250751653,0.7215874924834697,历史1/3次成功; 当前距低点0.72%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
48,58.53593699446247,51.3051925325592,603131,上海沪工,bottom_area,2023-08-25,11.86,2023-08-25,11.81,0.4233700254021925,3.5563082133784922,28.293867638129928,False,-3.0253,1.1627,1,2,1,50.0,19.841269841269842,19.841269841269842,14.576629974597807,0.4233700254021925,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
49,57.99232818762977,51.286513269927916,603155,新亚强,bottom_area,2023-08-25,22.34,2023-08-25,22.14,0.9033423667569977,4.245709123757893,27.147087857847975,False,-3.29,0.9319,1,2,1,50.0,25.624375624375624,25.624375624375624,14.096657633243002,0.9033423667569977,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
50,57.96632646434369,51.02904458598725,002425,凯撒文化,bottom_area,2023-08-25,4.59,2023-08-25,4.56,0.6578947368421107,4.166666666666676,27.04000000000001,False,-3.5714,1.9451,1,2,1,50.0,21.231422505307858,21.231422505307858,14.34210526315789,0.6578947368421107,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
51,55.61261506868581,48.76008770294862,002845,同兴达,bottom_area,2023-08-25,13.63,2023-08-25,13.57,0.44215180545320926,5.084745762711861,29.322916666666664,False,-3.7429,3.2249,1,3,1,33.33333333333333,25.83258325832584,25.83258325832584,14.557848194546791,0.44215180545320926,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
52,54.575829287317354,47.97376326498109,001266,宏英智能,bottom_area,2023-08-25,24.31,2023-08-25,24.17,0.5792304509722673,4.261481175010333,31.37421919363997,False,-3.4551,3.7516,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,14.420769549027732,0.5792304509722673,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
53,50.85407146308235,44.40845174483806,688185,康希诺,bottom_area,2023-08-25,70.84,2023-08-25,70.68,0.22637238256932168,4.6547821165817655,28.03909590714721,False,-4.2314,1.704,1,6,1,16.666666666666664,19.236097367900253,19.236097367900253,14.773627617430678,0.22637238256932168,历史1/6次成功; 当前距低点0.23%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
