rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.9789202648517,81.98340709164945,002405,四维图新,bottom_area,2023-05-17,11.31,2023-05-16,11.14,1.5260323159784552,2.5134649910233335,27.75616083009079,False,1.1628,0.8909,2,2,2,100.0,17.434197699356595,23.478260869565215,6.473967684021545,1.5260323159784552,历史2/2次成功; 当前距低点1.53%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
12,79.00504186786432,76.68611253196934,000629,钒钛股份,confirmed_rebound,2023-05-17,4.18,2023-04-25,4.08,2.450980392156854,9.803921568627459,31.08108108108108,False,0.4808,0.2945,1,1,1,100.0,27.173913043478265,27.173913043478265,5.549019607843146,2.450980392156854,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.48%; 状态confirmed_rebound; 底部未确认
13,78.74939931513666,75.39260126939004,600199,金种子酒,bottom_area,2023-05-17,22.28,2023-05-17,21.9,1.73515981735161,2.3744292237443068,30.43202033036849,False,-0.4913,1.8255,1,1,1,100.0,23.70304114490161,23.70304114490161,6.26484018264839,1.73515981735161,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
14,78.29198682691204,77.40733160852886,300762,上海瀚讯,bottom_area,2023-05-17,11.83,2023-05-10,11.44,3.4090909090909145,4.895104895104899,27.50316856780735,False,1.7197,0.8863,1,1,1,100.0,32.580961727183514,32.580961727183514,4.5909090909090855,3.4090909090909145,历史1/1次成功; 当前距低点3.41%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
15,78.18578070753871,73.04251082114644,000059,华锦股份,bottom_area,2023-05-17,6.51,2023-05-17,6.48,0.46296296296295303,2.7777777777777732,32.21757322175732,False,-1.81,1.0914,2,2,2,100.0,18.645518154311638,25.41603630862328,7.537037037037048,0.46296296296295303,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
16,78.14964513725052,74.17585919757761,000603,盛达资源,bottom_area,2023-05-17,13.38,2023-05-17,13.21,1.2869038607115815,2.649507948523843,31.87209902011346,False,-0.0747,1.585,1,1,1,100.0,11.666666666666679,11.666666666666679,6.713096139288418,1.2869038607115815,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
17,77.5861744438602,77.89355709067544,002245,蔚蓝锂芯,confirmed_rebound,2023-05-17,11.15,2023-04-26,10.7,4.2056074766355245,8.317757009345799,29.512516469038214,False,0.4505,1.2378,3,3,3,100.0,21.840549125830286,25.653923541247494,3.794392523364476,4.2056074766355245,历史3/3次成功; 当前距低点4.21%; 最新日涨幅0.45%; 状态confirmed_rebound; 底部未确认
18,77.43426230218883,77.29684568763304,600203,福日电子,bottom_area,2023-05-17,5.85,2023-05-15,5.63,3.9076376554174024,4.618117229129659,28.824273072060684,False,2.2727,1.7338,2,2,2,100.0,21.43150291389641,24.045801526717554,4.092362344582598,3.9076376554174024,历史2/2次成功; 当前距低点3.91%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
19,77.33260216553028,72.30225012664398,300661,圣邦股份,bottom_area,2023-05-17,119.7,2023-05-17,119.1,0.5037783375314934,2.5020990764063846,30.480971281811815,False,-1.0007,0.5748,1,1,1,100.0,31.832606108687024,31.832606108687024,7.496221662468507,0.5037783375314934,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
20,76.82672420824157,76.4308235395475,000518,四环生物,confirmed_rebound,2023-05-17,2.78,2023-04-25,2.68,3.731343283582076,9.328358208955223,27.956989247311824,True,0.361,0.455,2,2,2,100.0,15.635947452229296,17.834394904458602,4.268656716417924,3.731343283582076,历史2/2次成功; 当前距低点3.73%; 最新日涨幅0.36%; 状态confirmed_rebound; 底部已确认
21,76.54731875321532,77.48558338542506,688206,概伦电子,bottom_area,2023-05-17,27.55,2023-05-15,26.33,4.633497911128001,5.393087732624389,28.6449864498645,False,1.2495,1.1087,2,2,2,100.0,31.34386356342422,39.570720968629594,3.366502088871999,4.633497911128001,历史2/2次成功; 当前距低点4.63%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
22,76.28237894506064,76.42526504945819,002403,爱仕达,bottom_area,2023-05-17,8.13,2023-04-25,7.81,4.097311139564676,7.298335467349568,28.545288197621225,True,2.3929,0.8849,2,2,2,100.0,9.877066922933613,11.190233977619528,3.9026888604353243,4.097311139564676,历史2/2次成功; 当前距低点4.10%; 最新日涨幅2.39%; 状态bottom_area; 底部已确认
23,75.97004713334188,73.8792224337149,688116,天奈科技,confirmed_rebound,2023-05-17,51.9,2023-05-10,50.61,2.5489033787788955,8.496344595929653,29.374825565168848,True,-1.6487,1.2672,2,2,2,100.0,9.896355577047169,11.226578491576134,5.4510966212211045,2.5489033787788955,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-1.65%; 状态confirmed_rebound; 底部已确认
24,75.96877909656651,70.56969386953695,001201,东瑞股份,bottom_area,2023-05-17,23.82,2023-05-17,23.78,0.16820857863750693,1.261564339781317,30.0176574455562,False,-0.75,1.1869,1,1,1,100.0,18.4043517679057,18.4043517679057,7.831791421362492,0.16820857863750693,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
25,75.65281250475174,74.79291788002331,002383,合众思壮,bottom_area,2023-05-17,6.68,2023-05-15,6.46,3.405572755417953,4.1795665634675,29.166666666666664,False,2.2971,1.1552,1,1,1,100.0,18.48184818481848,18.48184818481848,4.5944272445820475,3.405572755417953,历史1/1次成功; 当前距低点3.41%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
26,75.12014290607934,74.18628084564565,300598,诚迈科技,bottom_area,2023-05-17,42.58,2023-05-15,41.2,3.349514563106785,3.4951456310679556,30.027173913043477,False,1.4534,1.355,1,1,1,100.0,14.533193814672712,14.533193814672712,4.650485436893216,3.349514563106785,历史1/1次成功; 当前距低点3.35%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
27,74.6927380412391,75.93567946511703,688181,八亿时空,bottom_area,2023-05-17,34.75,2023-05-15,33.14,4.8581774290887125,4.8581774290887125,29.157759726378796,False,2.7802,0.9711,2,2,2,100.0,25.76518281418983,28.477257745550418,3.1418225709112875,4.8581774290887125,历史2/2次成功; 当前距低点4.86%; 最新日涨幅2.78%; 状态bottom_area; 底部未确认
28,74.16638033616188,69.35155895891276,600160,巨化股份,bottom_area,2023-05-17,13.77,2023-05-17,13.7,0.5109489051094911,2.1897810218978155,28.083989501312338,False,-0.721,0.6484,1,1,1,100.0,16.05657237936772,16.05657237936772,7.489051094890509,0.5109489051094911,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
29,73.20344267296021,69.01235097069802,300653,正海生物,bottom_area,2023-05-17,34.54,2023-05-17,34.22,0.9351256575102287,5.435417884278198,28.900893413671312,False,-4.0822,4.3271,1,1,1,100.0,29.647513278609367,29.647513278609367,7.064874342489771,0.9351256575102287,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
30,72.5959595878242,72.72298663872152,688321,微芯生物,bottom_area,2023-05-17,22.9,2023-05-15,22.0,4.090909090909085,5.772727272727271,31.888544891640862,False,0.1312,0.5532,1,1,1,100.0,15.754082612872244,15.754082612872244,3.9090909090909154,4.090909090909085,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
31,72.17256968044647,73.18029837944205,300426,华智数媒,bottom_area,2023-05-17,12.2,2023-05-17,11.65,4.7210300429184455,7.124463519313305,32.030338389731625,False,1.1609,5.7942,1,1,1,100.0,25.936811168258643,25.936811168258643,3.2789699570815545,4.7210300429184455,历史1/1次成功; 当前距低点4.72%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
32,72.15824409792508,72.45509516166018,600114,东睦股份,bottom_area,2023-05-17,7.42,2023-05-10,7.12,4.2134831460674125,5.056179775280904,27.04918032786885,False,2.3448,1.7464,1,1,1,100.0,15.816326530612232,15.816326530612232,3.786516853932588,4.2134831460674125,历史1/1次成功; 当前距低点4.21%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
33,72.13168399846194,69.03282592503253,688298,东方生物,bottom_area,2023-05-17,53.91,2023-05-15,53.0,1.7169811320754653,2.6981132075471694,31.771369721936153,False,-0.0741,0.4777,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,6.283018867924535,1.7169811320754653,历史4/6次成功; 当前距低点1.72%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
34,70.54092305452863,66.49692845110695,300727,润禾材料,bottom_area,2023-05-17,26.02,2023-05-16,25.78,0.9309542280837798,2.0170674941815343,30.661646046261424,False,0.1925,1.2633,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,7.06904577191622,0.9309542280837798,历史2/3次成功; 当前距低点0.93%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
35,58.8877560664002,57.85160786581839,300386,飞天诚信,bottom_area,2023-05-17,10.72,2023-05-17,10.4,3.0769230769230793,3.6538461538461444,29.72972972972973,False,1.6114,1.5218,1,2,1,50.0,15.037593984962406,15.037593984962406,4.923076923076921,3.0769230769230793,历史1/2次成功; 当前距低点3.08%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
36,57.49829751900051,56.61327223400713,603068,博通集成,bottom_area,2023-05-17,28.76,2023-05-10,27.87,3.1933979189092234,4.377466810190164,30.167877724880977,False,0.8062,1.051,1,2,1,50.0,9.807631661936297,9.807631661936297,4.806602081090777,3.1933979189092234,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
37,54.56381388462819,51.0803757728965,601636,旗滨集团,bottom_area,2023-05-17,8.81,2023-05-17,8.76,0.5707762557077707,1.9406392694063919,27.72277227722772,False,-0.2265,0.5159,1,2,1,50.0,10.224438902743147,10.224438902743147,7.429223744292229,0.5707762557077707,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
