rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.0372909158803,80.59828091564275,001332,锡装股份,bottom_area,2023-05-19,44.23,2023-05-19,43.7,1.2128146453089108,1.6704805491990775,30.213989140849563,False,-0.3829,1.3655,2,2,2,100.0,28.620958639500337,31.086142322097377,6.787185354691089,1.2128146453089108,历史2/2次成功; 当前距低点1.21%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
12,78.42358925985232,76.19761023908596,688289,圣湘生物,confirmed_rebound,2023-05-19,18.43,2023-04-26,17.98,2.5027808676306966,12.45828698553948,27.058823529411757,False,0.6554,0.5868,1,1,1,100.0,25.182530200451346,25.182530200451346,5.497219132369303,2.5027808676306966,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.66%; 状态confirmed_rebound; 底部未确认
13,78.29157806418743,78.3197253149745,002245,蔚蓝锂芯,confirmed_rebound,2023-05-19,11.13,2023-04-26,10.7,4.018691588785061,8.317757009345799,29.512516469038214,False,0.2703,1.7359,3,3,3,100.0,21.840549125830286,25.653923541247494,3.9813084112149393,4.018691588785061,历史3/3次成功; 当前距低点4.02%; 最新日涨幅0.27%; 状态confirmed_rebound; 底部未确认
14,77.8695195389693,74.08777686820257,000572,海马汽车,bottom_area,2023-05-19,4.31,2023-05-19,4.25,1.4117647058823437,3.0588235294117623,27.843803056027163,False,-2.2676,0.9529,1,1,1,100.0,12.723658051689855,12.723658051689855,6.588235294117656,1.4117647058823437,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
15,77.84016566017966,76.10142860691266,001201,东瑞股份,bottom_area,2023-05-19,24.02,2023-05-19,23.36,2.825342465753425,2.868150684931514,31.25367863449087,False,1.3502,1.0529,1,1,1,100.0,18.4043517679057,18.4043517679057,5.174657534246576,2.825342465753425,历史1/1次成功; 当前距低点2.83%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
16,77.57968788829577,72.348154084617,600248,陕建股份,bottom_area,2023-05-19,5.41,2023-05-19,5.39,0.37105751391466535,3.153988868274581,30.271668822768444,False,-2.6978,6.0326,2,2,2,100.0,13.785834496464656,16.28498727735369,7.628942486085334,0.37105751391466535,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
17,77.54906313515781,76.74701442672549,300653,正海生物,bottom_area,2023-05-19,35.29,2023-05-18,34.11,3.459396071533274,3.723248314277347,29.129441097028884,False,2.2899,1.4546,1,1,1,100.0,29.647513278609367,29.647513278609367,4.540603928466727,3.459396071533274,历史1/1次成功; 当前距低点3.46%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
18,77.4797071707938,76.35733684638173,300609,汇纳科技,bottom_area,2023-05-19,19.43,2023-05-17,18.82,3.241232731137085,5.685441020191288,27.615384615384613,False,-1.9677,4.9473,2,2,2,100.0,30.684663835345603,49.87035436473638,4.758767268862915,3.241232731137085,历史2/2次成功; 当前距低点3.24%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
19,77.40257350638312,73.60429065743948,300528,幸福蓝海,bottom_area,2023-05-19,8.79,2023-05-19,8.67,1.38408304498269,4.844290657439446,28.583196046128506,False,-3.9344,3.8813,1,1,1,100.0,20.0,20.0,6.615916955017311,1.38408304498269,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
20,77.30720237702089,77.92179683089839,002370,亚太药业,confirmed_rebound,2023-05-19,4.26,2023-04-25,4.08,4.411764705882345,9.558823529411757,32.56198347107438,True,0.4717,0.9656,3,3,3,100.0,15.325915915645853,15.633423180592995,3.5882352941176547,4.411764705882345,历史3/3次成功; 当前距低点4.41%; 最新日涨幅0.47%; 状态confirmed_rebound; 底部已确认
21,76.90849166137687,75.9287656529517,600199,金种子酒,bottom_area,2023-05-19,22.63,2023-05-17,21.9,3.3333333333333353,4.337899543379009,30.43202033036849,False,0.7569,1.566,1,1,1,100.0,23.70304114490161,23.70304114490161,4.666666666666665,3.3333333333333353,历史1/1次成功; 当前距低点3.33%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
22,75.50960326473195,74.54769749065892,002068,黑猫股份,bottom_area,2023-05-19,9.61,2023-05-10,9.3,3.3333333333333193,7.95698924731181,28.953399541634827,True,-1.2333,1.1765,2,2,2,100.0,12.89084672397248,15.184678522571824,4.666666666666681,3.3333333333333193,历史2/2次成功; 当前距低点3.33%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
23,75.42837532368041,75.58007727089078,000518,四环生物,confirmed_rebound,2023-05-19,2.79,2023-04-25,2.68,4.104477611940293,9.328358208955223,27.956989247311824,True,0.0,0.3404,2,2,2,100.0,15.635947452229296,17.834394904458602,3.895522388059707,4.104477611940293,历史2/2次成功; 当前距低点4.10%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
24,73.30577670607997,74.11698660174932,002567,唐人神,bottom_area,2023-05-19,7.09,2023-05-19,6.78,4.572271386430673,4.572271386430673,27.175080558539204,False,0.8535,2.7638,2,2,2,100.0,12.482609477479864,13.8187221396731,3.4277286135693275,4.572271386430673,历史2/2次成功; 当前距低点4.57%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
25,72.32320081595256,67.95821237585945,000603,盛达资源,bottom_area,2023-05-19,13.19,2023-05-19,13.09,0.7639419404125259,2.7501909854850988,32.49097472924188,False,-1.9331,1.7592,1,1,1,100.0,11.666666666666679,11.666666666666679,7.236058059587474,0.7639419404125259,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
26,72.23348718776164,70.64454578800894,688298,东方生物,bottom_area,2023-05-19,53.53,2023-05-19,52.05,2.843419788664753,3.2853025936599445,32.99433573635429,False,2.0008,0.9816,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,5.156580211335247,2.843419788664753,历史4/6次成功; 当前距低点2.84%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
27,71.61602158571371,66.88621095396879,000892,欢瑞世纪,bottom_area,2023-05-19,4.48,2023-05-18,4.46,0.448430493273553,6.9506726457399015,27.831715210355984,False,-4.4776,10.0328,1,1,1,100.0,12.250712250712256,12.250712250712256,7.551569506726446,0.448430493273553,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
28,71.13510929080584,71.81464572345793,600114,东睦股份,bottom_area,2023-05-19,7.44,2023-05-10,7.12,4.494382022471914,5.056179775280904,27.04918032786885,False,0.5405,0.8514,1,1,1,100.0,15.816326530612232,15.816326530612232,3.505617977528086,4.494382022471914,历史1/1次成功; 当前距低点4.49%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
29,70.3725334005415,69.37375722966543,002425,凯撒文化,confirmed_rebound,2023-05-19,5.39,2023-05-17,5.22,3.256704980842911,8.620689655172416,28.296703296703303,True,-3.405,5.0036,1,1,1,100.0,21.231422505307858,21.231422505307858,4.743295019157089,3.256704980842911,历史1/1次成功; 当前距低点3.26%; 最新日涨幅-3.40%; 状态confirmed_rebound; 底部已确认
30,69.96857042897418,71.26350611531741,002383,合众思壮,bottom_area,2023-05-19,6.78,2023-05-15,6.46,4.953560371517033,5.572755417956661,29.166666666666664,False,0.2959,0.9585,1,1,1,100.0,18.48184818481848,18.48184818481848,3.046439628482968,4.953560371517033,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
31,64.75225962884946,65.86008867936728,601858,中国科传,confirmed_rebound,2023-05-19,37.81,2023-05-18,36.05,4.882108183079072,9.015256588072122,27.02429149797571,False,-1.2278,3.1315,1,1,1,100.0,21.243523316062173,21.243523316062173,3.1178918169209284,4.882108183079072,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-1.23%; 状态confirmed_rebound; 底部未确认
32,53.31442478739499,50.25834633439683,601636,旗滨集团,bottom_area,2023-05-19,8.67,2023-05-19,8.59,0.9313154831199077,2.095459837019787,29.12541254125412,False,-0.5734,0.6026,1,2,1,50.0,10.224438902743147,10.224438902743147,7.068684516880093,0.9313154831199077,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
