rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.21774245843088,82.7870532796183,300560,中富通,bottom_area,2024-10-11,14.04,2024-10-11,13.81,1.6654598117306203,8.110065170166541,27.277514481305943,False,-6.5868,7.4498,4,4,4,100.0,22.81882607722647,41.47727272727274,8.334540188269381,1.6654598117306203,历史4/4次成功; 当前距低点1.67%; 最新日涨幅-6.59%; 状态bottom_area; 底部未确认
12,79.21038654471937,74.40298958719,300399,天利科技,bottom_area,2024-10-11,18.99,2024-10-11,18.67,1.71397964649168,9.801821103374388,31.611721611721606,False,-2.8645,11.6763,3,4,3,75.0,22.289586995650758,31.95098963242225,8.28602035350832,1.71397964649168,历史3/4次成功; 当前距低点1.71%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
13,79.06740021166404,74.00687683549054,300615,欣天科技,confirmed_rebound,2024-10-11,11.29,2024-10-11,11.12,1.5287769784172658,11.960431654676261,28.165374677002593,False,-7.5348,6.9299,2,2,2,100.0,17.486496485386603,24.306326304106545,8.471223021582736,1.5287769784172658,历史2/2次成功; 当前距低点1.53%; 最新日涨幅-7.53%; 状态confirmed_rebound; 底部未确认
14,78.5117265447153,73.88010243917705,300763,锦浪科技,bottom_area,2024-10-11,72.61,2024-10-11,71.32,1.8087492989343892,7.922041503084698,27.068207383168026,False,-5.4926,4.3792,3,4,3,75.0,30.855112047029355,36.020348268440614,8.191250701065611,1.8087492989343892,历史3/4次成功; 当前距低点1.81%; 最新日涨幅-5.49%; 状态bottom_area; 底部未确认
15,77.96116496382898,74.34988484288867,300662,科锐国际,bottom_area,2024-10-11,19.6,2024-10-11,19.12,2.510460251046027,5.543933054393299,27.739984882842023,False,-0.6085,5.8311,1,1,1,100.0,27.600721587492483,27.600721587492483,7.489539748953973,2.510460251046027,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
16,76.85420859581967,72.95232836224302,688331,荣昌生物,confirmed_rebound,2024-10-11,30.7,2024-10-11,30.02,2.2651565622918044,11.99200532978014,28.506787330316747,False,-7.9736,2.7464,2,2,2,100.0,20.843469485313637,26.761565836298917,7.734843437708196,2.2651565622918044,历史2/2次成功; 当前距低点2.27%; 最新日涨幅-7.97%; 状态confirmed_rebound; 底部未确认
17,76.75751651008443,72.58347494290697,301369,联动科技,confirmed_rebound,2024-10-11,55.35,2024-10-11,54.23,2.0652775216669825,11.63562603724876,27.17872968980798,False,-7.0841,15.4729,1,1,1,100.0,33.07692307692307,33.07692307692307,7.9347224783330175,2.0652775216669825,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-7.08%; 状态confirmed_rebound; 底部未确认
18,76.72690431146354,71.92702186242639,300713,英可瑞,bottom_area,2024-10-11,15.15,2024-10-11,14.91,1.6096579476861181,9.993293091884631,27.23279648609077,False,-7.8467,9.3875,3,4,3,75.0,17.914204210487892,23.73271889400922,8.390342052313882,1.6096579476861181,历史3/4次成功; 当前距低点1.61%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
19,76.3222882218368,71.47925968645869,300737,科顺股份,bottom_area,2024-10-11,5.21,2024-10-11,5.13,1.5594541910331399,6.627680311890835,28.451882845188287,False,-5.2727,3.109,2,3,2,66.66666666666666,49.613702017997795,80.4289544235925,8.440545808966862,1.5594541910331399,历史2/3次成功; 当前距低点1.56%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
20,75.95078091568531,71.92507481397341,688173,希荻微,confirmed_rebound,2024-10-11,10.97,2024-10-11,10.74,2.1415270018622015,11.638733705772813,28.160535117056853,False,-10.3025,4.5654,5,6,5,83.33333333333334,16.58291959616071,23.120837297811605,7.8584729981378,2.1415270018622015,历史5/6次成功; 当前距低点2.14%; 最新日涨幅-10.30%; 状态confirmed_rebound; 底部未确认
21,75.94288966471476,71.90247669773635,300528,幸福蓝海,bottom_area,2024-10-11,7.67,2024-10-11,7.51,2.1304926764314267,9.054593874833552,27.857829010566764,False,-5.6581,2.7451,1,1,1,100.0,20.0,20.0,7.869507323568574,2.1304926764314267,历史1/1次成功; 当前距低点2.13%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
22,75.908587538383,69.91580431166857,301607,富特科技,bottom_area,2024-10-11,44.1,2024-10-11,43.8,0.6849315068493248,9.041095890410961,27.603305785123972,False,-7.6633,28.6493,1,1,1,100.0,31.437893264973205,31.437893264973205,9.315068493150676,0.6849315068493248,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
23,75.69877327596402,68.81706661451274,601933,永辉超市,bottom_area,2024-10-11,2.91,2024-10-11,2.91,0.0,6.872852233676967,27.06766917293233,False,-9.9071,4.5679,2,2,2,100.0,12.726164594154522,13.74407582938389,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
24,75.24157424118168,74.13050973384549,688071,华依科技,confirmed_rebound,2024-10-11,20.75,2024-10-11,19.91,4.218985434455047,15.268709191361122,29.646643109540637,False,-9.7434,3.9072,5,5,5,100.0,17.794604969908505,29.494190020505805,5.781014565544954,4.218985434455047,历史5/5次成功; 当前距低点4.22%; 最新日涨幅-9.74%; 状态confirmed_rebound; 底部未确认
25,74.3259522900807,69.54125309364535,688236,春立医疗,bottom_area,2024-10-11,12.79,2024-10-11,12.6,1.507936507936504,9.285714285714286,27.33564013840831,False,-7.1169,5.0228,2,3,2,66.66666666666666,38.562804650935014,48.33672776646301,8.492063492063497,1.507936507936504,历史2/3次成功; 当前距低点1.51%; 最新日涨幅-7.12%; 状态bottom_area; 底部未确认
26,73.98133151117867,70.42221093871188,300637,扬帆新材,confirmed_rebound,2024-10-11,10.19,2024-10-11,9.95,2.41206030150754,10.85427135678392,27.37226277372263,False,-6.9406,8.9247,4,5,4,80.0,19.041443151339074,31.810193321616865,7.58793969849246,2.41206030150754,历史4/5次成功; 当前距低点2.41%; 最新日涨幅-6.94%; 状态confirmed_rebound; 底部未确认
27,73.07202444916454,67.32887169369258,688255,凯尔达,bottom_area,2024-10-11,20.0,2024-10-11,19.86,0.7049345417925507,9.214501510574028,27.834302325581394,False,-6.8034,2.6426,1,1,1,100.0,17.774851876234372,17.774851876234372,9.29506545820745,0.7049345417925507,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-6.80%; 状态bottom_area; 底部未确认
28,72.60047072235379,68.67321029067583,300530,领湃科技,bottom_area,2024-10-11,19.13,2024-10-11,18.74,2.081109925293493,8.0042689434365,30.541141586360276,False,-6.6829,2.8026,4,6,4,66.66666666666666,24.255237923001754,34.07510431154381,7.918890074706509,2.081109925293493,历史4/6次成功; 当前距低点2.08%; 最新日涨幅-6.68%; 状态bottom_area; 底部未确认
29,71.73649072740434,68.32823281378136,688017,绿的谐波,confirmed_rebound,2024-10-11,83.8,2024-10-11,81.8,2.444987775061125,16.13691931540343,28.22672633149074,False,-10.8511,4.3997,3,4,3,75.0,19.02045667161674,22.08643815201191,7.555012224938876,2.444987775061125,历史3/4次成功; 当前距低点2.44%; 最新日涨幅-10.85%; 状态confirmed_rebound; 底部未确认
30,71.70426104873475,67.12039347672474,688083,中望软件,confirmed_rebound,2024-10-11,91.4,2024-10-11,90.02,1.532992668295945,14.063541435236626,29.10694597574422,False,-10.1985,2.9581,4,6,4,66.66666666666666,19.402957493402344,27.053669222343906,8.467007331704055,1.532992668295945,历史4/6次成功; 当前距低点1.53%; 最新日涨幅-10.20%; 状态confirmed_rebound; 底部未确认
31,71.54197687997988,67.55736044615821,300474,景嘉微,confirmed_rebound,2024-10-11,78.33,2024-10-11,76.8,1.9921875000000016,10.677083333333337,27.189988623435728,False,-6.5943,7.4783,3,5,3,60.0,41.8255265922484,59.857142857142854,8.007812499999998,1.9921875000000016,历史3/5次成功; 当前距低点1.99%; 最新日涨幅-6.59%; 状态confirmed_rebound; 底部未确认
32,71.24217720800922,66.97712447050091,688107,安路科技,confirmed_rebound,2024-10-11,25.44,2024-10-11,25.0,1.760000000000005,11.159999999999997,28.57142857142857,False,-7.9928,3.361,3,5,3,60.0,35.85980898118766,67.95615731785945,8.239999999999997,1.760000000000005,历史3/5次成功; 当前距低点1.76%; 最新日涨幅-7.99%; 状态confirmed_rebound; 底部未确认
33,70.60628315630595,66.43820783909646,300573,兴齐眼药,bottom_area,2024-10-11,87.35,2024-10-11,85.8,1.8065268065268032,9.615384615384617,32.80601456652831,False,-6.7073,9.6567,3,5,3,60.0,23.31768256977187,42.86062675283501,8.193473193473197,1.8065268065268032,历史3/5次成功; 当前距低点1.81%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
34,68.56602595837718,68.09023251610317,688326,经纬恒润,confirmed_rebound,2024-10-11,82.86,2024-10-11,79.19,4.6344235383255485,21.530496274782166,31.067200557103064,False,-14.5773,5.8162,2,2,2,100.0,23.74579668540548,34.48938586529221,5.3655764616744515,4.6344235383255485,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-14.58%; 状态confirmed_rebound; 底部未确认
35,67.22062445595755,63.987736212748025,688320,禾川科技,confirmed_rebound,2024-10-11,26.74,2024-10-11,26.11,2.412868632707771,11.29835312140942,28.971708378672467,False,-9.202,5.2817,3,5,3,60.0,27.79073492108457,38.29133374308544,7.58713136729223,2.412868632707771,历史3/5次成功; 当前距低点2.41%; 最新日涨幅-9.20%; 状态confirmed_rebound; 底部未确认
36,66.11486123020389,63.52345172990243,688023,安恒信息,confirmed_rebound,2024-10-11,46.82,2024-10-11,45.5,2.9010989010989015,15.472527472527469,28.43661528782636,False,-10.5635,9.1934,2,3,2,66.66666666666666,33.50156213839389,39.261744966442954,7.0989010989010985,2.9010989010989015,历史2/3次成功; 当前距低点2.90%; 最新日涨幅-10.56%; 状态confirmed_rebound; 底部未确认
37,65.83155283844559,62.979329331577574,688308,欧科亿,confirmed_rebound,2024-10-11,18.04,2024-10-11,17.57,2.675014228799083,12.407512805919179,29.210314262691377,False,-7.5346,2.6049,2,3,2,66.66666666666666,27.8048124009291,40.26548672566372,7.324985771200917,2.675014228799083,历史2/3次成功; 当前距低点2.68%; 最新日涨幅-7.53%; 状态confirmed_rebound; 底部未确认
38,64.88415619495221,60.10635571790186,688117,圣诺生物,bottom_area,2024-10-11,26.62,2024-10-11,26.36,0.9863429438543307,5.614567526555389,28.718226068144936,False,-4.5878,3.744,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,9.01365705614567,0.9863429438543307,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
39,62.77541125671062,58.366782815382834,688059,华锐精密,confirmed_rebound,2024-10-11,50.64,2024-10-11,50.05,1.1788211788211858,10.889110889110896,29.50704225352113,False,-7.1167,2.0146,2,5,2,40.0,25.7768553929846,38.29213483146067,8.821178821178815,1.1788211788211858,历史2/5次成功; 当前距低点1.18%; 最新日涨幅-7.12%; 状态confirmed_rebound; 底部未确认
40,61.75616235052259,59.68617524633402,300769,德方纳米,confirmed_rebound,2024-10-11,38.58,2024-10-11,37.38,3.21027287319421,11.235955056179762,29.471698113207545,False,-8.3828,9.9993,4,7,4,57.14285714285714,20.629171874437542,41.300000000000004,6.789727126805791,3.21027287319421,历史4/7次成功; 当前距低点3.21%; 最新日涨幅-8.38%; 状态confirmed_rebound; 底部未确认
41,61.177802831583946,57.21829669994758,300659,中孚信息,bottom_area,2024-10-11,15.0,2024-10-11,14.78,1.488497970230045,8.795669824086596,28.25242718446603,False,-6.015,6.4694,1,2,1,50.0,24.84984984984984,24.84984984984984,8.511502029769956,1.488497970230045,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
42,60.54763715941857,56.17455473392915,688058,宝兰德,confirmed_rebound,2024-10-11,23.7,2024-10-11,23.45,1.0660980810234542,10.831556503198291,29.494888755261574,False,-8.8462,3.5685,1,2,1,50.0,24.27558257345491,24.27558257345491,8.933901918976545,1.0660980810234542,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-8.85%; 状态confirmed_rebound; 底部未确认
43,57.92966750096129,54.27255500689964,301538,骏鼎达,bottom_area,2024-10-11,73.4,2024-10-11,72.26,1.5776363133130369,9.825629670633813,27.010101010101007,False,-7.7078,12.5072,1,2,1,50.0,10.10519247985676,10.10519247985676,8.422363686686964,1.5776363133130369,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-7.71%; 状态bottom_area; 底部未确认
44,56.44151283187453,52.847455339613106,688198,佰仁医疗,confirmed_rebound,2024-10-11,122.75,2024-10-11,120.88,1.546988749172737,14.154533421575128,27.180722891566266,False,-12.9433,0.7945,1,2,1,50.0,12.282740256596455,12.282740256596455,8.453011250827263,1.546988749172737,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-12.94%; 状态confirmed_rebound; 底部未确认
45,55.89784331148092,53.647130370643566,300492,华图山鼎,bottom_area,2024-10-11,73.08,2024-10-11,71.06,2.8426681677455616,6.501547987616105,31.541425818882463,False,-2.6379,0.7417,1,2,1,50.0,12.034482758620696,12.034482758620696,7.157331832254439,2.8426681677455616,历史1/2次成功; 当前距低点2.84%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
46,53.955970149253744,49.050881953867034,000062,深圳华强,bottom_area,2024-10-11,24.88,2024-10-11,24.88,0.0,6.350482315112547,28.009259259259267,False,-9.9855,6.5251,1,2,1,50.0,14.789687924016292,14.789687924016292,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
