rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.01672309255797,82.61633079524945,002245,蔚蓝锂芯,bottom_area,2023-05-25,10.7,2023-05-25,10.58,1.1342155009451722,3.0245746691871482,30.303030303030305,False,-1.1091,1.4735,3,3,3,100.0,21.840549125830286,25.653923541247494,13.86578449905483,1.1342155009451722,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
12,77.13279421206471,70.3308602591953,601369,陕鼓动力,bottom_area,2023-05-25,9.28,2023-05-10,9.05,2.541436464088383,7.182320441988933,32.31114435302916,True,-0.1076,0.727,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,12.458563535911617,2.541436464088383,历史2/3次成功; 当前距低点2.54%; 最新日涨幅-0.11%; 状态bottom_area; 底部已确认
13,76.4784125501794,70.04721877438773,603322,超讯通信,bottom_area,2023-05-25,29.19,2023-05-25,28.4,2.78169014084508,10.880281690140844,31.151515151515152,False,-7.3039,10.104,1,1,1,100.0,18.007915567282325,18.007915567282325,12.21830985915492,2.78169014084508,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-7.30%; 状态bottom_area; 底部未确认
14,74.76000771843279,69.59542626569439,600160,巨化股份,bottom_area,2023-05-25,13.9,2023-05-19,13.41,3.6539895600298298,6.040268456375843,29.606299212598426,False,-0.7852,0.6429,1,1,1,100.0,16.05657237936772,16.05657237936772,11.34601043997017,3.6539895600298298,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
15,73.91544165455657,68.48980866370734,603077,和邦生物,bottom_area,2023-05-25,2.43,2023-05-25,2.35,3.404255319148939,7.234042553191486,29.21686746987951,False,-3.9526,1.7092,1,1,1,100.0,17.26618705035971,17.26618705035971,11.59574468085106,3.404255319148939,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
16,73.64409472482308,69.52753209326698,688321,微芯生物,bottom_area,2023-05-25,22.97,2023-05-15,22.0,4.409090909090904,9.772727272727266,31.888544891640862,True,-0.6488,0.4224,1,1,1,100.0,15.754082612872244,15.754082612872244,10.590909090909095,4.409090909090904,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
17,68.30431336835578,61.72959565997973,002405,四维图新,bottom_area,2023-05-25,11.37,2023-05-16,11.14,2.0646319569120166,4.039497307001789,27.75616083009079,False,0.1762,0.7903,1,2,1,50.0,23.478260869565215,23.478260869565215,12.935368043087983,2.0646319569120166,历史1/2次成功; 当前距低点2.06%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
18,66.38924904858185,60.30736674585629,002837,英维克,bottom_area,2023-05-25,27.12,2023-05-25,26.5,2.339622641509438,6.905660377358484,27.337537702221,False,1.2318,3.3943,1,2,1,50.0,19.202722411278558,19.202722411278558,12.660377358490562,2.339622641509438,历史1/2次成功; 当前距低点2.34%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
19,65.00393786067342,58.078168217991596,000928,中钢国际,bottom_area,2023-05-25,8.39,2023-05-25,8.27,1.4510278113663966,3.5066505441354408,32.10180623973727,False,-1.4101,2.4965,1,2,1,50.0,18.798449612403097,18.798449612403097,13.548972188633604,1.4510278113663966,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
20,64.00243743608979,57.4614935866891,601068,中铝国际,bottom_area,2023-05-25,5.35,2023-05-25,5.26,1.711026615969579,3.041825095057037,29.773030707610154,False,-0.9259,0.6148,1,2,1,50.0,18.6700767263427,18.6700767263427,13.28897338403042,1.711026615969579,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
21,63.95591355214852,56.74685873171641,000798,中水渔业,bottom_area,2023-05-25,10.3,2023-05-25,10.19,1.0794896957801885,7.556427870461251,28.390723822909354,False,-8.363,5.6225,1,2,1,50.0,17.3015873015873,17.3015873015873,13.92051030421981,1.0794896957801885,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
22,62.38889614463873,56.9619735716323,000518,四环生物,bottom_area,2023-05-25,2.75,2023-04-25,2.68,2.6119402985074567,9.328358208955223,27.956989247311824,True,-1.0791,0.527,1,2,1,50.0,17.834394904458602,17.834394904458602,12.388059701492542,2.6119402985074567,历史1/2次成功; 当前距低点2.61%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
23,61.534227465728414,54.82699163271847,600409,三友化工,bottom_area,2023-05-25,5.44,2023-05-25,5.37,1.3035381750465602,3.351955307262564,27.432432432432435,False,-1.8051,0.7994,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,13.69646182495344,1.3035381750465602,历史1/3次成功; 当前距低点1.30%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
24,60.38810037141049,56.31699248120303,300386,飞天诚信,bottom_area,2023-05-25,10.79,2023-05-17,10.4,3.749999999999988,5.86538461538461,29.72972972972973,False,0.1857,1.5863,1,2,1,50.0,15.037593984962406,15.037593984962406,11.25000000000001,3.749999999999988,历史1/2次成功; 当前距低点3.75%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
25,57.854492582969776,51.211492390770744,002570,贝因美,bottom_area,2023-05-25,4.24,2023-05-25,4.2,0.9523809523809532,2.3809523809523725,27.209705372616977,False,-1.3953,1.1843,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,14.047619047619047,0.9523809523809532,历史1/3次成功; 当前距低点0.95%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
26,53.44972293575033,48.452826055816274,688298,东方生物,bottom_area,2023-05-25,53.21,2023-05-19,52.05,2.2286263208453483,6.570605187319889,32.99433573635429,False,-1.0231,0.6329,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,12.771373679154651,2.2286263208453483,历史1/6次成功; 当前距低点2.23%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
