rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.65425194256035,81.16633476688963,300454,深信服,bottom_area,2023-11-02,81.7,2023-10-27,80.44,1.5663848831427216,6.364992541024373,27.150878464046375,False,-1.245,0.5638,3,3,3,100.0,19.34243172287662,29.49391262831224,8.433615116857279,1.5663848831427216,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
12,78.82185135620698,72.5187509911543,300394,天孚通信,bottom_area,2023-11-02,69.02,2023-11-01,68.59,0.6269135442484219,5.394372357486518,27.632411901244986,False,0.6122,4.3963,1,1,1,100.0,12.032870279788687,12.032870279788687,9.373086455751578,0.6269135442484219,历史1/1次成功; 当前距低点0.63%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
13,78.49180838799445,74.18046511627908,600280,中央商场,bottom_area,2023-11-02,3.51,2023-10-23,3.44,2.0348837209302277,7.558139534883727,27.57894736842105,True,-1.4045,1.2577,1,1,1,100.0,11.666666666666671,11.666666666666671,7.965116279069773,2.0348837209302277,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
14,78.44755665308836,71.31596059371668,603326,我乐家居,bottom_area,2023-11-02,9.88,2023-11-02,9.88,0.0,2.1255060728744843,30.909090909090907,False,-1.3972,1.9455,2,2,2,100.0,15.946024697401477,20.141843971631218,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
15,77.26904871804247,74.2155609524,603305,旭升集团,bottom_area,2023-11-02,17.84,2023-10-31,17.34,2.883506343713956,5.8246828143022,28.04979253112034,False,-1.708,0.7964,2,2,2,100.0,14.784706537999003,15.339805825242717,7.1164936562860435,2.883506343713956,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
16,77.25989072474162,71.48835389640779,000014,沙河股份,bottom_area,2023-11-02,10.9,2023-11-02,10.8,0.9259259259259226,2.2222222222222077,31.861198738170344,False,-0.6381,2.8228,2,2,2,100.0,15.964865631822029,20.605355064027936,9.074074074074078,0.9259259259259226,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
17,77.19339908533298,70.47636639809802,603076,乐惠国际,bottom_area,2023-11-02,26.86,2023-11-02,26.8,0.2238805970149206,5.485074626865667,28.666489220122436,False,-3.4854,1.6264,2,2,2,100.0,12.133409458559333,13.440860215053762,9.77611940298508,0.2238805970149206,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
18,75.54169670495847,73.76271361196403,603025,大豪科技,bottom_area,2023-11-02,11.9,2023-10-23,11.47,3.748910200523101,7.061900610287696,32.96317942723553,True,-1.1628,0.3134,2,2,2,100.0,13.76467133955222,13.87573964497043,6.2510897994769,3.748910200523101,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
19,74.69381109467813,72.99938964970876,001322,箭牌家居,bottom_area,2023-11-02,12.58,2023-10-23,12.12,3.7953795379538025,8.333333333333346,30.74285714285715,True,-1.6419,2.011,1,1,1,100.0,26.897069872276486,26.897069872276486,6.204620462046198,3.7953795379538025,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
20,74.44124803121557,73.2459628686531,600004,白云机场,bottom_area,2023-11-02,10.54,2023-10-23,10.12,4.150197628458498,9.584980237154157,31.38983050847458,True,-0.7533,0.3343,1,1,1,100.0,32.57211538461537,32.57211538461537,5.849802371541502,4.150197628458498,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
21,74.04796447846218,68.06967158291887,000631,顺发恒能,bottom_area,2023-11-02,3.45,2023-11-02,3.43,0.5830903790087468,4.081632653061215,30.707070707070706,False,-2.5424,3.6754,1,1,1,100.0,10.04901960784314,10.04901960784314,9.416909620991254,0.5830903790087468,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
22,73.5046959377447,71.0987860255612,000063,中兴通讯,bottom_area,2023-11-02,25.71,2023-10-26,24.9,3.2530120481927804,8.91566265060242,27.57417102966842,True,-1.2294,1.4993,1,1,1,100.0,10.030395136778129,10.030395136778129,6.74698795180722,3.2530120481927804,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
23,71.92907485590447,71.06962818942768,600057,厦门象屿,bottom_area,2023-11-02,6.45,2023-10-26,6.18,4.368932038834959,5.501618122977344,27.12264150943397,False,0.7813,0.5232,1,1,1,100.0,10.273081924577374,10.273081924577374,5.631067961165042,4.368932038834959,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
24,71.90986526557373,71.1501887708846,601156,东航物流,bottom_area,2023-11-02,11.52,2023-10-23,11.03,4.442429737080691,5.530371713508624,32.33128834355829,False,0.0,0.5031,1,1,1,100.0,11.607142857142852,11.607142857142852,5.55757026291931,4.442429737080691,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,71.33114226132433,69.70304200999595,300486,东杰智能,bottom_area,2023-11-02,6.85,2023-10-24,6.6,3.787878787878788,6.969696969696971,30.453108535300323,False,-1.4388,0.9973,1,1,1,100.0,18.276374442793454,18.276374442793454,6.212121212121213,3.787878787878788,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
26,71.16712121054138,66.448859030837,002366,融发核电,bottom_area,2023-11-02,5.07,2023-10-23,5.0,1.4000000000000057,8.000000000000007,28.469241773962807,True,-1.7442,0.9761,2,4,2,50.0,20.64977973568282,25.0,8.599999999999994,1.4000000000000057,历史2/4次成功; 当前距低点1.40%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
27,70.15593020484768,68.67416401043174,600103,青山纸业,bottom_area,2023-11-02,2.41,2023-10-23,2.32,3.8793103448275996,6.896551724137938,29.6969696969697,False,-0.823,0.9745,1,1,1,100.0,13.865546218487399,13.865546218487399,6.120689655172401,3.8793103448275996,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
28,69.9318261161684,66.73109568592325,300511,雪榕生物,bottom_area,2023-11-02,5.65,2023-10-30,5.51,2.540834845735038,4.355716878402908,27.212681638044923,False,-1.0508,1.6907,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,7.459165154264963,2.540834845735038,历史2/3次成功; 当前距低点2.54%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
29,69.3428909691975,69.3001131215916,300353,东土科技,bottom_area,2023-11-02,9.72,2023-10-24,9.26,4.967602591792666,9.503239740820742,27.372549019607845,True,-1.4199,1.348,1,1,1,100.0,21.377672209026137,21.377672209026137,5.032397408207335,4.967602591792666,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
30,67.67447548917245,65.02529673336855,002080,中材科技,bottom_area,2023-11-02,17.01,2023-10-26,16.53,2.903811252268605,5.626134301270415,27.244718309859145,False,-1.7898,0.5019,2,3,2,66.66666666666666,21.179138289646758,28.579356270810223,7.096188747731396,2.903811252268605,历史2/3次成功; 当前距低点2.90%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
31,63.891331950932155,62.635443614499295,000428,华天酒店,bottom_area,2023-11-02,3.94,2023-10-23,3.79,3.9577836411609475,6.596306068601583,32.32142857142857,False,-0.7557,0.781,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,6.042216358839053,3.9577836411609475,历史2/3次成功; 当前距低点3.96%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
32,60.141973916752995,56.440929368029735,603211,晋拓股份,bottom_area,2023-11-02,15.25,2023-10-31,15.0,1.6666666666666667,5.933333333333337,29.67651195499296,False,-0.131,14.8119,1,2,1,50.0,12.639405204460974,12.639405204460974,8.333333333333334,1.6666666666666667,历史1/2次成功; 当前距低点1.67%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
33,59.41421564933034,58.89698995847685,000721,西安饮食,bottom_area,2023-11-02,10.59,2023-10-23,10.13,4.5409674234945605,8.588351431391898,30.521262002743477,True,-1.3048,2.1832,2,4,2,50.0,18.550514430346464,20.485175202156327,5.45903257650544,4.5409674234945605,历史2/4次成功; 当前距低点4.54%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
34,56.96919320446524,55.83277391244208,600328,中盐化工,bottom_area,2023-11-02,7.91,2023-10-26,7.61,3.942181340341653,6.17608409986859,28.207547169811313,False,-0.7528,0.4048,1,2,1,50.0,37.26315789473683,37.26315789473683,6.057818659658348,3.942181340341653,历史1/2次成功; 当前距低点3.94%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
35,55.752813898210285,54.15364583333333,603191,望变电气,bottom_area,2023-11-02,14.9,2023-10-23,14.4,3.4722222222222223,7.152777777777773,31.656383483626012,True,-1.6502,2.5635,1,2,1,50.0,13.281249999999995,13.281249999999995,6.527777777777779,3.4722222222222223,历史1/2次成功; 当前距低点3.47%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
36,52.85407422702621,51.8819329110955,688111,金山办公,bottom_area,2023-11-02,286.59,2023-10-31,275.5,4.025408348457341,5.626134301270418,29.53964194373401,False,1.0044,0.6772,1,3,1,33.33333333333333,14.013605442176866,14.013605442176866,5.97459165154266,4.025408348457341,历史1/3次成功; 当前距低点4.03%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
37,45.13422765153905,45.02271627994785,000977,浪潮信息,confirmed_rebound,2023-11-02,29.07,2023-10-23,27.72,4.870129870129875,11.2914862914863,28.13067150635209,True,-2.1542,3.7199,1,3,1,33.33333333333333,10.985371239304456,10.985371239304456,5.129870129870126,4.870129870129875,历史1/3次成功; 当前距低点4.87%; 最新日涨幅-2.15%; 状态confirmed_rebound; 底部已确认
