rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.51060095941884,89.77256097929873,002685,华东重机,bottom_area,2024-08-20,2.91,2024-08-19,2.86,1.7482517482517577,3.1468531468531578,27.41116751269036,False,0.692,4.4143,3,3,3,100.0,45.36868260920823,109.52380952380952,8.251748251748243,1.7482517482517577,历史3/3次成功; 当前距低点1.75%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
12,80.77756906468001,73.97316705678492,001203,大中矿业,bottom_area,2024-08-20,7.86,2024-08-20,7.83,0.38314176245211046,3.1928480204342273,32.67411865864145,False,-2.1171,0.3955,2,2,2,100.0,22.670592877288865,29.46341463414634,9.61685823754789,0.38314176245211046,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
13,80.69179364259631,76.37278118914142,002601,龙佰集团,bottom_area,2024-08-20,15.95,2024-08-19,15.62,2.112676056338029,3.841229193341867,32.67241379310345,False,0.0627,0.5209,1,1,1,100.0,11.127325793506023,11.127325793506023,7.887323943661972,2.112676056338029,历史1/1次成功; 当前距低点2.11%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
14,80.49339715834054,73.99114502020161,001218,丽臣实业,bottom_area,2024-08-20,13.86,2024-07-25,13.78,0.5805515239477509,6.603773584905662,30.404040404040412,False,-2.2567,0.6739,2,2,2,100.0,25.18711018711019,29.999999999999993,9.41944847605225,0.5805515239477509,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
15,80.24071097201424,72.94610088364931,688327,云从科技,bottom_area,2024-08-20,8.08,2024-08-20,8.08,0.0,3.5891089108910785,28.241563055062162,False,-2.8846,1.7123,6,7,6,85.71428571428571,22.329267423613754,53.56783919597991,10.0,0.0,历史6/7次成功; 当前距低点0.00%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
16,80.04040103970307,73.27832070952286,002110,三钢闽光,bottom_area,2024-08-20,2.72,2024-08-20,2.71,0.3690036900369089,2.583025830258297,27.925531914893615,False,-2.1583,0.4165,2,2,2,100.0,18.761554423693642,22.90322580645161,9.630996309963091,0.3690036900369089,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
17,79.94747405542547,73.50009711547182,300424,航新科技,bottom_area,2024-08-20,11.97,2024-08-20,11.9,0.5882352941176494,4.62184873949579,31.76605504587156,False,-3.1553,4.5438,2,2,2,100.0,32.85630960247343,52.29885057471265,9.411764705882351,0.5882352941176494,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
18,79.68373196059464,72.84166778960567,688065,凯赛生物,bottom_area,2024-08-20,34.6,2024-08-20,34.5,0.28985507246377223,3.3623188405797007,28.821951722715077,False,-2.6175,0.2523,2,2,2,100.0,15.443749219478864,18.007614213197968,9.710144927536229,0.28985507246377223,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
19,79.55197007938531,75.98247946050614,301507,民生健康,bottom_area,2024-08-20,13.07,2024-08-19,12.74,2.5902668759811625,4.788069073783355,32.91205897840968,False,0.771,10.1541,1,1,1,100.0,14.883268482490283,14.883268482490283,7.409733124018839,2.5902668759811625,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
20,79.4534548941782,77.61882804937478,002545,东方铁塔,bottom_area,2024-08-20,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-1.3051,0.5201,3,3,3,100.0,18.132266850969987,28.468653648509758,6.226415094339628,3.773584905660373,历史3/3次成功; 当前距低点3.77%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
21,79.33650849361567,77.49147341236879,000789,万年青,bottom_area,2024-08-20,4.41,2024-07-09,4.25,3.7647058823529442,9.88235294117647,29.752066115702476,True,-2.0,0.3987,2,2,2,100.0,34.00539152759949,47.599999999999994,6.235294117647056,3.7647058823529442,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
22,79.20145096524925,72.29372433880805,600078,澄星股份,bottom_area,2024-08-20,4.72,2024-08-20,4.71,0.21231422505307404,3.6093418259023338,29.06626506024096,False,-3.0801,0.9961,2,2,2,100.0,21.76236974155405,30.647709320695093,9.787685774946926,0.21231422505307404,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
23,77.70545093274932,75.25354247902692,601163,三角轮胎,bottom_area,2024-08-20,14.64,2024-07-25,14.17,3.3168666196189176,7.480592801693723,27.18396711202467,True,-2.008,0.5723,2,2,2,100.0,16.48386221375298,20.655412115193645,6.683133380381083,3.3168666196189176,历史2/2次成功; 当前距低点3.32%; 最新日涨幅-2.01%; 状态bottom_area; 底部已确认
24,77.4287913105298,70.70225712565818,000539,粤电力A,bottom_area,2024-08-20,4.32,2024-08-20,4.31,0.2320185614849345,2.552204176334114,28.405315614617944,False,-1.8182,0.568,1,1,1,100.0,19.89924433249369,19.89924433249369,9.767981438515067,0.2320185614849345,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
25,76.77207968391227,70.94701193825897,000028,国药一致,bottom_area,2024-08-20,26.99,2024-08-20,26.76,0.8594917787742783,4.1853512705530544,30.924109447599378,False,-2.5983,1.1801,2,2,2,100.0,12.240070934754426,14.150943396226415,9.140508221225723,0.8594917787742783,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
26,76.14605263157895,69.22368421052632,002674,兴业科技,bottom_area,2024-08-20,7.96,2024-08-20,7.96,0.0,6.532663316582921,30.05272407732865,False,-9.9548,2.7689,1,1,1,100.0,31.578947368421055,31.578947368421055,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
27,76.10003375707726,74.74110458284373,000629,钒钛股份,confirmed_rebound,2024-08-20,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,0.0,0.8762,1,1,1,100.0,27.173913043478265,27.173913043478265,5.945945945945954,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
28,75.97685274617554,69.64797182790106,000708,中信特钢,bottom_area,2024-08-20,11.5,2024-08-20,11.45,0.4366812227074298,2.9694323144104793,29.75460122699387,False,-2.2109,0.1667,1,1,1,100.0,16.739811912225715,16.739811912225715,9.56331877729257,0.4366812227074298,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
29,75.53520662475522,71.15893228898278,600997,开滦股份,bottom_area,2024-08-20,6.0,2024-07-30,5.89,1.8675721561969494,6.451612903225805,30.70588235294118,False,-4.1534,0.5864,1,1,1,100.0,12.77955271565495,12.77955271565495,8.132427843803052,1.8675721561969494,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
30,75.52899332142361,69.76651079957988,600011,华能国际,bottom_area,2024-08-20,7.24,2024-08-20,7.18,0.8356545961002856,3.4818941504178276,27.47474747474748,False,-1.4966,0.4488,1,1,1,100.0,22.267759562841515,22.267759562841515,9.164345403899715,0.8356545961002856,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
31,74.70734098936434,69.1012717625014,301510,固高科技,bottom_area,2024-08-20,20.03,2024-08-20,19.85,0.9068010075566737,3.9294710327455795,28.77646214567635,False,-3.1899,1.6938,2,2,2,100.0,13.11170999855176,16.010654039656714,9.093198992443327,0.9068010075566737,历史2/2次成功; 当前距低点0.91%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
32,73.93678843429703,68.16867018764974,000726,鲁泰A,bottom_area,2024-08-20,5.46,2024-07-30,5.42,0.7380073800738014,4.797047970479701,28.211920529801326,False,-1.6216,0.8666,1,1,1,100.0,12.480252764612954,12.480252764612954,9.261992619926199,0.7380073800738014,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
33,73.8021943027064,67.96256479837572,002311,海大集团,bottom_area,2024-08-20,38.79,2024-08-20,38.53,0.6747988580326966,1.9984427718660678,29.354602126879353,False,-1.2223,0.2153,1,1,1,100.0,10.59734513274336,10.59734513274336,9.325201141967304,0.6747988580326966,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
34,72.31121195709274,66.87890262509286,000983,山西焦煤,bottom_area,2024-08-20,7.83,2024-08-20,7.76,0.9020618556701068,4.639175257731951,28.47926267281106,False,-3.3333,0.6958,3,4,3,75.0,21.938729333444627,27.212389380530986,9.097938144329893,0.9020618556701068,历史3/4次成功; 当前距低点0.90%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
35,69.9139124322358,64.27853410016642,002651,利君股份,bottom_area,2024-08-20,5.11,2024-08-20,5.08,0.590551181102367,2.559055118110234,30.02754820936639,False,-1.5414,1.995,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,9.409448818897634,0.590551181102367,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
36,68.61546442321202,67.84366493223976,600027,华电国际,confirmed_rebound,2024-08-20,5.45,2024-08-06,5.22,4.406130268199242,10.536398467432948,27.298050139275766,True,-2.3297,0.7455,1,1,1,100.0,16.87979539641944,16.87979539641944,5.593869731800758,4.406130268199242,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-2.33%; 状态confirmed_rebound; 底部已确认
37,67.65516087489914,67.05995418098509,002320,海峡股份,confirmed_rebound,2024-08-20,5.07,2024-07-09,4.85,4.536082474226818,10.309278350515465,27.28635682158921,True,-2.1236,0.4346,1,1,1,100.0,14.259259259259249,14.259259259259249,5.463917525773182,4.536082474226818,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-2.12%; 状态confirmed_rebound; 底部已确认
38,67.60000470195521,62.01700148076517,002196,方正电机,bottom_area,2024-08-20,4.21,2024-08-13,4.19,0.47732696897373683,6.205250596658705,28.49829351535836,False,-2.5463,2.8141,2,3,2,66.66666666666666,15.100216684723728,18.661971830985923,9.522673031026264,0.47732696897373683,历史2/3次成功; 当前距低点0.48%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
39,66.87619344012398,66.86141743627068,002543,万和电气,confirmed_rebound,2024-08-20,9.05,2024-07-25,8.62,4.988399071925772,11.948955916473333,29.632653061224495,True,-1.4161,0.251,1,1,1,100.0,18.736383442265804,18.736383442265804,5.011600928074228,4.988399071925772,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
40,61.85784032448352,59.48087279048022,002833,弘亚数控,bottom_area,2024-08-20,15.74,2024-07-30,15.29,2.9431000654022306,9.875735775016361,31.923419412288517,True,-1.625,0.5495,1,2,1,50.0,35.43624161073825,35.43624161073825,7.056899934597769,2.9431000654022306,历史1/2次成功; 当前距低点2.94%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
41,61.09634164280497,60.460816019868844,002044,美年健康,confirmed_rebound,2024-08-20,3.52,2024-07-25,3.37,4.451038575667654,11.869436201780413,31.083844580777086,True,-1.4006,0.4639,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,5.548961424332347,4.451038575667654,历史2/3次成功; 当前距低点4.45%; 最新日涨幅-1.40%; 状态confirmed_rebound; 底部已确认
42,56.06505103364759,51.83436844502721,000421,南京公用,bottom_area,2024-08-20,4.57,2024-08-20,4.53,0.8830022075055195,3.311258278145683,30.839694656488543,False,-1.9313,3.2361,2,6,2,33.33333333333333,20.88322658498097,30.864197530864196,9.116997792494482,0.8830022075055195,历史2/6次成功; 当前距低点0.88%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
43,53.88225153995421,49.47181899678505,300690,双一科技,bottom_area,2024-08-20,17.42,2024-08-20,17.33,0.5193306405078096,4.327755337564917,27.246011754827883,False,-5.1715,7.6785,1,2,1,50.0,11.160714285714286,11.160714285714286,9.480669359492191,0.5193306405078096,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
