rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.72355746833242,86.28064776475566,000597,东北制药,bottom_area,2024-09-12,4.15,2024-08-26,4.07,1.9656019656019672,5.65110565110564,32.053422370617696,False,0.0,0.9186,3,3,3,100.0,29.259248636172746,61.02150537634409,6.034398034398033,1.9656019656019672,历史3/3次成功; 当前距低点1.97%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,82.46556477373451,79.33067217141705,600345,长江通信,bottom_area,2024-09-12,14.9,2024-09-10,14.61,1.9849418206707798,4.449007529089667,27.529761904761905,False,0.0672,1.3428,1,1,1,100.0,25.46419098143237,25.46419098143237,6.015058179329221,1.9849418206707798,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
13,80.84494107443426,79.37643511538306,300653,正海生物,bottom_area,2024-09-12,18.94,2024-08-28,18.38,3.04678998911862,7.83460282916214,27.466456195737965,True,-0.9932,0.6247,3,3,3,100.0,18.672668228889858,29.647513278609367,4.95321001088138,3.04678998911862,历史3/3次成功; 当前距低点3.05%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
14,80.5103670907745,75.74398757188693,000899,赣能股份,bottom_area,2024-09-12,7.31,2024-09-10,7.25,0.8275862068965464,2.758620689655175,27.427427427427432,False,0.2743,0.7893,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,7.172413793103454,0.8275862068965464,历史5/6次成功; 当前距低点0.83%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
15,80.44576983431477,77.54148862403285,001286,陕西能源,bottom_area,2024-09-12,8.8,2024-09-11,8.62,2.0881670533642867,3.8283062645011614,31.749802058590664,False,1.1494,1.2769,1,1,1,100.0,17.110266159695826,17.110266159695826,5.911832946635713,2.0881670533642867,历史1/1次成功; 当前距低点2.09%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
16,79.98659098570428,77.1150693253016,300401,花园生物,bottom_area,2024-09-12,12.16,2024-09-10,11.91,2.0990764063811924,5.289672544080596,30.023501762632193,False,-0.491,3.5529,2,2,2,100.0,20.757868450810403,29.551451187335093,5.900923593618808,2.0990764063811924,历史2/2次成功; 当前距低点2.10%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
17,79.60300912258475,75.78362924994968,603079,圣达生物,bottom_area,2024-09-12,10.54,2024-08-26,10.39,1.4436958614051836,6.929740134744936,28.83561643835616,False,-0.7533,0.8808,1,1,1,100.0,22.232558139534888,22.232558139534888,6.556304138594816,1.4436958614051836,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
18,79.52821838746662,78.77357250168247,600262,北方股份,bottom_area,2024-09-12,15.95,2024-08-29,15.41,3.5042180402336087,7.722258273848159,31.48065807025344,True,0.3776,2.2819,2,2,2,100.0,15.232202330188693,17.269624573378834,4.495781959766392,3.5042180402336087,历史2/2次成功; 当前距低点3.50%; 最新日涨幅0.38%; 状态bottom_area; 底部已确认
19,79.45307183164378,76.36921038376599,601866,中远海发,bottom_area,2024-09-12,2.1,2024-09-11,2.06,1.9417475728155356,2.9126213592233037,27.97202797202797,False,1.4493,0.4901,1,1,1,100.0,9.012875536480685,9.012875536480685,6.058252427184464,1.9417475728155356,历史1/1次成功; 当前距低点1.94%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
20,79.39085101692778,79.70818689715684,000532,华金资本,bottom_area,2024-09-12,10.65,2024-09-04,10.22,4.207436399217218,7.632093933463789,27.926657263751757,True,0.2825,2.8943,2,2,2,100.0,28.877106921355356,32.044198895027606,3.792563600782782,4.207436399217218,历史2/2次成功; 当前距低点4.21%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
21,79.3292271236853,77.95121316805526,002674,兴业科技,bottom_area,2024-09-12,8.01,2024-08-21,7.77,3.0888030888030915,6.30630630630631,31.72231985940247,False,0.7547,0.3256,1,1,1,100.0,31.578947368421055,31.578947368421055,4.9111969111969085,3.0888030888030915,历史1/1次成功; 当前距低点3.09%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
22,78.81281370724112,74.62040037329135,000726,鲁泰A,bottom_area,2024-09-12,5.24,2024-08-29,5.18,1.158301158301168,6.370656370656372,31.390728476821195,False,-0.5693,0.4428,1,1,1,100.0,12.480252764612954,12.480252764612954,6.841698841698832,1.158301158301168,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
23,78.34938260793412,72.77894736842103,300761,立华股份,bottom_area,2024-09-12,18.03,2024-09-10,18.0,0.16666666666667299,3.4999999999999947,27.710843373493972,False,-0.9341,0.3375,1,1,1,100.0,30.263157894736853,30.263157894736853,7.833333333333327,0.16666666666667299,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
24,78.01195910531463,73.30034792785095,601808,中海油服,bottom_area,2024-09-12,13.23,2024-09-11,13.13,0.7616146230007589,1.5232292460015178,29.9359658484525,False,0.4556,0.1215,1,1,1,100.0,17.88617886178861,17.88617886178861,7.238385376999242,0.7616146230007589,历史1/1次成功; 当前距低点0.76%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
25,77.83284523876941,72.33744262104648,002840,华统股份,bottom_area,2024-09-12,10.32,2024-09-12,10.3,0.19417475728154926,3.4951456310679556,28.02236198462613,False,-1.9943,1.6766,2,2,2,100.0,11.560005740045224,14.46540880503144,7.80582524271845,0.19417475728154926,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
26,77.81204061887077,72.19747792788516,300573,兴齐眼药,bottom_area,2024-09-12,74.51,2024-09-12,74.43,0.10748354158269285,4.285906220609966,30.03384094754652,False,-2.3204,3.1765,4,5,4,80.0,19.744840874697324,42.86062675283501,7.892516458417307,0.10748354158269285,历史4/5次成功; 当前距低点0.11%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
27,77.78152041266978,75.71143559143559,601117,中国化学,bottom_area,2024-09-12,6.32,2024-09-10,6.16,2.5974025974025996,4.058441558441558,28.78612716763006,False,0.4769,0.4356,1,1,1,100.0,13.513513513513523,13.513513513513523,5.402597402597401,2.5974025974025996,历史1/1次成功; 当前距低点2.60%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
28,77.76616657595996,77.59775983805137,603132,金徽股份,bottom_area,2024-09-12,10.69,2024-09-10,10.29,3.8872691933916457,6.122448979591845,31.354236157438297,False,0.0,1.1972,2,2,2,100.0,22.799643005292072,33.20754716981132,4.112730806608354,3.8872691933916457,历史2/2次成功; 当前距低点3.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,77.5987195568894,73.20302700032325,000539,粤电力A,bottom_area,2024-09-12,4.17,2024-08-26,4.13,0.9685230024213084,6.7796610169491585,31.395348837209298,False,0.2404,0.3179,1,1,1,100.0,19.89924433249369,19.89924433249369,7.031476997578692,0.9685230024213084,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
30,77.33296127590485,76.22854767184037,601872,招商轮船,bottom_area,2024-09-12,6.35,2024-09-11,6.15,3.2520325203251916,4.390243902439018,27.47641509433962,False,1.9262,0.4775,1,1,1,100.0,24.318181818181802,24.318181818181802,4.747967479674808,3.2520325203251916,历史1/1次成功; 当前距低点3.25%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
31,76.98843335555122,71.61163538877248,600183,生益科技,bottom_area,2024-09-12,16.92,2024-08-29,16.88,0.23696682464456578,7.760663507109018,29.519832985386223,True,-1.5134,0.6194,3,4,3,75.0,19.822149187968265,25.158227848101262,7.763033175355434,0.23696682464456578,历史3/4次成功; 当前距低点0.24%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
32,76.76225115139515,75.50170101274753,600166,福田汽车,bottom_area,2024-09-12,2.3,2024-08-28,2.23,3.1390134529147913,7.174887892376688,27.5974025974026,True,0.0,0.6239,1,1,1,100.0,9.831460674157306,9.831460674157306,4.860986547085209,3.1390134529147913,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
33,76.74798557765183,74.67802395465505,301509,金凯生科,bottom_area,2024-09-12,25.86,2024-08-28,25.21,2.57834192780642,6.902023006743349,29.6792189679219,False,-1.2223,2.0888,2,2,2,100.0,13.530341666955287,15.05054819877544,5.42165807219358,2.57834192780642,历史2/2次成功; 当前距低点2.58%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
34,76.73992858618372,74.86661418713989,000883,湖北能源,bottom_area,2024-09-12,4.54,2024-09-11,4.42,2.714932126696835,4.072398190045242,28.70967741935484,False,2.0225,0.4033,1,1,1,100.0,10.412147505422983,10.412147505422983,5.285067873303165,2.714932126696835,历史1/1次成功; 当前距低点2.71%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
35,76.45632037538265,71.85910896660971,002140,东华科技,bottom_area,2024-09-12,6.49,2024-09-10,6.44,0.7763975155279476,2.018633540372669,28.44444444444444,False,0.3091,0.3764,1,1,1,100.0,10.318791946308728,10.318791946308728,7.223602484472052,0.7763975155279476,历史1/1次成功; 当前距低点0.78%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
36,76.08764766749114,76.3870320004034,002682,龙洲股份,bottom_area,2024-09-12,3.47,2024-08-28,3.33,4.204204204204208,6.606606606606599,30.76923076923076,False,1.1662,2.1101,2,2,2,100.0,20.175363365532185,26.929674099485425,3.795795795795792,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
37,75.86096414342632,70.24163346613547,603027,千禾味业,bottom_area,2024-09-12,10.25,2024-09-12,10.25,0.0,4.780487804878051,28.918169209431344,False,-3.8462,1.803,1,1,1,100.0,37.051792828685265,37.051792828685265,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
38,75.76035566046433,70.1484774633929,301538,骏鼎达,bottom_area,2024-09-12,64.76,2024-09-12,64.76,0.0,3.458925262507713,32.43609806990088,False,-2.4846,4.9255,2,2,2,100.0,9.669233674155395,10.10519247985676,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
39,75.19397474430113,70.05372676747734,002600,领益智造,bottom_area,2024-09-12,6.28,2024-09-12,6.26,0.3194888178913812,5.750798722044734,27.124563445867288,False,-3.3846,3.185,4,5,4,80.0,21.03312511972955,38.381201044386415,7.68051118210862,0.3194888178913812,历史4/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
40,74.8168453831358,75.47888237942925,002732,燕塘乳业,bottom_area,2024-09-12,13.59,2024-08-23,13.01,4.458109146810147,7.455803228285938,29.599567099567103,True,-0.8753,0.3013,3,3,3,100.0,15.018124914819245,25.344352617079892,3.541890853189854,4.458109146810147,历史3/3次成功; 当前距低点4.46%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
41,74.57334375906277,69.78381012430192,000898,鞍钢股份,bottom_area,2024-09-12,1.83,2024-09-12,1.82,0.5494505494505499,2.7472527472527495,30.0,False,-1.0811,0.4111,1,1,1,100.0,18.852459016393443,18.852459016393443,7.45054945054945,0.5494505494505499,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
42,74.52623528465689,73.21016752342642,603291,联合水务,bottom_area,2024-09-12,9.39,2024-08-28,9.11,3.073545554335907,5.92755214050495,29.65250965250965,False,-0.2125,0.6824,2,2,2,100.0,11.708878426410102,12.102772143340088,4.926454445664093,3.073545554335907,历史2/2次成功; 当前距低点3.07%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
43,74.36657636328363,69.10034937282971,002302,西部建设,bottom_area,2024-09-12,5.49,2024-09-12,5.48,0.1824817518248136,2.5547445255474392,32.51231527093595,False,-1.0811,2.5304,1,1,1,100.0,10.679611650485443,10.679611650485443,7.817518248175187,0.1824817518248136,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
44,73.18163510901114,71.06679708934747,601033,永兴股份,bottom_area,2024-09-12,12.42,2024-09-10,12.12,2.4752475247524814,4.125412541254125,28.07121661721069,False,-0.0805,1.247,1,1,1,100.0,9.518072289156615,9.518072289156615,5.524752475247519,2.4752475247524814,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
45,72.51956176684305,72.39214337396339,301518,长华化学,bottom_area,2024-09-12,14.09,2024-08-28,13.56,3.908554572271382,6.12094395280236,28.21598729486501,False,0.2134,1.7678,1,1,1,100.0,11.740041928721173,11.740041928721173,4.091445427728618,3.908554572271382,历史1/1次成功; 当前距低点3.91%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
46,68.27406374405122,63.85895871342097,300337,银邦股份,bottom_area,2024-09-12,7.66,2024-09-12,7.62,0.5249343832021002,3.8057742782152237,27.290076335877867,False,-1.9206,4.7334,2,3,2,66.66666666666666,25.586787314274673,34.09610983981694,7.475065616797901,0.5249343832021002,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
47,68.06233973803512,63.21579542232363,000058,深赛格,bottom_area,2024-09-12,6.24,2024-09-12,6.23,0.16051364365970766,4.654895666131607,30.46875,False,-5.7402,6.2341,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,7.839486356340293,0.16051364365970766,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
48,68.0475981521008,68.50429344171222,002230,科大讯飞,bottom_area,2024-09-12,34.08,2024-08-28,32.66,4.347826086956527,6.705450091855496,28.093350946719518,False,-0.7571,0.6526,1,1,1,100.0,18.69535978480161,18.69535978480161,3.652173913043473,4.347826086956527,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
49,67.70383333237622,67.83358533808621,300478,杭州高新,confirmed_rebound,2024-09-12,7.11,2024-08-28,6.83,4.099560761347002,8.052708638360173,28.10526315789474,True,-0.5594,2.3578,1,1,1,100.0,13.067655236329937,13.067655236329937,3.9004392386529987,4.099560761347002,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.56%; 状态confirmed_rebound; 底部已确认
50,60.192599928281126,56.46207028448481,000922,佳电股份,bottom_area,2024-09-12,8.96,2024-09-11,8.9,0.674157303370792,2.471910112359538,29.08366533864542,False,-0.1115,0.7098,1,2,1,50.0,40.42553191489362,40.42553191489362,7.325842696629207,0.674157303370792,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
51,53.96254271370485,53.08721159128367,000625,长安汽车,confirmed_rebound,2024-09-12,11.79,2024-08-29,11.43,3.1496062992125937,8.136482939632543,29.138251704897705,True,-0.9244,1.0167,1,2,1,50.0,13.808139534883724,13.808139534883724,4.850393700787406,3.1496062992125937,历史1/2次成功; 当前距低点3.15%; 最新日涨幅-0.92%; 状态confirmed_rebound; 底部已确认
52,52.34349652935957,52.14905454394554,301591,肯特股份,confirmed_rebound,2024-09-12,29.18,2024-08-28,28.11,3.806474564212025,9.605122732123798,27.644787644787648,True,-1.3523,4.5387,1,2,1,50.0,16.816218012628774,16.816218012628774,4.193525435787975,3.806474564212025,历史1/2次成功; 当前距低点3.81%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
