rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.65245409564496,83.14282227417829,002127,南极电商,bottom_area,2025-06-19,3.87,2025-06-19,3.83,1.044386422976502,2.088772845953004,28.411214953271024,False,-1.2755,1.9697,3,3,3,100.0,23.570017841745774,33.53658536585366,8.955613577023499,1.044386422976502,历史3/3次成功; 当前距低点1.04%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
12,81.91013326197391,78.71175342656932,001223,欧克科技,confirmed_rebound,2025-06-19,37.85,2025-05-26,36.78,2.9091897770527466,10.250135943447516,31.661092530657747,True,-1.3295,2.6926,3,3,3,100.0,23.627452248653626,30.11687144141446,7.090810222947254,2.9091897770527466,历史3/3次成功; 当前距低点2.91%; 最新日涨幅-1.33%; 状态confirmed_rebound; 底部已确认
13,81.76105112524701,78.95324371626464,000596,古井贡酒,bottom_area,2025-06-19,135.9,2025-06-16,131.73,3.165565930312014,4.676231686024441,27.152574240999844,False,0.831,1.0229,2,2,2,100.0,21.240505577290524,29.07889301941346,6.834434069687986,3.165565930312014,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
14,80.99557571915837,73.77875564987251,002041,登海种业,bottom_area,2025-06-19,9.62,2025-06-19,9.61,0.10405827263267209,2.3933402705515134,29.129793510324493,False,-2.0367,0.9037,2,2,2,100.0,18.2043468358871,21.395106715252467,9.895941727367328,0.10405827263267209,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
15,80.96523684319918,76.85886597938143,300368,汇金股份,confirmed_rebound,2025-06-19,9.92,2025-06-18,9.7,2.268041237113409,10.824742268041247,28.83345561261923,True,1.4315,17.105,1,1,1,100.0,16.66666666666668,16.66666666666668,7.731958762886591,2.268041237113409,历史1/1次成功; 当前距低点2.27%; 最新日涨幅1.43%; 状态confirmed_rebound; 底部已确认
16,80.79580972141294,73.68877090332568,002909,集泰股份,bottom_area,2025-06-19,5.91,2025-06-19,5.9,0.1694915254237252,2.542372881355923,29.510155316606916,False,-2.314,3.484,1,1,1,100.0,35.18930957683742,35.18930957683742,9.830508474576275,0.1694915254237252,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
17,80.18806210433029,74.8485478619492,300817,双飞集团,bottom_area,2025-06-19,21.98,2025-06-18,21.68,1.3837638376383796,5.719557195571965,31.479140328697852,False,-0.8123,6.1817,1,1,1,100.0,16.470588235294116,16.470588235294116,8.61623616236162,1.3837638376383796,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
18,80.09606434512365,73.02267398453239,000605,渤海股份,bottom_area,2025-06-19,6.7,2025-06-19,6.69,0.14947683109117765,2.6905829596412514,28.829787234042552,False,-1.6153,2.0518,3,4,3,75.0,35.52946859903381,56.66666666666668,9.850523168908824,0.14947683109117765,历史3/4次成功; 当前距低点0.15%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
19,80.00574156504321,73.56706233988048,603787,新日股份,bottom_area,2025-06-19,11.78,2025-06-19,11.71,0.5977796754910205,5.550811272416725,27.71604938271604,False,-4.4607,5.4817,1,1,1,100.0,92.85714285714283,92.85714285714283,9.40222032450898,0.5977796754910205,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
20,79.75744689770136,73.86544182701688,001311,多利科技,bottom_area,2025-06-19,19.72,2025-06-19,19.53,0.9728622631848322,2.7137736815156046,32.72476748191526,False,-1.2024,1.6733,2,2,2,100.0,29.32025691977575,46.9244288224956,9.027137736815169,0.9728622631848322,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
21,78.79912423080226,72.08827495083925,688135,利扬芯片,bottom_area,2025-06-19,18.24,2025-06-13,18.18,0.33003300330032304,4.6204620462046195,29.725550831078472,False,-2.2508,1.865,4,5,4,80.0,21.885753754645094,40.41850220264317,9.669966996699678,0.33003300330032304,历史4/5次成功; 当前距低点0.33%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
22,78.02823702405786,71.41144252441775,605377,华旺科技,bottom_area,2025-06-19,8.58,2025-06-19,8.55,0.3508771929824486,0.9356725146198838,29.22185430463576,False,-0.464,0.4913,1,1,1,100.0,25.16904583020285,25.16904583020285,9.649122807017552,0.3508771929824486,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
23,77.7838856686397,71.02920202117822,003025,思进智能,bottom_area,2025-06-19,12.85,2025-06-19,12.82,0.23400936037441,3.588143525741022,27.076222980659832,False,-2.207,1.4986,1,1,1,100.0,21.681415929203535,21.681415929203535,9.76599063962559,0.23400936037441,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
24,77.64463016075092,70.98264887153914,002811,郑中设计,bottom_area,2025-06-19,10.25,2025-06-19,10.22,0.29354207436398594,3.326810176125243,30.711864406779654,False,-3.0274,3.2802,2,2,2,100.0,15.709273124134537,16.78832116788322,9.706457925636014,0.29354207436398594,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
25,77.61389845884526,71.3515846238938,600770,综艺股份,bottom_area,2025-06-19,5.15,2025-06-19,5.12,0.5859375000000049,2.92968749999999,32.185430463576154,False,-2.4621,2.0895,1,1,1,100.0,27.72861356932153,27.72861356932153,9.414062499999995,0.5859375000000049,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
26,77.56426989443884,70.98350724371905,603681,永冠新材,bottom_area,2025-06-19,14.4,2025-06-19,14.35,0.3484320557491339,3.8327526132404235,28.250000000000004,False,-2.571,4.2753,1,1,1,100.0,22.83834586466165,22.83834586466165,9.651567944250866,0.3484320557491339,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
27,77.33597926687091,71.37499100694981,600232,金鹰股份,bottom_area,2025-06-19,6.37,2025-06-19,6.32,0.7911392405063262,7.594936708860751,27.93614595210946,False,-8.477,15.3079,2,2,2,100.0,23.918217609162483,27.954545454545443,9.208860759493675,0.7911392405063262,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-8.48%; 状态bottom_area; 底部未确认
28,77.22886714079976,70.9441415572,688448,磁谷科技,bottom_area,2025-06-19,27.6,2025-06-19,27.45,0.5464480874317018,4.189435336976328,30.31226199543032,False,-2.1624,2.3862,1,1,1,100.0,25.053995680345576,25.053995680345576,9.4535519125683,0.5464480874317018,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
29,76.83839150105086,70.9804385061967,002155,湖南黄金,bottom_area,2025-06-19,18.03,2025-06-19,17.88,0.8389261744966563,3.1319910514541514,27.28751525010167,False,-2.6983,2.8582,1,1,1,100.0,28.834355828220854,28.834355828220854,9.161073825503344,0.8389261744966563,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
30,76.70785058911011,70.67266090923906,300703,创源股份,bottom_area,2025-06-19,21.57,2025-06-19,21.42,0.7002801120448112,7.329598506069078,27.512690355329944,False,-6.0131,13.0873,2,2,2,100.0,19.02849228333993,20.914127423822727,9.29971988795519,0.7002801120448112,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
31,76.67082212014563,70.7620701357466,603577,汇金通,bottom_area,2025-06-19,8.91,2025-06-19,8.84,0.7918552036199128,3.8461538461538445,31.259720062208395,False,-2.7293,3.4701,1,1,1,100.0,27.083333333333325,27.083333333333325,9.208144796380088,0.7918552036199128,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
32,76.52509912662492,70.22062009609924,002575,群兴玩具,bottom_area,2025-06-19,8.22,2025-06-19,8.18,0.4889975550122362,3.422982885085588,27.482269503546096,False,-2.3753,2.3202,3,4,3,75.0,24.626529685629794,39.02759526938239,9.511002444987765,0.4889975550122362,历史3/4次成功; 当前距低点0.49%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
33,76.43197218186435,72.76507096774193,002471,中超控股,confirmed_rebound,2025-06-19,5.08,2025-06-16,4.96,2.4193548387096793,12.903225806451607,27.272727272727277,True,-8.3032,27.3768,1,1,1,100.0,29.2,29.2,7.580645161290321,2.4193548387096793,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-8.30%; 状态confirmed_rebound; 底部已确认
34,76.36328372874054,70.11562671770747,000999,华润三九,bottom_area,2025-06-19,30.84,2025-06-19,30.68,0.521512385919166,1.597131681877451,29.438822447102115,False,-0.5803,0.5531,1,1,1,100.0,20.293951384963254,20.293951384963254,9.478487614080834,0.521512385919166,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
35,76.1931380359436,69.90400392486866,002298,中电鑫龙,bottom_area,2025-06-19,6.28,2025-06-19,6.25,0.4800000000000039,4.319999999999993,27.071178529754963,False,-3.8285,12.0314,5,6,5,83.33333333333334,14.973497803953425,23.734729493891784,9.519999999999996,0.4800000000000039,历史5/6次成功; 当前距低点0.48%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
36,75.94887173962046,69.48148477158949,000701,厦门信达,bottom_area,2025-06-19,6.07,2025-06-19,6.05,0.33057851239670183,7.27272727272728,27.54491017964072,False,-7.0444,16.4405,4,5,4,80.0,18.092493440075152,30.161579892280066,9.669421487603298,0.33057851239670183,历史4/5次成功; 当前距低点0.33%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
37,75.65612473109276,69.17151020152997,300871,回盛生物,bottom_area,2025-06-19,20.15,2025-06-19,20.09,0.2986560477849613,3.1358885017421554,28.733593472862722,False,-1.8031,4.174,1,1,1,100.0,12.486268766019775,12.486268766019775,9.70134395221504,0.2986560477849613,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
38,75.33328739220664,68.56342161802998,300436,广生堂,confirmed_rebound,2025-06-19,33.3,2025-06-19,33.28,0.06009615384614189,12.379807692307685,28.027681660899656,False,-11.3182,14.7605,4,5,4,80.0,20.056133595694508,35.88379705400981,9.939903846153857,0.06009615384614189,历史4/5次成功; 当前距低点0.06%; 最新日涨幅-11.32%; 状态confirmed_rebound; 底部未确认
39,75.15171890193437,68.8330591731492,603949,雪龙集团,bottom_area,2025-06-19,17.92,2025-06-19,17.85,0.3921568627450996,3.361344537815114,30.327868852459012,False,-1.9694,2.0941,1,1,1,100.0,11.812778603268944,11.812778603268944,9.607843137254902,0.3921568627450996,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
40,74.25537600931587,67.96747583818927,300697,电工合金,bottom_area,2025-06-19,11.22,2025-06-19,11.18,0.3577817531305986,3.130590339892662,29.329962073324907,False,-3.0251,2.0327,3,4,3,75.0,21.11945287810241,31.64400494437578,9.642218246869403,0.3577817531305986,历史3/4次成功; 当前距低点0.36%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
41,74.01291791045622,67.7360444574035,688114,华大智造,bottom_area,2025-06-19,63.0,2025-06-19,62.78,0.35043007327174075,5.383880216629493,27.421965317919074,False,-3.2258,2.246,3,4,3,75.0,19.785080776683152,27.745919717688572,9.64956992672826,0.35043007327174075,历史3/4次成功; 当前距低点0.35%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
42,73.97196720425308,68.50092285629384,301578,辰奕智能,bottom_area,2025-06-19,33.38,2025-06-18,33.06,0.9679370840895349,3.8717483363581398,31.410788381742737,False,-2.1114,4.1571,1,1,1,100.0,17.085050580741846,17.085050580741846,9.032062915910466,0.9679370840895349,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
43,73.93351686459111,68.2703992214375,603139,康惠股份,bottom_area,2025-06-19,20.94,2025-06-19,20.77,0.8184882041405956,4.236880115551271,31.225165562913908,False,-2.7404,6.2245,3,4,3,75.0,18.180388854183054,29.315476190476186,9.181511795859405,0.8184882041405956,历史3/4次成功; 当前距低点0.82%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
44,73.21283147768469,67.87430601123553,300492,华图山鼎,bottom_area,2025-06-19,62.96,2025-06-19,62.32,1.0269576379974337,2.69576379974326,30.970314576871953,False,-0.4585,0.3338,2,3,2,66.66666666666666,13.489799780661322,14.94511680270195,8.973042362002568,1.0269576379974337,历史2/3次成功; 当前距低点1.03%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
45,73.13363653798943,67.59968084684542,600980,北矿科技,bottom_area,2025-06-19,22.0,2025-06-19,21.81,0.8711600183402168,5.685465382851912,27.97225891677676,False,-6.383,19.9007,1,1,1,100.0,21.268417680973737,21.268417680973737,9.128839981659784,0.8711600183402168,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-6.38%; 状态bottom_area; 底部未确认
46,72.41943803874696,66.25819976357022,300346,南大光电,bottom_area,2025-06-19,29.95,2025-06-13,29.85,0.3350083752093731,3.1825795644891097,27.513355998057303,False,-0.959,1.5237,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,9.664991624790629,0.3350083752093731,历史2/3次成功; 当前距低点0.34%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
47,68.98570966990091,63.0091102424884,002615,哈尔斯,bottom_area,2025-06-19,8.16,2025-06-19,8.14,0.24570024570024046,7.248157248157246,27.836879432624105,False,-7.378,24.7315,2,3,2,66.66666666666666,27.80989320439935,28.84012539184954,9.75429975429976,0.24570024570024046,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-7.38%; 状态bottom_area; 底部未确认
48,64.91194666561067,61.62864083145057,300540,蜀道装备,bottom_area,2025-06-19,16.18,2025-06-19,15.82,2.2756005056889976,3.982300884955746,32.65219242230736,False,-0.9186,2.6619,2,4,2,50.0,14.661344002265974,18.695652173913043,7.724399494311003,2.2756005056889976,历史2/4次成功; 当前距低点2.28%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
49,64.8595905149071,59.56173126066867,000573,粤宏远A,bottom_area,2025-06-19,3.8,2025-06-19,3.78,0.5291005291005296,3.174603174603178,27.027027027027028,False,-2.5641,4.2563,2,4,2,50.0,21.978927242031602,24.644549763033176,9.470899470899472,0.5291005291005296,历史2/4次成功; 当前距低点0.53%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
50,57.11954902757373,55.719298822385085,688019,安集科技,bottom_area,2025-06-19,138.0,2025-06-17,133.08,3.69702434625788,3.69702434625788,28.639605340768938,False,1.7999,1.332,1,2,1,50.0,11.17480823576908,11.17480823576908,6.302975653742121,3.69702434625788,历史1/2次成功; 当前距低点3.70%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
