rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.68161711436484,84.00921975247772,688196,卓越新能,bottom_area,2024-12-30,33.27,2024-12-30,32.88,1.1861313868613155,3.588807785888077,31.29962390305056,False,-2.2046,1.0007,4,4,4,100.0,13.298921045814655,19.41979522184301,6.813868613138685,1.1861313868613155,历史4/4次成功; 当前距低点1.19%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
12,82.88613658295657,79.1451416199752,002369,卓翼科技,confirmed_rebound,2024-12-30,6.99,2024-12-30,6.88,1.5988372093023302,9.883720930232553,31.2,False,-6.0484,21.0059,5,5,5,100.0,12.63704546873386,17.345132743362825,6.40116279069767,1.5988372093023302,历史5/5次成功; 当前距低点1.60%; 最新日涨幅-6.05%; 状态confirmed_rebound; 底部未确认
13,82.86221136225781,79.29327301782915,300355,蒙草生态,bottom_area,2024-12-30,5.35,2024-12-25,5.26,1.711026615969579,7.604562737642592,29.58500669344043,False,-1.6544,3.3805,2,2,2,100.0,27.711901624945106,33.201581027668,6.288973384030422,1.711026615969579,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
14,82.8586600444965,80.91666019970364,600327,大东方,bottom_area,2024-12-30,5.2,2024-12-25,5.06,2.7667984189723436,7.1146245059288615,30.494505494505503,True,-2.2556,3.8374,3,3,3,100.0,23.521293521293522,33.030303030303024,5.233201581027656,2.7667984189723436,历史3/3次成功; 当前距低点2.77%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
15,82.65375518619332,79.00123075145093,002370,亚太药业,confirmed_rebound,2024-12-30,3.08,2024-12-25,3.03,1.650165016501659,8.25082508250825,28.70588235294118,False,-3.1447,4.2341,6,6,6,100.0,12.492510693950058,15.633423180592995,6.349834983498341,1.650165016501659,历史6/6次成功; 当前距低点1.65%; 最新日涨幅-3.14%; 状态confirmed_rebound; 底部未确认
16,82.23677693535122,81.15328843817926,002836,新宏泽,bottom_area,2024-12-30,7.49,2024-12-25,7.25,3.31034482758621,7.5862068965517215,27.500000000000004,True,-2.7273,1.9284,3,3,3,100.0,31.456315296106556,59.30851063829788,4.68965517241379,3.31034482758621,历史3/3次成功; 当前距低点3.31%; 最新日涨幅-2.73%; 状态bottom_area; 底部已确认
17,82.12667414104881,77.70068571428571,002016,世荣兆业,bottom_area,2024-12-30,6.32,2024-12-25,6.25,1.1200000000000045,3.840000000000003,28.160919540229877,False,-1.8634,0.6182,1,1,1,100.0,28.571428571428566,28.571428571428566,6.8799999999999955,1.1200000000000045,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
18,81.46084729136058,79.2329811545876,600382,广东明珠,bottom_area,2024-12-30,4.41,2024-12-25,4.3,2.5581395348837286,7.906976744186044,31.200000000000006,True,-2.8634,0.8767,3,3,3,100.0,11.911501581303833,17.365269461077848,5.441860465116272,2.5581395348837286,历史3/3次成功; 当前距低点2.56%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
19,81.1725010415917,82.15967352523735,300720,海川智能,confirmed_rebound,2024-12-30,18.31,2024-12-26,17.5,4.628571428571422,9.199999999999998,27.476170741815164,True,-2.8132,2.5463,4,4,4,100.0,46.57428162569997,75.69193742478939,3.371428571428578,4.628571428571422,历史4/4次成功; 当前距低点4.63%; 最新日涨幅-2.81%; 状态confirmed_rebound; 底部已确认
20,80.92748284117634,76.18597086556771,300651,金陵体育,bottom_area,2024-12-30,12.88,2024-12-25,12.77,0.8613938919342303,6.656225528582612,32.398094229751194,False,-3.3033,5.3057,5,5,5,100.0,17.311553436439517,25.720461095100855,7.138606108065771,0.8613938919342303,历史5/5次成功; 当前距低点0.86%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
21,80.77778650680769,79.96994349310947,300340,科恒股份,bottom_area,2024-12-30,9.82,2024-12-25,9.49,3.477344573234985,6.95468914646997,29.703703703703706,False,-1.8,2.8372,4,4,4,100.0,19.66822107572696,42.54473161033797,4.522655426765016,3.477344573234985,历史4/4次成功; 当前距低点3.48%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
22,80.44391143310351,76.38623734300167,688165,埃夫特,bottom_area,2024-12-30,26.31,2024-12-30,25.97,1.3092029264535998,5.159799768964189,29.140518417462484,False,-0.1518,4.55,3,4,3,75.0,27.990430189870313,53.84615384615383,6.690797073546401,1.3092029264535998,历史3/4次成功; 当前距低点1.31%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
23,79.71210812764063,76.55836073038881,002285,世联行,bottom_area,2024-12-30,2.68,2024-12-30,2.63,1.9011406844106566,4.562737642585556,27.548209366391184,False,-2.8986,2.2376,2,2,2,100.0,15.338502638952242,18.932038834951463,6.098859315589343,1.9011406844106566,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
24,79.69605022509283,76.92102470179117,002583,海能达,bottom_area,2024-12-30,14.68,2024-12-25,14.37,2.157272094641618,6.750173973556024,28.078078078078082,False,0.0682,7.4277,1,1,1,100.0,14.621532675129286,14.621532675129286,5.842727905358382,2.157272094641618,历史1/1次成功; 当前距低点2.16%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
25,79.59550976350819,77.82981836186586,603256,宏和科技,confirmed_rebound,2024-12-30,8.71,2024-12-25,8.47,2.833530106257381,8.264462809917346,30.45977011494252,True,-1.693,0.7763,3,3,3,100.0,17.958424753401612,22.318339100346023,5.166469893742619,2.833530106257381,历史3/3次成功; 当前距低点2.83%; 最新日涨幅-1.69%; 状态confirmed_rebound; 底部已确认
26,79.28382695652472,74.35574408732519,300551,古鳌科技,bottom_area,2024-12-30,10.61,2024-12-30,10.54,0.6641366223908947,4.648956356736245,27.310344827586214,False,-4.1554,5.7903,3,3,3,100.0,21.720298851486206,28.36676217765042,7.335863377609106,0.6641366223908947,历史3/3次成功; 当前距低点0.66%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
27,79.00443353521487,74.9414899479539,002321,华英农业,bottom_area,2024-12-30,2.42,2024-12-30,2.39,1.2552301255230043,7.531380753138063,32.485875706214685,False,-5.8366,2.4732,1,1,1,100.0,25.609756097560986,25.609756097560986,6.7447698744769955,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
28,78.92594977280179,75.3309675862137,000681,视觉中国,bottom_area,2024-12-30,21.91,2024-12-30,21.57,1.5762633286972643,6.073249884098279,32.212445003142676,False,-2.0563,14.685,4,5,4,80.0,14.757247180878878,20.93690248565965,6.423736671302736,1.5762633286972643,历史4/5次成功; 当前距低点1.58%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
29,78.89125544554456,73.0474587458746,002162,悦心健康,bottom_area,2024-12-30,3.51,2024-12-24,3.51,0.0,7.122507122507122,30.21868787276343,True,-3.3058,2.5013,2,2,2,100.0,26.276659924056922,43.23432343234324,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
30,78.4318460421294,76.6916783010996,600148,长春一东,confirmed_rebound,2024-12-30,18.51,2024-12-25,18.0,2.833333333333342,8.000000000000007,30.71593533487298,True,-2.6302,1.7046,2,2,2,100.0,28.503646780105495,40.489130434782616,5.166666666666658,2.833333333333342,历史2/2次成功; 当前距低点2.83%; 最新日涨幅-2.63%; 状态confirmed_rebound; 底部已确认
31,77.85147563322019,73.92280808610869,000710,贝瑞基因,bottom_area,2024-12-30,8.52,2024-12-30,8.41,1.3079667063020146,6.183115338882278,28.789161727349704,False,-5.9603,5.0577,4,5,4,80.0,14.11275363697457,17.3469387755102,6.692033293697985,1.3079667063020146,历史4/5次成功; 当前距低点1.31%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
32,77.84427473295399,73.19685534591196,600400,红豆股份,bottom_area,2024-12-30,2.52,2024-12-30,2.5,0.8000000000000007,4.399999999999995,27.11370262390671,False,-3.4483,1.7826,3,3,3,100.0,17.15513626834381,25.943396226415082,7.199999999999999,0.8000000000000007,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
33,77.4851951595848,76.98217696133854,688280,精进电动,bottom_area,2024-12-30,4.53,2024-12-30,4.37,3.6613272311212848,5.949656750572077,27.166666666666668,False,-1.7354,1.205,3,3,3,100.0,22.526898109113223,32.37518910741301,4.338672768878715,3.6613272311212848,历史3/3次成功; 当前距低点3.66%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
34,77.36498952702703,77.04397297297298,600106,重庆路桥,bottom_area,2024-12-30,5.76,2024-12-25,5.55,3.7837837837837833,7.567567567567567,30.88418430884184,True,-2.3729,1.4368,1,1,1,100.0,48.50000000000001,48.50000000000001,4.216216216216217,3.7837837837837833,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-2.37%; 状态bottom_area; 底部已确认
35,77.26170783699064,73.1393103448276,002827,高争民爆,bottom_area,2024-12-30,26.4,2024-12-30,26.1,1.1494252873563109,6.206896551724128,27.740863787375407,False,-3.1903,4.4675,1,1,1,100.0,14.623655913978487,14.623655913978487,6.85057471264369,1.1494252873563109,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
36,77.25978667261036,73.4319758064516,002766,索菱股份,bottom_area,2024-12-30,5.97,2024-12-25,5.89,1.3582342954159605,5.432937181663842,28.17073170731707,False,-1.8092,1.9766,1,1,1,100.0,8.54166666666667,8.54166666666667,6.6417657045840395,1.3582342954159605,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
37,77.23100491514573,72.74505957470558,000688,国城矿业,bottom_area,2024-12-30,12.48,2024-12-30,12.37,0.8892481810832757,4.6887631366208575,28.24825986078886,False,-2.8037,0.7384,2,2,2,100.0,22.271749610620777,30.935251798561143,7.110751818916724,0.8892481810832757,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
38,77.1854446026001,77.29983826968035,600250,南京商旅,confirmed_rebound,2024-12-30,9.19,2024-12-25,8.83,4.077010192525475,9.060022650056633,31.069476971116316,True,-2.9567,2.8287,4,4,4,100.0,13.685061874400105,19.004524886877824,3.922989807474525,4.077010192525475,历史4/4次成功; 当前距低点4.08%; 最新日涨幅-2.96%; 状态confirmed_rebound; 底部已确认
39,76.1156162783439,77.12226478714452,002167,东方锆业,bottom_area,2024-12-30,7.6,2024-12-25,7.26,4.683195592286499,6.198347107438019,30.259365994236315,False,-0.1314,2.6027,4,4,4,100.0,19.139520094396374,41.1650485436893,3.3168044077135006,4.683195592286499,历史4/4次成功; 当前距低点4.68%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
40,75.72909298506713,73.83523993806811,688001,华兴源创,bottom_area,2024-12-30,28.32,2024-12-30,27.58,2.683103698332132,4.278462654097185,28.678562192914413,False,-1.2208,0.5661,4,5,4,80.0,20.28342134551277,35.3639240506329,5.316896301667868,2.683103698332132,历史4/5次成功; 当前距低点2.68%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
41,75.07875433986406,74.16675803848666,002481,双塔食品,bottom_area,2024-12-30,5.53,2024-12-25,5.35,3.3644859813084222,7.4766355140186995,28.18791946308725,True,-2.9825,2.6742,3,4,3,75.0,32.057989655214385,54.6583850931677,4.635514018691578,3.3644859813084222,历史3/4次成功; 当前距低点3.36%; 最新日涨幅-2.98%; 状态bottom_area; 底部已确认
42,74.26934294376814,69.57907321426421,002383,合众思壮,bottom_area,2024-12-30,8.26,2024-12-25,8.21,0.6090133982947494,6.577344701583423,31.06633081444164,False,-2.3641,3.4596,1,1,1,100.0,18.48184818481848,18.48184818481848,7.39098660170525,0.6090133982947494,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
43,73.07711689496408,71.5547855734738,603216,梦天家居,bottom_area,2024-12-30,10.98,2024-12-25,10.67,2.905342080599817,5.716963448922206,28.244788164088767,False,-1.8767,5.1409,1,1,1,100.0,17.41379310344827,17.41379310344827,5.094657919400183,2.905342080599817,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
44,72.06886929839759,70.41798245887826,600206,有研新材,bottom_area,2024-12-30,16.55,2024-12-25,16.1,2.7950310559006164,5.279503105590049,28.44444444444444,False,-0.4212,3.513,1,1,1,100.0,9.949748743718596,9.949748743718596,5.204968944099384,2.7950310559006164,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
45,71.09008566183545,70.49221472889128,600358,国旅联合,bottom_area,2024-12-30,3.49,2024-12-30,3.37,3.5608308605341277,6.52818991097922,28.902953586497894,False,-3.3241,3.4524,2,2,2,100.0,13.284457478005871,18.181818181818198,4.439169139465872,3.5608308605341277,历史2/2次成功; 当前距低点3.56%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
46,69.98653134036653,67.8316476919498,000692,惠天热电,confirmed_rebound,2024-12-30,3.45,2024-12-25,3.37,2.373887240356085,8.011869436201781,30.515463917525764,True,-3.0899,2.4338,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,5.626112759643915,2.373887240356085,历史2/3次成功; 当前距低点2.37%; 最新日涨幅-3.09%; 状态confirmed_rebound; 底部已确认
47,69.85049950929529,71.15025214694019,002337,赛象科技,confirmed_rebound,2024-12-30,5.08,2024-12-25,4.84,4.958677685950417,11.36363636363636,27.327327327327332,True,-3.2381,2.6682,2,2,2,100.0,34.97869500487704,60.465116279069754,3.0413223140495833,4.958677685950417,历史2/2次成功; 当前距低点4.96%; 最新日涨幅-3.24%; 状态confirmed_rebound; 底部已确认
48,68.74240758103599,69.95018048143487,603123,翠微股份,bottom_area,2024-12-30,8.34,2024-12-25,7.95,4.905660377358487,7.924528301886791,29.770318021201415,True,-0.7143,1.7518,4,5,4,80.0,17.446699687162493,29.08496732026144,3.0943396226415136,4.905660377358487,历史4/5次成功; 当前距低点4.91%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
49,68.4076689453923,68.10640837123833,300749,顶固集创,confirmed_rebound,2024-12-30,6.33,2024-12-25,6.1,3.770491803278696,8.032786885245907,31.690929451287797,True,-2.3148,2.9781,3,4,3,75.0,14.667363885557775,20.833333333333336,4.229508196721304,3.770491803278696,历史3/4次成功; 当前距低点3.77%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部已确认
50,68.30898424138475,67.19501160406384,300546,雄帝科技,bottom_area,2024-12-30,17.71,2024-12-30,17.17,3.145020384391375,3.9603960396039586,27.276577721304523,False,-0.1128,4.4889,4,6,4,66.66666666666666,19.13436243983607,33.791666666666664,4.854979615608626,3.145020384391375,历史4/6次成功; 当前距低点3.15%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
51,67.12658839220161,67.75268581891102,603058,永吉股份,bottom_area,2024-12-30,9.09,2024-12-25,8.7,4.482758620689662,6.781609195402298,28.21782178217822,False,-0.6557,1.5558,1,1,1,100.0,16.308470290771165,16.308470290771165,3.517241379310338,4.482758620689662,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
52,65.56862459329902,63.96115948209435,002238,天威视讯,bottom_area,2024-12-30,8.34,2024-12-25,8.12,2.709359605911338,6.527093596059127,27.10951526032317,False,-0.3584,1.4517,2,3,2,66.66666666666666,13.074369445728676,15.169902912621358,5.290640394088662,2.709359605911338,历史2/3次成功; 当前距低点2.71%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
