rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.86918723438036,79.87291613452537,688289,圣湘生物,bottom_area,2023-05-16,18.29,2023-04-26,17.98,1.7241379310344755,12.45828698553948,27.058823529411757,False,0.0547,0.6202,1,1,1,100.0,25.182530200451346,25.182530200451346,18.275862068965527,1.7241379310344755,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
12,80.63164093313684,69.03886487318175,002690,美亚光电,bottom_area,2023-05-16,24.0,2023-05-15,23.65,1.4799154334038116,2.1564482029598375,28.765060240963862,False,-0.4975,0.5403,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,18.52008456659619,1.4799154334038116,历史2/3次成功; 当前距低点1.48%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
13,71.32990348482896,63.64645728951781,002245,蔚蓝锂芯,bottom_area,2023-05-16,11.1,2023-04-26,10.7,3.7383177570093498,8.317757009345799,29.512516469038214,False,-1.2456,1.4349,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,16.261682242990652,3.7383177570093498,历史2/3次成功; 当前距低点3.74%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
14,69.68339475365606,61.20305709023942,601369,陕鼓动力,bottom_area,2023-05-16,9.31,2023-05-10,9.05,2.872928176795577,4.972375690607726,32.31114435302916,False,0.0,0.8429,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,17.127071823204425,2.872928176795577,历史1/3次成功; 当前距低点2.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,68.42877283792369,58.7177588708256,600203,福日电子,bottom_area,2023-05-16,5.72,2023-05-15,5.63,1.598579040852573,2.6642984014209654,28.824273072060684,False,-0.3484,0.8765,1,2,1,50.0,24.045801526717554,24.045801526717554,18.401420959147426,1.598579040852573,历史1/2次成功; 当前距低点1.60%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
16,67.83043004041747,59.23190222767105,688350,富淼科技,bottom_area,2023-05-16,16.45,2023-05-05,16.04,2.5561097256857868,4.301745635910232,32.774518021793796,False,-0.4237,1.5437,1,2,1,50.0,38.54748603351957,38.54748603351957,17.443890274314214,2.5561097256857868,历史1/2次成功; 当前距低点2.56%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
17,66.72639290950175,58.740929236223934,002553,南方精工,bottom_area,2023-05-16,9.96,2023-04-26,9.67,2.9989658738366174,7.445708376421931,28.844738778513612,True,-0.8955,1.441,1,2,1,50.0,32.14285714285715,32.14285714285715,17.001034126163383,2.9989658738366174,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
18,65.71995004200721,58.51776373603382,300758,七彩化学,bottom_area,2023-05-16,10.01,2023-04-26,9.66,3.6231884057970976,7.349896480331253,30.252707581227433,True,-0.0998,1.1489,1,2,1,50.0,38.59480269489894,38.59480269489894,16.376811594202902,3.6231884057970976,历史1/2次成功; 当前距低点3.62%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
19,65.05921713752419,54.517518910741316,000059,华锦股份,bottom_area,2023-05-16,6.63,2023-05-16,6.61,0.30257186081693754,3.32829046898638,30.857740585774057,False,-2.3564,0.7726,1,2,1,50.0,25.41603630862328,25.41603630862328,19.697428139183064,0.30257186081693754,历史1/2次成功; 当前距低点0.30%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
20,64.40867472092201,54.02828506752011,002405,四维图新,bottom_area,2023-05-16,11.18,2023-05-16,11.14,0.3590664272890408,2.5134649910233335,27.75616083009079,False,-2.1016,1.182,1,2,1,50.0,23.478260869565215,23.478260869565215,19.64093357271096,0.3590664272890408,历史1/2次成功; 当前距低点0.36%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
21,63.85980818667114,57.21569777043764,002079,苏州固锝,bottom_area,2023-05-16,12.59,2023-05-10,12.11,3.96366639141206,4.624277456647404,28.512396694214885,False,0.8814,2.0508,1,2,1,50.0,22.488479262672804,22.488479262672804,16.03633360858794,3.96366639141206,历史1/2次成功; 当前距低点3.96%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
22,63.240782788493185,56.72779491187345,002802,洪汇新材,bottom_area,2023-05-16,10.33,2023-05-12,9.93,4.028197381671705,4.229607250755286,31.1373092926491,False,0.4864,0.7341,1,2,1,50.0,20.65637065637066,20.65637065637066,15.971802618328296,4.028197381671705,历史1/2次成功; 当前距低点4.03%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
23,59.396590784335345,50.17008595164212,300727,润禾材料,bottom_area,2023-05-16,25.97,2023-05-16,25.78,0.7370054305663216,2.0170674941815343,30.661646046261424,False,-1.4795,1.6378,1,3,1,33.33333333333333,26.812499999999993,26.812499999999993,19.26299456943368,0.7370054305663216,历史1/3次成功; 当前距低点0.74%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
24,59.355529575314605,49.48203964385277,300678,中科信息,bottom_area,2023-05-16,47.5,2023-05-16,47.49,0.02105706464518427,14.761002316277105,32.42743312464428,False,-13.5892,17.439,1,3,1,33.33333333333333,24.552238805970156,24.552238805970156,19.97894293535482,0.02105706464518427,历史1/3次成功; 当前距低点0.02%; 最新日涨幅-13.59%; 状态bottom_area; 底部未确认
25,58.095257079127634,52.72914670724605,002806,华锋股份,bottom_area,2023-05-16,10.75,2023-04-25,10.27,4.67380720545278,11.295034079844209,31.896551724137932,True,-0.8303,2.9519,1,2,1,50.0,20.35175879396985,20.35175879396985,15.326192794547222,4.67380720545278,历史1/2次成功; 当前距低点4.67%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
