rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.29843761714099,82.61633079524945,002245,蔚蓝锂芯,bottom_area,2023-05-25,10.7,2023-05-25,10.58,1.1342155009451722,3.0245746691871482,30.303030303030305,False,-1.1091,1.4735,3,3,3,100.0,21.840549125830286,25.653923541247494,6.865784499054827,1.1342155009451722,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
21,76.65137533055292,73.77588066170719,001201,东瑞股份,bottom_area,2023-05-25,23.83,2023-05-19,23.36,2.0119863013698582,5.265410958904111,31.25367863449087,False,-2.0148,0.8176,1,1,1,100.0,18.4043517679057,18.4043517679057,5.988013698630142,2.0119863013698582,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
22,76.49551358403181,73.22826929658284,600037,歌华有线,bottom_area,2023-05-25,8.23,2023-05-25,8.09,1.7305315203955574,4.202719406674905,28.659611992945326,False,-1.555,1.6444,1,1,1,100.0,12.010113780025275,12.010113780025275,6.269468479604442,1.7305315203955574,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
23,75.00469777268147,75.41432461552186,300762,上海瀚讯,bottom_area,2023-05-25,11.93,2023-05-10,11.44,4.283216783216785,6.206293706293714,27.50316856780735,False,0.2521,1.0006,1,1,1,100.0,32.580961727183514,32.580961727183514,3.716783216783215,4.283216783216785,历史1/1次成功; 当前距低点4.28%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
24,74.4387321325599,69.87986021940735,002041,登海种业,bottom_area,2023-05-25,15.5,2023-05-25,15.39,0.7147498375568514,2.534113060428842,27.405660377358487,False,-1.211,0.3809,1,1,1,100.0,21.395106715252467,21.395106715252467,7.285250162443149,0.7147498375568514,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
25,73.11067604254643,72.00186503366393,688327,云从科技,confirmed_rebound,2023-05-25,32.52,2023-05-25,31.51,3.2053316407489736,10.282450015867974,29.821826280623604,False,-4.2685,15.8281,3,3,3,100.0,10.591511691245048,11.461619348054677,4.794668359251027,3.2053316407489736,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-4.27%; 状态confirmed_rebound; 底部未确认
26,72.40306516775459,72.52187233061704,600203,福日电子,confirmed_rebound,2023-05-25,5.86,2023-05-15,5.63,4.085257548845479,8.348134991119,28.824273072060684,True,-0.5093,0.9563,2,2,2,100.0,21.43150291389641,24.045801526717554,3.9147424511545217,4.085257548845479,历史2/2次成功; 当前距低点4.09%; 最新日涨幅-0.51%; 状态confirmed_rebound; 底部已确认
27,70.72556956791347,71.31675968565723,600415,小商品城,bottom_area,2023-05-25,8.01,2023-05-24,7.67,4.432855280312905,4.823989569752272,29.503676470588243,False,2.0382,2.7541,1,1,1,100.0,12.38532110091743,12.38532110091743,3.5671447196870947,4.432855280312905,历史1/1次成功; 当前距低点4.43%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
28,70.21819015315458,67.86627489463719,688298,东方生物,bottom_area,2023-05-25,53.21,2023-05-19,52.05,2.2286263208453483,6.570605187319889,32.99433573635429,False,-1.0231,0.6329,4,6,4,66.66666666666666,11.510087309128625,15.470039788586028,5.771373679154652,2.2286263208453483,历史4/6次成功; 当前距低点2.23%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
29,70.06006335615888,69.59542626569439,600160,巨化股份,bottom_area,2023-05-25,13.9,2023-05-19,13.41,3.6539895600298298,6.040268456375843,29.606299212598426,False,-0.7852,0.6429,1,1,1,100.0,16.05657237936772,16.05657237936772,4.34601043997017,3.6539895600298298,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
30,69.76276777719266,68.14721877438774,603322,超讯通信,confirmed_rebound,2023-05-25,29.19,2023-05-25,28.4,2.78169014084508,10.880281690140844,31.151515151515152,False,-7.3039,10.104,1,1,1,100.0,18.007915567282325,18.007915567282325,5.21830985915492,2.78169014084508,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-7.30%; 状态confirmed_rebound; 底部未确认
31,69.54270384089038,69.08330853976949,000970,中科三环,confirmed_rebound,2023-05-25,11.91,2023-04-27,11.49,3.655352480417754,9.486510008703219,27.140139505389975,True,-0.2513,0.6515,1,1,1,100.0,14.341463414634154,14.341463414634154,4.344647519582246,3.655352480417754,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.25%; 状态confirmed_rebound; 底部已确认
32,69.51239041216388,68.96143355288649,300729,乐歌股份,bottom_area,2023-05-25,15.02,2023-05-25,14.5,3.586206896551721,6.827586206896553,30.78758949880668,False,-2.3407,3.0666,1,1,1,100.0,11.817125145292525,11.817125145292525,4.413793103448279,3.586206896551721,历史1/1次成功; 当前距低点3.59%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
33,69.27899164419449,68.48980866370734,603077,和邦生物,bottom_area,2023-05-25,2.43,2023-05-25,2.35,3.404255319148939,7.234042553191486,29.21686746987951,False,-3.9526,1.7092,1,1,1,100.0,17.26618705035971,17.26618705035971,4.595744680851062,3.404255319148939,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
34,68.39179556010635,67.38751075011946,000670,盈方微,bottom_area,2023-05-25,6.71,2023-05-25,6.5,3.23076923076923,6.923076923076926,28.80613362541074,False,-3.0347,5.1837,1,1,1,100.0,9.21325051759835,9.21325051759835,4.76923076923077,3.23076923076923,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
35,67.09758190707682,67.62753209326698,688321,微芯生物,confirmed_rebound,2023-05-25,22.97,2023-05-15,22.0,4.409090909090904,9.772727272727266,31.888544891640862,True,-0.6488,0.4224,1,1,1,100.0,15.754082612872244,15.754082612872244,3.590909090909096,4.409090909090904,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-0.65%; 状态confirmed_rebound; 底部已确认
36,60.56917904592534,57.28318817869751,601636,旗滨集团,bottom_area,2023-05-25,8.27,2023-05-25,8.18,1.1002444987775044,1.9559902200489014,32.508250825082506,False,-0.9581,1.065,1,2,1,50.0,10.224438902743147,10.224438902743147,6.899755501222496,1.1002444987775044,历史1/2次成功; 当前距低点1.10%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
37,56.58839967388354,56.31699248120303,300386,飞天诚信,bottom_area,2023-05-25,10.79,2023-05-17,10.4,3.749999999999988,5.86538461538461,29.72972972972973,False,0.1857,1.5863,1,2,1,50.0,15.037593984962406,15.037593984962406,4.250000000000012,3.749999999999988,历史1/2次成功; 当前距低点3.75%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
38,47.77309830231861,48.588277616138456,603068,博通集成,bottom_area,2023-05-25,29.23,2023-05-10,27.87,4.879799067097235,6.960889845712227,30.167877724880977,False,-0.612,1.4238,1,2,1,50.0,9.807631661936297,9.807631661936297,3.1202009329027653,4.879799067097235,历史1/2次成功; 当前距低点4.88%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
