rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.85545534305203,80.7564005870884,002564,天沃科技,bottom_area,2026-03-31,6.06,8.27,2026-03-27,5.99,1.1686143572620935,4.0066777963272155,27.569528415961297,26.723095525997582,False,-0.6557,1.4475,2,2,2,100.0,28.92925441745143,29.903536977491967,18.831385642737906,1.1686143572620935,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
12,85.33981756382262,71.87088460855522,001391,国货航,bottom_area,2026-03-31,5.24,7.73,2026-03-23,5.21,0.5758157389635364,4.222648752399227,32.60025873221217,32.21216041397154,False,-0.7576,1.0615,1,1,1,100.0,30.39647577092513,30.39647577092513,19.424184261036466,0.5758157389635364,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
13,84.94933962181291,72.0834644791335,001328,登康口腔,bottom_area,2026-03-31,31.7,44.35,2026-03-31,31.39,0.9875756610385432,3.5043007327174305,29.222096956031567,28.523111612175878,False,-0.9375,3.5639,1,1,1,100.0,36.58675799086758,36.58675799086758,19.01242433896146,0.9875756610385432,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
14,84.72187626346081,71.13312905533557,301687,新广益,bottom_area,2026-03-31,51.52,74.4,2026-03-31,51.31,0.4092769440654859,6.587409861625406,31.03494623655914,30.752688172043012,False,-5.3985,11.0967,1,1,1,100.0,34.60365853658537,34.60365853658537,19.590723055934514,0.4092769440654859,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
15,84.26906250858033,75.01553347593585,605089,味知香,bottom_area,2026-03-31,23.25,33.37,2026-03-27,22.44,3.6096256684491923,5.080213903743302,32.75397063230446,30.326640695235234,False,0.043,1.2395,1,1,1,100.0,22.180000000000007,22.180000000000007,16.39037433155081,3.6096256684491923,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
16,84.01905678724441,75.95238924033939,003040,楚天龙,bottom_area,2026-03-31,15.95,20.99,2026-03-23,15.27,4.453176162409952,7.2691552062868325,27.25107193901858,24.011434016198187,True,-1.5432,0.8259,2,2,2,100.0,34.17005855179603,34.697855750487335,15.546823837590049,4.453176162409952,历史2/2次成功; 当前距低点4.45%; 最新日涨幅-1.54%; 状态bottom_area; 底部已确认
17,84.00984996928247,75.17295081967211,000932,华菱钢铁,bottom_area,2026-03-31,5.07,6.86,2026-03-24,4.88,3.8934426229508277,8.401639344262298,28.86297376093295,26.0932944606414,True,-3.0593,1.3325,1,1,1,100.0,55.72289156626506,55.72289156626506,16.106557377049175,3.8934426229508277,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
18,83.54270723807264,73.22831850675985,603848,好太太,bottom_area,2026-03-31,15.25,21.38,2026-03-23,14.84,2.762803234501349,5.929919137466313,30.589335827876518,28.67165575304022,False,-1.4221,0.3914,1,1,1,100.0,24.664031620553352,24.664031620553352,17.237196765498652,2.762803234501349,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
19,82.97885077859215,73.5989052008649,600843,上工申贝,bottom_area,2026-03-31,9.4,12.64,2026-03-23,9.09,3.410341034103416,5.830583058305824,28.085443037974688,25.63291139240506,False,-0.7392,1.4636,1,1,1,100.0,34.59399332591768,34.59399332591768,16.589658965896586,3.410341034103416,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
20,82.76738986472282,71.73905352875379,002681,奋达科技,bottom_area,2026-03-31,5.23,7.11,2026-03-23,5.12,2.148437500000006,8.007812500000004,27.988748241912802,26.44163150492264,True,-1.3208,1.1451,2,3,2,66.66666666666666,38.82163635530716,46.084337349397586,17.851562499999996,2.148437500000006,历史2/3次成功; 当前距低点2.15%; 最新日涨幅-1.32%; 状态bottom_area; 底部已确认
21,81.78542579191266,73.87070716688885,002182,宝武镁业,bottom_area,2026-03-31,15.4,20.48,2026-03-24,14.75,4.406779661016952,9.491525423728804,27.978515625,24.8046875,True,-2.2222,2.9893,1,1,1,100.0,39.0761548064919,39.0761548064919,15.593220338983048,4.406779661016952,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-2.22%; 状态bottom_area; 底部已确认
22,81.76378883183992,73.04355933691741,688584,上海合晶,bottom_area,2026-03-31,18.83,25.28,2026-03-23,18.14,3.803748621830197,7.056229327453148,28.24367088607595,25.514240506329124,False,-1.8248,0.8851,1,1,1,100.0,36.43067846607669,36.43067846607669,16.196251378169805,3.803748621830197,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
23,80.8523440605599,72.05103323192203,603198,迎驾贡酒,bottom_area,2026-03-31,32.5,43.1,2026-03-27,31.35,3.6682615629984006,11.291866028708132,27.262180974477957,24.593967517401396,True,0.3396,1.0901,2,3,2,66.66666666666666,36.655929725224325,39.66017405719024,16.3317384370016,3.6682615629984006,历史2/3次成功; 当前距低点3.67%; 最新日涨幅0.34%; 状态bottom_area; 底部已确认
24,78.86387987471078,71.36510948699137,000802,北京文化,bottom_area,2026-03-31,3.94,5.34,2026-03-24,3.77,4.509283819628646,8.222811671087534,29.40074906367041,26.217228464419474,True,-1.7456,1.3317,1,1,1,100.0,26.86170212765957,26.86170212765957,15.490716180371356,4.509283819628646,历史1/1次成功; 当前距低点4.51%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
25,77.35051266666144,64.93881902956005,002806,华锋股份,bottom_area,2026-03-31,12.4,17.37,2026-03-31,12.35,0.4048582995951474,4.6963562753036445,28.900402993667246,28.612550374208407,False,-3.577,5.0339,3,5,3,60.0,37.91341910019885,58.72442839951864,19.595141700404852,0.4048582995951474,历史3/5次成功; 当前距低点0.40%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
26,76.21232381321255,66.63763475653457,002590,万安科技,bottom_area,2026-03-31,12.11,16.25,2026-03-23,11.8,2.6271186440677856,8.3050847457627,27.38461538461538,25.47692307692308,False,-0.819,1.1865,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,17.372881355932215,2.6271186440677856,历史2/3次成功; 当前距低点2.63%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
27,75.98933949586552,66.94416478809198,002457,青龙管业,bottom_area,2026-03-31,10.85,15.04,2026-03-23,10.53,3.0389363722697085,6.457739791073139,29.986702127659576,27.859042553191486,False,-1.9874,2.1772,2,3,2,66.66666666666666,33.152005646237896,42.51290877796902,16.961063627730294,3.0389363722697085,历史2/3次成功; 当前距低点3.04%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
28,75.71735240674722,67.97795674674386,002639,雪人集团,bottom_area,2026-03-31,17.11,22.65,2026-03-24,16.44,4.075425790754247,7.6034063260340625,27.417218543046346,24.459161147902865,True,-1.0411,6.3684,3,5,3,60.0,39.999610482062025,63.25301204819277,15.924574209245753,4.075425790754247,历史3/5次成功; 当前距低点4.08%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
29,75.64854626923719,65.08694446320291,300593,新雷能,bottom_area,2026-03-31,22.74,30.88,2026-03-30,22.35,1.7449664429530067,5.99552572706935,27.623056994818647,26.36010362694301,False,-2.2776,2.929,2,4,2,50.0,26.74982770503102,28.000000000000007,18.255033557046996,1.7449664429530067,历史2/4次成功; 当前距低点1.74%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
30,74.74705552513633,63.69040177670102,000625,长安汽车,bottom_area,2026-03-31,10.0,13.84,2026-03-30,9.88,1.214574898785417,3.1376518218623346,28.612716763005775,27.74566473988439,False,0.5025,0.7752,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.785425101214585,1.214574898785417,历史1/3次成功; 当前距低点1.21%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
31,74.53975479783838,64.15039307150685,603232,格尔软件,bottom_area,2026-03-31,19.66,26.53,2026-03-30,19.32,1.7598343685300202,4.761904761904752,27.176781002638524,25.895212966453073,False,-1.8472,2.3659,3,7,3,42.857142857142854,37.37304763616524,48.01488833746897,18.24016563146998,1.7598343685300202,历史3/7次成功; 当前距低点1.76%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
32,74.51317959818704,63.296141809212635,002036,联创电子,bottom_area,2026-03-31,8.69,11.85,2026-03-30,8.6,1.0465116279069753,3.372093023255825,27.42616033755274,26.666666666666668,False,-1.3621,1.7151,2,6,2,33.33333333333333,44.67126337369466,67.13178294573642,18.953488372093023,1.0465116279069753,历史2/6次成功; 当前距低点1.05%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
33,73.042848388974,64.01632504750108,002045,国光电器,bottom_area,2026-03-31,11.56,16.38,2026-03-23,11.25,2.75555555555556,6.222222222222216,31.318681318681314,29.42612942612942,False,-0.6873,1.2328,4,8,4,50.0,33.38167588262236,40.89958158995815,17.24444444444444,2.75555555555556,历史4/8次成功; 当前距低点2.76%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
34,72.82747020472819,63.76099218194741,002676,顺威股份,bottom_area,2026-03-31,6.47,9.14,2026-03-23,6.3,2.6984126984126977,6.349206349206354,31.07221006564552,29.21225382932167,False,-1.8209,1.2139,2,4,2,50.0,31.308457711442777,39.33333333333333,17.301587301587304,2.6984126984126977,历史2/4次成功; 当前距低点2.70%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
35,72.78354008511788,65.96385515176937,002389,航天彩虹,bottom_area,2026-03-31,21.86,29.85,2026-03-23,20.9,4.593301435406703,8.612440191387563,29.98324958123954,26.767169179229487,True,-2.0609,2.7195,2,3,2,66.66666666666666,37.74148256897838,49.39236111111112,15.406698564593299,4.593301435406703,历史2/3次成功; 当前距低点4.59%; 最新日涨幅-2.06%; 状态bottom_area; 底部已确认
36,71.74652935578412,61.34378153194477,688114,华大智造,bottom_area,2026-03-31,49.18,69.85,2026-03-27,48.5,1.4020618556701026,4.247422680412376,30.565497494631348,29.59198282032927,False,-0.9466,0.5527,2,5,2,40.0,24.08861592942264,27.745919717688572,18.5979381443299,1.4020618556701026,历史2/5次成功; 当前距低点1.40%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
37,71.60449425166608,64.7529580207268,603037,凯众股份,bottom_area,2026-03-31,13.08,17.53,2026-03-23,12.52,4.472843450479237,8.546325878594253,28.579577866514555,25.38505419281233,True,-3.1828,2.2425,3,5,3,60.0,37.7475327302121,47.48743718592965,15.527156549520765,4.472843450479237,历史3/5次成功; 当前距低点4.47%; 最新日涨幅-3.18%; 状态bottom_area; 底部已确认
38,70.61350091749313,60.98159853343888,002765,蓝黛科技,bottom_area,2026-03-31,9.94,13.66,2026-03-23,9.75,1.9487179487179436,6.256410256410251,28.62371888726208,27.232796486090784,False,-1.6815,1.8504,2,5,2,40.0,28.84234116406334,29.470802919708017,18.051282051282058,1.9487179487179436,历史2/5次成功; 当前距低点1.95%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
39,70.49842063564074,59.77593686121705,688070,纵横股份,bottom_area,2026-03-31,46.94,64.48,2026-03-23,46.5,0.9462365591397801,8.387096774193544,27.88461538461539,27.202233250620356,True,-3.2165,1.7148,3,6,3,50.0,29.265356000299764,34.23295454545453,19.053763440860223,0.9462365591397801,历史3/6次成功; 当前距低点0.95%; 最新日涨幅-3.22%; 状态bottom_area; 底部已确认
40,70.4225242499925,60.824402433724465,301518,长华化学,bottom_area,2026-03-31,39.1,52.76,2026-03-23,38.35,1.955671447196871,9.308996088657107,27.312357846853676,25.89082638362395,True,-2.4938,3.0535,1,3,1,33.33333333333333,55.817490494296564,55.817490494296564,18.04432855280313,1.955671447196871,历史1/3次成功; 当前距低点1.96%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
41,70.03036329951895,63.844291841472135,002017,东信和平,bottom_area,2026-03-31,18.99,25.2,2026-03-23,18.1,4.917127071823187,7.40331491712707,28.17460317460317,24.642857142857146,True,-1.0938,1.4053,2,4,2,50.0,49.75990088832793,50.390015600624025,15.082872928176814,4.917127071823187,历史2/4次成功; 当前距低点4.92%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
42,69.47295120380791,63.311905776092026,300591,万里马,bottom_area,2026-03-31,7.07,9.34,2026-03-23,6.74,4.896142433234423,8.605341246290802,27.8372591006424,24.304068522483934,True,-1.8056,2.9461,2,3,2,66.66666666666666,27.19593471612817,29.663608562691135,15.103857566765576,4.896142433234423,历史2/3次成功; 当前距低点4.90%; 最新日涨幅-1.81%; 状态bottom_area; 底部已确认
43,69.16175229569932,62.65667386609072,001288,运机集团,bottom_area,2026-03-31,29.05,38.88,2026-03-27,27.78,4.571634269258458,8.603311735061196,28.549382716049383,25.282921810699595,True,1.7513,3.2196,1,2,1,50.0,50.27272727272728,50.27272727272728,15.428365730741545,4.571634269258458,历史1/2次成功; 当前距低点4.57%; 最新日涨幅1.75%; 状态bottom_area; 底部已确认
44,68.99999999999999,57.49999999999999,688232,新点软件,bottom_area,2026-03-31,21.35,30.57,2026-03-31,21.35,0.0,2.8103044496487017,30.16028786391887,30.16028786391887,False,-1.7487,0.5872,1,2,1,50.0,51.87398153177622,51.87398153177622,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
45,68.5707707275534,59.05672132034633,002605,姚记科技,bottom_area,2026-03-31,20.36,27.66,2026-03-23,20.0,1.7999999999999972,5.3999999999999915,27.69342010122921,26.391901663051343,False,-0.3426,1.5377,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,18.200000000000006,1.7999999999999972,历史2/6次成功; 当前距低点1.80%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
46,68.33072149940016,59.427263038762646,002241,歌尔股份,bottom_area,2026-03-31,22.36,31.86,2026-03-30,21.85,2.3340961098398076,5.034324942791752,31.41870684243565,29.817953546767107,False,-0.2676,1.6685,1,2,1,50.0,36.8763557483731,36.8763557483731,17.665903890160195,2.3340961098398076,历史1/2次成功; 当前距低点2.33%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
47,67.64592222222228,58.31545019157092,002698,博实股份,bottom_area,2026-03-31,13.2,18.45,2026-03-30,12.96,1.8518518518518396,3.5493827160493754,29.756097560975604,28.455284552845526,False,0.0,0.7418,1,4,1,25.0,23.3477011494253,23.3477011494253,18.14814814814816,1.8518518518518396,历史1/4次成功; 当前距低点1.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
48,67.58659741921058,57.37558433535672,000596,古井贡酒,bottom_area,2026-03-31,102.85,140.25,2026-03-27,101.82,1.0115890787664517,6.069534472598711,27.401069518716582,26.66666666666667,False,-2.1129,0.9209,1,3,1,33.33333333333333,29.07889301941346,29.07889301941346,18.98841092123355,1.0115890787664517,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
49,66.21271223433209,60.42564115108968,603000,人民网,bottom_area,2026-03-31,19.63,27.18,2026-03-23,18.7,4.97326203208556,7.27272727272727,31.199411331861665,27.77777777777778,True,-0.9086,1.7193,3,6,3,50.0,32.068164431423405,48.493150684931514,15.02673796791444,4.97326203208556,历史3/6次成功; 当前距低点4.97%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
50,66.06795590462833,55.988070906567565,688225,亚信安全,bottom_area,2026-03-31,16.53,23.2,2026-03-30,16.38,0.9157509157509288,5.067155067155079,29.396551724137932,28.749999999999993,False,-1.4899,0.6043,2,5,2,40.0,29.171951583224075,36.786114221724524,19.084249084249073,0.9157509157509288,历史2/5次成功; 当前距低点0.92%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
51,65.57404703959519,54.81565953210554,000539,粤电力A,bottom_area,2026-03-31,5.89,8.14,2026-03-31,5.88,0.1700680272108807,7.653061224489798,27.76412776412777,27.64127764127765,False,-6.5079,6.9143,1,2,1,50.0,35.60975609756098,35.60975609756098,19.82993197278912,0.1700680272108807,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-6.51%; 状态bottom_area; 底部未确认
52,65.3382403242424,54.80488361616436,688027,国盾量子,bottom_area,2026-03-31,532.9,746.0,2026-03-31,531.01,0.3559255004613823,4.706126061656091,28.81903485254692,28.565683646112603,False,-3.2867,2.3071,2,6,2,33.33333333333333,40.60785174130632,54.833310085088584,19.64407449953862,0.3559255004613823,历史2/6次成功; 当前距低点0.36%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
53,65.18891820021871,56.035093728534456,300673,佩蒂股份,bottom_area,2026-03-31,14.41,19.79,2026-03-23,14.17,1.6937191249117869,7.833450952717004,28.39818089944416,27.18544719555331,True,-1.571,1.3993,1,3,1,33.33333333333333,21.040000000000006,21.040000000000006,18.306280875088216,1.6937191249117869,历史1/3次成功; 当前距低点1.69%; 最新日涨幅-1.57%; 状态bottom_area; 底部已确认
54,65.07756099498874,57.01628826669571,301551,无线传媒,bottom_area,2026-03-31,28.15,40.65,2026-03-27,27.4,2.737226277372263,5.182481751824824,32.59532595325953,30.75030750307503,False,-1.1587,1.7531,1,2,1,50.0,28.855721393034813,28.855721393034813,17.26277372262774,2.737226277372263,历史1/2次成功; 当前距低点2.74%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
55,64.70077899182013,57.265407212518205,603069,海汽集团,bottom_area,2026-03-31,17.56,24.05,2026-03-23,17.0,3.2941176470588163,7.588235294117641,29.313929313929314,26.98544698544699,True,-1.7897,1.0402,2,8,2,25.0,48.661265848453205,76.0375880971026,16.705882352941185,3.2941176470588163,历史2/8次成功; 当前距低点3.29%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
56,64.47765448050166,54.52901053681652,600318,新力金融,bottom_area,2026-03-31,7.52,10.23,2026-03-27,7.46,0.8042895442359197,4.423592493297588,27.077223851417404,26.49071358748779,False,-2.3377,2.6762,1,2,1,50.0,31.627906976744185,31.627906976744185,19.195710455764083,0.8042895442359197,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
57,64.13015197303255,56.65095310769131,002173,创新医疗,bottom_area,2026-03-31,24.92,33.52,2026-03-27,24.15,3.1884057971014625,7.039337474120096,27.95346062052507,25.6563245823389,True,-2.3893,5.4607,2,6,2,33.33333333333333,26.006370923383365,27.109266943291825,16.81159420289854,3.1884057971014625,历史2/6次成功; 当前距低点3.19%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
58,64.07220620876386,56.62369110502266,688733,壹石通,bottom_area,2026-03-31,25.71,34.51,2026-03-24,24.91,3.211561621838622,10.839020473705336,27.818023761228627,25.499855114459567,True,-3.4548,1.4669,1,2,1,50.0,33.58092259577797,33.58092259577797,16.78843837816138,3.211561621838622,历史1/2次成功; 当前距低点3.21%; 最新日涨幅-3.45%; 状态bottom_area; 底部已确认
59,63.128838954745035,55.92880844259489,002373,千方科技,bottom_area,2026-03-31,9.57,13.46,2026-03-23,9.26,3.3477321814254912,7.01943844492441,31.203566121842503,28.900445765230316,False,-0.9317,1.4457,1,2,1,50.0,30.49267643142478,30.49267643142478,16.652267818574508,3.3477321814254912,历史1/2次成功; 当前距低点3.35%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
60,62.844769001490306,52.370640834575255,000862,银星能源,bottom_area,2026-03-31,6.8,9.44,2026-03-31,6.8,0.0,5.735294117647068,27.966101694915253,27.966101694915253,False,-4.7619,13.1385,1,2,1,50.0,32.63785394932937,32.63785394932937,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
61,62.16217659137577,51.80181382614648,600185,珠免集团,bottom_area,2026-03-31,5.68,8.28,2026-03-31,5.68,0.0,4.2253521126760605,31.40096618357488,31.40096618357488,False,-2.4055,1.4463,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
62,61.951699583707715,53.90045941210826,301315,威士顿,bottom_area,2026-03-31,47.8,64.35,2026-03-27,46.7,2.3554603854389597,5.738758029978586,27.428127428127418,25.718725718725715,False,-1.4433,2.4223,1,3,1,33.33333333333333,26.868686868686865,26.868686868686865,17.64453961456104,2.3554603854389597,历史1/3次成功; 当前距低点2.36%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
63,61.78302755743587,54.00472362305941,300458,全志科技,bottom_area,2026-03-31,34.59,48.2,2026-03-30,33.71,2.6105013349154627,5.873628003559765,30.06224066390042,28.236514522821576,False,-0.2307,2.1463,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,17.38949866508454,2.6105013349154627,历史1/6次成功; 当前距低点2.61%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
64,61.087464106988804,54.59368852459018,002093,国脉科技,bottom_area,2026-03-31,9.5,12.83,2026-03-23,9.15,3.8251366120218537,6.120218579234978,28.68277474668745,25.954793452844893,False,-0.3148,0.9602,1,4,1,25.0,52.409638554216855,52.409638554216855,16.174863387978146,3.8251366120218537,历史1/4次成功; 当前距低点3.83%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
65,59.67090818038509,53.89098202765719,300676,华大基因,bottom_area,2026-03-31,39.85,55.07,2026-03-23,38.17,4.401362326434372,10.400838354728842,30.68821499909206,27.637552206282912,True,-1.0921,1.1365,1,2,1,50.0,23.258538343696497,23.258538343696497,15.59863767356563,4.401362326434372,历史1/2次成功; 当前距低点4.40%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
66,59.28456515433291,53.76159269302124,002292,奥飞娱乐,bottom_area,2026-03-31,7.69,10.88,2026-03-24,7.35,4.625850340136065,7.346938775510205,32.44485294117648,29.31985294117647,True,-0.1299,2.0089,1,2,1,50.0,25.31468531468532,25.31468531468532,15.374149659863937,4.625850340136065,历史1/2次成功; 当前距低点4.63%; 最新日涨幅-0.13%; 状态bottom_area; 底部已确认
67,57.92024618601229,51.83187108802887,300751,迈为股份,bottom_area,2026-03-31,228.7,302.8,2026-03-30,220.12,3.897873886970736,19.0214428493549,27.30515191545575,24.471598414795253,True,-0.7938,5.3314,1,4,1,25.0,26.849588980226617,26.849588980226617,16.102126113029264,3.897873886970736,历史1/4次成功; 当前距低点3.90%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
