rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.26723778242669,83.30261517385811,002795,永和智控,bottom_area,2023-06-01,9.2,2023-06-01,9.07,1.4332965821389085,2.7563395810363835,31.287878787878782,False,-0.9688,2.071,3,3,3,100.0,29.196405274918448,31.302270011947446,13.566703417861092,1.4332965821389085,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
12,85.2146553021604,79.29736581337734,002079,苏州固锝,bottom_area,2023-06-01,12.55,2023-05-10,12.11,3.6333608587943953,7.101568951279945,28.512396694214885,True,0.4,1.7943,2,2,2,100.0,19.631336405529957,22.488479262672804,11.366639141205603,3.6333608587943953,历史2/2次成功; 当前距低点3.63%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
13,84.2642286144706,74.81637649939701,601127,赛力斯,bottom_area,2023-06-01,25.38,2023-06-01,25.1,1.115537848605568,3.505976095617526,27.372685185185187,False,-1.5516,1.3162,5,7,5,71.42857142857143,24.914454346792535,30.591200733272228,13.88446215139443,1.115537848605568,历史5/7次成功; 当前距低点1.12%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
14,83.55288096652481,76.8870966846997,688289,圣湘生物,bottom_area,2023-06-01,18.34,2023-05-29,17.8,3.0337078651685343,3.8202247191011214,27.789046653144013,False,1.2141,0.692,1,1,1,100.0,25.182530200451346,25.182530200451346,11.966292134831464,3.0337078651685343,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
15,82.15808752566353,75.71271621034334,002481,双塔食品,bottom_area,2023-06-01,4.64,2023-06-01,4.5,3.111111111111104,4.666666666666666,27.41935483870968,False,2.2026,0.8468,1,1,1,100.0,19.817470664928287,19.817470664928287,11.888888888888896,3.111111111111104,历史1/1次成功; 当前距低点3.11%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
16,82.02573821128988,75.74948984903696,002041,登海种业,bottom_area,2023-06-01,15.69,2023-05-30,15.2,3.2236842105263177,3.486842105263165,28.30188679245283,False,2.0156,0.4905,1,1,1,100.0,21.395106715252467,21.395106715252467,11.776315789473681,3.2236842105263177,历史1/1次成功; 当前距低点3.22%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
17,81.58997439883285,71.11133060275637,601111,中国国航,bottom_area,2023-06-01,8.13,2023-06-01,8.12,0.12315270935962516,7.389162561576374,28.331862312444844,False,-6.7661,1.717,1,1,1,100.0,30.97913322632423,30.97913322632423,14.876847290640374,0.12315270935962516,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-6.77%; 状态bottom_area; 底部未确认
18,81.5009427708764,76.5595888649553,300363,博腾股份,bottom_area,2023-06-01,31.7,2023-05-30,30.44,4.1392904073587315,5.946123521681993,27.01989930472309,False,3.0559,1.9309,1,1,1,100.0,36.97403760071621,36.97403760071621,10.860709592641268,4.1392904073587315,历史1/1次成功; 当前距低点4.14%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
19,81.28621175771777,72.47840552356296,600984,建设机械,bottom_area,2023-06-01,4.53,2023-06-01,4.47,1.342281879194642,2.237136465324397,28.480000000000004,False,0.4435,0.6225,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,13.657718120805356,1.342281879194642,历史2/3次成功; 当前距低点1.34%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
20,78.52413873708461,73.56001411703325,002251,步步高,bottom_area,2023-06-01,4.69,2023-05-30,4.51,3.991130820399127,4.656319290465631,30.07751937984497,False,1.2959,1.634,1,1,1,100.0,19.0311418685121,19.0311418685121,11.008869179600872,3.991130820399127,历史1/1次成功; 当前距低点3.99%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
21,77.00933039459386,72.546103066045,603077,和邦生物,bottom_area,2023-06-01,2.43,2023-05-30,2.33,4.291845493562235,6.0085836909871295,29.819277108433727,False,3.4043,1.075,1,1,1,100.0,17.26618705035971,17.26618705035971,10.708154506437765,4.291845493562235,历史1/1次成功; 当前距低点4.29%; 最新日涨幅3.40%; 状态bottom_area; 底部未确认
22,71.66466877904853,66.95811155558584,603290,斯达半导,bottom_area,2023-06-01,220.91,2023-06-01,212.72,3.85013162843174,4.705716434749902,29.922582770548512,False,1.2745,1.3393,2,3,2,66.66666666666666,20.697553772814736,23.2822670787034,11.149868371568258,3.85013162843174,历史2/3次成功; 当前距低点3.85%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
23,70.94899450549453,62.974505494505514,601388,怡球资源,bottom_area,2023-06-01,2.76,2023-05-30,2.73,1.0989010989010917,3.296703296703291,27.777777777777775,False,0.7299,0.515,1,2,1,50.0,18.333333333333325,18.333333333333325,13.901098901098907,1.0989010989010917,历史1/2次成功; 当前距低点1.10%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
24,69.86382384746186,62.16503918880025,002570,贝因美,bottom_area,2023-06-01,4.11,2023-05-30,4.06,1.2315270935960767,3.2019704433497735,29.636048526863085,False,0.489,0.7505,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,13.768472906403922,1.2315270935960767,历史1/3次成功; 当前距低点1.23%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
25,68.56112135783623,65.32537831957683,002370,亚太药业,bottom_area,2023-06-01,4.28,2023-04-25,4.08,4.901960784313729,10.04901960784314,32.56198347107438,True,0.7059,1.1008,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,10.098039215686269,4.901960784313729,历史2/3次成功; 当前距低点4.90%; 最新日涨幅0.71%; 状态bottom_area; 底部已确认
26,68.53055240476725,61.97144387174378,002455,百川股份,bottom_area,2023-06-01,7.79,2023-05-05,7.63,2.096985583224117,7.86369593709044,28.691588785046722,True,0.5161,0.7806,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,12.903014416775882,2.096985583224117,历史1/3次成功; 当前距低点2.10%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
27,65.37057051300964,58.49148697010382,600409,三友化工,bottom_area,2023-06-01,5.31,2023-05-31,5.23,1.5296367112810552,2.485659655831738,29.324324324324323,False,1.3359,0.7258,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,13.470363288718945,1.5296367112810552,历史1/3次成功; 当前距低点1.53%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
28,65.19269656705306,59.9238055296676,000792,盐湖股份,bottom_area,2023-06-01,19.05,2023-05-30,18.5,2.972972972972977,4.486486486486477,29.49695121951219,False,1.3837,0.4088,1,2,1,50.0,24.904214559386965,24.904214559386965,12.027027027027023,2.972972972972977,历史1/2次成功; 当前距低点2.97%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
29,63.98604947374634,60.57354013354935,300758,七彩化学,bottom_area,2023-06-01,10.1,2023-04-26,9.66,4.554865424430637,9.523809523809524,30.252707581227433,True,1.8145,0.8948,1,2,1,50.0,38.59480269489894,38.59480269489894,10.445134575569362,4.554865424430637,历史1/2次成功; 当前距低点4.55%; 最新日涨幅1.81%; 状态bottom_area; 底部已确认
30,57.957069194579034,53.594192045510304,000798,中水渔业,bottom_area,2023-06-01,10.03,2023-06-01,9.71,3.2955715756951443,3.398558187435616,31.76387912860154,False,-0.199,1.9912,1,2,1,50.0,17.3015873015873,17.3015873015873,11.704428424304854,3.2955715756951443,历史1/2次成功; 当前距低点3.30%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
