rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.7695358368112,78.91444872396966,300562,乐心医疗,bottom_area,2022-04-26,8.56,2022-04-26,8.46,1.1820330969267097,5.555555555555541,28.30508474576271,False,-1.7222,2.1517,2,2,2,100.0,19.19077518797075,20.82239720034996,13.81796690307329,1.1820330969267097,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
74,74.75223415169978,67.1726552413509,603233,大参林,bottom_area,2022-04-26,23.72,2022-04-26,23.31,1.7589017589017597,5.4483054483054465,30.313901345291487,False,-0.2523,0.5775,2,3,2,66.66666666666666,18.689702069786225,20.223978919631097,13.24109824109824,1.7589017589017597,历史2/3次成功; 当前距低点1.76%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
75,72.70188472770451,63.21903019800392,603222,济民健康,bottom_area,2022-04-26,13.74,2022-04-26,13.74,0.0,9.097525473071325,31.093279839518562,False,-9.9016,5.15,3,5,3,60.0,35.96252794625761,68.46504559270518,15.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-9.90%; 状态bottom_area; 底部未确认
76,72.12522682591336,63.313908346904604,605162,新中港,bottom_area,2022-04-26,7.94,2022-04-26,7.9,0.5063291139240511,6.075949367088613,31.542461005199296,False,-2.934,2.0816,2,3,2,66.66666666666666,22.428344408520275,26.46502835538753,14.493670886075948,0.5063291139240511,历史2/3次成功; 当前距低点0.51%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
77,71.97393580976308,62.81361670670231,000037,深南电A,bottom_area,2022-04-26,5.16,2022-04-26,5.15,0.19417475728154926,7.961165048543674,27.871148459383743,False,-5.3211,0.8084,2,3,2,66.66666666666666,26.127249928159042,34.43271767810025,14.805825242718452,0.19417475728154926,历史2/3次成功; 当前距低点0.19%; 最新日涨幅-5.32%; 状态bottom_area; 底部未确认
78,70.57866478637428,61.62568996059517,603113,金能科技,bottom_area,2022-04-26,9.11,2022-04-26,9.09,0.22002200220021534,5.3905390539053935,30.927051671732524,False,-6.2757,2.1641,2,3,2,66.66666666666666,20.057384187876238,20.395634379263292,14.779977997799785,0.22002200220021534,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-6.28%; 状态bottom_area; 底部未确认
79,70.34234387351782,62.55400000000002,000537,绿发电力,bottom_area,2022-04-26,10.12,2022-04-26,10.0,1.1999999999999922,8.499999999999996,30.069930069930074,False,-7.0707,1.3892,1,2,1,50.0,310.7981220657277,310.7981220657277,13.800000000000006,1.1999999999999922,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-7.07%; 状态bottom_area; 底部未确认
80,69.56673827924251,62.398020925434714,300534,陇神戎发,bottom_area,2022-04-26,7.96,2022-04-26,7.83,1.6602809706257968,6.257982120051088,28.558394160583944,False,0.7595,7.6014,1,2,1,50.0,22.115384615384613,22.115384615384613,13.339719029374203,1.6602809706257968,历史1/2次成功; 当前距低点1.66%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
81,68.30705017811287,60.76058546354107,000676,智度股份,bottom_area,2022-04-26,5.0,2022-04-26,4.94,1.214574898785417,5.060728744939271,31.95592286501377,False,-0.7937,1.506,1,2,1,50.0,30.321592649310862,30.321592649310862,13.785425101214582,1.214574898785417,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
82,67.92111813186813,59.93039835164835,002408,齐翔腾达,bottom_area,2022-04-26,6.45,2022-04-26,6.4,0.7812499999999972,5.781249999999988,31.256713211600427,False,0.1553,1.2463,1,2,1,50.0,37.91208791208789,37.91208791208789,14.218750000000002,0.7812499999999972,历史1/2次成功; 当前距低点0.78%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
83,67.7080997554158,60.98811320754718,605299,舒华体育,bottom_area,2022-04-26,9.18,2022-04-26,9.01,1.8867924528301878,7.325194228634851,32.255639097744364,False,-3.0623,3.0301,1,2,1,50.0,56.12903225806454,56.12903225806454,13.11320754716981,1.8867924528301878,历史1/2次成功; 当前距低点1.89%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
84,67.49975446460738,59.62436905228476,603353,和顺石油,bottom_area,2022-04-26,15.6,2022-04-26,15.47,0.8403361344537751,9.372979961215263,30.126467931345978,False,-5.9675,1.9478,2,3,2,66.66666666666666,16.90144501168123,17.582417582417577,14.159663865546223,0.8403361344537751,历史2/3次成功; 当前距低点0.84%; 最新日涨幅-5.97%; 状态bottom_area; 底部未确认
85,66.97901287135053,59.44186936388011,002658,雪迪龙,bottom_area,2022-04-26,5.56,2022-04-26,5.5,1.090909090909084,5.4545454545454515,27.631578947368418,False,-1.5929,1.7911,1,2,1,50.0,21.715817694369974,21.715817694369974,13.909090909090915,1.090909090909084,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
86,66.83650443428486,59.509408511327635,002125,湘潭电化,bottom_area,2022-04-26,9.6,2022-04-26,9.48,1.2658227848101182,6.329113924050629,27.188940092165893,False,-2.6369,2.8743,1,2,1,50.0,24.223034734917736,24.223034734917736,13.73417721518988,1.2658227848101182,历史1/2次成功; 当前距低点1.27%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
87,66.79093249541025,59.220479452054796,002309,中利集团,bottom_area,2022-04-26,3.88,2022-04-26,3.84,1.0416666666666676,6.250000000000005,28.491620111731848,False,-3.7221,3.6996,1,2,1,50.0,30.136986301369873,30.136986301369873,13.95833333333333,1.0416666666666676,历史1/2次成功; 当前距低点1.04%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
88,66.47495803517366,59.21764646802809,000912,泸天化,bottom_area,2022-04-26,4.7,2022-04-26,4.64,1.2931034482758728,9.051724137931034,30.120481927710845,False,-5.6225,2.2369,1,2,1,50.0,33.20388349514563,33.20388349514563,13.706896551724126,1.2931034482758728,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
89,66.34677804104584,60.65291796974988,688105,诺唯赞,bottom_area,2022-04-26,70.87,2022-04-26,69.02,2.6803824978267294,6.534337873080275,29.549862202715122,False,2.0006,4.7043,1,2,1,50.0,25.237580993520524,25.237580993520524,12.319617502173271,2.6803824978267294,历史1/2次成功; 当前距低点2.68%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
90,66.16368808098655,58.240685707184504,300612,宣亚国际,bottom_area,2022-04-26,15.4,2022-04-26,15.3,0.6535947712418277,7.058823529411754,27.72791686348607,False,-1.9733,7.5501,2,4,2,50.0,16.402590245246625,17.015706806282722,14.346405228758172,0.6535947712418277,历史2/4次成功; 当前距低点0.65%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
91,65.13914119346313,57.036002115282926,300488,恒锋工具,bottom_area,2022-04-26,18.98,2022-04-26,18.91,0.3701745108408265,9.095716552088835,31.1863173216885,False,-4.3347,1.3648,1,2,1,50.0,65.52470248827983,65.52470248827983,14.629825489159174,0.3701745108408265,历史1/2次成功; 当前距低点0.37%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
92,64.00584916146067,56.868744025854866,300516,久之洋,bottom_area,2022-04-26,21.94,2022-04-26,21.69,1.152604887044721,6.546795758414007,32.19756173804313,False,-3.0062,0.7274,1,2,1,50.0,18.853135313531354,18.853135313531354,13.84739511295528,1.152604887044721,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
93,63.71928588572068,56.33396498203227,601778,晶科科技,bottom_area,2022-04-26,4.55,2022-04-26,4.51,0.8869179600886926,5.543237250554324,32.48502994011976,False,-1.3015,2.0307,1,2,1,50.0,42.344827586206904,42.344827586206904,14.113082039911307,0.8869179600886926,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
94,63.447233593188955,56.53533318162856,600409,三友化工,bottom_area,2022-04-26,6.2,2022-04-26,6.12,1.3071895424836613,11.111111111111107,31.313131313131315,False,-8.284,2.2687,1,2,1,50.0,18.95551257253386,18.95551257253386,13.69281045751634,1.3071895424836613,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-8.28%; 状态bottom_area; 底部未确认
95,63.20481066638717,56.87962526983892,601666,平煤股份,bottom_area,2022-04-26,13.3,2022-04-26,13.06,1.8376722817764182,7.886676875957116,31.0454065469905,False,-3.8322,2.1108,1,2,1,50.0,27.30923694779115,27.30923694779115,13.162327718223581,1.8376722817764182,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
96,62.490327667024374,55.765577696248045,002829,星网宇达,bottom_area,2022-04-26,21.2,2022-04-26,20.91,1.3868962219033913,8.560497369679574,30.830301025471385,False,-5.5679,2.6014,1,2,1,50.0,15.794091839719234,15.794091839719234,13.613103778096608,1.3868962219033913,历史1/2次成功; 当前距低点1.39%; 最新日涨幅-5.57%; 状态bottom_area; 底部未确认
97,62.074804327527005,55.59511445365077,605319,无锡振华,bottom_area,2022-04-26,11.57,2022-04-26,11.39,1.5803336259877059,10.711150131694458,30.07980356046654,False,-7.5879,6.1829,1,2,1,50.0,17.248790972595383,17.248790972595383,13.419666374012293,1.5803336259877059,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-7.59%; 状态bottom_area; 底部未确认
98,61.84835793357932,53.78118081180811,600331,宏达股份,bottom_area,2022-04-26,2.86,2022-04-26,2.86,0.0,10.139860139860142,28.320802005012542,False,-10.0629,4.6762,1,2,1,50.0,40.221402214022135,40.221402214022135,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
99,61.59570018185753,53.7124844229416,605300,佳禾食品,bottom_area,2022-04-26,13.3,2022-04-26,13.28,0.1506024096385644,8.88554216867471,28.21621621621622,False,-9.8916,9.1714,1,2,1,50.0,29.440096327513547,29.440096327513547,14.849397590361434,0.1506024096385644,历史1/2次成功; 当前距低点0.15%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
100,61.29670891469268,53.50732022009994,605333,沪光股份,bottom_area,2022-04-26,14.58,2022-04-26,14.55,0.20618556701030485,9.415807560137452,30.813124108416552,False,-7.3109,3.8864,1,2,1,50.0,29.01840490797546,29.01840490797546,14.793814432989693,0.20618556701030485,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
101,60.861736027027426,53.519654171013144,002805,丰元股份,bottom_area,2022-04-26,21.81,2022-04-26,21.68,0.5996309963099585,7.011070110701105,29.701686121919586,False,-6.435,5.2548,1,2,1,50.0,33.907595927956166,33.907595927956166,14.400369003690042,0.5996309963099585,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-6.43%; 状态bottom_area; 底部未确认
102,60.845942033705086,53.2326378252554,688079,美迪凯,bottom_area,2022-04-26,9.24,2022-04-26,9.21,0.32573289902279434,5.4288816503800215,31.422189128816076,False,-4.0498,0.5114,1,2,1,50.0,29.007036747458958,29.007036747458958,14.674267100977206,0.32573289902279434,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
103,60.25392431184323,53.82294990972627,002111,威海广泰,bottom_area,2022-04-26,7.75,2022-04-26,7.64,1.4397905759162346,4.450261780104722,28.99628252788104,False,-0.641,0.9241,1,3,1,33.33333333333333,15.227629513343796,15.227629513343796,13.560209424083764,1.4397905759162346,历史1/3次成功; 当前距低点1.44%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
104,60.11164182951268,52.87096692111959,002584,西陇科学,bottom_area,2022-04-26,6.59,2022-04-26,6.55,0.6106870229007639,6.259541984732826,28.021978021978022,False,-4.0757,5.9827,1,3,1,33.33333333333333,68.08510638297875,68.08510638297875,14.389312977099236,0.6106870229007639,历史1/3次成功; 当前距低点0.61%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
105,59.50210372225363,51.84586151102112,601606,长城军工,bottom_area,2022-04-26,9.24,2022-04-26,9.23,0.10834236186348632,8.125677139761645,30.8095952023988,False,-9.8537,3.6821,1,2,1,50.0,18.886462882096076,18.886462882096076,14.891657638136513,0.10834236186348632,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-9.85%; 状态bottom_area; 底部未确认
106,58.96140137509951,51.8688502253433,002240,盛新锂能,bottom_area,2022-04-26,34.05,2022-04-26,33.84,0.6205673758865062,4.905437352245853,27.692307692307683,False,-2.7421,3.0245,1,2,1,50.0,15.073891625615756,15.073891625615756,14.379432624113495,0.6205673758865062,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
107,58.941105659409914,51.483956975228175,300543,朗科智能,bottom_area,2022-04-26,8.34,2022-04-26,8.32,0.24038461538461023,7.331730769230763,31.353135313531343,False,-5.2273,1.181,1,2,1,50.0,18.559322033898297,18.559322033898297,14.75961538461539,0.24038461538461023,历史1/2次成功; 当前距低点0.24%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
108,58.799025473673645,51.58960388190923,603169,兰石重装,bottom_area,2022-04-26,6.29,2022-04-26,6.26,0.47923322683706465,8.46645367412141,27.79700115340254,False,-5.4135,1.9961,1,2,1,50.0,22.055137844611526,22.055137844611526,14.520766773162935,0.47923322683706465,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
109,58.742084385853644,53.678866700288964,603197,保隆科技,bottom_area,2022-04-26,28.19,2022-04-26,27.46,2.658412235979608,11.034231609613974,29.007238883143742,False,-7.6041,2.7453,1,2,1,50.0,20.16154085119603,20.16154085119603,12.34158776402039,2.658412235979608,历史1/2次成功; 当前距低点2.66%; 最新日涨幅-7.60%; 状态bottom_area; 底部未确认
110,58.73208592085951,51.80965287982766,601369,陕鼓动力,bottom_area,2022-04-26,6.56,2022-04-26,6.51,0.7680491551459266,6.144393241167441,31.832460732984302,False,-2.381,0.7824,1,2,1,50.0,16.563467492260067,16.563467492260067,14.231950844854072,0.7680491551459266,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
111,58.72830570320559,51.4838692427988,001267,汇绿生态,bottom_area,2022-04-26,4.63,2022-04-26,4.61,0.43383947939261547,6.073752711496732,27.856025039123622,False,-3.7422,3.6848,1,2,1,50.0,20.930232558139547,20.930232558139547,14.566160520607385,0.43383947939261547,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
112,58.540074313801796,51.5607643184493,002326,永太科技,bottom_area,2022-04-26,22.03,2022-04-26,21.88,0.6855575868373041,10.05484460694698,31.086614173228348,False,-9.3416,7.5211,1,2,1,50.0,24.42922374429224,24.42922374429224,14.314442413162695,0.6855575868373041,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-9.34%; 状态bottom_area; 底部未确认
113,58.43817998608267,51.088704871060166,300696,爱乐达,bottom_area,2022-04-26,35.0,2022-04-26,34.9,0.28653295128940237,11.117478510028661,28.04123711340206,False,-7.919,2.165,1,2,1,50.0,17.0,17.0,14.713467048710596,0.28653295128940237,历史1/2次成功; 当前距低点0.29%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
114,58.39921686746988,50.78192771084338,002114,罗平锌电,bottom_area,2022-04-26,6.2,2022-04-26,6.2,0.0,7.5806451612903185,28.817451205510913,False,-10.0145,5.953,1,2,1,50.0,24.096385542168683,24.096385542168683,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
115,57.68971698382098,50.538522319553095,605305,中际联合,bottom_area,2022-04-26,40.47,2022-04-26,40.31,0.3969238402381458,7.343091044405857,27.225130890052352,False,-5.8837,2.98,1,2,1,50.0,15.395207931699245,15.395207931699245,14.603076159761855,0.3969238402381458,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-5.88%; 状态bottom_area; 底部未确认
116,57.56404038709251,50.448675161227676,688108,赛诺医疗,bottom_area,2022-04-26,4.8,2022-04-26,4.78,0.41841004184099523,5.857740585774045,32.67605633802816,False,-4.0,0.9007,1,2,1,50.0,15.175537938844846,15.175537938844846,14.581589958159006,0.41841004184099523,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
117,57.56029265255292,50.05242839352428,000695,滨海能源,bottom_area,2022-04-26,7.35,2022-04-26,7.35,0.0,6.938775510204091,30.39772727272728,False,-5.0388,0.826,1,2,1,50.0,20.174346201743475,20.174346201743475,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
118,57.45723279648609,49.96281112737921,605268,王力安防,bottom_area,2022-04-26,8.62,2022-04-26,8.62,0.0,8.700696055684455,30.483870967741943,False,-7.6099,2.5627,1,2,1,50.0,19.692532942898985,19.692532942898985,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
119,57.41572816069433,50.58966886830092,603026,石大胜华,bottom_area,2022-04-26,85.6,2022-04-26,85.0,0.7058823529411699,7.482352941176471,27.41866621125438,False,-5.2678,3.5518,1,2,1,50.0,19.457422758100996,19.457422758100996,14.29411764705883,0.7058823529411699,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
120,57.24533931744432,50.309522487424054,300669,沪宁股份,bottom_area,2022-04-26,12.4,2022-04-26,12.33,0.5677210056772124,8.596918085969186,29.462242562929063,False,-5.0536,0.7413,1,2,1,50.0,16.257668711656432,16.257668711656432,14.432278994322786,0.5677210056772124,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
121,57.121506028613595,50.19811440677966,002355,兴民智通,bottom_area,2022-04-26,3.56,2022-04-26,3.54,0.56497175141243,7.627118644067797,31.923076923076927,False,-5.0667,1.0835,1,2,1,50.0,15.624999999999991,15.624999999999991,14.43502824858757,0.56497175141243,历史1/2次成功; 当前距低点0.56%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
122,57.05977707006369,49.6171974522293,000518,四环生物,bottom_area,2022-04-26,2.92,2022-04-26,2.92,0.0,7.876712328767123,32.093023255813954,False,-7.8864,3.3319,1,2,1,50.0,17.834394904458602,17.834394904458602,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-7.89%; 状态bottom_area; 底部未确认
123,57.02810672805273,50.14884210526315,601678,滨化股份,bottom_area,2022-04-26,5.03,2022-04-26,5.0,0.600000000000005,6.799999999999998,28.57142857142857,False,-4.7348,1.5464,1,2,1,50.0,15.789473684210535,15.789473684210535,14.399999999999993,0.600000000000005,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
124,56.97125289723113,49.960270533880916,300546,雄帝科技,bottom_area,2022-04-26,24.46,2022-04-26,24.35,0.45174537987679436,7.3100616016427,28.96732788798133,False,-3.6629,11.0539,1,4,1,25.0,33.791666666666664,33.791666666666664,14.548254620123204,0.45174537987679436,历史1/4次成功; 当前距低点0.45%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
125,56.95551020408163,49.5265306122449,000710,贝瑞基因,bottom_area,2022-04-26,12.6,2022-04-26,12.6,0.0,12.53968253968254,32.87160362280234,False,-10.0,6.681,1,2,1,50.0,17.3469387755102,17.3469387755102,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
126,56.80349248480248,50.27558887450607,603208,江山欧派,bottom_area,2022-04-26,50.13,2022-04-26,49.66,0.946435763189702,6.121627064035454,27.503649635036503,False,-5.5932,1.1895,1,2,1,50.0,20.717539863325737,20.717539863325737,14.053564236810297,0.946435763189702,历史1/2次成功; 当前距低点0.95%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
127,56.792865050280156,50.06858584012234,688039,当虹科技,bottom_area,2022-04-26,30.13,2022-04-26,29.91,0.7355399531929083,11.969241056502849,28.44497607655502,False,-7.8029,3.265,1,2,1,50.0,17.019445878506282,17.019445878506282,14.26446004680709,0.7355399531929083,历史1/2次成功; 当前距低点0.74%; 最新日涨幅-7.80%; 状态bottom_area; 底部未确认
128,55.088428068592044,51.5996012480712,002353,杰瑞股份,bottom_area,2022-04-26,29.75,2022-04-26,28.61,3.9846207619713407,6.186648025166024,30.355404089581306,False,-0.4684,1.6344,1,2,1,50.0,15.024390243902431,15.024390243902431,11.015379238028657,3.9846207619713407,历史1/2次成功; 当前距低点3.98%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
129,52.93183148275577,46.51624785944472,300603,立昂技术,bottom_area,2022-04-26,8.9,2022-04-26,8.85,0.5649717514124375,11.299435028248588,30.094786729857827,False,-6.6107,7.9821,1,3,1,33.33333333333333,15.274463007159895,15.274463007159895,14.435028248587562,0.5649717514124375,历史1/3次成功; 当前距低点0.56%; 最新日涨幅-6.61%; 状态bottom_area; 底部未确认
130,52.73891666331346,46.39120708714715,600966,博汇纸业,bottom_area,2022-04-26,6.53,2022-04-26,6.49,0.6163328197226507,7.704160246533127,31.684210526315788,False,-5.0872,1.2213,1,3,1,33.33333333333333,15.231788079470201,15.231788079470201,14.38366718027735,0.6163328197226507,历史1/3次成功; 当前距低点0.62%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
131,52.57230910425844,45.71505139500734,002366,融发核电,bottom_area,2022-04-26,3.82,2022-04-26,3.82,0.0,9.424083769633505,32.98245614035088,False,-9.9057,8.4555,1,3,1,33.33333333333333,16.299559471365644,16.299559471365644,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
132,51.3531475601335,45.491810369260186,600367,红星发展,bottom_area,2022-04-26,16.26,2022-04-26,16.1,0.9937888198757772,8.012422360248442,30.573523070288918,False,-5.8483,5.8613,1,3,1,33.33333333333333,15.023201856148493,15.023201856148493,14.006211180124224,0.9937888198757772,历史1/3次成功; 当前距低点0.99%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
