rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.97950054698538,76.76755572446729,605399,晨光新材,bottom_area,2024-01-30,11.93,2024-01-30,11.92,0.08389261744966264,6.375838926174494,29.00536033353186,False,-9.8943,4.6896,2,2,2,100.0,44.24102630243285,52.857533497402244,19.916107382550337,0.08389261744966264,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
12,79.10148333676807,70.39934240107912,000989,九芝堂,bottom_area,2024-01-30,8.64,2024-01-24,8.34,3.597122302158282,10.91127098321343,28.65697177074422,True,-4.1065,1.1729,1,1,1,100.0,20.703125,20.703125,16.40287769784172,3.597122302158282,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-4.11%; 状态bottom_area; 底部已确认
13,78.11040915427125,69.42490980050586,300350,华鹏飞,bottom_area,2024-01-30,4.7,2024-01-30,4.54,3.524229074889871,8.590308370044045,31.10773899848255,False,-6.3745,10.1554,1,1,1,100.0,23.76425855513308,23.76425855513308,16.47577092511013,3.524229074889871,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
14,77.15238852413412,69.39632830213122,600318,新力金融,bottom_area,2024-01-30,7.48,2024-01-30,7.18,4.1782729805014025,6.406685236768802,32.77153558052434,False,-6.2657,22.8395,1,1,1,100.0,31.627906976744185,31.627906976744185,15.8217270194986,4.1782729805014025,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
15,75.4602401792889,63.25284414387803,300530,领湃科技,bottom_area,2024-01-30,18.84,2024-01-30,18.78,0.31948881789136696,5.697550585729501,30.95588235294117,False,-3.3846,1.394,3,5,3,60.0,27.802573379948058,34.07510431154381,19.680511182108635,0.31948881789136696,历史3/5次成功; 当前距低点0.32%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
16,74.28318933769467,63.495618023042944,603099,长白山,bottom_area,2024-01-30,28.5,2024-01-29,28.11,1.3874066168623287,11.704019921736034,30.506798516687272,False,0.3875,10.1198,1,2,1,50.0,24.671532846715323,24.671532846715323,18.61259338313767,1.3874066168623287,历史1/2次成功; 当前距低点1.39%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
17,74.16000000000001,61.80000000000001,605577,龙版传媒,bottom_area,2024-01-30,22.46,2024-01-30,22.46,0.0,5.431878895814776,30.785824345146384,False,-9.98,12.7378,2,4,2,50.0,50.62209104325122,80.80939947780678,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
18,73.83510940330943,65.37977663258727,002843,泰嘉股份,bottom_area,2024-01-30,19.3,2024-01-30,18.68,3.31905781584583,4.657387580299791,29.906191369606,False,-0.1035,1.6447,2,3,2,66.66666666666666,28.175063365855337,31.56626506024095,16.680942184154173,3.31905781584583,历史2/3次成功; 当前距低点3.32%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
19,68.0168707578641,58.66289437735996,603032,德新科技,bottom_area,2024-01-30,16.82,2024-01-30,16.51,1.877649909145964,6.8443367655966005,30.630252100840334,False,0.1787,4.3795,1,4,1,25.0,25.53191489361702,25.53191489361702,18.122350090854038,1.877649909145964,历史1/4次成功; 当前距低点1.88%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
20,67.41842418484279,56.250145846776036,300661,圣邦股份,bottom_area,2024-01-30,60.55,2024-01-30,60.51,0.06610477607006965,4.048917534291857,32.391061452513966,False,-2.496,0.7791,1,2,1,50.0,31.832606108687024,31.832606108687024,19.93389522392993,0.06610477607006965,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
21,66.61307952192983,58.864869949104396,688017,绿的谐波,bottom_area,2024-01-30,109.4,2024-01-30,106.0,3.2075471698113263,9.999999999999995,31.3915857605178,False,0.3762,1.3815,1,2,1,50.0,22.08643815201191,22.08643815201191,16.792452830188676,3.2075471698113263,历史1/2次成功; 当前距低点3.21%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
22,64.92963590975197,54.894276066368896,300421,力星股份,bottom_area,2024-01-30,8.96,2024-01-30,8.89,0.7874015748031528,5.7367829021372305,32.13740458015267,False,-3.2397,4.2535,1,2,1,50.0,43.59974009096816,43.59974009096816,19.21259842519685,0.7874015748031528,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
23,64.37621132859867,54.43576693227094,002803,吉宏股份,bottom_area,2024-01-30,15.18,2024-01-30,15.06,0.7968127490039788,4.913678618857903,27.769784172661872,False,-3.8632,3.6639,1,2,1,50.0,41.25000000000001,41.25000000000001,19.203187250996024,0.7968127490039788,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
24,64.30860740971896,53.99043532532375,000887,中鼎股份,bottom_area,2024-01-30,9.9,2024-01-30,9.86,0.40567951318459355,3.9553752535497018,27.232472324723254,False,-2.4631,0.9921,1,2,1,50.0,23.84615384615385,23.84615384615385,19.59432048681541,0.40567951318459355,历史1/2次成功; 当前距低点0.41%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
25,62.75550077042609,52.380193259424665,300682,朗新科技,bottom_area,2024-01-30,11.44,2024-01-30,11.43,0.08748906386701476,5.686789151356083,30.936555891238676,False,-3.0508,1.2414,1,2,1,50.0,21.503593145384194,21.503593145384194,19.91251093613299,0.08748906386701476,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
26,62.70794866310833,53.652175415401196,002837,英维克,bottom_area,2024-01-30,20.44,2024-01-30,20.15,1.439205955335001,9.230769230769246,28.189593727726304,False,-8.0522,3.6263,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,18.560794044665,1.439205955335001,历史1/3次成功; 当前距低点1.44%; 最新日涨幅-8.05%; 状态bottom_area; 底部未确认
27,62.35295908746687,52.23559192784183,603305,旭升集团,bottom_area,2024-01-30,13.94,2024-01-30,13.9,0.2877697841726557,4.532374100719417,30.98311817279047,False,-2.5175,0.9429,1,3,1,33.33333333333333,32.41061130334487,32.41061130334487,19.712230215827343,0.2877697841726557,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
28,60.02090624673445,50.21988429752068,603160,汇顶科技,bottom_area,2024-01-30,54.57,2024-01-30,54.45,0.22038567493112476,4.3158861340679415,31.937499999999996,False,-0.4197,0.9479,1,3,1,33.33333333333333,20.747474747474755,20.747474747474755,19.779614325068877,0.22038567493112476,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
29,59.416056088904,49.8965874583167,688095,福昕软件,bottom_area,2024-01-30,50.13,2024-01-30,49.92,0.42067307692307865,5.208333333333337,30.24035774175517,False,-3.4104,1.6922,1,3,1,33.33333333333333,31.679509356817103,31.679509356817103,19.579326923076923,0.42067307692307865,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
30,54.69649797402784,45.83292337884872,300769,德方纳米,bottom_area,2024-01-30,43.26,2024-01-30,43.13,0.30141432877346497,5.100857871551114,31.124241456403702,False,-3.2431,3.595,1,5,1,20.0,20.592193808882907,20.592193808882907,19.69858567122654,0.30141432877346497,历史1/5次成功; 当前距低点0.30%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
