rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.45620562766784,81.0993798565594,002829,星网宇达,bottom_area,2023-08-07,30.87,2023-08-02,30.48,1.27952755905512,2.6574803149606256,31.918695555059195,False,-0.8989,1.4674,3,3,3,100.0,15.4661435011025,21.628131021194598,6.72047244094488,1.27952755905512,历史3/3次成功; 当前距低点1.28%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
12,75.28591687238823,73.24625708799107,300515,三德科技,bottom_area,2023-08-07,13.56,2023-07-28,13.22,2.571860816944023,7.3373676248108834,27.162534435261698,True,-3.1429,1.5834,1,1,1,100.0,23.441396508728182,23.441396508728182,5.428139183055977,2.571860816944023,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-3.14%; 状态bottom_area; 底部已确认
13,75.05136460655852,76.49992490602482,002403,爱仕达,bottom_area,2023-08-07,8.83,2023-07-28,8.41,4.994054696789536,6.658739595719387,32.61217948717949,False,1.0297,2.894,3,3,3,100.0,13.797686100564366,21.63892445582587,3.0059453032104644,4.994054696789536,历史3/3次成功; 当前距低点4.99%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
14,74.63118607205595,69.69899279809843,300633,开立医疗,bottom_area,2023-08-07,42.79,2023-08-07,42.6,0.4460093896713561,3.2863849765258184,31.97061641648035,False,-1.6774,1.4967,1,1,1,100.0,17.12846347607052,17.12846347607052,7.553990610328644,0.4460093896713561,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
15,74.33145247493367,70.13106898329423,688143,长盈通,bottom_area,2023-08-07,30.0,2023-08-01,29.71,0.9761023224503504,6.294177044766064,28.906436946637946,False,-1.6393,0.986,1,1,1,100.0,25.949367088607595,25.949367088607595,7.023897677549649,0.9761023224503504,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
16,74.00796215210697,72.69976049975368,600995,南网储能,confirmed_rebound,2023-08-07,11.07,2023-06-07,10.74,3.072625698324023,8.379888268156428,32.7909887359199,True,-0.7175,0.8932,1,1,1,100.0,26.64165103189493,26.64165103189493,4.927374301675977,3.072625698324023,历史1/1次成功; 当前距低点3.07%; 最新日涨幅-0.72%; 状态confirmed_rebound; 底部已确认
17,73.90457470708273,69.55487766710183,002864,盘龙药业,bottom_area,2023-08-07,34.54,2023-08-07,34.25,0.8467153284671508,2.9197080291970803,27.127659574468083,False,-2.0142,4.6043,1,1,1,100.0,21.26553019358567,21.26553019358567,7.153284671532849,0.8467153284671508,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
18,72.42996273669036,72.58276856524876,600935,华塑股份,bottom_area,2023-08-07,3.8,2023-06-27,3.65,4.109589041095888,7.671232876712336,28.571428571428577,True,-1.2987,0.4059,1,1,1,100.0,28.50877192982458,28.50877192982458,3.8904109589041123,4.109589041095888,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
19,71.394,66.10555555555555,002377,国创高新,bottom_area,2023-08-07,3.12,2023-08-07,3.12,0.0,5.448717948717946,30.51224944320713,False,-7.6923,20.2314,1,1,1,100.0,14.814814814814808,14.814814814814808,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.69%; 状态bottom_area; 底部未确认
20,69.06360073098814,68.40526435225965,002626,金达威,confirmed_rebound,2023-08-07,18.62,2023-06-26,17.99,3.5019455252918434,8.115619788771546,27.165991902834012,True,-2.5131,0.8661,1,1,1,100.0,8.815592203898044,8.815592203898044,4.498054474708157,3.5019455252918434,历史1/1次成功; 当前距低点3.50%; 最新日涨幅-2.51%; 状态confirmed_rebound; 底部已确认
21,66.68372850201905,66.76049621840986,688278,特宝生物,confirmed_rebound,2023-08-07,34.09,2023-07-28,32.76,4.0598290598290765,10.012210012210017,28.205128205128215,True,-3.7278,0.6328,1,1,1,100.0,17.0263788968825,17.0263788968825,3.9401709401709235,4.0598290598290765,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-3.73%; 状态confirmed_rebound; 底部已确认
22,66.23582376954651,67.3459051401413,002507,涪陵榨菜,bottom_area,2023-08-07,18.54,2023-06-26,17.68,4.864253393665155,7.861990950226248,28.967456809963842,True,-1.278,0.6691,1,1,1,100.0,9.604316546762583,9.604316546762583,3.135746606334845,4.864253393665155,历史1/1次成功; 当前距低点4.86%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
23,64.77828898195169,66.00839552077478,601360,三六零,bottom_area,2023-08-07,12.02,2023-07-24,11.45,4.978165938864631,6.637554585152852,29.1460396039604,False,-0.8251,1.4873,1,1,1,100.0,13.003300330033007,13.003300330033007,3.0218340611353693,4.978165938864631,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
