rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.92341879716597,87.90096700178279,300563,神宇股份,bottom_area,2025-10-20,37.35,2025-10-17,36.79,1.5221527589018817,7.039956509921183,28.563106796116504,False,1.5222,3.59,4,4,4,100.0,15.86814673160799,20.477137176938378,8.477847241098118,1.5221527589018817,历史4/4次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
12,80.01186287588916,74.62420045055119,601869,长飞光纤,bottom_area,2025-10-20,82.33,2025-10-20,81.24,1.341703594288532,5.78532742491384,32.300000000000004,False,-0.3269,3.1572,1,1,1,100.0,14.748842180263628,14.748842180263628,8.658296405711468,1.341703594288532,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
13,79.33226565910172,76.45571404169154,688039,当虹科技,bottom_area,2025-10-20,50.5,2025-10-17,49.0,3.061224489795918,6.448979591836728,30.956742285472732,False,3.0612,3.5749,5,7,5,71.42857142857143,35.1053311436126,79.31638913234006,6.938775510204081,3.061224489795918,历史5/7次成功; 当前距低点3.06%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
14,76.41748592219132,70.12562705135221,002123,梦网科技,bottom_area,2025-10-20,12.26,2025-10-17,12.2,0.4918032786885287,2.8688524590164053,29.68299711815563,False,0.4918,1.5476,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,9.508196721311473,0.4918032786885287,历史2/3次成功; 当前距低点0.49%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
15,76.04306944575117,75.43019907824048,688662,富信科技,bottom_area,2025-10-20,43.2,2025-10-17,41.31,4.575163398692812,7.21374969740982,28.529411764705877,True,4.3478,2.7262,1,1,1,100.0,27.051460361613344,27.051460361613344,5.424836601307188,4.575163398692812,历史1/1次成功; 当前距低点4.58%; 最新日涨幅4.35%; 状态bottom_area; 底部已确认
16,75.8356499662214,74.71079086776292,301137,哈焊华通,bottom_area,2025-10-20,44.5,2025-10-20,42.7,4.215456674473061,4.777517564402808,27.627118644067792,False,3.5124,7.5088,1,1,1,100.0,27.967914438502678,27.967914438502678,5.78454332552694,4.215456674473061,历史1/1次成功; 当前距低点4.22%; 最新日涨幅3.51%; 状态bottom_area; 底部未确认
17,75.16086714845427,74.12490462597083,300732,设研院,bottom_area,2025-10-20,8.3,2025-10-13,7.96,4.271356783919607,7.663316582914577,28.673835125448026,True,1.3431,2.4472,3,4,3,75.0,20.47633383498678,33.58348968105066,5.7286432160803935,4.271356783919607,历史3/4次成功; 当前距低点4.27%; 最新日涨幅1.34%; 状态bottom_area; 底部已确认
18,74.97135748920215,72.6864530427556,688519,南亚新材,confirmed_rebound,2025-10-20,65.85,2025-10-17,63.7,3.3751962323390763,19.466248037676596,28.103837471783287,True,-0.9029,1.9872,1,1,1,100.0,30.27903469079939,30.27903469079939,6.624803767660925,3.3751962323390763,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-0.90%; 状态confirmed_rebound; 底部已确认
19,74.77035787296329,73.67636276621201,301320,豪江智能,bottom_area,2025-10-20,17.51,2025-10-13,16.8,4.226190476190482,7.8571428571428585,29.411764705882355,True,2.3977,3.2741,1,1,1,100.0,13.34450027917365,13.34450027917365,5.773809523809519,4.226190476190482,历史1/1次成功; 当前距低点4.23%; 最新日涨幅2.40%; 状态bottom_area; 底部已确认
20,73.01665086053623,68.12448953174639,300459,汤姆猫,bottom_area,2025-10-20,4.47,2025-10-17,4.41,1.360544217687066,4.081632653061218,29.326923076923077,False,1.3605,1.8319,3,6,3,50.0,15.895324452004822,19.047619047619044,8.639455782312936,1.360544217687066,历史3/6次成功; 当前距低点1.36%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
21,72.1948690403862,72.12201851663202,605398,新炬网络,bottom_area,2025-10-20,29.7,2025-10-13,28.3,4.946996466431091,7.102473498233208,28.172588832487307,True,1.0892,1.0395,3,4,3,75.0,17.990163763951127,22.15700660308142,5.05300353356891,4.946996466431091,历史3/4次成功; 当前距低点4.95%; 最新日涨幅1.09%; 状态bottom_area; 底部已确认
22,71.70164465913079,68.51537894699081,002008,大族激光,bottom_area,2025-10-20,35.33,2025-10-17,34.43,2.613999419111236,4.734243392390365,27.698446031079378,False,2.2576,3.1833,2,3,2,66.66666666666666,13.917370730633094,14.783821478382144,7.386000580888765,2.613999419111236,历史2/3次成功; 当前距低点2.61%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
23,71.17115269247856,67.30455039336059,002617,露笑科技,bottom_area,2025-10-20,8.39,2025-10-17,8.22,2.0681265206812642,5.596107055961059,29.743589743589734,False,1.9441,3.1251,3,6,3,50.0,20.160639035020765,36.60589060308556,7.931873479318736,2.0681265206812642,历史3/6次成功; 当前距低点2.07%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
24,69.46710740037953,66.64451612903228,002491,通鼎互联,bottom_area,2025-10-20,5.1,2025-10-13,4.96,2.822580645161284,8.467741935483868,28.01161103047895,True,1.3917,1.8672,1,2,1,50.0,52.39520958083833,52.39520958083833,7.177419354838717,2.822580645161284,历史1/2次成功; 当前距低点2.82%; 最新日涨幅1.39%; 状态bottom_area; 底部已确认
25,69.46057288322618,64.51575978393824,688036,传音控股,bottom_area,2025-10-20,75.53,2025-10-20,74.69,1.1246485473289642,4.244209398848577,28.79885605338418,False,-1.4097,1.0751,2,4,2,50.0,16.075045547571314,19.148936170212753,8.875351452671037,1.1246485473289642,历史2/4次成功; 当前距低点1.12%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
26,69.05932231508197,67.62234743214883,000428,华天酒店,bottom_area,2025-10-20,3.2,2025-10-13,3.08,3.8961038961038996,5.194805194805199,28.70370370370371,False,1.9108,1.6912,3,5,3,60.0,22.610023200353346,28.045977011494273,6.103896103896101,3.8961038961038996,历史3/5次成功; 当前距低点3.90%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
27,67.45788411669177,62.22332970620239,000700,模塑科技,bottom_area,2025-10-20,9.26,2025-10-17,9.19,0.761697497279655,5.114254624591955,30.060882800608834,False,0.5429,1.9255,1,2,1,50.0,52.926829268292686,52.926829268292686,9.238302502720346,0.761697497279655,历史1/2次成功; 当前距低点0.76%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
28,67.29555422868168,62.47417748777715,688081,兴图新科,bottom_area,2025-10-20,27.6,2025-10-17,27.3,1.0989010989011014,8.16849816849817,27.777777777777768,False,0.3636,3.4723,1,2,1,50.0,15.643397813288473,15.643397813288473,8.901098901098898,1.0989010989011014,历史1/2次成功; 当前距低点1.10%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
29,65.06654527649071,61.92064988692094,002453,华软科技,bottom_area,2025-10-20,6.83,2025-10-17,6.67,2.398800599700152,5.6971514242878545,31.65983606557377,False,0.5891,6.5413,1,2,1,50.0,28.60169491525425,28.60169491525425,7.601199400299849,2.398800599700152,历史1/2次成功; 当前距低点2.40%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
30,56.31313645909378,54.71250467343478,601669,中国电建,bottom_area,2025-10-20,5.64,2025-09-29,5.45,3.4862385321100824,9.174311926605503,30.484693877551017,True,-0.7042,1.1105,1,2,1,50.0,16.457680250783696,16.457680250783696,6.5137614678899185,3.4862385321100824,历史1/2次成功; 当前距低点3.49%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
