rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.22329057462822,80.88739758721218,002178,延华智能,bottom_area,2022-09-28,3.94,2022-09-26,3.89,1.2853470437017949,5.398457583547545,28.623853211009177,False,-2.716,1.0022,3,3,3,100.0,14.397789499205718,17.359413202933986,6.714652956298206,1.2853470437017949,历史3/3次成功; 当前距低点1.29%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
20,78.61756825845606,72.9570491762005,300543,朗科智能,bottom_area,2022-09-28,8.62,2022-09-26,8.61,0.1161440185830405,3.3681765389082576,31.120000000000005,False,-2.8185,0.8187,2,2,2,100.0,13.934717949300124,18.559322033898297,7.88385598141696,0.1161440185830405,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
21,78.54486722139372,73.81189100432263,300549,优德精密,bottom_area,2022-09-28,11.79,2022-09-28,11.7,0.769230769230768,4.5299145299145405,27.23880597014925,False,-2.7228,0.6105,2,2,2,100.0,26.536221280477378,38.963531669865645,7.230769230769233,0.769230769230768,历史2/2次成功; 当前距低点0.77%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
22,78.28856248390674,72.70616929931535,605319,无锡振华,bottom_area,2022-09-28,12.92,2022-09-27,12.9,0.15503875968991915,3.1007751937984525,31.23667377398721,False,-2.784,0.6677,2,2,2,100.0,13.062675652733196,17.248790972595383,7.844961240310081,0.15503875968991915,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
23,78.20643022184497,73.77631300902488,688055,龙腾光电,bottom_area,2022-09-28,4.17,2022-09-26,4.13,0.9685230024213084,3.6319612590799117,27.54385964912281,False,-1.8824,0.1996,1,1,1,100.0,45.45454545454546,45.45454545454546,7.031476997578692,0.9685230024213084,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
24,77.99408312988099,72.65958216109199,603315,福鞍股份,bottom_area,2022-09-28,18.96,2022-09-28,18.9,0.31746031746032954,5.55555555555556,31.744312026002174,False,-4.194,0.5358,1,1,1,100.0,41.68490153172865,41.68490153172865,7.68253968253967,0.31746031746032954,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
25,77.98663836554907,72.42214819664973,600215,派斯林,bottom_area,2022-09-28,6.57,2022-09-28,6.56,0.1524390243902542,4.268292682926833,30.947368421052634,False,-3.0973,1.0199,2,2,2,100.0,21.718866517524237,23.993288590604024,7.847560975609746,0.1524390243902542,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
26,77.59935866064467,71.98771767641982,002080,中材科技,bottom_area,2022-09-28,20.32,2022-09-28,20.3,0.09852216748768262,4.433497536945805,29.243638898570936,False,-4.1961,0.5444,2,2,2,100.0,18.72230224888029,28.579356270810223,7.901477832512318,0.09852216748768262,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
27,77.17980618556702,71.46278350515465,002283,天润工业,bottom_area,2022-09-28,5.18,2022-09-28,5.18,0.0,2.702702702702714,27.95549374130738,False,-2.8143,0.3954,1,1,1,100.0,33.402061855670105,33.402061855670105,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
28,77.02686651729222,73.30496568352451,300671,富满微,bottom_area,2022-09-28,42.7,2022-09-26,42.1,1.425178147268412,5.368171021377667,31.074001309757694,False,-3.3499,1.0193,1,1,1,100.0,18.894472361809044,18.894472361809044,6.5748218527315885,1.425178147268412,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
29,76.8999019701397,71.40466570858975,000591,太阳能,bottom_area,2022-09-28,6.84,2022-09-28,6.83,0.14641288433381827,4.3923865300146385,28.406708595387837,False,-3.2532,1.0476,1,1,1,100.0,32.84132841328414,32.84132841328414,7.853587115666182,0.14641288433381827,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
30,76.66562175906203,72.9595931283906,002213,大为股份,bottom_area,2022-09-28,12.82,2022-09-28,12.64,1.42405063291139,6.724683544303795,27.77142857142857,False,-4.0419,1.754,1,1,1,100.0,17.02380952380952,17.02380952380952,6.57594936708861,1.42405063291139,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
31,76.50460201431903,70.8375944577028,300484,蓝海华腾,bottom_area,2022-09-28,10.56,2022-09-28,10.56,0.0,5.018939393939387,30.754098360655735,False,-4.3478,1.8924,2,2,2,100.0,23.589217514531214,28.708133971291865,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
32,76.2870746126691,70.89750717711858,300502,新易盛,bottom_area,2022-09-28,20.9,2022-09-28,20.86,0.19175455417065745,4.793863854266539,28.781153977466712,False,-4.827,1.7144,1,1,1,100.0,30.670470756062763,30.670470756062763,7.808245445829343,0.19175455417065745,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
33,76.00295217232161,70.37310386326075,300342,天银机电,bottom_area,2022-09-28,8.12,2022-09-28,8.12,0.0,5.295566502463074,28.771929824561415,False,-4.3581,0.9723,2,2,2,100.0,21.09195625409008,26.68539325842696,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
34,75.97182457755163,71.16449473568221,688199,久日新材,bottom_area,2022-09-28,33.42,2022-09-28,33.22,0.6020469596628623,4.093919325707404,29.97470489038786,False,-3.1866,1.0144,1,1,1,100.0,37.135278514588855,37.135278514588855,7.397953040337138,0.6020469596628623,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
35,75.94303309133014,74.3058677430248,603229,奥翔药业,confirmed_rebound,2022-09-28,24.4,2022-09-27,23.72,2.866779089376053,9.949409780775714,32.13161659513592,True,-4.5757,2.4945,2,2,2,100.0,26.30174229463547,41.48479427549196,5.1332209106239475,2.866779089376053,历史2/2次成功; 当前距低点2.87%; 最新日涨幅-4.58%; 状态confirmed_rebound; 底部已确认
36,75.88214928464004,70.59863829003127,600126,杭钢股份,bottom_area,2022-09-28,4.03,2022-09-28,4.02,0.24875621890548946,2.2388059701492726,29.597197898423826,False,-2.1845,0.2449,1,1,1,100.0,19.54732510288064,19.54732510288064,7.7512437810945105,0.24875621890548946,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
37,75.83566504592544,71.12870675934906,300556,丝路视觉,bottom_area,2022-09-28,16.55,2022-09-27,16.44,0.6690997566909941,4.318734793187331,27.192205491585465,False,-2.9894,1.6698,2,2,2,100.0,10.883087121529698,13.183649971214734,7.3309002433090065,0.6690997566909941,历史2/2次成功; 当前距低点0.67%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
38,75.6760859194083,70.6660630673674,002516,旷达科技,bottom_area,2022-09-28,4.57,2022-09-28,4.55,0.4395604395604497,5.4945054945054945,30.955993930197266,False,-4.1929,0.6925,1,1,1,100.0,32.46376811594203,32.46376811594203,7.560439560439551,0.4395604395604497,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
39,75.64968735903157,70.23348358023172,688049,炬芯科技,bottom_area,2022-09-28,28.86,2022-09-28,28.82,0.13879250520471598,5.170020818875775,31.8031235210601,False,-3.992,1.2861,2,2,2,100.0,9.784572538163834,11.287895076327672,7.861207494795284,0.13879250520471598,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
40,75.64839914240017,71.87697213395947,605196,华通线缆,bottom_area,2022-09-28,6.8,2022-09-28,6.71,1.3412816691505194,5.514157973174369,28.61702127659575,False,-3.5461,1.9472,1,1,1,100.0,10.18867924528302,10.18867924528302,6.658718330849481,1.3412816691505194,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
41,75.42575993770014,70.64372328458946,600110,诺德股份,bottom_area,2022-09-28,8.45,2022-09-28,8.4,0.5952380952380826,5.476190476190465,27.710843373493972,False,-4.5198,1.3363,1,1,1,100.0,34.251968503937015,34.251968503937015,7.404761904761918,0.5952380952380826,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
42,75.39307390783759,74.02033318334647,688280,精进电动,bottom_area,2022-09-28,8.8,2022-09-26,8.54,3.0444964871194564,5.971896955503532,32.114467408585064,False,-2.5471,1.6015,1,1,1,100.0,32.37518910741301,32.37518910741301,4.955503512880544,3.0444964871194564,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
43,74.94459387483357,69.39314247669775,002138,顺络电子,bottom_area,2022-09-28,20.19,2022-09-28,20.19,0.0,3.813769192669636,28.983468167428768,False,-3.6737,1.0205,1,1,1,100.0,32.49001331557922,32.49001331557922,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
44,74.90604135551023,69.59300099811465,002451,摩恩电气,bottom_area,2022-09-28,5.69,2022-09-28,5.68,0.1760563380281809,5.281690140845083,32.21957040572793,False,-4.3697,1.1895,1,1,1,100.0,23.464566929133863,23.464566929133863,7.823943661971819,0.1760563380281809,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
45,74.86261178906089,69.75917724336227,688183,生益电子,bottom_area,2022-09-28,9.12,2022-09-26,9.09,0.33003300330032304,4.290429042904297,31.447963800904976,False,-3.0818,0.4015,1,1,1,100.0,26.24544349939247,26.24544349939247,7.669966996699677,0.33003300330032304,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
46,74.7334657705856,72.00880816436633,002481,双塔食品,bottom_area,2022-09-28,5.92,2022-09-27,5.8,2.0689655172413812,7.758620689655175,32.558139534883715,False,-3.5831,1.7637,1,1,1,100.0,19.817470664928287,19.817470664928287,5.931034482758619,2.0689655172413812,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
47,74.32899209942714,68.95257314105989,300541,先进数通,bottom_area,2022-09-28,10.26,2022-09-28,10.25,0.09756097560975402,4.682926829268297,30.17711171662125,False,-4.4693,1.837,1,1,1,100.0,19.05920519059205,19.05920519059205,7.9024390243902465,0.09756097560975402,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-4.47%; 状态bottom_area; 底部未确认
48,74.3024872037233,68.86415896073423,603186,华正新材,bottom_area,2022-09-28,20.23,2022-09-28,20.22,0.04945598417409279,5.291790306627103,32.07927443735304,False,-4.8448,1.1846,1,1,1,100.0,17.994186046511643,17.994186046511643,7.950544015825907,0.04945598417409279,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
49,74.29756517933147,69.17036101799744,000683,博源化工,bottom_area,2022-09-28,7.08,2022-09-28,7.06,0.2832861189801765,4.6742209631728056,28.17904374364192,False,-4.1949,1.4464,1,1,1,100.0,22.50673854447439,22.50673854447439,7.716713881019824,0.2832861189801765,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
50,74.25457107364684,68.75423247559893,300433,蓝思科技,bottom_area,2022-09-28,9.33,2022-09-28,9.33,0.0,3.0010718113611934,28.17551963048499,False,-3.1153,0.297,2,2,2,100.0,12.388346643005029,14.217687074829932,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
51,74.22120668383543,68.72333952206984,000936,华西股份,bottom_area,2022-09-28,5.09,2022-09-28,5.09,0.0,3.7328094302554105,31.309041835357625,False,-3.7807,0.7993,2,2,2,100.0,12.222255494999095,13.427561837455826,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
52,74.20262023682528,71.93777474892396,688235,百济神州,bottom_area,2022-09-28,87.03,2022-09-27,85.0,2.3882352941176483,6.176470588235294,27.634939553890682,False,-2.1035,0.8857,1,1,1,100.0,13.13414634146341,13.13414634146341,5.6117647058823525,2.3882352941176483,历史1/1次成功; 当前距低点2.39%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
53,74.06950122131903,68.58287150122132,000679,大连友谊,bottom_area,2022-09-28,4.5,2022-09-28,4.5,0.0,6.222222222222228,27.41935483870968,False,-5.2632,2.8614,2,2,2,100.0,11.467051081835052,12.979351032448374,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-5.26%; 状态bottom_area; 底部未确认
54,74.04502594953757,68.56020921253479,002173,创新医疗,confirmed_rebound,2022-09-28,6.2,2022-09-28,6.2,0.0,10.645161290322584,27.2300469483568,False,-10.0145,7.1013,2,2,2,100.0,21.560264583520393,24.903474903474905,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
55,73.88844413919227,69.60550392017508,300710,万隆光电,bottom_area,2022-09-28,27.03,2022-09-28,26.79,0.8958566629339381,7.092198581560292,32.90758827948911,False,-4.3863,2.4562,2,2,2,100.0,15.688479094970239,19.8738907052779,7.104143337066063,0.8958566629339381,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
56,73.55596056454131,68.5039647661555,605178,时空科技,bottom_area,2022-09-28,19.96,2022-09-26,19.9,0.3015075376884536,3.869346733668358,27.052785923753675,False,-1.5294,0.614,1,1,1,100.0,8.93226855959774,8.93226855959774,7.698492462311547,0.3015075376884536,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
57,73.23396399465348,68.68077334416355,603228,景旺电子,bottom_area,2022-09-28,19.73,2022-09-26,19.6,0.6632653061224438,3.3163265306122374,28.152492668621697,False,-2.3267,0.2738,1,1,1,100.0,14.317302377003868,14.317302377003868,7.336734693877556,0.6632653061224438,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
58,73.11377026765459,67.8404170229482,300623,捷捷微电,bottom_area,2022-09-28,18.34,2022-09-28,18.32,0.10917030567685357,3.9847161572052423,28.100470957613815,False,-3.727,0.5711,1,1,1,100.0,13.222179139201243,13.222179139201243,7.890829694323147,0.10917030567685357,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-3.73%; 状态bottom_area; 底部未确认
59,72.51467142857145,67.1432142857143,000728,国元证券,bottom_area,2022-09-28,6.53,2022-09-28,6.53,0.0,3.06278713629403,29.252437703141933,False,-2.9718,1.2801,1,1,1,100.0,10.178571428571434,10.178571428571434,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
60,72.12724517800008,70.41284546239399,002404,嘉欣丝绸,bottom_area,2022-09-28,5.98,2022-09-26,5.82,2.7491408934707926,6.7010309278350455,28.76376988984088,False,-1.3201,3.4097,1,1,1,100.0,9.359605911330055,9.359605911330055,5.250859106529207,2.7491408934707926,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
61,71.98182768640493,66.90075749677634,002655,共达电声,bottom_area,2022-09-28,10.27,2022-09-28,10.25,0.19512195121950804,5.658536585365854,28.321678321678323,False,-4.9074,1.7599,1,1,1,100.0,9.223847019122612,9.223847019122612,7.804878048780492,0.19512195121950804,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
62,71.7336559457991,67.526875289468,000688,国城矿业,confirmed_rebound,2022-09-28,16.45,2022-09-28,16.31,0.8583690987124498,10.116492949110988,32.01333889120467,False,-8.8137,1.2034,1,1,1,100.0,30.935251798561143,30.935251798561143,7.1416309012875505,0.8583690987124498,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-8.81%; 状态confirmed_rebound; 底部未确认
63,71.50332153386513,70.05373707623869,688312,燕麦科技,bottom_area,2022-09-28,14.73,2022-09-27,14.31,2.935010482180293,5.2410901467505235,30.936293436293433,False,-1.7345,0.3648,1,1,1,100.0,9.707317073170724,9.707317073170724,5.064989517819707,2.935010482180293,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
64,71.35083695038134,71.77225200804325,002723,小崧股份,bottom_area,2022-09-28,10.9,2022-09-27,10.45,4.30622009569379,7.177033492822966,28.522571819425448,False,-0.3656,2.8008,2,2,2,100.0,19.08835390443602,24.489795918367328,3.6937799043062096,4.30622009569379,历史2/2次成功; 当前距低点4.31%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
65,71.2947317612282,66.80050798258345,300739,明阳电路,bottom_area,2022-09-28,13.08,2022-09-26,13.0,0.6153846153846159,4.076923076923071,27.576601671309188,False,-3.0393,0.563,1,1,1,100.0,13.83647798742139,13.83647798742139,7.384615384615384,0.6153846153846159,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
66,71.06226352941177,65.79839215686275,605358,立昂微,bottom_area,2022-09-28,46.77,2022-09-28,46.77,0.0,3.3354714560615673,29.136363636363633,False,-3.1677,1.1833,1,1,1,100.0,13.16339869281045,13.16339869281045,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
67,70.93224000000002,65.67800000000001,002185,华天科技,bottom_area,2022-09-28,8.14,2022-09-28,8.14,0.0,3.562653562653552,28.90829694323143,False,-4.0094,0.673,1,1,1,100.0,12.516129032258071,12.516129032258071,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.01%; 状态bottom_area; 底部未确认
68,70.59288188976377,65.36377952755905,300376,易事特,bottom_area,2022-09-28,6.64,2022-09-28,6.64,0.0,3.91566265060242,29.361702127659576,False,-3.4884,0.5933,1,1,1,100.0,10.826771653543304,10.826771653543304,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
69,70.58013025847883,66.0627657198688,000670,盈方微,bottom_area,2022-09-28,7.16,2022-09-28,7.12,0.5617977528089892,4.353932584269658,29.365079365079367,False,-4.0214,8.7397,1,1,1,100.0,9.21325051759835,9.21325051759835,7.438202247191011,0.5617977528089892,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
70,70.51376913502385,66.21235901673207,002225,濮耐股份,bottom_area,2022-09-28,4.15,2022-09-28,4.12,0.7281553398058312,3.883495145631071,27.592267135325134,False,-3.4884,1.2955,1,1,1,100.0,12.056737588652476,12.056737588652476,7.271844660194168,0.7281553398058312,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
71,69.28544087087951,70.58024633556987,688060,云涌科技,bottom_area,2022-09-28,42.3,2022-09-20,40.3,4.962779156327544,7.766749379652612,27.216904460899404,True,-1.1451,0.5008,2,2,2,100.0,11.534316193530483,14.937434827945786,3.0372208436724564,4.962779156327544,历史2/2次成功; 当前距低点4.96%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
72,68.82519211011716,69.0376155425558,688356,键凯科技,confirmed_rebound,2022-09-28,169.0,2022-09-23,162.25,4.160246533127889,9.362095531587055,28.76898761963298,True,-3.4837,1.9518,2,2,2,100.0,13.833213107996695,15.625,3.839753466872111,4.160246533127889,历史2/2次成功; 当前距低点4.16%; 最新日涨幅-3.48%; 状态confirmed_rebound; 底部已确认
73,59.05606206770852,56.286936512795435,603068,博通集成,bottom_area,2022-09-28,27.01,2022-09-26,26.61,1.5031942878617142,4.133784291619698,29.26634768740032,False,-2.5262,0.6163,1,2,1,50.0,9.807631661936297,9.807631661936297,6.496805712138285,1.5031942878617142,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
