rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.95484642025532,87.31442530157926,300648,星云股份,bottom_area,2022-09-29,36.38,2022-09-29,35.71,1.8762251470176468,3.6124334920190395,29.020075531703437,False,0.2756,2.1003,5,5,5,100.0,17.054938907416574,26.78362573099414,6.123774852982353,1.8762251470176468,历史5/5次成功; 当前距低点1.88%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
12,83.04143808865838,78.73668652116919,002708,光洋股份,bottom_area,2022-09-29,6.57,2022-09-29,6.49,1.2326656394453015,6.9337442218798175,28.524229074889867,False,-2.9542,2.5093,1,1,1,100.0,35.522388059701484,35.522388059701484,6.767334360554698,1.2326656394453015,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
13,82.82983832060364,77.77581428748206,601919,中远海控,bottom_area,2022-09-29,11.08,2022-09-29,11.0,0.7272727272727278,2.7272727272727337,27.344782034346103,False,0.2715,0.6769,2,2,2,100.0,24.8601941164725,40.45881126173098,7.2727272727272725,0.7272727272727278,历史2/2次成功; 当前距低点0.73%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
14,82.64944345844704,77.79701920945081,300549,优德精密,bottom_area,2022-09-29,11.8,2022-09-28,11.7,0.854700854700867,4.5299145299145405,27.23880597014925,False,0.0848,0.6536,2,2,2,100.0,26.536221280477378,38.963531669865645,7.145299145299133,0.854700854700867,历史2/2次成功; 当前距低点0.85%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
15,81.84878622174587,76.35456450370653,605319,无锡振华,bottom_area,2022-09-29,12.93,2022-09-29,12.88,0.38819875776396684,1.5527950310558951,31.343283582089555,False,0.0774,0.715,2,2,2,100.0,13.062675652733196,17.248790972595383,7.611801242236034,0.38819875776396684,历史2/2次成功; 当前距低点0.39%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
16,81.72179071365053,77.23927733216412,603356,华菱精工,bottom_area,2022-09-29,12.31,2022-09-26,12.18,1.067323481116591,5.1724137931034555,27.153110047846884,False,-0.7258,0.9995,1,1,1,100.0,25.445026178010465,25.445026178010465,6.932676518883409,1.067323481116591,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
17,81.46978414472652,75.81423884685225,002178,延华智能,bottom_area,2022-09-29,3.85,2022-09-29,3.84,0.2604166666666727,3.9062500000000098,29.54128440366973,False,-2.2843,1.1554,3,3,3,100.0,14.397789499205718,17.359413202933986,7.739583333333328,0.2604166666666727,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
18,81.32281849967185,75.45027230524681,000338,潍柴动力,bottom_area,2022-09-29,9.6,2022-09-29,9.59,0.10427528675703635,3.1282586027111647,27.786144578313248,False,-1.6393,0.8523,3,3,3,100.0,10.526989027165893,13.774104683195592,7.895724713242965,0.10427528675703635,历史3/3次成功; 当前距低点0.10%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
19,81.16937522454884,76.16902336999797,002138,顺络电子,bottom_area,2022-09-29,20.29,2022-09-29,20.15,0.694789081885859,2.1339950372208425,29.12416461484348,False,0.4953,0.6329,1,1,1,100.0,32.49001331557922,32.49001331557922,7.305210918114141,0.694789081885859,历史1/1次成功; 当前距低点0.69%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
20,81.0179171258524,76.83133423400687,002053,云南能投,bottom_area,2022-09-29,10.6,2022-09-29,10.47,1.2416427889207164,3.5339063992359048,28.287671232876704,False,-1.1194,0.6287,1,1,1,100.0,25.38860103626942,25.38860103626942,6.758357211079284,1.2416427889207164,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
21,80.63101489782004,76.24060750038413,002616,长青集团,bottom_area,2022-09-29,4.64,2022-09-29,4.59,1.0893246187363796,7.407407407407404,31.081081081081084,False,-4.1322,3.7001,1,1,1,100.0,30.560578661844474,30.560578661844474,6.91067538126362,1.0893246187363796,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
22,80.52060016783697,76.0714739970637,300671,富满微,bottom_area,2022-09-29,42.54,2022-09-26,42.1,1.0451306413301609,5.368171021377667,31.074001309757694,False,-0.3747,0.9298,1,1,1,100.0,18.894472361809044,18.894472361809044,6.954869358669839,1.0451306413301609,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
23,80.38814023887033,75.75379069073148,002600,领益智造,bottom_area,2022-09-29,4.42,2022-09-29,4.38,0.9132420091324209,4.109589041095884,29.240710823909538,False,-1.3393,0.3293,3,3,3,100.0,22.07517457824405,38.381201044386415,7.086757990867579,0.9132420091324209,历史3/3次成功; 当前距低点0.91%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
24,79.91364501240972,75.47935349181762,300520,科大国创,bottom_area,2022-09-29,15.66,2022-09-29,15.5,1.03225806451613,4.000000000000006,28.17423540315106,False,-0.7605,2.3307,1,1,1,100.0,15.553235908141966,15.553235908141966,6.96774193548387,1.03225806451613,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
25,79.81818809055113,75.0347244094488,600135,乐凯胶片,bottom_area,2022-09-29,6.4,2022-09-29,6.35,0.7874015748031609,4.5669291338582685,27.262313860252014,False,-1.2346,0.7034,1,1,1,100.0,56.981132075471706,56.981132075471706,7.212598425196839,0.7874015748031609,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
26,79.79117171157334,78.15740171211378,300502,新易盛,bottom_area,2022-09-29,21.47,2022-09-28,20.86,2.924256951102586,4.985618408437197,28.781153977466712,False,2.7273,1.822,1,1,1,100.0,30.670470756062763,30.670470756062763,5.075743048897414,2.924256951102586,历史1/1次成功; 当前距低点2.92%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
27,79.76911348002884,74.50373725099023,601778,晶科科技,bottom_area,2022-09-29,4.46,2022-09-29,4.44,0.4504504504504408,2.477477477477464,28.271405492730207,False,-0.6682,0.7722,2,2,2,100.0,26.348195043103452,42.344827586206904,7.5495495495495595,0.4504504504504408,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
28,79.74785212199191,76.97329844475098,688060,云涌科技,bottom_area,2022-09-29,41.17,2022-09-20,40.3,2.1588089330024927,7.766749379652612,27.216904460899404,True,-2.6714,0.5033,2,2,2,100.0,11.534316193530483,14.937434827945786,5.841191066997507,2.1588089330024927,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-2.67%; 状态bottom_area; 底部已确认
29,79.41368021089686,73.96817071072105,600215,派斯林,bottom_area,2022-09-29,6.52,2022-09-29,6.5,0.30769230769230116,2.7692307692307647,31.57894736842105,False,-0.761,0.7647,2,2,2,100.0,21.718866517524237,23.993288590604024,7.6923076923077,0.30769230769230116,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
30,79.40510057533895,74.48602358175206,002157,正邦科技,bottom_area,2022-09-29,4.47,2022-09-29,4.44,0.6756756756756612,4.504504504504489,28.846153846153843,False,-1.1062,1.6032,3,3,3,100.0,12.347118937056795,13.751169317118809,7.324324324324339,0.6756756756756612,历史3/3次成功; 当前距低点0.68%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
31,79.25944499336526,74.64710363081109,603033,三维股份,bottom_area,2022-09-29,15.99,2022-09-26,15.85,0.8832807570977954,6.246056782334387,32.83898305084747,False,-0.4978,0.2423,3,3,3,100.0,15.757977188140112,24.922480620155024,7.116719242902205,0.8832807570977954,历史3/3次成功; 当前距低点0.88%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
32,79.20135709762863,74.71375759963158,002173,创新医疗,confirmed_rebound,2022-09-29,6.26,2022-09-28,6.2,0.9677419354838646,10.645161290322584,27.2300469483568,False,0.9677,5.4716,2,2,2,100.0,21.560264583520393,24.903474903474905,7.032258064516135,0.9677419354838646,历史2/2次成功; 当前距低点0.97%; 最新日涨幅0.97%; 状态confirmed_rebound; 底部未确认
33,79.19176394822041,73.94084598698484,300446,航天智造,bottom_area,2022-09-29,9.26,2022-09-29,9.22,0.43383947939261547,7.4837310195227715,29.076923076923073,False,-5.2201,3.8489,1,1,1,100.0,51.92697768762679,51.92697768762679,7.566160520607385,0.43383947939261547,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
34,78.97088440821659,76.30836599937109,002225,濮耐股份,bottom_area,2022-09-29,4.15,2022-09-29,4.06,2.216748768472925,4.187192118226622,28.646748681898078,False,0.0,1.4926,1,1,1,100.0,12.056737588652476,12.056737588652476,5.783251231527076,2.216748768472925,历史1/1次成功; 当前距低点2.22%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
35,78.94441465668332,73.30368532275628,000591,太阳能,bottom_area,2022-09-29,6.82,2022-09-29,6.81,0.14684287812042107,1.7621145374449354,28.61635220125786,False,-0.2924,0.8494,1,1,1,100.0,32.84132841328414,32.84132841328414,7.85315712187958,0.14684287812042107,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
36,78.9263847850796,76.02066490906655,000688,国城矿业,bottom_area,2022-09-29,16.43,2022-09-29,16.1,2.049689440993778,5.217391304347824,32.88870362651103,False,-0.1216,0.6323,1,1,1,100.0,30.935251798561143,30.935251798561143,5.950310559006223,2.049689440993778,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
37,78.5696683038011,73.62134818021302,002343,慈文传媒,bottom_area,2022-09-29,4.88,2022-09-29,4.85,0.618556701030933,5.154639175257732,30.615164520743924,False,-2.4,1.9082,1,1,1,100.0,40.33149171270718,40.33149171270718,7.381443298969067,0.618556701030933,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
38,78.17863793823709,73.760155210643,688055,龙腾光电,bottom_area,2022-09-29,4.14,2022-09-29,4.1,0.9756097560975618,4.146341463414633,28.0701754385965,False,-0.7194,0.1646,1,1,1,100.0,45.45454545454546,45.45454545454546,7.024390243902438,0.9756097560975618,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
39,78.13988454608646,72.82679665466722,300560,中富通,bottom_area,2022-09-29,11.81,2022-09-29,11.77,0.3398470688190393,4.078164825828381,28.88217522658611,False,-1.6653,0.984,2,2,2,100.0,15.976601997713122,20.94196804037006,7.660152931180961,0.3398470688190393,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
40,78.0725794052536,72.98251670193889,002080,中材科技,bottom_area,2022-09-29,20.28,2022-09-29,20.18,0.49554013875124586,2.5768087215064397,29.661903102126182,False,-0.1969,0.5791,2,2,2,100.0,18.72230224888029,28.579356270810223,7.504459861248754,0.49554013875124586,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
41,78.02595554029625,73.9386186582703,002404,嘉欣丝绸,bottom_area,2022-09-29,5.89,2022-09-26,5.82,1.2027491408934603,6.7010309278350455,28.76376988984088,False,-1.505,2.5906,1,1,1,100.0,9.359605911330055,9.359605911330055,6.797250859106541,1.2027491408934603,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
42,77.99979619619616,72.91207407407406,002185,华天科技,bottom_area,2022-09-29,8.14,2022-09-29,8.1,0.4938271604938386,2.098765432098765,29.257641921397376,False,0.0,0.4502,1,1,1,100.0,12.516129032258071,12.516129032258071,7.506172839506162,0.4938271604938386,历史1/1次成功; 当前距低点0.49%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
43,77.83422684528881,72.86228576217698,000576,甘化科工,bottom_area,2022-09-29,10.61,2022-09-29,10.55,0.5687203791469073,3.127962085308057,27.040110650069156,False,-0.3756,1.2602,2,2,2,100.0,18.97294745501036,24.015009380863045,7.431279620853093,0.5687203791469073,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
44,77.76586373276118,72.15916079653483,688183,生益电子,bottom_area,2022-09-29,9.04,2022-09-29,9.03,0.11074197120708514,2.657807308970102,31.900452488687787,False,-0.8772,0.3784,1,1,1,100.0,26.24544349939247,26.24544349939247,7.8892580287929155,0.11074197120708514,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
45,77.6794223493889,72.24232355601585,000679,大连友谊,bottom_area,2022-09-29,4.39,2022-09-29,4.38,0.22831050228310015,7.7625570776255675,29.354838709677423,False,-2.4444,3.0823,2,2,2,100.0,11.467051081835052,12.979351032448374,7.771689497716899,0.22831050228310015,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
46,77.66373429683426,73.22145144346143,300538,同益股份,bottom_area,2022-09-29,10.76,2022-09-29,10.66,0.9380863039399591,5.065666041275789,30.326797385620917,False,-1.4652,0.5873,2,2,2,100.0,25.431657077658826,30.150753768844226,7.06191369606004,0.9380863039399591,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
47,77.54632919189748,72.84523869472142,300342,天银机电,bottom_area,2022-09-29,8.07,2022-09-29,8.01,0.7490636704119913,3.6204744069912724,29.73684210526316,False,-0.6158,0.7543,2,2,2,100.0,21.09195625409008,26.68539325842696,7.25093632958801,0.7490636704119913,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
48,77.47656679073854,72.18994520682851,300433,蓝思科技,bottom_area,2022-09-29,9.22,2022-09-29,9.19,0.3264417845484346,3.04678998911862,29.253271747498083,False,-1.179,0.3158,2,2,2,100.0,12.388346643005029,14.217687074829932,7.673558215451566,0.3264417845484346,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
49,77.474716124814,76.64115671641791,688010,福光股份,bottom_area,2022-09-29,19.86,2022-09-26,19.2,3.437500000000001,7.8125,31.379556826304505,True,-2.0227,0.2843,1,1,1,100.0,42.08955223880597,42.08955223880597,4.562499999999999,3.437500000000001,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
50,77.38242619153841,75.16399375451203,002655,共达电声,bottom_area,2022-09-29,10.3,2022-09-29,10.05,2.487562189054726,4.278606965174126,29.72027972027972,False,0.2921,1.6021,1,1,1,100.0,9.223847019122612,9.223847019122612,5.512437810945274,2.487562189054726,历史1/1次成功; 当前距低点2.49%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
51,77.36134173655121,72.34539439203667,601686,友发集团,bottom_area,2022-09-29,5.85,2022-09-29,5.82,0.5154639175257621,3.2646048109965546,31.770222743259076,False,-1.0152,0.5388,2,2,2,100.0,15.541140451588205,22.923076923076927,7.484536082474238,0.5154639175257621,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
52,77.00957588372381,73.47260162601626,002406,远东传动,bottom_area,2022-09-29,4.57,2022-09-29,4.5,1.555555555555562,4.22222222222223,27.41935483870968,False,-1.2959,0.7876,1,1,1,100.0,11.178861788617883,11.178861788617883,6.444444444444438,1.555555555555562,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
53,76.66179422306749,71.94991163767904,688280,精进电动,bottom_area,2022-09-29,8.6,2022-09-26,8.54,0.7025761124121839,5.971896955503532,32.114467408585064,False,-2.2727,1.4717,1,1,1,100.0,32.37518910741301,32.37518910741301,7.297423887587816,0.7025761124121839,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
54,76.36603573927607,71.53259803910393,000936,华西股份,bottom_area,2022-09-29,5.02,2022-09-29,4.99,0.6012024048096064,3.6072144288577093,32.65856950067476,False,-1.3752,0.7775,2,2,2,100.0,12.222255494999095,13.427561837455826,7.398797595190394,0.6012024048096064,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
55,76.04187903068141,71.24944828963228,300556,丝路视觉,bottom_area,2022-09-29,16.33,2022-09-29,16.23,0.6161429451632647,4.004929143561298,28.122232063773247,False,-1.3293,1.8343,2,2,2,100.0,10.883087121529698,13.183649971214734,7.383857054836736,0.6161429451632647,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
56,75.98463161517768,70.6244192800746,300541,先进数通,bottom_area,2022-09-29,10.14,2022-09-29,10.12,0.19762845849803706,4.150197628458498,31.062670299727525,False,-1.1696,1.7544,1,1,1,100.0,19.05920519059205,19.05920519059205,7.802371541501964,0.19762845849803706,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
57,75.94616498674363,71.53708046867435,002516,旷达科技,bottom_area,2022-09-29,4.53,2022-09-29,4.49,0.8908685968819607,4.231625835189298,31.86646433990895,False,-0.8753,0.7102,1,1,1,100.0,32.46376811594203,32.46376811594203,7.109131403118039,0.8908685968819607,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
58,75.8698944007596,70.59149516434992,600126,杭钢股份,bottom_area,2022-09-29,3.98,2022-09-29,3.97,0.2518891687657377,2.5188916876574328,30.472854640980735,False,-1.2407,0.2348,1,1,1,100.0,19.54732510288064,19.54732510288064,7.748110831234263,0.2518891687657377,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
59,75.7653147080784,71.1399377246825,002745,木林森,bottom_area,2022-09-29,8.33,2022-09-29,8.27,0.7255139056831983,3.385731559854911,27.328646748681905,False,-1.0689,1.0375,2,2,2,100.0,11.634996933549413,15.06734006734006,7.274486094316803,0.7255139056831983,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
60,75.72352696114822,71.47186717049325,002283,天润工业,bottom_area,2022-09-29,5.07,2022-09-29,5.02,0.9960159362549943,4.581673306772918,30.180806675938815,False,-2.1236,0.7138,1,1,1,100.0,33.402061855670105,33.402061855670105,7.003984063745006,0.9960159362549943,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
61,75.44874511223603,72.44367418315693,688312,燕麦科技,bottom_area,2022-09-29,14.58,2022-09-27,14.31,1.8867924528301856,5.380852550663868,30.936293436293433,False,-1.0183,0.4736,1,1,1,100.0,9.707317073170724,9.707317073170724,6.113207547169814,1.8867924528301856,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
62,75.30800342911124,70.99567362381298,000767,晋控电力,bottom_area,2022-09-29,3.24,2022-09-29,3.21,0.9345794392523442,3.4267912772585634,27.70270270270271,False,-0.9174,0.7477,2,2,2,100.0,13.422122286603821,13.941018766756033,7.065420560747657,0.9345794392523442,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
63,75.23132555210317,70.49078912085807,002405,四维图新,bottom_area,2022-09-29,11.42,2022-09-29,11.35,0.6167400881057294,4.0528634361233555,28.209993674889315,False,-1.2965,1.4546,1,1,1,100.0,23.478260869565215,23.478260869565215,7.38325991189427,0.6167400881057294,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
64,75.1763518397163,69.95860582214779,688171,纬德信息,bottom_area,2022-09-29,19.2,2022-09-29,19.15,0.2610966057441291,3.0287206266318636,29.283604135893647,False,-1.2346,0.915,1,1,1,100.0,16.257559587335468,16.257559587335468,7.738903394255871,0.2610966057441291,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
65,74.50126062891033,69.52549039723776,002660,茂硕电源,bottom_area,2022-09-29,7.4,2022-09-29,7.37,0.4070556309362313,4.070556309362277,27.603143418467578,False,-1.0695,1.425,1,1,1,100.0,15.718157181571806,15.718157181571806,7.592944369063768,0.4070556309362313,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
66,74.36597379173011,70.0199103883173,600203,福日电子,bottom_area,2022-09-29,5.8,2022-09-29,5.75,0.8695652173913012,4.3478260869565215,27.490542244640604,False,-1.3605,0.8093,1,1,1,100.0,24.045801526717554,24.045801526717554,7.1304347826087,0.8695652173913012,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
67,74.03289608676266,69.33192544866553,603192,汇得科技,bottom_area,2022-09-29,18.76,2022-09-26,18.65,0.5898123324396943,5.093833780160874,29.59607399018498,False,-0.6356,0.6053,1,1,1,100.0,16.917728852838945,16.917728852838945,7.410187667560305,0.5898123324396943,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
68,74.01435183516448,69.39491860465118,603186,华正新材,bottom_area,2022-09-29,20.13,2022-09-29,20.0,0.649999999999995,3.3500000000000085,32.81827342962714,False,-0.4943,0.7739,1,1,1,100.0,17.994186046511643,17.994186046511643,7.350000000000005,0.649999999999995,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
69,73.57186955049664,73.14036298421807,688235,百济神州,bottom_area,2022-09-29,88.14,2022-09-27,85.0,3.694117647058824,6.199999999999995,27.634939553890682,False,1.2754,0.9206,1,1,1,100.0,13.13414634146341,13.13414634146341,4.305882352941176,3.694117647058824,历史1/1次成功; 当前距低点3.69%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
70,73.5256155645925,69.03891645511193,002213,大为股份,bottom_area,2022-09-29,12.47,2022-09-29,12.38,0.7269789983844899,5.411954765751211,29.257142857142853,False,-2.7301,2.8241,1,1,1,100.0,17.02380952380952,17.02380952380952,7.273021001615511,0.7269789983844899,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
71,73.4425475643999,68.72965681160417,300623,捷捷微电,bottom_area,2022-09-29,18.2,2022-09-29,18.1,0.552486187845292,3.149171270718233,28.96389324960753,False,-0.7634,0.4884,1,1,1,100.0,13.222179139201243,13.222179139201243,7.447513812154708,0.552486187845292,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
72,73.32381975888833,71.3745791415603,000810,创维数字,bottom_area,2022-09-29,16.58,2022-09-29,16.16,2.5990099009900876,5.507425742574261,27.108705457825895,False,-0.7186,1.3287,1,1,1,100.0,12.689901697944595,12.689901697944595,5.4009900990099124,2.5990099009900876,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
