code,liutongguben
002998,270490195.3125
002999,343543906.25
003000,308060292.96875
003001,107694697.265625
003002,182847304.6875
003003,117796298.828125
003004,68742202.1484375
003005,126978203.125
003006,428573007.8125
003007,72587700.1953125
003008,77723198.2421875
003009,164687304.6875
003010,226142207.03125
003011,76845097.65625
003012,1134513828.125
003013,399947109.375
003015,247325292.96875
003016,410882890.625
003017,69287998.046875
003018,237387500.0
003019,171045097.65625
003020,168548300.78125
003021,207385800.78125
003022,1334431875.0
003023,105120302.734375
003025,226415898.4375
003026,144560898.4375
003027,104860996.09375
003028,70538198.2421875
003029,176099003.90625
003030,80958901.3671875
003031,340156718.75
003032,284481601.5625
003033,80743598.6328125
003035,3787878750.0
003036,216285800.78125
003037,599074687.5
003038,163971992.1875
003039,617518710.9375
003040,456850312.5
003041,136823398.4375
003042,123300996.09375
003043,83839003.90625
003816,39335170000.0
300001,1026828515.625
300002,1846792812.5
300003,1578912031.25
300004,479993593.75
300005,876549375.0
300006,1055820937.5
300007,282946308.59375
300008,1647290000.0
300009,1230247265.625
300010,1663331718.75
300011,507256015.625
300012,1431242187.5
300013,446048515.625
300014,2112485468.75
300015,7955358125.0
300016,562163789.0625
300017,2341439062.5
300018,364044492.1875
300019,368609882.8125
300020,766583515.625
300021,873389062.5
300022,494225781.25
300024,1565189687.5
300025,506653515.625
300026,3001325312.5
300027,2485061875.0
300029,200360292.96875
300030,272227597.65625
300031,351901914.0625
300032,803169609.375
300033,438410898.4375
300034,767056718.75
300035,583351210.9375
300036,445052695.3125
300037,540817304.6875
300039,916926328.125
300040,517376093.75
300041,544087109.375
300042,200381503.90625
300043,1243533515.625
300044,715378203.125
300045,516313203.125
300046,236531406.25
300047,573911406.25
300048,1130231562.5
300049,233590195.3125
300050,544514296.875
300051,367415585.9375
300052,261851191.40625
300053,650818906.25
300054,742939687.5
300055,632849296.875
300056,385198085.9375
300057,830976015.625
300058,3477930312.5
300059,13353296250.0
300061,622169687.5
300062,458358203.125
300063,626516992.1875
300065,656657265.625
300066,998099296.875
300067,937263671.875
300068,853681562.5
300069,117000000.0
300070,3434767812.5
300071,945350937.5
300072,2331361250.0
300073,505971289.0625
300074,549838906.25
300075,515438515.625
300076,424000000.0
300077,566327382.8125
300078,1113367109.375
300079,1281479687.5
300080,1870830781.25
300081,604681289.0625
300082,678179609.375
300083,1492122187.5
300084,356683281.25
300085,652012890.625
300086,440674492.1875
300087,902295937.5
300088,2485502343.75
300091,1635421875.0
300092,209866308.59375
300093,230977792.96875
300094,1105517421.875
300095,317670195.3125
300096,429999492.1875
300097,270008496.09375
300098,1541743125.0
300099,581318203.125
300100,551156015.625
300101,565978984.375
300102,915923828.125
300103,317337304.6875
300105,515472890.625
300106,211332304.6875
300107,347383203.125
300109,447255585.9375
300110,1181177578.125
300111,1287210703.125
300112,237593398.4375
300113,509020312.5
300115,1357316718.75
300118,926819609.375
300119,333623515.625
300120,527446992.1875
300121,429361796.875
300122,1414305625.0
300123,994020390.625
300124,2410314687.5
300125,360810390.625
300126,210650195.3125
300127,230816093.75
300128,1297465234.375
300129,718710234.375
300130,434161406.25
300131,1042267500.0
300132,508081289.0625
300133,1676400625.0
300134,767497968.75
300135,921600000.0
300136,822702734.375
300137,530034101.5625
300138,398313281.25
300139,233659199.21875
300140,1020121328.125
300141,254618808.59375
300142,1560502812.5
300143,833634921.875
300144,2597389531.25
300145,1910828750.0
300146,1120684687.5
300147,657366875.0
300148,814114921.875
300149,474563515.625
300150,463663203.125
300151,368656914.0625
300152,712772812.5
300153,318330097.65625
300154,315154492.1875
300155,329443203.125
300157,707824609.375
300158,991493437.5
300159,1842347187.5
300160,762159531.25
300161,194994296.875
300162,342161796.875
300163,456596289.0625
300164,583210781.25
300165,420534687.5
300166,905759062.5
300167,354085000.0
300168,1439182500.0
300169,301735800.78125
300170,993778437.5
300171,562657304.6875
300172,522935703.125
300173,734725703.125
300174,362194609.375
300175,470800000.0
300176,387280781.25
300177,606303203.125
300179,373981914.0625
300180,1712669218.75
300181,602910898.4375
300182,2259367031.25
300183,371028984.375
300184,1052030781.25
300185,3846044687.5
300187,641876718.75
300188,855508593.75
300189,886250390.625
300190,944241562.5
300191,221195000.0
300192,324637695.3125
300193,419375898.4375
300194,968344218.75
300195,313865000.0
300196,246926093.75
300197,2965223125.0
300198,1026216484.375
300199,745167421.875
300200,423880000.0
300201,1003653203.125
300203,448351015.625
300204,453546992.1875
300205,430056015.625
300206,338379609.375
300207,1713836250.0
300209,734559765.625
300210,484220000.0
300211,298481796.875
300212,698511718.75
300213,552221914.0625
300214,464902617.1875
300215,749094218.75
300217,1226951484.375
300218,216276406.25
300219,706640781.25
300220,151019296.875
300221,457164101.5625
300222,633803515.625
300223,421694218.75
300224,927273671.875
300225,472045898.4375
300226,367696914.0625
300227,433067695.3125
300228,558904101.5625
300229,873019375.0
300230,629822500.0
300231,444274101.5625
300232,885642109.375
300233,369815195.3125
300234,343986992.1875
300235,203132792.96875
300236,278550097.65625
300237,1441901406.25
300238,265134101.5625
300239,589776992.1875
300240,363352695.3125
300241,599074804.6875
300242,634554882.8125
300243,223648808.59375
300244,501459101.5625
300245,304378593.75
300246,211326992.1875
300247,803020312.5
300248,409042500.0
300249,374109609.375
300250,157354902.34375
300251,2775366875.0
300252,558778593.75
300253,1854619062.5
300254,225931699.21875
300255,917623437.5
300256,2243393437.5
300257,954690234.375
300258,569891484.375
300259,1154776484.375
300260,287636992.1875
300261,942830468.75
300263,975527890.625
300264,370386406.25
300265,467300195.3125
300266,1553041093.75
300267,1422371562.5
300268,133707500.0
300269,525678007.8125
300270,260930292.96875
300271,794365468.75
300272,464446992.1875
300274,1587528125.0
300275,271461406.25
300276,1057124062.5
300277,767682187.5
300278,1409445156.25
300279,486944218.75
300281,397325898.4375
300283,367218515.625
300284,1177783828.125
300285,837230234.375
300286,207775097.65625
300287,1318295625.0
300288,256569394.53125
300289,543156484.375
300290,639542500.0
300291,929864921.875
300292,1115944765.625
300293,338438085.9375
300294,504248789.0625
300295,167554296.875
300296,2274527031.25
300298,447491484.375
300299,689222968.75
300300,666804609.375
300301,789799375.0
300302,368813906.25
300303,1328646718.75
300304,854515468.75
300305,321475898.4375
300306,157602500.0
300307,786899531.25
300308,1109939765.625
300310,691372734.375
300311,537409101.5625
300313,197352792.96875
300314,143741396.484375
300315,2541480000.0
300316,1231555468.75
300317,828913437.5
300318,792419062.5
300319,851270234.375
300320,485329609.375
300321,88695898.4375
300322,440430781.25
300323,1187693984.375
300324,1709990781.25
300326,716717734.375
300327,338854218.75
300328,687042500.0
300329,252140390.625
300331,222130800.78125
300332,812465078.125
300333,334780117.1875
300334,302029804.6875
300335,384159296.875
300337,711411093.75
300338,349936796.875
300339,777686562.5
300340,273463105.46875
300341,515368593.75
300342,418798906.25
300343,1066219375.0
300345,479347304.6875
300346,655990078.125
300347,566474882.8125
300348,713078906.25
300349,369719609.375
300350,471565390.625
300351,263415605.46875
300352,1276126562.5
300353,540061289.0625
300354,81308999.0234375
300355,1569756250.0
300357,483914218.75
300358,701300390.625
300359,633301718.75
300360,500276601.5625
300363,495554296.875
300364,660425468.75
300365,511724609.375
300366,530502500.0
300368,528943515.625
300369,807702890.625
300370,1561470156.25
300371,139995703.125
300373,542138398.4375
300374,245883398.4375
300375,528247695.3125
300376,2327434843.75
300377,690922109.375
300378,269510292.96875
300380,127365498.046875
300381,478453203.125
300382,648338203.125
300383,1794308593.75
300384,220113496.09375
300385,290662597.65625
300386,250757695.3125
300387,288956601.5625
300388,681042265.625
300389,219437402.34375
300390,672267578.125
300393,955892968.75
300394,1088387968.75
300395,512543515.625
300396,272263203.125
300397,404619609.375
300398,563850195.3125
300399,197580703.125
300400,241814003.90625
300401,534901093.75
300402,243618496.09375
300403,427058906.25
300404,285515605.46875
300405,218823398.4375
300406,424322382.8125
300407,258921308.59375
300408,1869803906.25
300409,687492578.125
300410,367114804.6875
300411,309115507.8125
300412,467861601.5625
300413,1021699921.875
300414,313539804.6875
300415,453092109.375
300416,504954218.75
300417,83590400.390625
300418,1175323984.375
300419,367753789.0625
300420,1116274531.25
300421,230302792.96875
300422,516688007.8125
300423,333189609.375
300424,245290605.46875
300425,680738437.5
300426,400000000.0
300427,503004882.8125
300428,596761210.9375
300429,401481093.75
300430,259850507.8125
300432,1690697500.0
300433,4969700000.0
300434,342115117.1875
300435,368814218.75
300436,136722001.953125
300437,173750605.46875
300438,404164218.75
300439,292332109.375
300440,437821601.5625
300441,625934101.5625
300442,1638452343.75
300443,242774003.90625
300444,627441718.75
300445,140552001.953125
300446,373560195.3125
300447,201452792.96875
300448,642567109.375
300449,386036015.625
300450,1559414375.0
300451,1526693750.0
300452,198632207.03125
300453,359859687.5
300454,288002890.625
300455,708622421.875
300456,597448906.25
300457,634846289.0625
300458,814207734.375
300459,3287191562.5
300460,280804296.875
300461,143703300.78125
300462,138034003.90625
300463,491494218.75
300464,355142695.3125
300465,443749414.0625
300466,448872109.375
300467,170221796.875
300468,529789609.375
300469,248113808.59375
300470,197144296.875
300471,366551992.1875
300472,245945292.96875
300473,150525000.0
300474,406474101.5625
300475,450035781.25
300476,865194921.875
300477,991012968.75
300478,126672998.046875
300479,196928398.4375
300480,270161894.53125
300481,290075605.46875
300482,430073710.9375
300483,384837695.3125
300484,166352597.65625
300485,273817207.03125
300486,477005507.8125
300487,308019003.90625
300488,162253398.4375
300489,138648300.78125
300490,393252617.1875
300491,157985400.390625
300492,196681093.75
300493,506611289.0625
300494,398348085.9375
300496,369566914.0625
300497,452540195.3125
300498,5947764375.0
300499,271408398.4375
300500,167597890.625
300501,142674599.609375
300502,1254243125.0
300503,240975097.65625
300504,218251503.90625
300505,217361191.40625
300506,734696484.375
300507,774991562.5
300508,81993496.09375
300509,247103496.09375
300510,824690703.125
300511,546003007.8125
300512,323907207.03125
300513,287224296.875
300514,160258300.78125
300515,201757792.96875
300516,252000000.0
300517,126244101.5625
300518,199372500.0
300519,114100000.0
300520,282219199.21875
300521,147855000.0
300522,263105605.46875
300523,232358496.09375
300525,623345781.25
300527,1016770390.625
300528,372608007.8125
300529,512482187.5
300530,171951308.59375
300531,311608300.78125
300532,604721484.375
300533,230963105.46875
300534,302051503.90625
300535,81161000.9765625
300536,293266894.53125
300537,151840000.0
300538,120985195.3125
300539,217888203.125
300540,206727207.03125
300541,388018085.9375
300542,247581992.1875
300543,250198808.59375
300545,119558896.484375
300546,134930996.09375
300547,178223593.75
300548,272362109.375
300549,101054199.21875
300550,262300605.46875
300551,339072890.625
300552,135088095.703125
300553,84895400.390625
300554,79094902.34375
300555,197984902.34375
300556,108506503.90625
300557,155203896.484375
300558,419392695.3125
300559,311136796.875
300560,186964804.6875
300561,241057597.65625
300562,162956503.90625
300563,128145800.78125
300564,113191699.21875
300565,228205097.65625
300566,226680390.625
300567,227048906.25
300568,1208562031.25
300569,1019647968.75
300570,192192792.96875
300571,115637197.265625
300572,181277890.625
300573,274402695.3125
300575,342708203.125
300576,253396699.21875
300577,142164804.6875
300578,198216093.75
300579,260473300.78125
300580,472592500.0
300581,550109492.1875
300582,221564609.375
300583,186148906.25
300584,82109902.34375
300585,171111093.75
300586,534596484.375
300587,1052612500.0
300588,176821992.1875
300589,234428593.75
300590,357814609.375
300591,350444804.6875
300592,348868984.375
300593,448304218.75
300594,90992900.390625
300595,668494765.625
300596,224687792.96875
300597,271372207.03125
300598,216920996.09375
300599,316733906.25
300600,294234492.1875
300601,900374531.25
300602,395403906.25
300603,373931210.9375
300604,489471406.25
300605,126382597.65625
300606,117674501.953125
300607,337499414.0625
300608,304366093.75
300609,119929199.21875
300610,165577597.65625
300611,148302998.046875
300612,182010996.09375
300613,219601308.59375
300614,160440703.125
300615,153087304.6875
300616,155216201.171875
300617,138923701.171875
300618,272496699.21875
300619,146486503.90625
300620,247103203.125
300621,202529003.90625
300622,218081601.5625
300623,767356875.0
300624,171233203.125
300625,161971796.875
300626,179901503.90625
300627,653744101.5625
300628,725853906.25
300629,216788593.75
300631,121605097.65625
300632,221195605.46875
300633,260116308.59375
300634,434273515.625
300635,120414199.21875
300636,367357695.3125
300637,234487890.625
300638,530448710.9375
300639,635164414.0625
300640,220749101.5625
300641,525544804.6875
300642,137707001.953125
300643,230725996.09375
300644,88606601.5625
300645,139320400.390625
300647,456642109.375
300648,132686904.296875
300649,106114003.90625
300650,170345292.96875
300651,103377304.6875
300652,119717900.390625
300653,180000000.0
300654,352636289.0625
300655,1120233984.375
300656,132897900.390625
300657,468503906.25
300658,220843906.25
300659,189238808.59375
300660,580927890.625
300661,599029296.875
300662,196235195.3125
300663,459657109.375
300664,725179921.875
300665,218010996.09375
300666,221115800.78125
300667,172630507.8125
300668,99693896.484375
300669,182499902.34375
300670,224694199.21875
300671,220743300.78125
300672,210337695.3125
300673,160461298.828125
300674,703012031.25
300675,146666699.21875
300676,416035898.4375
300677,465613203.125
300678,291197207.03125
300679,359441289.0625
300680,226365605.46875
300681,230794804.6875
300682,1031324296.875
300683,122064003.90625
300684,204303007.8125
300685,389571601.5625
300686,258907792.96875
300687,326910800.78125
300688,148378496.09375
300689,101182197.265625
300690,110852802.734375
300691,220738105.46875
300692,513101992.1875
300693,268853007.8125
300694,216783906.25
300695,102256904.296875
300696,267093691.40625
300697,331240000.0
300698,118545898.4375
300699,821410937.5
300700,270610390.625
300701,249121796.875
300702,210410000.0
300703,166272500.0
300705,368888007.8125
300706,113830498.046875
300707,145804199.21875
300708,710014218.75
300709,149277001.953125
300710,74580000.0
300711,248426796.875
300712,186739609.375
300713,86375595.703125
300715,312958691.40625
300716,160020000.0
300717,101853398.4375
300718,196657304.6875
300719,179595097.65625
300720,171487597.65625
300721,138351699.21875
300722,276756503.90625
300723,419188789.0625
300724,287714492.1875
300725,202713398.4375
300726,214438398.4375
300727,162109003.90625
300729,328917812.5
300730,206755390.625
300731,168250898.4375
300732,370149609.375
300733,292419902.34375
300735,757416875.0
300736,124707500.0
300737,886892578.125
300738,984880468.75
300739,343158203.125
300740,361302695.3125
300741,615876601.5625
300743,127410898.4375
300745,142311503.90625
300746,223545390.625
300747,509273593.75
300748,1130031718.75
300749,157395595.703125
300750,4257012187.5
300751,192849199.21875
300752,223171992.1875
300753,87894003.90625
300755,416580898.4375
300756,191995996.09375
300757,162566796.875
300758,359741914.0625
300759,1420032031.25
300760,1211424062.5
300761,637080390.625
300762,627965781.25
300763,321594492.1875
300765,1404592968.75
300766,357932890.625
300767,239891796.875
300768,420667695.3125
300769,251757500.0
300770,227838593.75
300771,178573105.46875
300772,697875468.75
300773,734557890.625
300774,194880390.625
300775,531641015.625
300776,179312304.6875
300777,422386289.0625
300778,203605292.96875
300779,226681699.21875
300780,107533095.703125
300781,121137500.0
300782,448247500.0
300783,280282402.34375
300784,16815000.0
300785,122334296.875
300786,146394199.21875
300787,196532695.3125
300788,190151503.90625
300789,85334902.34375
300790,459373906.25
300791,257030195.3125
300792,212533691.40625
300793,372087187.5
300795,173985195.3125
300796,361142890.625
300797,378491914.0625
300798,405703593.75
300800,234306503.90625
300801,136879404.296875
300802,194716796.875
300803,605339218.75
300804,27500000.0
300805,288351308.59375
300806,316413906.25
300807,51940000.0
300808,118899599.609375
300809,150569501.953125
300810,114004501.953125
300811,332785507.8125
300812,177939707.03125
300813,76051098.6328125
300814,191430097.65625
300815,390380312.5
300816,58365297.8515625
300817,125261298.828125
300818,142129296.875
300819,134762197.265625
300820,111779599.609375
300821,1199790781.25
300822,288981992.1875
300823,84789404.296875
300824,316495292.96875
300825,484487890.625
300826,219544296.875
300827,387030000.0
300828,84369296.875
300829,156743398.4375
300830,337084804.6875
300831,184484199.21875
300832,683122265.625
300833,81253701.171875
300834,192426796.875
300835,83144199.21875
300836,63452202.1484375
300837,75593100.5859375
300838,101742597.65625
300839,289689101.5625
300840,177085097.65625
300841,118918095.703125
300842,129121396.484375
300843,160503095.703125
300844,89850898.4375
300845,143781904.296875
300846,416182109.375
300847,296010000.0
300848,253122500.0
300849,110269902.34375
300850,300785195.3125
300851,49339399.4140625
300852,154956298.828125
300853,98314003.90625
300854,113952304.6875
300855,292956093.75
300856,459735585.9375
300857,486860000.0
300858,195740195.3125
300859,155000000.0
300860,109416904.296875
300861,421864882.8125
300862,151470996.09375
300863,251120292.96875
300864,157910703.125
300865,57482202.1484375
300866,307583105.46875
300867,191627792.96875
300868,80763500.9765625
300869,264138691.40625
300870,152626298.828125
300871,201784394.53125
300872,422041718.75
300873,167511699.21875
300875,87791699.21875
300876,113402802.734375
300877,119998896.484375
300878,144124003.90625
300879,201028496.09375
300880,195116503.90625
300881,57406298.828125
300882,266326992.1875
300883,330674609.375
300884,191409902.34375
300885,167017792.96875
300886,47249399.4140625
300887,362197187.5
300888,579719804.6875
300889,146367001.953125
300890,109298603.515625
300891,333474218.75
300892,64562500.0
300893,250865000.0
300894,294071308.59375
300895,138172304.6875
300896,204451308.59375
300897,122256103.515625
300898,114730097.65625
300899,40936101.07421875
300900,256785000.0
300901,240000000.0
300902,124795400.390625
300903,328395195.3125
300904,21818601.07421875
300905,139646201.171875
300906,72189501.953125
300907,96000000.0
300908,123403496.09375
300909,122211103.515625
300910,268276093.75
300911,171342109.375
300912,85974199.21875
300913,255783906.25
300915,57539301.7578125
300916,93415800.78125
300917,169000000.0
300918,506134414.0625
300919,912495468.75
300920,86348896.484375
300921,161884902.34375
300922,126210996.09375
300923,76326601.5625
300925,349523515.625
300926,297986796.875
300927,140849199.21875
300928,53588198.2421875
300929,125360400.390625
300930,47125000.0
300931,195501406.25
300932,319191308.59375
300933,547090507.8125
300935,60259501.953125
300936,47421201.171875
300937,60985000.0
300938,295850097.65625
300939,120000000.0
300940,157479404.296875
300941,123778701.171875
300942,405077890.625
300943,133425595.703125
300945,238400292.96875
300946,75804301.7578125
300947,151077695.3125
300948,154439697.265625
300949,49736499.0234375
300950,98048496.09375
300951,151394404.296875
300952,148578203.125
300953,175050195.3125
300955,100800000.0
300956,210452402.34375
300957,421292890.625
300958,91049404.296875
300959,52328198.2421875
300960,130878300.78125
300961,151926904.296875
300962,264001894.53125
300963,340594609.375
300964,56009799.8046875
300965,54093798.828125
300966,76666699.21875
300967,124796298.828125
300968,413380000.0
300969,78275297.8515625
300970,122480595.703125
300971,92252802.734375
300972,181301093.75
300973,118564804.6875
300975,492073281.25
300976,120365898.4375
300977,94802099.609375
300978,287089199.21875
300979,1166992265.625
300980,98341396.484375
300981,392997382.8125
300982,193897109.375
300983,152810195.3125
300984,88592500.0
300985,186512500.0
300986,411634101.5625
300987,173368007.8125
300988,162101601.5625
300989,162948496.09375
300990,77763901.3671875
300991,92142001.953125
300992,78096000.9765625
300993,241855390.625
300994,116664003.90625
300995,60729702.1484375
300996,333149492.1875
300997,394591289.0625
300998,107680595.703125
300999,542647109.375
301000,229612597.65625
301001,50300000.0
301002,84985195.3125
301003,75140400.390625
301004,136107402.34375
301005,184136093.75
301006,83820898.4375
301007,151325097.65625
301008,115640703.125
301009,151035000.0
301010,108000000.0
301011,146671503.90625
301012,196960195.3125
301013,189241601.5625
301015,525556601.5625
301016,293174902.34375
301017,258695097.65625
301018,282822890.625
301019,104609501.953125
301020,146400000.0
301021,152700195.3125
301022,66766098.6328125
301023,51764702.1484375
301024,61560000.0
301025,277150703.125
301026,160032802.734375
301027,121192099.609375
301028,248324296.875
301029,461880781.25
301030,202105703.125
301031,114898701.171875
301032,159872802.734375
301033,56353701.171875
301035,363962304.6875
301036,70434101.5625
301037,67997797.8515625
301038,223080000.0
301039,1452427500.0
301040,94364101.5625
301041,78971298.828125
301042,92250996.09375
301043,56747700.1953125
301045,69716000.9765625
301046,130195000.0
301047,119580595.703125
301048,533333398.4375
301049,42826401.3671875
301050,210871093.75
301051,225837109.375
301052,80195898.4375
301053,122472998.046875
301055,156000000.0
301056,175995800.78125
301057,81017299.8046875
301058,512274296.875
301059,206510390.625
301060,360166406.25
301061,188938496.09375
301062,313243398.4375
301063,96647304.6875
301065,86287500.0
301066,233116699.21875
301067,63828901.3671875
301068,100321503.90625
301069,426774218.75
301070,84813896.484375
301071,192870996.09375
301072,67139902.34375
301073,177790800.78125
301075,80000000.0
301076,152545800.78125
301077,95402597.65625
301078,1263332734.375
301079,76933398.4375
301080,125998300.78125
301081,224457890.625
301082,272707890.625
301083,85609902.34375
301085,58911699.21875
301086,65552900.390625
301087,193991308.59375
301088,188000000.0
301089,90470097.65625
301090,1470923281.25
301091,527280000.0
301092,60939399.4140625
301093,156996796.875
301095,173020292.96875
301096,83090000.0
301097,39167199.70703125
301098,174763496.09375
301099,89780400.390625
301100,88727001.953125
301101,190898203.125
301102,406000000.0
301103,121633603.515625
301105,16437500.0
301106,142960800.78125
301107,82210703.125
301108,64833398.4375
301109,230338105.46875
301110,91118496.09375
301111,160000000.0
301112,110266601.5625
301113,71664199.21875
301115,154766699.21875
301116,448976601.5625
301117,115855000.0
301118,106281103.515625
301119,117754003.90625
301120,220199003.90625
301121,50591601.5625
301122,75640698.2421875
301123,165041601.5625
301125,175779902.34375
301126,137868300.78125
301127,654240585.9375
301128,144817802.734375
301129,66282500.0
301130,59017402.34375
301131,39154899.90234375
301132,94734404.296875
301133,111135996.09375
301135,100984101.5625
301136,274897304.6875
301137,181813398.4375
301138,68560097.65625
301139,76167099.609375
301141,44512597.65625
301148,58873100.5859375
301149,261181699.21875
301150,303839003.90625
301151,168843808.59375
301152,70979199.21875
301153,331752304.6875
301155,123258300.78125
301156,117205703.125
301157,20657800.29296875
301158,190156503.90625
301159,53015000.0
301160,110777197.265625
301161,77198300.78125
301162,121131396.484375
301163,54725600.5859375
301165,1113636328.125
301166,56420498.046875
301167,105714501.953125
301168,95313300.78125
301169,72008999.0234375
301170,33575400.390625
301171,501884609.375
301172,98766103.515625
301173,30828701.171875
301175,621880000.0
301176,164053593.75
301177,400009296.875
301178,68687597.65625
301179,237475000.0
301180,164138007.8125
301181,117235595.703125
301182,87384199.21875
301183,58698999.0234375
301185,138667402.34375
301186,107883095.703125
301187,254933496.09375
301188,267536601.5625
301189,157941298.828125
301190,143104003.90625
301191,73057700.1953125
301192,49210800.78125
301193,184181406.25
301195,87689804.6875
301196,82965898.4375
301197,108749199.21875
301198,155554404.296875
301199,179675898.4375
301200,425238085.9375
301201,108544296.875
301202,37137500.0
301203,43842500.0
301205,83745195.3125
301206,130275595.703125
301207,600648203.125
301208,66072099.609375
301209,133956201.171875
301210,60849501.953125
301211,417595195.3125
301212,93750000.0
301213,72395498.046875
301215,1322400000.0
301216,548331289.0625
301217,829015468.75
301218,70068798.828125
301219,273240097.65625
301220,77781000.9765625
301221,89340800.78125
301222,106600097.65625
301223,193127597.65625
301225,31871999.51171875
301226,108800000.0
301227,73908398.4375
301228,119440302.734375
301229,129280595.703125
301230,125615800.78125
301231,65431000.9765625
301232,62437202.1484375
301233,39376101.07421875
301234,40170600.5859375
301235,72745097.65625
301236,785709218.75
301237,58250000.0
301238,733333281.25
301239,142044101.5625
301246,170077402.34375
301248,112328701.171875
301251,75589702.1484375
301252,135708701.171875
301255,38080000.0
301256,480000000.0
301257,75318901.3671875
301258,89065000.0
301259,145059404.296875
301260,205334199.21875
301261,37483300.78125
301262,122075400.390625
301263,364303281.25
301265,169797109.375
301266,135632402.34375
301267,648444414.0625
301268,344697812.5
301269,545437617.1875
301270,94492802.734375
301272,31327500.0
301273,76980600.5859375
301275,300859199.21875
301276,72267597.65625
301277,392078398.4375
301278,51402001.953125
301279,130499697.265625
301280,57281201.171875
301281,70952001.953125
301282,176577890.625
301283,91365000.0
301285,206670000.0
301286,161287597.65625
301287,17031400.146484375
301288,78109599.609375
301289,77500898.4375
301290,79578500.9765625
301291,162605996.09375
301292,85068603.515625
301293,205986992.1875
301295,29400000.0
301296,427111796.875
301297,365283085.9375
301298,108183203.125
301299,44779199.21875
301300,39313999.0234375
301301,617781601.5625
301302,138990000.0
301303,102200000.0
301305,124295302.734375
301306,58262500.0
301307,108781298.828125
301308,281851894.53125
301309,60580898.4375
301310,60985898.4375
301311,240000000.0
301312,84773896.484375
301313,78553500.9765625
301314,18257399.90234375
301315,37000000.0
301316,391247382.8125
301317,52196699.21875
301318,93181201.171875
301319,136903603.515625
301320,114209199.21875
301321,147564101.5625
301322,96212695.3125
301323,67567001.953125
301325,143892695.3125
301326,72074902.34375
301327,174381308.59375
301328,115164101.5625
301329,59943999.0234375
301330,194321601.5625
301331,102637197.265625
301332,264840195.3125
301333,96458496.09375
301335,87496796.875
301336,40165900.87890625
301337,101933798.828125
301338,108535000.0
301339,569800000.0
301345,35029699.70703125
301348,155139199.21875
301349,112516201.171875
301353,40826899.4140625
301355,139717900.390625
301356,126697500.0
301357,95200000.0
301358,759938125.0
301359,71147001.953125
301360,34061499.0234375
301361,56336000.9765625
301362,40944699.70703125
301363,522030390.625
301365,123465595.703125
301366,116996396.484375
301367,98099199.21875
301368,120100000.0
301369,54849199.21875
301370,323748593.75
301371,77789399.4140625
301372,41170400.390625
301373,40783100.5859375
301376,193642890.625
301377,98860898.4375
301378,45914501.953125
301379,217685898.4375
301380,80738598.6328125
301381,198494902.34375
301382,236356992.1875
301383,70614199.21875
301386,45000000.0
301387,42684301.7578125
301388,72682998.046875
301389,283500000.0
301390,49056201.171875
301391,92835595.703125
301392,40795900.87890625
301393,42104799.8046875
301395,127329404.296875
301396,141507001.953125
301397,70644199.21875
301398,112001103.515625
301399,54683598.6328125
301408,228959394.53125
301413,76374799.8046875
301418,29436298.828125
301419,99158300.78125
301421,46308500.9765625
301428,70381098.6328125
301429,44021000.9765625
301439,183246894.53125
301446,31070000.0
301448,48282500.0
301449,19478599.853515625
301456,60851098.6328125
301458,117482001.953125
301459,26098999.0234375
301468,97503398.4375
301469,46058701.171875
301479,71300898.4375
301486,72453798.828125
301487,272794003.90625
301488,23415000.0
301489,69580800.78125
301491,28583400.87890625
301498,179342597.65625
301499,34563701.171875
301500,144050703.125
301501,43500000.0
301502,23586999.51171875
301503,32480000.0
301505,78191601.5625
301507,110071904.296875
301508,58836401.3671875
301509,56740898.4375
301510,279159296.875
301511,374631093.75
301512,24813400.87890625
301513,20149000.244140625
301515,65570600.5859375
301516,70175400.390625
301517,97562099.609375
301518,53498701.171875
301519,75474501.953125
301520,32698400.87890625
301522,276719199.21875
301525,69161699.21875
301526,1404392968.75
301528,31833000.48828125
301529,63566699.21875
301531,46883701.171875
301533,28436699.21875
301535,169796093.75
301536,187193300.78125
301538,43707500.0
301539,75061699.21875
301548,26235000.0
301550,205249101.5625
301551,154553701.171875
301552,30940000.0
301555,48344799.8046875
301556,29480000.0
301557,24871000.9765625
301558,219481894.53125
301559,90000000.0
301560,61060000.0
301563,19135699.462890625
301565,128010000.0
301566,211086796.875
301567,21239899.90234375
301568,47599399.4140625
301571,119166601.5625
301575,24371999.51171875
301577,18841199.951171875
301578,30120900.87890625
301580,100801503.90625
301581,48877998.046875
301584,53714301.7578125
301585,68108901.3671875
301586,52911098.6328125
301587,73452998.046875
301588,73359199.21875
301589,34465000.0
301590,17409000.244140625
301591,44694702.1484375
301592,23358400.87890625
301595,40832500.0
301596,43843300.78125
301598,17547700.1953125
301599,54700498.046875
301600,32258500.9765625
301601,84480000.0
301602,208499394.53125
301603,37732500.0
301606,164998808.59375
301607,151791298.828125
301608,59506401.3671875
301609,36648000.48828125
301611,146582695.3125
301613,83901298.828125
301616,28401799.31640625
301617,68952001.953125
301618,48151401.3671875
301622,64659399.4140625
301626,52618999.0234375
301628,27875800.78125
301629,19196099.853515625
301630,10000000.0
301631,43594399.4140625
301632,73262001.953125
301633,25510600.5859375
301636,37748400.87890625
301638,250234003.90625
301656,203629003.90625
301658,97416699.21875
301662,44592001.953125
301665,104170000.0
301666,26516298.828125
301667,22494499.51171875
301668,24328601.07421875
