rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.07549672605037,81.24878550606063,000070,特发信息,bottom_area,2024-01-12,7.4,2024-01-10,7.3,1.3698630136986376,3.2876712328767157,29.604628736740597,False,-1.4647,0.8903,2,2,2,100.0,34.04340417899739,50.60532687651331,13.63013698630136,1.3698630136986376,历史2/2次成功; 当前距低点1.37%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
12,79.43609812158418,70.22072272638248,002632,道明光学,bottom_area,2024-01-12,8.02,2024-01-11,7.95,0.8805031446540804,4.276729559748415,31.876606683804624,False,-2.9056,6.0693,1,1,1,100.0,25.259515570934255,25.259515570934255,14.11949685534592,0.8805031446540804,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
13,79.40273128721506,70.50984327923094,605218,伟时电子,bottom_area,2024-01-12,20.71,2024-01-12,20.48,1.123046875000002,5.273437499999992,29.887024991441287,False,-2.9522,3.9121,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,13.876953124999996,1.123046875000002,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
14,78.5344453610682,68.89841678686722,002862,实丰文化,bottom_area,2024-01-12,16.96,2024-01-12,16.88,0.47393364928911047,7.345971563981054,32.45298119247699,False,-6.8132,22.0604,1,1,1,100.0,23.381642512077295,23.381642512077295,14.52606635071089,0.47393364928911047,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
15,77.77085036624786,71.32618447246186,001366,播恩集团,bottom_area,2024-01-12,15.5,2024-01-11,15.07,2.8533510285335084,4.512276045122759,27.478344562078927,False,-0.2574,10.0694,1,1,1,100.0,15.547445255474459,15.547445255474459,12.14664897146649,2.8533510285335084,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
16,77.70688298452404,72.61996317142464,002041,登海种业,bottom_area,2024-01-12,12.37,2024-01-10,11.91,3.862300587741386,5.793450881612086,29.484902309058615,False,-0.8019,0.5327,2,2,2,100.0,18.2043468358871,21.395106715252467,11.137699412258614,3.862300587741386,历史2/2次成功; 当前距低点3.86%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
17,72.67282659492786,67.01672318718927,002095,生意宝,bottom_area,2024-01-12,17.37,2024-01-10,16.84,3.147268408551076,7.422802850356295,30.240265120132566,True,-2.251,1.6836,2,3,2,66.66666666666666,25.67649726891973,33.84030418250951,11.852731591448922,3.147268408551076,历史2/3次成功; 当前距低点3.15%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
18,71.55767030332456,62.57751352813852,603286,日盈电子,bottom_area,2024-01-12,23.17,2024-01-11,23.1,0.30303030303030426,3.0735930735930617,31.37254901960783,False,-1.3623,2.3508,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,14.696969696969694,0.30303030303030426,历史2/3次成功; 当前距低点0.30%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
19,69.73609972302918,61.781434754185014,002660,茂硕电源,bottom_area,2024-01-12,10.12,2024-01-10,10.02,0.9980039920159646,3.9920159680638756,31.275720164609055,False,-2.0329,7.5377,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,14.001996007984035,0.9980039920159646,历史2/3次成功; 当前距低点1.00%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
20,68.3907607366133,60.36054607618235,688079,美迪凯,bottom_area,2024-01-12,10.14,2024-01-12,10.06,0.7952286282306169,3.0815109343936253,28.55113636363636,False,-2.6871,2.7407,2,4,2,50.0,29.53584595993638,30.064655172413808,14.20477137176938,0.7952286282306169,历史2/4次成功; 当前距低点0.80%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
21,65.76368443042949,60.82545828781323,300454,深信服,bottom_area,2024-01-12,65.3,2024-01-10,63.21,3.3064388546116064,5.995886726783736,30.52319191030996,False,-0.9556,1.0718,2,4,2,50.0,22.979241270579003,29.49391262831224,11.693561145388392,3.3064388546116064,历史2/4次成功; 当前距低点3.31%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
22,65.41402370516701,61.71831615120277,002146,荣盛发展,bottom_area,2024-01-12,1.67,2024-01-10,1.6,4.37499999999999,6.874999999999992,27.927927927927932,False,0.6024,2.6198,2,4,2,50.0,18.404925544100795,19.587628865979376,10.625000000000009,4.37499999999999,历史2/4次成功; 当前距低点4.37%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
23,65.1266093498496,58.360283420590996,600986,浙文互联,bottom_area,2024-01-12,5.05,2024-01-10,4.97,1.6096579476861181,4.828973843058355,30.489510489510497,False,-2.3211,2.4927,1,2,1,50.0,22.25969645868466,22.25969645868466,13.39034205231388,1.6096579476861181,历史1/2次成功; 当前距低点1.61%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
24,65.11015501015167,58.210759227782596,688072,拓荆科技,bottom_area,2024-01-12,198.09,2024-01-10,195.19,1.4857318510169608,5.794354218966137,27.643090154211148,False,-0.9996,1.2626,1,2,1,50.0,19.9367088607595,19.9367088607595,13.514268148983039,1.4857318510169608,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
25,65.06758006261693,58.62272182474162,002284,亚太股份,bottom_area,2024-01-12,8.05,2024-01-10,7.9,1.8987341772151944,5.69620253164556,30.457746478873233,False,-2.0681,1.3989,1,2,1,50.0,27.214170692431566,27.214170692431566,13.101265822784805,1.8987341772151944,历史1/2次成功; 当前距低点1.90%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
26,64.95658872689859,57.7411056791993,301360,荣旗科技,bottom_area,2024-01-12,66.98,2024-01-12,66.2,1.1782477341389743,5.438066465256789,32.95523597326311,False,-4.1225,9.3946,1,2,1,50.0,23.857583403420236,23.857583403420236,13.821752265861026,1.1782477341389743,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
27,62.157696437435625,56.87303398728929,601777,千里科技,bottom_area,2024-01-12,3.39,2024-01-08,3.3,2.7272727272727364,4.242424242424246,28.41648590021693,False,-0.5865,0.2688,1,2,1,50.0,27.96352583586626,27.96352583586626,12.272727272727263,2.7272727272727364,历史1/2次成功; 当前距低点2.73%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
28,61.18080687151299,53.84408678651642,603039,泛微网络,bottom_area,2024-01-12,40.68,2024-01-10,40.42,0.6432459178624393,4.057397328055419,28.320624224153217,False,-1.3818,0.3849,1,2,1,50.0,25.971438060445035,25.971438060445035,14.35675408213756,0.6432459178624393,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
29,61.135819039753535,53.69844133599771,300451,创业慧康,bottom_area,2024-01-12,5.61,2024-01-12,5.58,0.5376344086021551,2.688172043010759,29.89949748743718,False,-2.2648,1.5421,1,2,1,50.0,23.89380530973452,23.89380530973452,14.462365591397845,0.5376344086021551,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
30,58.98136961621378,54.37668578369625,603306,华懋科技,bottom_area,2024-01-12,23.37,2024-01-11,22.66,3.1332744924977973,5.8693733451014936,27.603833865814696,False,-0.4685,1.828,1,2,1,50.0,19.519094766619503,19.519094766619503,11.866725507502201,3.1332744924977973,历史1/2次成功; 当前距低点3.13%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
31,58.711764873848445,54.76600737661731,688111,金山办公,bottom_area,2024-01-12,257.33,2024-01-10,248.0,3.7620967741935423,6.346774193548391,29.541451218819255,False,0.2454,0.5149,1,4,1,25.0,27.68058076225045,27.68058076225045,11.237903225806457,3.7620967741935423,历史1/4次成功; 当前距低点3.76%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
32,56.45720953778883,51.94418451387779,300678,中科信息,bottom_area,2024-01-12,26.91,2024-01-10,26.12,3.024502297090349,6.8147013782542025,29.09880564603692,False,-2.6059,1.9257,1,3,1,33.33333333333333,24.552238805970156,24.552238805970156,11.97549770290965,3.024502297090349,历史1/3次成功; 当前距低点3.02%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
