rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.58888331068871,83.15443023861991,001328,登康口腔,bottom_area,2026-04-07,31.65,44.35,2026-04-07,31.27,1.2152222577550336,2.078669651423096,29.492671927846676,28.63585118376551,False,0.1582,1.3113,1,1,1,100.0,36.58675799086758,36.58675799086758,18.78477774224497,1.2152222577550336,历史1/1次成功; 当前距低点1.22%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
23,83.19515818623086,75.65673228070993,603535,嘉诚国际,bottom_area,2026-04-07,8.33,11.77,2026-03-23,7.95,4.779874213836476,8.30188679245282,32.4553950722175,29.2268479184367,True,1.3382,0.4232,1,1,1,100.0,30.778739184178,30.778739184178,15.220125786163525,4.779874213836476,历史1/1次成功; 当前距低点4.78%; 最新日涨幅1.34%; 状态bottom_area; 底部已确认
24,83.0527790812946,75.04130567976199,002088,鲁阳节能,bottom_area,2026-04-07,9.91,13.93,2026-03-23,9.49,4.425711275026343,9.272918861959948,31.873653984206747,28.858578607322322,True,2.1649,0.436,1,1,1,100.0,23.128641864634695,23.128641864634695,15.574288724973659,4.425711275026343,历史1/1次成功; 当前距低点4.43%; 最新日涨幅2.16%; 状态bottom_area; 底部已确认
25,82.54973266909491,72.1994806801035,002829,星网宇达,bottom_area,2026-04-07,21.75,29.86,2026-03-24,21.19,2.6427560169891393,8.966493629070309,29.03549899531145,27.160080375083723,True,0.7878,2.0332,3,5,3,60.0,22.66109891848788,24.36974789915967,17.35724398301086,2.6427560169891393,历史3/5次成功; 当前距低点2.64%; 最新日涨幅0.79%; 状态bottom_area; 底部已确认
26,82.33186580127587,69.74821210414774,300085,银之杰,bottom_area,2026-04-07,33.7,46.9,2026-04-07,33.4,0.8982035928143841,3.502994011976053,28.78464818763326,28.144989339019183,False,-0.7948,3.3034,1,1,1,100.0,22.936109117013643,22.936109117013643,19.101796407185617,0.8982035928143841,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
27,82.19184604106637,71.93799718813125,002457,青龙管业,bottom_area,2026-04-07,10.72,15.04,2026-04-03,10.44,2.681992337164762,3.927203065134101,30.585106382978722,28.72340425531914,False,2.2901,2.0713,2,3,2,66.66666666666666,33.152005646237896,42.51290877796902,17.31800766283524,2.681992337164762,历史2/3次成功; 当前距低点2.68%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
28,81.43661080988562,70.22299171416775,002045,国光电器,bottom_area,2026-04-07,11.46,16.38,2026-03-23,11.25,1.866666666666674,6.222222222222216,31.318681318681314,30.03663003663003,False,0.4382,0.7292,4,8,4,50.0,33.38167588262236,40.89958158995815,18.133333333333326,1.866666666666674,历史4/8次成功; 当前距低点1.87%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
29,78.69626770316835,66.9784974460446,002765,蓝黛科技,bottom_area,2026-04-07,9.66,13.66,2026-04-07,9.55,1.1518324607329782,1.4659685863874217,30.087847730600288,29.282576866764277,False,0.3115,1.215,2,5,2,40.0,28.84234116406334,29.470802919708017,18.84816753926702,1.1518324607329782,历史2/5次成功; 当前距低点1.15%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
30,77.74150710641989,68.3245954699143,300593,新雷能,bottom_area,2026-04-07,23.0,30.88,2026-03-30,22.35,2.908277404921694,7.829977628635346,27.623056994818647,25.5181347150259,True,1.277,2.1433,2,4,2,50.0,26.74982770503102,28.000000000000007,17.091722595078306,2.908277404921694,历史2/4次成功; 当前距低点2.91%; 最新日涨幅1.28%; 状态bottom_area; 底部已确认
31,77.49186075407724,66.33010513188428,688225,亚信安全,bottom_area,2026-04-07,15.95,23.2,2026-04-03,15.72,1.463104325699737,4.707379134860052,32.241379310344826,31.25,False,0.8217,0.4864,2,5,2,40.0,29.171951583224075,36.786114221724524,18.536895674300265,1.463104325699737,历史2/5次成功; 当前距低点1.46%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
32,76.30961065365456,65.00888888888889,002049,紫光国微,bottom_area,2026-04-07,65.58,89.11,2026-04-03,64.8,1.2037037037037055,2.438271604938269,27.280888789137027,26.40556615419145,False,1.0166,0.9818,1,3,1,33.33333333333333,67.71058315334776,67.71058315334776,18.796296296296294,1.2037037037037055,历史1/3次成功; 当前距低点1.20%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
33,76.29950126387519,68.42185185185187,002356,赫美集团,bottom_area,2026-04-07,3.37,4.71,2026-04-03,3.24,4.012345679012342,5.864197530864196,31.21019108280254,28.450106157112526,False,3.6923,2.8222,2,4,2,50.0,50.08919076532538,69.37669376693766,15.98765432098766,4.012345679012342,历史2/4次成功; 当前距低点4.01%; 最新日涨幅3.69%; 状态bottom_area; 底部未确认
34,75.90153944274834,68.7800929464445,002017,东信和平,bottom_area,2026-04-07,18.93,25.2,2026-03-23,18.1,4.585635359116012,7.40331491712707,28.17460317460317,24.88095238095238,True,1.1218,1.9698,2,4,2,50.0,49.75990088832793,50.390015600624025,15.414364640883987,4.585635359116012,历史2/4次成功; 当前距低点4.59%; 最新日涨幅1.12%; 状态bottom_area; 底部已确认
35,75.779070694983,65.95458555501695,688232,新点软件,bottom_area,2026-04-07,21.12,30.57,2026-04-03,20.63,2.375181774115376,4.895782840523517,32.51553810925745,30.912659470068693,False,1.7341,0.5963,1,2,1,50.0,51.87398153177622,51.87398153177622,17.624818225884624,2.375181774115376,历史1/2次成功; 当前距低点2.38%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
36,75.56877234866577,64.5048360655738,002093,国脉科技,bottom_area,2026-04-07,9.27,12.83,2026-03-23,9.15,1.3114754098360568,6.120218579234978,28.68277474668745,27.747466874512867,False,0.9804,0.7159,1,4,1,25.0,52.409638554216855,52.409638554216855,18.688524590163944,1.3114754098360568,历史1/4次成功; 当前距低点1.31%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
37,75.54041734953475,68.61736929349014,300539,横河精密,bottom_area,2026-04-07,26.86,35.9,2026-03-23,25.65,4.717348927875247,9.746588693957117,28.551532033426184,25.181058495821723,True,1.435,1.8841,3,5,3,60.0,28.832929295944616,39.25845147219192,15.282651072124754,4.717348927875247,历史3/5次成功; 当前距低点4.72%; 最新日涨幅1.44%; 状态bottom_area; 底部已确认
38,75.08517398854201,63.36456146350131,603232,格尔软件,bottom_area,2026-04-07,19.03,26.53,2026-04-03,18.9,0.6878306878307013,2.9629629629629752,28.75989445910291,28.26988315114964,False,0.1052,2.4635,3,7,3,42.857142857142854,37.37304763616524,48.01488833746897,19.3121693121693,0.6878306878307013,历史3/7次成功; 当前距低点0.69%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
39,74.96116949431747,64.65074129963219,002241,歌尔股份,bottom_area,2026-04-07,22.26,31.86,2026-03-30,21.85,1.8764302059496574,5.629290617848955,31.41870684243565,30.131826741996225,False,0.2251,1.0077,1,2,1,50.0,36.8763557483731,36.8763557483731,18.123569794050344,1.8764302059496574,历史1/2次成功; 当前距低点1.88%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
40,73.84117953784117,63.17523138237525,001258,立新能源,bottom_area,2026-04-07,8.47,12.33,2026-04-07,8.35,1.437125748503006,2.5149700598802496,32.27899432278994,31.30575831305758,False,0.3555,2.3987,1,2,1,50.0,23.55848434925864,23.55848434925864,18.562874251496993,1.437125748503006,历史1/2次成功; 当前距低点1.44%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
41,73.70777189157643,63.18454912956789,300397,天和防务,bottom_area,2026-04-07,11.18,15.14,2026-04-03,11.01,1.5440508628519523,4.268846503178934,27.27873183619551,26.155878467635407,False,0.9937,1.8024,1,4,1,25.0,45.75260804769001,45.75260804769001,18.455949137148046,1.5440508628519523,历史1/4次成功; 当前距低点1.54%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
42,73.62381126418623,63.3507213203463,002605,姚记科技,bottom_area,2026-04-07,20.35,27.66,2026-03-23,20.0,1.750000000000007,5.9999999999999964,27.69342010122921,26.428054953000718,False,0.2463,0.8169,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,18.249999999999993,1.750000000000007,历史2/6次成功; 当前距低点1.75%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
43,73.25283687968869,63.52526616240901,002292,奥飞娱乐,bottom_area,2026-04-07,7.51,10.88,2026-03-24,7.35,2.1768707482993217,7.346938775510205,32.44485294117648,30.97426470588236,True,2.038,1.588,1,2,1,50.0,25.31468531468532,25.31468531468532,17.823129251700678,2.1768707482993217,历史1/2次成功; 当前距低点2.18%; 最新日涨幅2.04%; 状态bottom_area; 底部已确认
44,72.95883857093798,62.88049290289124,001322,箭牌家居,bottom_area,2026-04-07,7.2,9.77,2026-04-07,7.07,1.838755304101837,2.6874115983026803,27.635619242579317,26.305015353121796,False,0.9818,0.4836,1,2,1,50.0,26.897069872276486,26.897069872276486,18.161244695898166,1.838755304101837,历史1/2次成功; 当前距低点1.84%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
45,72.95552332561914,61.629688121784376,002117,东港股份,bottom_area,2026-04-07,9.49,12.99,2026-04-03,9.42,0.743099787685778,4.883227176220816,27.48267898383372,26.943802925327176,False,0.6363,0.9507,1,2,1,50.0,46.5804066543438,46.5804066543438,19.256900212314225,0.743099787685778,历史1/2次成功; 当前距低点0.74%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
46,72.92252531651118,62.39123828657813,600185,珠免集团,bottom_area,2026-04-07,5.64,8.28,2026-04-03,5.56,1.4388489208633108,2.158273381294966,32.850241545893724,31.88405797101449,False,1.4388,0.7514,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,18.56115107913669,1.4388489208633108,历史1/3次成功; 当前距低点1.44%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
47,72.77032358640713,64.60028725686273,000676,智度股份,bottom_area,2026-04-07,7.48,9.97,2026-03-23,7.23,3.457814661134163,7.1922544951590535,27.482447342026077,24.97492477432297,True,1.4925,0.7539,2,5,2,40.0,35.12959507660551,39.937597503900164,16.54218533886584,3.457814661134163,历史2/5次成功; 当前距低点3.46%; 最新日涨幅1.49%; 状态bottom_area; 底部已确认
48,72.40807717155005,64.60532837105677,000767,晋控电力,bottom_area,2026-04-07,3.61,5.12,2026-04-07,3.48,3.735632183908043,4.02298850574713,32.03125,29.492187500000007,False,2.849,5.19,2,4,2,50.0,26.089084679393054,29.955947136563882,16.26436781609196,3.735632183908043,历史2/4次成功; 当前距低点3.74%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
49,71.48816623808115,61.391654439666056,001282,三联锻造,bottom_area,2026-04-07,19.19,26.24,2026-03-23,18.88,1.6419491525423853,7.468220338983052,28.048780487804876,26.867378048780477,False,0.6293,2.4024,1,4,1,25.0,37.31343283582089,37.31343283582089,18.358050847457616,1.6419491525423853,历史1/4次成功; 当前距低点1.64%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
50,71.02542581023364,60.166902064809456,600325,华发股份,bottom_area,2026-04-07,3.38,4.6,2026-04-07,3.35,0.8955223880596956,1.4925373134328304,27.173913043478255,26.521739130434778,False,0.2967,0.9972,2,5,2,40.0,28.917704890244938,32.553606237816766,19.104477611940304,0.8955223880596956,历史2/5次成功; 当前距低点0.90%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
51,70.64430154716867,59.97194023823946,000625,长安汽车,bottom_area,2026-04-07,9.98,13.84,2026-03-30,9.88,1.0121457489878507,3.1376518218623346,28.612716763005775,27.89017341040462,False,-0.4985,0.4016,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.987854251012152,1.0121457489878507,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
52,70.25365392157619,61.65494849346804,300676,华大基因,bottom_area,2026-04-07,39.25,55.07,2026-03-23,38.17,2.8294472098506636,10.400838354728842,30.68821499909206,28.727074632286183,True,0.358,0.7363,1,2,1,50.0,23.258538343696497,23.258538343696497,17.170552790149337,2.8294472098506636,历史1/2次成功; 当前距低点2.83%; 最新日涨幅0.36%; 状态bottom_area; 底部已确认
53,69.45594370965203,59.371005747126446,002698,博实股份,bottom_area,2026-04-07,13.14,18.45,2026-03-30,12.96,1.3888888888888866,4.089506172839501,29.756097560975604,28.780487804878042,False,0.6897,0.4209,1,4,1,25.0,23.3477011494253,23.3477011494253,18.611111111111114,1.3888888888888866,历史1/4次成功; 当前距低点1.39%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
54,69.30409018805457,59.83905357668533,600383,金地集团,bottom_area,2026-04-07,2.63,3.65,2026-04-03,2.58,1.937984496124024,3.48837209302325,29.31506849315068,27.945205479452056,False,1.5444,0.9723,1,4,1,25.0,32.594936708860764,32.594936708860764,18.062015503875976,1.937984496124024,历史1/4次成功; 当前距低点1.94%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
55,68.77234100527775,59.26787434020759,301315,威士顿,bottom_area,2026-04-07,47.18,64.35,2026-04-03,46.33,1.8346643643427616,4.316857327865314,28.003108003108,26.682206682206676,False,1.6153,1.9395,1,3,1,33.33333333333333,26.868686868686865,26.868686868686865,18.16533563565724,1.8346643643427616,历史1/3次成功; 当前距低点1.83%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
56,67.33828899917536,61.40006659599467,600121,郑州煤电,bottom_area,2026-04-07,4.26,5.69,2026-04-07,4.06,4.926108374384242,5.665024630541883,28.646748681898078,25.131810193321623,False,1.4286,4.909,3,6,3,50.0,23.44942843865986,29.452054794520542,15.07389162561576,4.926108374384242,历史3/6次成功; 当前距低点4.93%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
57,67.20918518202343,56.59121280843391,300520,科大国创,bottom_area,2026-04-07,33.78,46.36,2026-04-07,33.59,0.5656445370645957,1.9648704971717672,27.545297670405517,27.135461604831747,False,-0.0296,2.2119,2,5,2,40.0,28.123023402909546,32.59013282732449,19.434355462935404,0.5656445370645957,历史2/5次成功; 当前距低点0.57%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
58,67.08432341999712,59.719457364341096,600318,新力金融,bottom_area,2026-04-07,7.46,10.23,2026-04-03,7.2,3.611111111111108,5.972222222222219,29.61876832844575,27.077223851417404,False,3.3241,3.532,1,2,1,50.0,31.627906976744185,31.627906976744185,16.388888888888893,3.611111111111108,历史1/2次成功; 当前距低点3.61%; 最新日涨幅3.32%; 状态bottom_area; 底部未确认
59,66.54639958382907,59.418918932532335,603681,永冠新材,bottom_area,2026-04-07,17.04,22.83,2026-03-24,16.42,3.7758830694275116,8.282582216808764,28.077091546211115,25.36136662286465,True,1.308,3.0583,1,2,1,50.0,22.83834586466165,22.83834586466165,16.224116930572492,3.7758830694275116,历史1/2次成功; 当前距低点3.78%; 最新日涨幅1.31%; 状态bottom_area; 底部已确认
60,66.41605192678146,60.613801419183076,605337,李子园,bottom_area,2026-04-07,10.76,14.95,2026-03-23,10.25,4.975609756097559,8.19512195121951,31.438127090301,28.026755852842804,True,1.4138,0.5044,2,5,2,40.0,32.30210571551354,37.98882681564246,15.024390243902442,4.975609756097559,历史2/5次成功; 当前距低点4.98%; 最新日涨幅1.41%; 状态bottom_area; 底部已确认
61,65.75377991757207,58.02564304832912,600363,联创光电,bottom_area,2026-04-07,49.39,67.58,2026-03-23,47.89,3.1321779077051572,8.060137815827938,29.135839005622966,26.91624741047647,True,0.1622,1.0402,1,3,1,33.33333333333333,26.901480347115875,26.901480347115875,16.867822092294844,3.1321779077051572,历史1/3次成功; 当前距低点3.13%; 最新日涨幅0.16%; 状态bottom_area; 底部已确认
62,65.63253757760911,55.56026191980023,688027,国盾量子,bottom_area,2026-04-07,519.6,746.0,2026-04-07,515.18,0.8579525602702109,3.193058736752212,30.94101876675604,30.348525469168898,False,-1.5312,1.8043,2,6,2,33.33333333333333,40.60785174130632,54.833310085088584,19.14204743972979,0.8579525602702109,历史2/6次成功; 当前距低点0.86%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
63,65.40014176330696,55.30532983483384,688114,华大智造,bottom_area,2026-04-07,47.85,69.85,2026-04-07,47.47,0.8005055824731464,2.738571729513386,32.04008589835361,31.496062992125978,False,-0.8085,0.4666,2,5,2,40.0,24.08861592942264,27.745919717688572,19.199494417526854,0.8005055824731464,历史2/5次成功; 当前距低点0.80%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
64,64.9360158779884,54.90937666053542,300458,全志科技,bottom_area,2026-04-07,32.88,48.2,2026-04-03,32.62,0.7970570202330017,2.6977314530962677,32.323651452282164,31.784232365145225,False,0.7662,1.1525,1,6,1,16.666666666666664,50.49354593773728,50.49354593773728,19.202942979767,0.7970570202330017,历史1/6次成功; 当前距低点0.80%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
65,64.83209630789257,54.67271889732608,002373,千方科技,bottom_area,2026-04-07,9.31,13.46,2026-04-07,9.25,0.648648648648654,2.486486486486491,31.27786032689451,30.832095096582467,False,-0.9574,1.0933,1,2,1,50.0,30.49267643142478,30.49267643142478,19.351351351351347,0.648648648648654,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
66,63.34381290940344,56.51566735463083,600435,北方导航,bottom_area,2026-04-07,14.17,18.81,2026-03-23,13.66,3.733528550512444,10.102489019033667,27.379053694843165,24.667729930887823,True,-0.0705,0.8773,1,2,1,50.0,29.183400267737625,29.183400267737625,16.266471449487558,3.733528550512444,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-0.07%; 状态bottom_area; 底部已确认
67,63.29933225735077,56.6238135177205,603767,中马传动,bottom_area,2026-04-07,18.22,25.0,2026-03-23,17.54,3.8768529076396794,9.749144811858613,29.840000000000007,27.120000000000005,True,0.5519,0.5831,1,4,1,25.0,29.881925522252505,29.881925522252505,16.12314709236032,3.8768529076396794,历史1/4次成功; 当前距低点3.88%; 最新日涨幅0.55%; 状态bottom_area; 底部已确认
68,63.24839267333222,53.52410424181415,603017,中衡设计,bottom_area,2026-04-07,13.21,17.95,2026-04-07,13.1,0.8396946564885589,6.259541984732826,27.019498607242337,26.406685236768794,False,-9.1472,12.7087,1,2,1,50.0,36.87423687423689,36.87423687423689,19.160305343511443,0.8396946564885589,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-9.15%; 状态bottom_area; 底部未确认
