rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.22650222597278,80.64518561391539,688183,生益电子,bottom_area,2022-09-20,9.65,2022-09-19,9.51,1.4721345951629923,2.73396424815983,28.28054298642534,False,1.153,0.2899,1,1,1,100.0,26.24544349939247,26.24544349939247,13.527865404837009,1.4721345951629923,历史1/1次成功; 当前距低点1.47%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
12,82.64597808611127,72.649042491915,688018,乐鑫科技,bottom_area,2022-09-20,85.0,2022-09-19,84.51,0.5798130398769316,3.1120577446455986,27.769230769230763,False,-1.1053,0.6685,1,1,1,100.0,34.629119477604306,34.629119477604306,14.420186960123068,0.5798130398769316,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
13,81.79433793405374,75.37600951374206,603186,华正新材,bottom_area,2022-09-20,21.55,2022-09-19,20.9,3.1100478468899624,3.7320574162679483,29.795095733960363,False,1.8913,1.0108,1,1,1,100.0,17.994186046511643,17.994186046511643,11.889952153110036,3.1100478468899624,历史1/1次成功; 当前距低点3.11%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
14,81.3698326821289,76.15529868749236,688280,精进电动,bottom_area,2022-09-20,9.23,2022-09-19,8.88,3.9414414414414374,5.292792792792779,29.411764705882348,False,3.3595,1.7414,1,1,1,100.0,32.37518910741301,32.37518910741301,11.058558558558563,3.9414414414414374,历史1/1次成功; 当前距低点3.94%; 最新日涨幅3.36%; 状态bottom_area; 底部未确认
15,79.9365,69.51,002110,三钢闽光,bottom_area,2022-09-20,5.06,2022-09-19,5.06,0.0,2.7667984189723436,31.897711978465683,False,-0.1972,0.1789,1,1,1,100.0,22.90322580645161,22.90322580645161,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
16,79.84499881981512,70.06168624637547,600126,杭钢股份,bottom_area,2022-09-20,4.15,2022-09-19,4.13,0.48426150121066497,2.421307506053282,27.670753064798596,False,-0.7177,0.2651,1,1,1,100.0,19.54732510288064,19.54732510288064,14.515738498789336,0.48426150121066497,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
17,78.96587573915431,75.31218161366613,300484,蓝海华腾,bottom_area,2022-09-20,11.44,2022-09-19,10.9,4.954128440366964,5.596330275229352,28.52459016393442,False,3.6232,1.787,2,2,2,100.0,23.589217514531214,28.708133971291865,10.045871559633035,4.954128440366964,历史2/2次成功; 当前距低点4.95%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
18,78.80587894776373,74.18805126686689,002012,凯恩股份,bottom_area,2022-09-20,5.39,2022-09-19,5.17,4.255319148936165,4.255319148936165,31.523178807947016,False,2.4715,2.2903,1,1,1,100.0,25.646123260437374,25.646123260437374,10.744680851063833,4.255319148936165,历史1/1次成功; 当前距低点4.26%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
19,78.01329425052087,73.11341289509521,603192,汇得科技,bottom_area,2022-09-20,19.95,2022-09-19,19.18,4.014598540145983,4.848800834202293,27.595318988297468,False,3.0475,0.8186,1,1,1,100.0,16.917728852838945,16.917728852838945,10.985401459854016,4.014598540145983,历史1/1次成功; 当前距低点4.01%; 最新日涨幅3.05%; 状态bottom_area; 底部未确认
20,76.51935772711269,69.92305644736898,002316,亚联发展,bottom_area,2022-09-20,3.09,2022-09-20,3.01,2.657807308970102,3.3222591362126277,27.990430622009573,False,0.0,3.843,2,3,2,66.66666666666666,22.022529275022272,24.890829694323134,12.342192691029897,2.657807308970102,历史2/3次成功; 当前距低点2.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,70.84821298121585,64.39026319131852,603229,奥翔药业,bottom_area,2022-09-20,25.52,2022-09-19,24.93,2.3666265543521856,4.011231448054553,28.669527896995717,False,2.2026,1.6767,1,2,1,50.0,41.48479427549196,41.48479427549196,12.633373445647814,2.3666265543521856,历史1/2次成功; 当前距低点2.37%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
22,69.25321865899325,62.645012851940706,688079,美迪凯,bottom_area,2022-09-20,9.66,2022-09-19,9.46,2.1141649048625717,3.0655391120507307,29.13857677902621,False,1.5773,0.3106,1,2,1,50.0,29.007036747458958,29.007036747458958,12.885835095137427,2.1141649048625717,历史1/2次成功; 当前距低点2.11%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
23,65.27530897925647,61.70522118228159,600367,红星发展,bottom_area,2022-09-20,19.6,2022-09-19,18.76,4.477611940298506,5.7569296375266426,27.483571704677228,False,3.5394,3.1484,2,4,2,50.0,19.59234626968914,24.161490683229793,10.522388059701493,4.477611940298506,历史2/4次成功; 当前距低点4.48%; 最新日涨幅3.54%; 状态bottom_area; 底部未确认
24,64.58848863636364,59.536875,000545,金浦钛业,bottom_area,2022-09-20,3.96,2022-09-19,3.84,3.1250000000000027,3.645833333333337,28.22429906542056,False,2.5907,1.4446,1,2,1,50.0,24.6875,24.6875,11.874999999999996,3.1250000000000027,历史1/2次成功; 当前距低点3.13%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
25,63.98404480080184,56.67369230769233,601686,友发集团,bottom_area,2022-09-20,6.14,2022-09-19,6.08,0.9868421052631514,2.796052631578946,28.722157092614296,False,0.491,0.4264,1,2,1,50.0,22.923076923076927,22.923076923076927,14.013157894736846,0.9868421052631514,历史1/2次成功; 当前距低点0.99%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
26,63.46971418836277,58.47048750655253,300543,朗科智能,bottom_area,2022-09-20,9.0,2022-09-19,8.73,3.092783505154634,3.321878579610529,30.159999999999997,False,2.2727,0.7726,1,2,1,50.0,18.559322033898297,18.559322033898297,11.907216494845366,3.092783505154634,历史1/2次成功; 当前距低点3.09%; 最新日涨幅2.27%; 状态bottom_area; 底部未确认
27,63.02459228306399,57.765502645502664,000421,南京公用,bottom_area,2022-09-20,5.47,2022-09-19,5.32,2.819548872180441,4.323308270676683,27.520435967302447,False,1.6729,3.1694,1,3,1,33.33333333333333,30.864197530864196,30.864197530864196,12.180451127819559,2.819548872180441,历史1/3次成功; 当前距低点2.82%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
28,62.254284101125954,55.549377966651434,688202,美迪西,bottom_area,2022-09-20,235.56,2022-09-19,232.35,1.3815364751452583,4.140305573488274,29.26725318883376,False,-0.5446,1.63,1,3,1,33.33333333333333,23.795418261555337,23.795418261555337,13.61846352485474,1.3815364751452583,历史1/3次成功; 当前距低点1.38%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
29,62.073828437512326,56.23834432234433,001202,炬申股份,bottom_area,2022-09-20,13.95,2022-09-19,13.65,2.19780219780219,3.296703296703291,27.161152614727847,False,1.4545,4.7185,1,3,1,33.33333333333333,15.03225806451612,15.03225806451612,12.80219780219781,2.19780219780219,历史1/3次成功; 当前距低点2.20%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
30,61.660070869350136,54.90892943279819,688026,洁特生物,bottom_area,2022-09-20,31.0,2022-09-20,30.61,1.27409343351846,3.2015681149951014,29.599816007359703,False,-0.6092,0.463,1,4,1,25.0,20.423991726990696,20.423991726990696,13.725906566481537,1.27409343351846,历史1/4次成功; 当前距低点1.27%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
31,61.04192100095176,57.29560182375548,600196,复星医药,bottom_area,2022-09-20,32.27,2022-09-14,31.0,4.096774193548397,10.516129032258057,31.049822064056944,True,0.2485,0.7048,1,2,1,50.0,15.356166586267886,15.356166586267886,10.903225806451603,4.096774193548397,历史1/2次成功; 当前距低点4.10%; 最新日涨幅0.25%; 状态bottom_area; 底部已确认
32,58.31387486864953,51.02045850527281,688027,国盾量子,bottom_area,2022-09-20,91.5,2022-09-20,91.2,0.3289473684210495,1.9736842105263126,28.749999999999996,False,-0.3159,0.5826,1,3,1,33.33333333333333,26.382393397524062,26.382393397524062,14.671052631578952,0.3289473684210495,历史1/3次成功; 当前距低点0.33%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
33,57.30252863460907,53.77428058234068,603033,三维股份,bottom_area,2022-09-20,17.07,2022-09-19,16.4,4.085365853658547,4.5121951219512315,30.508474576271194,False,2.9554,0.2231,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,10.914634146341452,4.085365853658547,历史1/3次成功; 当前距低点4.09%; 最新日涨幅2.96%; 状态bottom_area; 底部未确认
34,52.784896338068044,46.32990661265091,688298,东方生物,bottom_area,2022-09-20,78.56,2022-09-20,78.17,0.4989126263272362,2.213125239861845,30.01790510295434,False,-0.4814,1.3086,1,5,1,20.0,15.470039788586028,15.470039788586028,14.501087373672764,0.4989126263272362,历史1/5次成功; 当前距低点0.50%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
