rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.54572864190658,81.10430948365574,600135,乐凯胶片,bottom_area,2026-06-04,8.97,12.8,2026-06-02,8.78,2.164009111617327,5.353075170842833,31.406250000000007,29.921874999999996,False,-1.86,1.5835,2,2,2,100.0,43.00134547388843,56.981132075471706,17.835990888382675,2.164009111617327,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
33,82.55688699072266,69.84411601105398,000912,泸天化,bottom_area,2026-06-04,3.67,5.43,2026-06-04,3.64,0.8241758241758188,4.120879120879118,32.965009208103126,32.41252302025783,False,-3.1662,1.4825,4,5,4,80.0,26.092671452552917,33.20388349514563,19.175824175824182,0.8241758241758188,历史4/5次成功; 当前距低点0.82%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
34,82.37331313237638,69.82118922649046,001367,海森药业,bottom_area,2026-06-04,19.58,27.22,2026-06-04,19.4,0.9278350515463903,3.556701030927842,28.728875826598095,28.067597354886114,False,-2.6355,1.0342,1,1,1,100.0,23.691683569979716,23.691683569979716,19.07216494845361,0.9278350515463903,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
35,82.13749529773646,69.39024946930178,600426,华鲁恒升,bottom_area,2026-06-04,28.35,39.7,2026-06-04,28.14,0.746268656716421,5.223880597014921,29.118387909319903,28.58942065491184,False,-4.6738,1.4793,1,1,1,100.0,29.36420433664095,29.36420433664095,19.25373134328358,0.746268656716421,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
36,81.53724799473339,68.38944707202079,603178,圣龙股份,bottom_area,2026-06-04,17.03,24.0,2026-06-02,16.97,0.35356511490867576,7.248084855627582,29.29166666666667,29.04166666666666,False,-1.3326,2.5251,6,9,6,66.66666666666666,31.176929394332788,47.51869476546566,19.646434885091324,0.35356511490867576,历史6/9次成功; 当前距低点0.35%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
37,81.46742698916016,73.44830241273579,002963,豪尔赛,bottom_area,2026-06-04,16.23,21.5,2026-06-04,15.56,4.305912596401027,7.197943444730072,27.627906976744182,24.511627906976745,False,0.309,2.7864,1,1,1,100.0,22.289156626506017,22.289156626506017,15.694087403598974,4.305912596401027,历史1/1次成功; 当前距低点4.31%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
38,81.09160129168585,69.03352704518804,688552,航天南湖,bottom_area,2026-06-04,29.53,42.49,2026-06-02,29.19,1.164782459746488,7.810894141829385,31.30148270181219,30.50129442221699,False,-0.5389,0.9748,2,3,2,66.66666666666666,21.411636487867607,21.800367421922857,18.835217540253513,1.164782459746488,历史2/3次成功; 当前距低点1.16%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
39,80.58713400573764,69.25159151556886,300895,铜牛信息,bottom_area,2026-06-04,58.16,81.99,2026-06-02,57.2,1.6783216783216672,5.559440559440558,30.235394560312223,29.064520063422368,False,-0.7509,3.5351,2,3,2,66.66666666666666,28.879022986427948,35.27357392316647,18.321678321678334,1.6783216783216672,历史2/3次成功; 当前距低点1.68%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
40,80.47670196505217,68.62684860367267,300471,厚普股份,bottom_area,2026-06-04,9.66,13.73,2026-06-04,9.54,1.2578616352201362,2.515723270440254,30.517115804807,29.64311726147123,False,-0.8214,1.4272,2,3,2,66.66666666666666,20.366163791978032,20.386007237635724,18.742138364779866,1.2578616352201362,历史2/3次成功; 当前距低点1.26%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
41,79.8989687735529,67.60897322639461,300164,通源石油,bottom_area,2026-06-04,9.66,14.13,2026-06-04,9.58,0.835073068893529,9.290187891440507,32.20099079971692,31.634819532908708,False,-10.223,18.0539,3,4,3,75.0,25.042687222966958,28.79952690715554,19.16492693110647,0.835073068893529,历史3/4次成功; 当前距低点0.84%; 最新日涨幅-10.22%; 状态bottom_area; 底部未确认
42,79.88204243724506,69.86851157216067,300049,福瑞医科,bottom_area,2026-06-04,43.86,60.55,2026-06-04,42.73,2.6445120524221917,5.289024104844383,29.43022295623452,27.56399669694467,False,1.2699,2.9028,2,3,2,66.66666666666666,21.566303145250508,22.22222222222222,17.355487947577807,2.6445120524221917,历史2/3次成功; 当前距低点2.64%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
43,79.69514795267366,69.20511019656304,300738,奥飞数据,bottom_area,2026-06-04,20.9,29.49,2026-06-04,20.44,2.2504892367905933,3.082191780821913,30.688368938623256,29.128518141742965,False,-1.6471,5.4268,2,3,2,66.66666666666666,35.642790267628556,44.8948948948949,17.749510763209408,2.2504892367905933,历史2/3次成功; 当前距低点2.25%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
44,79.56720935260952,68.51956192352945,002470,金正大,bottom_area,2026-06-04,2.27,3.17,2026-06-02,2.23,1.793721973094172,4.48430493273543,29.652996845425868,28.391167192429016,False,-0.8734,2.4785,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,18.206278026905828,1.793721973094172,历史2/3次成功; 当前距低点1.79%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
45,78.68662947161141,66.45181818181818,002300,太阳电缆,bottom_area,2026-06-04,8.31,11.73,2026-06-04,8.25,0.7272727272727333,4.121212121212119,29.66751918158568,29.156010230179024,False,-3.4843,3.0113,3,5,3,60.0,50.34643279142729,75.7716049382716,19.27272727272727,0.7272727272727333,历史3/5次成功; 当前距低点0.73%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
46,78.3874925164728,66.14342177602488,000762,西藏矿业,bottom_area,2026-06-04,28.08,41.43,2026-06-04,27.89,0.681247759053416,4.625313732520613,32.68163166787352,32.22302679217958,False,-4.1965,4.1543,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,19.318752240946583,0.681247759053416,历史2/3次成功; 当前距低点0.68%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
47,78.09459879289767,66.54878541899902,688089,嘉必优,bottom_area,2026-06-04,12.45,17.33,2026-06-04,12.3,1.2195121951219396,3.1707317073170636,29.024812463935362,28.159261396422387,False,-1.112,1.0737,2,5,2,40.0,49.83480227890883,58.830478440637926,18.780487804878064,1.2195121951219396,历史2/5次成功; 当前距低点1.22%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
48,77.85222654246044,67.07268748273516,000901,航天科技,bottom_area,2026-06-04,18.48,25.09,2026-06-02,18.15,1.8181818181818286,5.013774104683197,27.660422479075336,26.345157433240335,False,-1.7544,1.6529,2,4,2,50.0,38.32334423757916,42.402315484804625,18.181818181818173,1.8181818181818286,历史2/4次成功; 当前距低点1.82%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
49,77.46262023051526,65.91067686525811,688656,浩欧博,bottom_area,2026-06-04,104.07,147.77,2026-06-04,102.9,1.1370262390670431,4.324586977648191,30.36475603979157,29.57298504432565,False,0.3374,0.8005,1,2,1,50.0,34.5865413458654,34.5865413458654,18.86297376093296,1.1370262390670431,历史1/2次成功; 当前距低点1.14%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
50,77.44373403655057,66.89648790058862,301397,溯联股份,bottom_area,2026-06-04,31.18,42.5,2026-06-04,30.58,1.9620667102681537,2.4198822759973906,28.047058823529415,26.635294117647057,False,0.8735,4.3718,1,2,1,50.0,65.27621195039458,65.27621195039458,18.037933289731846,1.9620667102681537,历史1/2次成功; 当前距低点1.96%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
51,77.33666892492374,66.91600338266909,002519,银河电子,bottom_area,2026-06-04,6.46,9.11,2026-06-02,6.33,2.053712480252763,5.6872037914692,30.515916575192094,29.08891328210757,False,-1.8237,2.2309,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,17.94628751974724,2.053712480252763,历史2/3次成功; 当前距低点2.05%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
52,76.41572648569333,67.07191489361702,002685,华东重机,bottom_area,2026-06-04,7.25,9.78,2026-06-04,7.05,2.8368794326241162,5.6737588652482325,27.914110429447852,25.86912065439672,False,0.8345,3.462,2,5,2,40.0,67.4891774891775,109.52380952380952,17.163120567375884,2.8368794326241162,历史2/5次成功; 当前距低点2.84%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
53,76.04497362540356,64.09921148501451,600130,波导股份,bottom_area,2026-06-04,4.84,6.86,2026-06-01,4.81,0.623700623700629,7.0686070686070845,29.88338192419826,29.446064139941697,True,-4.9116,6.3661,3,5,3,60.0,26.888434984150216,32.23140495867769,19.37629937629937,0.623700623700629,历史3/5次成功; 当前距低点0.62%; 最新日涨幅-4.91%; 状态bottom_area; 底部已确认
54,76.03238330785172,67.41659457971105,002413,雷科防务,bottom_area,2026-06-04,10.36,14.26,2026-06-02,10.02,3.39321357285429,5.588822355289427,29.73352033660589,27.349228611500703,False,-1.9868,3.1514,2,3,2,66.66666666666666,40.034703543828805,51.174934725848566,16.60678642714571,3.39321357285429,历史2/3次成功; 当前距低点3.39%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
55,75.4979513054112,63.758499709427866,603230,内蒙新华,bottom_area,2026-06-04,9.7,13.4,2026-05-28,9.63,0.7268951194184683,5.503634475597085,28.134328358208947,27.61194029850747,False,-1.9211,0.3812,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,19.27310488058153,0.7268951194184683,历史2/3次成功; 当前距低点0.73%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
56,75.07688801130178,64.12398533007332,603790,雅运股份,bottom_area,2026-06-04,24.87,33.95,2026-06-02,24.54,1.3447432762836262,5.134474327628368,27.71723122238587,26.745213549337265,False,-0.8373,1.2342,1,2,1,50.0,63.59797297297298,63.59797297297298,18.655256723716374,1.3447432762836262,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
57,75.01777666108599,63.077230894961566,002759,天际股份,bottom_area,2026-06-04,26.73,39.6,2026-06-04,26.6,0.4887218045112744,2.631578947368418,32.82828282828283,32.5,False,-2.9412,4.827,3,6,3,50.0,40.3844978991789,72.99787384833452,19.511278195488728,0.4887218045112744,历史3/6次成功; 当前距低点0.49%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
58,74.17905103672769,63.380834746571125,600227,赤天化,bottom_area,2026-06-04,2.97,4.05,2026-06-04,2.93,1.3651877133105812,3.4129692832764382,27.654320987654312,26.66666666666666,False,-1.9802,4.5283,2,5,2,40.0,34.588509316770185,44.72049689440993,18.63481228668942,1.3651877133105812,历史2/5次成功; 当前距低点1.37%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
59,73.95348778845047,62.508076538926574,002755,奥赛康,bottom_area,2026-06-04,13.02,17.77,2026-06-04,12.92,0.7739938080495329,4.798761609907114,27.293190770962294,26.730444569499156,False,-3.2689,1.2632,2,3,2,66.66666666666666,31.59202018609052,32.35294117647059,19.226006191950468,0.7739938080495329,历史2/3次成功; 当前距低点0.77%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
60,73.79464298990061,65.46212454228886,688283,坤恒顺维,bottom_area,2026-06-04,36.61,49.97,2026-06-02,35.4,3.4180790960452003,7.203389830508487,29.15749449669802,26.73604162497498,True,-1.6653,0.9851,2,4,2,50.0,40.08249936167695,44.29121231558692,16.5819209039548,3.4180790960452003,历史2/4次成功; 当前距低点3.42%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
61,73.21205106771153,61.93411893249608,002248,华东数控,bottom_area,2026-06-04,9.83,14.05,2026-06-04,9.75,0.8205128205128212,2.2564102564102626,30.604982206405694,30.0355871886121,False,-0.5061,2.5447,2,4,2,50.0,38.30585034013606,47.360000000000014,19.179487179487182,0.8205128205128212,历史2/4次成功; 当前距低点0.82%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
62,73.19547329562681,63.055284974093254,000932,华菱钢铁,bottom_area,2026-06-04,3.93,5.29,2026-06-04,3.86,1.8134715025906811,2.5906735751295358,27.032136105860115,25.708884688090734,False,-0.2538,1.2707,1,2,1,50.0,55.72289156626506,55.72289156626506,18.18652849740932,1.8134715025906811,历史1/2次成功; 当前距低点1.81%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
63,73.149666434387,62.10525571952874,000566,海南海药,bottom_area,2026-06-04,3.97,5.57,2026-06-04,3.93,1.0178117048346065,3.8167938931297685,29.443447037701976,28.725314183123878,False,-2.6961,1.7482,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,18.982188295165393,1.0178117048346065,历史2/6次成功; 当前距低点1.02%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
64,73.00866199377211,62.05656675755249,600009,上海机场,bottom_area,2026-06-04,23.39,34.16,2026-06-04,23.14,1.08038029386344,2.7657735522904088,32.2599531615925,31.52810304449648,False,-1.6814,0.9623,2,5,2,40.0,23.97760122344691,27.704918032786885,18.91961970613656,1.08038029386344,历史2/5次成功; 当前距低点1.08%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
65,72.85305742851912,62.284569759711594,688208,道通科技,bottom_area,2026-06-04,29.75,42.15,2026-06-02,29.34,1.3974096796182691,7.293796864349014,30.391459074733095,29.418742586002374,False,-3.2835,2.0296,2,5,2,40.0,39.30464424323251,43.885869565217384,18.602590320381733,1.3974096796182691,历史2/5次成功; 当前距低点1.40%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
66,72.54399278659146,60.95672368896028,603079,圣达生物,bottom_area,2026-06-04,13.32,18.25,2026-06-04,13.26,0.4524886877828092,2.94117647058824,27.342465753424662,27.013698630136986,False,-2.346,0.8512,2,4,2,50.0,28.539773640349868,34.84698914116485,19.547511312217193,0.4524886877828092,历史2/4次成功; 当前距低点0.45%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
67,72.47053390212723,61.32987729294928,300437,清水源,bottom_area,2026-06-04,11.99,17.3,2026-06-04,11.89,0.8410428931875497,3.616484440706474,31.271676300578033,30.693641618497114,False,-2.6786,3.7862,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,19.15895710681245,0.8410428931875497,历史6/11次成功; 当前距低点0.84%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
