rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.54572864190658,81.10430948365574,600135,乐凯胶片,bottom_area,2026-06-04,8.97,12.8,2026-06-02,8.78,2.164009111617327,5.353075170842833,31.406250000000007,29.921874999999996,False,-1.86,1.5835,2,2,2,100.0,43.00134547388843,56.981132075471706,17.835990888382675,2.164009111617327,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
136,59.29135810254205,49.85525006048519,002466,天齐锂业,bottom_area,2026-06-04,59.46,82.49,2026-06-04,59.17,0.4901132330572911,2.416765252661821,28.27009334464783,27.91853558007031,False,-2.4926,2.9201,1,5,1,20.0,34.31563565513881,34.31563565513881,19.50988676694271,0.4901132330572911,历史1/5次成功; 当前距低点0.49%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
137,59.089882713148185,49.943197500426415,603300,海南华铁,bottom_area,2026-06-04,5.22,7.22,2026-06-04,5.18,0.7722007722007729,2.1235521235521295,28.254847645429365,27.70083102493075,False,-1.1364,1.9905,1,3,1,33.33333333333333,26.024096385542165,26.024096385542165,19.227799227799228,0.7722007722007729,历史1/3次成功; 当前距低点0.77%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
138,58.628326803185594,49.57318910798012,300615,欣天科技,bottom_area,2026-06-04,11.42,15.98,2026-06-01,11.33,0.7943512797881717,7.14916151809356,29.09887359198999,28.53566958698373,False,-2.3932,3.9293,1,3,1,33.33333333333333,24.306326304106545,24.306326304106545,19.20564872021183,0.7943512797881717,历史1/3次成功; 当前距低点0.79%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
139,58.581057385847934,49.6037747996321,000959,首钢股份,bottom_area,2026-06-04,3.47,4.73,2026-06-04,3.44,0.8720930232558213,3.4883720930232593,27.27272727272728,26.6384778012685,False,-1.9774,0.4256,1,3,1,33.33333333333333,25.423728813559325,25.423728813559325,19.12790697674418,0.8720930232558213,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
140,58.25747722620846,52.458880125464006,301517,陕西华达,bottom_area,2026-06-04,54.1,75.69,2026-06-02,51.9,4.238921001926787,7.726396917148359,31.43083630598494,28.524243625313776,True,-2.276,3.0326,1,4,1,25.0,34.40118284869394,34.40118284869394,15.761078998073213,4.238921001926787,历史1/4次成功; 当前距低点4.24%; 最新日涨幅-2.28%; 状态bottom_area; 底部已确认
141,58.080171593124774,48.97108301886794,002858,力盛体育,bottom_area,2026-06-04,12.58,17.45,2026-06-04,12.5,0.6400000000000006,2.799999999999997,28.36676217765043,27.90830945558739,False,-1.9486,2.6389,1,4,1,25.0,20.566037735849065,20.566037735849065,19.36,0.6400000000000006,历史1/4次成功; 当前距低点0.64%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
142,57.945636677122955,52.33727292269332,603131,上海沪工,bottom_area,2026-06-04,18.72,25.48,2026-06-02,17.93,4.406023424428327,5.911879531511426,29.631083202511775,26.530612244897966,False,-0.9524,2.0439,2,6,2,33.33333333333333,26.933725790626717,30.158730158730158,15.593976575571675,4.406023424428327,历史2/6次成功; 当前距低点4.41%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
143,57.46252210487652,51.807660097669086,688307,中润光学,bottom_area,2026-06-04,69.5,96.87,2026-06-02,66.63,4.307369052979146,6.10835959777879,31.21709507587489,28.254361515433057,False,-2.8651,4.6244,1,2,1,50.0,20.099255583126556,20.099255583126556,15.692630947020856,4.307369052979146,历史1/2次成功; 当前距低点4.31%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
144,57.354374401691366,50.62059563139933,300739,明阳电路,bottom_area,2026-06-04,30.22,41.8,2026-06-04,29.3,3.1399317406143283,5.017064846416378,29.904306220095688,27.703349282296646,False,-0.3627,7.0117,1,4,1,25.0,20.239999999999995,20.239999999999995,16.860068259385674,3.1399317406143283,历史1/4次成功; 当前距低点3.14%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
145,56.9113431996526,48.126935174880856,688084,晶品特装,bottom_area,2026-06-04,50.36,72.06,2026-06-02,49.96,0.8006405124099251,7.08566853482786,30.668887038578962,30.11379406050514,False,-1.9661,1.4123,1,5,1,20.0,28.830083565459613,28.830083565459613,19.199359487590076,0.8006405124099251,历史1/5次成功; 当前距低点0.80%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
146,56.36814583111946,47.71115749523675,000710,贝瑞基因,bottom_area,2026-06-04,8.3,12.09,2026-06-04,8.23,0.8505467800729074,4.617253948967181,31.927212572373858,31.34822167080231,False,-2.924,2.244,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,19.149453219927093,0.8505467800729074,历史1/7次成功; 当前距低点0.85%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
147,56.27124149866234,47.73353589196874,300616,尚品宅配,bottom_area,2026-06-04,13.53,18.48,2026-06-04,13.4,0.9701492537313358,5.522388059701494,27.48917748917749,26.785714285714292,False,-4.3816,3.8473,1,3,1,33.33333333333333,26.785714285714278,26.785714285714278,19.029850746268664,0.9701492537313358,历史1/3次成功; 当前距低点0.97%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
148,55.4817788402275,47.08635688512401,300577,开润股份,bottom_area,2026-06-04,16.22,22.36,2026-06-04,16.06,0.9962640099626411,3.73599003735991,28.17531305903399,27.45974955277281,False,-3.1642,1.7484,1,3,1,33.33333333333333,23.626373626373624,23.626373626373624,19.00373599003736,0.9962640099626411,历史1/3次成功; 当前距低点1.00%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
149,54.6573815776866,46.337332632832315,300639,凯普生物,bottom_area,2026-06-04,5.38,7.55,2026-06-04,5.33,0.9380863039399591,3.9399624765478416,29.403973509933774,28.741721854304636,False,-2.8881,1.918,1,7,1,14.285714285714285,33.27433628318583,33.27433628318583,19.061913696060042,0.9380863039399591,历史1/7次成功; 当前距低点0.94%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
