rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.87673572035811,79.45914064664518,000803,山高环能,bottom_area,2025-12-01,6.83,2025-11-28,6.73,1.4858841010401134,3.417533432392266,29.822732012513033,False,-0.7267,2.1804,2,2,2,100.0,25.843851596863644,36.1111111111111,13.514115898959886,1.4858841010401134,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
12,78.00547480040491,73.30701747112695,603178,圣龙股份,bottom_area,2025-12-01,18.52,2025-11-24,17.78,4.161979752530924,4.668166479190091,27.694184627897517,False,0.6522,0.9462,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,10.838020247469075,4.161979752530924,历史5/7次成功; 当前距低点4.16%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
13,77.13220769590937,73.19081416303064,003038,鑫铂股份,bottom_area,2025-12-01,16.1,2025-11-24,15.38,4.681404421326402,5.7867360208062335,28.76331635016211,False,1.0038,2.1034,1,1,1,100.0,25.507614213197975,25.507614213197975,10.318595578673598,4.681404421326402,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
14,76.45322506766432,70.8468267393778,603938,三孚股份,bottom_area,2025-12-01,17.9,2025-11-21,17.31,3.4084344309647596,8.08781051415368,27.45180217937972,False,-1.323,2.2181,1,1,1,100.0,19.774501300954046,19.774501300954046,11.59156556903524,3.4084344309647596,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
15,74.52497992112863,69.73373698758543,603197,保隆科技,bottom_area,2025-12-01,35.44,2025-11-21,34.1,3.9296187683284347,4.222873900293248,27.431368376250266,False,0.1413,0.8276,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,11.070381231671563,3.9296187683284347,历史4/6次成功; 当前距低点3.93%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
16,74.40411044850262,67.34717464096128,603366,日出东方,bottom_area,2025-12-01,9.51,2025-11-28,9.31,2.148227712137479,2.900107411385602,30.522388059701488,False,0.1053,2.8976,2,4,2,50.0,21.371687229219,25.15964240102172,12.85177228786252,2.148227712137479,历史2/4次成功; 当前距低点2.15%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
17,71.57633608551455,65.35631559928821,688337,普源精电,bottom_area,2025-12-01,36.86,2025-11-21,35.92,2.6169265033407507,5.066815144766148,28.159999999999997,False,-0.1084,0.8835,3,6,3,50.0,38.886602295188766,54.46153846153845,12.383073496659248,2.6169265033407507,历史3/6次成功; 当前距低点2.62%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
18,67.01711901032593,59.852090100502544,000661,长春高新,bottom_area,2025-12-01,100.09,2025-11-24,98.68,1.4288609647344919,2.452371301175504,30.394300627777387,False,0.8362,1.046,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,13.571139035265508,1.4288609647344919,历史1/3次成功; 当前距低点1.43%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
19,65.60262226020726,57.667760249019985,000002,万科A,bottom_area,2025-12-01,5.2,2025-12-01,5.17,0.5802707930367553,3.2882011605415844,27.591036414565824,False,-3.3457,3.3059,2,4,2,50.0,22.638589554536463,28.255902513328245,14.419729206963245,0.5802707930367553,历史2/4次成功; 当前距低点0.58%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
20,64.65429216328127,57.178426279565016,600383,金地集团,bottom_area,2025-12-01,3.35,2025-12-01,3.32,0.9036144578313329,4.216867469879522,27.192982456140346,False,-3.1792,3.9431,2,4,2,50.0,23.971329265701364,32.594936708860764,14.096385542168665,0.9036144578313329,历史2/4次成功; 当前距低点0.90%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
21,64.05699408505696,60.29560670738615,002309,中利集团,bottom_area,2025-12-01,3.19,2025-11-21,3.06,4.248366013071892,6.862745098039215,29.49308755760368,False,-0.9317,2.5471,4,8,4,50.0,31.676780737581,55.97014925373133,10.751633986928107,4.248366013071892,历史4/8次成功; 当前距低点4.25%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
22,59.920536726583826,56.614112447236934,300584,海辰药业,bottom_area,2025-12-01,55.16,2025-11-24,52.81,4.449914788865734,9.827684150729024,28.05177111716621,True,-0.2532,6.1783,2,6,2,33.33333333333333,41.271961465147655,54.23197492163009,10.550085211134265,4.449914788865734,历史2/6次成功; 当前距低点4.45%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
23,59.579656022716634,56.82146275349403,300687,赛意信息,bottom_area,2025-12-01,23.31,2025-11-24,22.21,4.952723998199,9.14002701485816,27.251883393383558,True,0.7347,1.993,1,2,1,50.0,23.299319727891156,23.299319727891156,10.047276001801,4.952723998199,历史1/2次成功; 当前距低点4.95%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
24,59.05357750614559,56.36428434197889,002017,东信和平,bottom_area,2025-12-01,21.86,2025-11-24,20.82,4.995196926032657,5.523535062439954,27.88361621059924,False,2.2451,2.7045,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,10.004803073967343,4.995196926032657,历史1/3次成功; 当前距低点5.00%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
25,52.203744066639516,49.74597338441376,002468,申通快递,bottom_area,2025-12-01,14.32,2025-11-21,13.65,4.908424908424908,6.2271062271062245,31.988041853512705,False,-0.3479,0.6464,1,2,1,50.0,16.382699868938413,16.382699868938413,10.091575091575091,4.908424908424908,历史1/2次成功; 当前距低点4.91%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
