rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.18400674302076,85.33307809072154,002432,九安医疗,bottom_area,2024-04-16,40.56,2024-04-16,39.88,1.7051153460381134,4.312938816449345,27.464532557293552,False,0.1729,3.2066,2,2,2,100.0,37.638392901550795,65.03496503496503,6.294884653961887,1.7051153460381134,历史2/2次成功; 当前距低点1.71%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
22,82.35357378216673,76.58401565230685,300745,欣锐科技,confirmed_rebound,2024-04-16,13.38,2024-04-16,13.35,0.22471910112360402,10.112359550561795,31.291816778178077,False,-9.3496,6.6455,4,4,4,100.0,21.862232273487457,36.150000000000006,7.775280898876397,0.22471910112360402,历史4/4次成功; 当前距低点0.22%; 最新日涨幅-9.35%; 状态confirmed_rebound; 底部未确认
23,82.32483120807947,76.22669556303654,002806,华锋股份,bottom_area,2024-04-16,7.73,2024-04-16,7.73,0.0,0.0,30.858676207513412,False,-10.0116,0.8757,4,4,4,100.0,19.229546037830822,34.66407010710809,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
24,82.29845444225371,77.68858852700869,603326,我乐家居,confirmed_rebound,2024-04-16,6.04,2024-04-16,5.98,1.0033444816053445,9.69899665551838,27.777777777777768,False,-8.346,4.4733,3,3,3,100.0,14.17319325305847,20.141843971631218,6.996655518394655,1.0033444816053445,历史3/3次成功; 当前距低点1.00%; 最新日涨幅-8.35%; 状态confirmed_rebound; 底部未确认
25,82.20330431254925,76.23013716648647,300731,科创新源,confirmed_rebound,2024-04-16,12.66,2024-04-16,12.65,0.0790513833992078,12.885375494071138,28.892636312535124,False,-11.2202,5.2003,3,3,3,100.0,34.840722153960506,53.7536092396535,7.920948616600793,0.0790513833992078,历史3/3次成功; 当前距低点0.08%; 最新日涨幅-11.22%; 状态confirmed_rebound; 底部未确认
26,82.02476650506517,75.94885787506034,688339,亿华通,confirmed_rebound,2024-04-16,31.01,2024-04-16,31.01,0.0,8.51338277974846,27.833372120083773,False,-7.8455,2.9183,4,4,4,100.0,27.950848790646948,76.30996309963099,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-7.85%; 状态confirmed_rebound; 底部未确认
27,81.99925817369878,76.34881730760814,605289,罗曼股份,confirmed_rebound,2024-04-16,24.3,2024-04-16,24.23,0.28889806025588227,10.111432108955837,30.553167096589277,False,-9.1249,6.8094,5,5,5,100.0,21.384434865546005,53.38199513381995,7.711101939744118,0.28889806025588227,历史5/5次成功; 当前距低点0.29%; 最新日涨幅-9.12%; 状态confirmed_rebound; 底部未确认
28,81.83877322969168,76.52669144205963,002156,通富微电,bottom_area,2024-04-16,19.65,2024-04-16,19.55,0.5115089514066388,5.268542199488478,29.166666666666668,False,-4.1463,3.509,4,4,4,100.0,14.854472318638509,21.92170818505337,7.488491048593361,0.5115089514066388,历史4/4次成功; 当前距低点0.51%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
29,81.73153125000002,75.67734375,603122,合富中国,bottom_area,2024-04-16,5.59,2024-04-16,5.59,0.0,7.513416815742397,29.150823827629914,False,-7.2968,4.3726,2,2,2,100.0,49.609375,72.1590909090909,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-7.30%; 状态bottom_area; 底部未确认
30,81.630587829757,75.79686148451195,301421,波长光电,confirmed_rebound,2024-04-16,34.27,2024-04-16,34.22,0.14611338398598558,13.091759205143202,27.299766305502448,False,-9.7683,11.9907,2,2,2,100.0,55.83051282051284,56.02000000000002,7.853886616014015,0.14611338398598558,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-9.77%; 状态confirmed_rebound; 底部未确认
31,81.38336860593913,75.35497093142511,000679,大连友谊,bottom_area,2024-04-16,3.33,2024-04-16,3.33,0.0,0.0,28.54077253218884,False,-10.0,0.439,6,6,6,100.0,14.54285447002747,24.94061757719715,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
32,81.19139300724574,75.8065163300105,300538,同益股份,confirmed_rebound,2024-04-16,11.6,2024-04-16,11.55,0.4329004329004236,10.909090909090907,29.097605893185996,False,-9.9379,6.534,4,4,4,100.0,20.234028586147595,30.150753768844226,7.567099567099576,0.4329004329004236,历史4/4次成功; 当前距低点0.43%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
33,81.0999105214659,75.54294352991545,300681,英搏尔,confirmed_rebound,2024-04-16,12.92,2024-04-16,12.88,0.3105590062111735,10.248447204968931,27.025495750708206,False,-9.3969,4.8718,5,5,5,100.0,17.317301419768423,27.487589035182385,7.689440993788827,0.3105590062111735,历史5/5次成功; 当前距低点0.31%; 最新日涨幅-9.40%; 状态confirmed_rebound; 底部未确认
34,81.06765075729732,75.29960275538178,603305,旭升集团,bottom_area,2024-04-16,12.24,2024-04-16,12.22,0.1636661211129261,5.319148936170201,28.117647058823525,False,-5.1163,1.5376,3,3,3,100.0,20.660008126447625,32.41061130334487,7.836333878887074,0.1636661211129261,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
35,81.04858553922931,75.56103253789561,002069,獐子岛,confirmed_rebound,2024-04-16,2.82,2024-04-16,2.81,0.35587188612098886,12.099644128113873,27.01298701298701,False,-9.3248,2.6741,4,4,4,100.0,17.97000235619068,30.967741935483854,7.644128113879011,0.35587188612098886,历史4/4次成功; 当前距低点0.36%; 最新日涨幅-9.32%; 状态confirmed_rebound; 底部未确认
36,80.75389698077849,74.77212683405415,002494,华斯股份,confirmed_rebound,2024-04-16,3.16,2024-04-16,3.16,0.0,8.86075949367088,27.188940092165893,False,-9.9715,2.0135,4,4,4,100.0,21.62433781749535,35.67251461988303,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
37,80.66796052285774,74.69255603968308,300437,清水源,confirmed_rebound,2024-04-16,7.9,2024-04-16,7.9,0.0,16.708860759493675,32.76595744680851,False,-14.1304,5.409,7,7,7,100.0,21.196537847758496,30.330330330330323,8.0,0.0,历史7/7次成功; 当前距低点0.00%; 最新日涨幅-14.13%; 状态confirmed_rebound; 底部未确认
38,80.66115466121772,74.68625431594234,688079,美迪凯,confirmed_rebound,2024-04-16,6.2,2024-04-16,6.2,0.0,12.41935483870967,28.571428571428566,False,-11.3019,1.3806,4,4,4,100.0,21.162657612593186,30.064655172413808,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-11.30%; 状态confirmed_rebound; 底部未确认
39,80.65760169556283,79.29733551135251,301313,凡拓数创,confirmed_rebound,2024-04-16,20.52,2024-04-16,19.9,3.1155778894472417,10.75376884422111,29.156283374866504,False,-7.9408,7.6119,4,4,4,100.0,32.04759730802268,52.43243243243245,4.884422110552758,3.1155778894472417,历史4/4次成功; 当前距低点3.12%; 最新日涨幅-7.94%; 状态confirmed_rebound; 底部未确认
40,80.61601062719495,75.84456830208713,605218,伟时电子,confirmed_rebound,2024-04-16,17.04,2024-04-15,16.9,0.8284023668639088,10.414201183431963,27.467811158798295,True,-1.1027,4.6287,3,3,3,100.0,22.54476182009046,42.36874236874236,7.171597633136091,0.8284023668639088,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-1.10%; 状态confirmed_rebound; 底部已确认
41,80.5234148136245,76.7640947270996,002829,星网宇达,confirmed_rebound,2024-04-16,18.1,2024-04-16,17.83,1.5143017386427546,9.9831744251262,28.162771958098315,False,-8.632,6.0935,3,3,3,100.0,15.4661435011025,21.628131021194598,6.485698261357245,1.5143017386427546,历史3/3次成功; 当前距低点1.51%; 最新日涨幅-8.63%; 状态confirmed_rebound; 底部未确认
42,80.19644499598841,76.09524732871395,603200,上海洗霸,confirmed_rebound,2024-04-16,19.92,2024-04-16,19.67,1.2709710218607015,8.185053380782914,28.185469149324565,False,-7.1761,6.0345,2,2,2,100.0,25.55409278793739,32.93196869355809,6.729028978139298,1.2709710218607015,历史2/2次成功; 当前距低点1.27%; 最新日涨幅-7.18%; 状态confirmed_rebound; 底部未确认
43,80.16735183916278,75.22129414214504,002655,共达电声,confirmed_rebound,2024-04-16,8.76,2024-04-16,8.7,0.6896551724137989,11.49425287356322,27.257525083612048,False,-8.75,2.4762,4,4,4,100.0,20.23498889918551,42.48275862068965,7.310344827586201,0.6896551724137989,历史4/4次成功; 当前距低点0.69%; 最新日涨幅-8.75%; 状态confirmed_rebound; 底部未确认
44,80.1483760495611,74.70760174329105,002370,亚太药业,confirmed_rebound,2024-04-16,2.9,2024-04-16,2.89,0.34602076124566733,9.342560553633218,27.749999999999996,False,-8.2278,2.2946,5,5,5,100.0,13.260909026511698,15.633423180592995,7.653979238754332,0.34602076124566733,历史5/5次成功; 当前距低点0.35%; 最新日涨幅-8.23%; 状态confirmed_rebound; 底部未确认
45,79.75800000000001,73.85000000000001,002150,正泰电源,confirmed_rebound,2024-04-16,11.58,2024-04-16,11.58,0.0,10.276338514680479,29.3040293040293,False,-9.1765,2.0131,2,2,2,100.0,89.11191274507132,164.87025948103792,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.18%; 状态confirmed_rebound; 底部未确认
46,79.7115679782546,74.7417283770775,300511,雪榕生物,confirmed_rebound,2024-04-16,3.08,2024-04-16,3.06,0.6535947712418306,10.784313725490199,27.999999999999996,False,-9.9415,4.1102,4,4,4,100.0,17.214647610262617,29.220779220779214,7.34640522875817,0.6535947712418306,历史4/4次成功; 当前距低点0.65%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
47,79.57397005054013,74.72498779188965,688259,创耀科技,confirmed_rebound,2024-04-16,41.3,2024-04-16,41.0,0.7317073170731638,10.12195121951219,30.33135089209856,False,-9.2906,3.1991,4,4,4,100.0,18.082153090411044,22.000256114739393,7.268292682926836,0.7317073170731638,历史4/4次成功; 当前距低点0.73%; 最新日涨幅-9.29%; 状态confirmed_rebound; 底部未确认
48,79.53376368710451,76.85349648687675,301489,思泉新材,confirmed_rebound,2024-04-16,63.61,2024-04-16,62.23,2.2175799453639766,18.656596496866474,32.498101746393324,False,-15.3447,22.2178,2,2,2,100.0,41.23429442100329,71.56118143459918,5.782420054636024,2.2175799453639766,历史2/2次成功; 当前距低点2.22%; 最新日涨幅-15.34%; 状态confirmed_rebound; 底部未确认
49,79.44059727398115,75.35353229309337,688170,德龙激光,confirmed_rebound,2024-04-16,21.8,2024-04-16,21.53,1.2540640966093803,9.800278680910354,27.969220475075275,False,-6.8774,2.6171,2,2,2,100.0,21.359131362165336,25.624999999999996,6.745935903390619,1.2540640966093803,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-6.88%; 状态confirmed_rebound; 底部未确认
50,79.4361414219465,73.5519827980986,000995,皇台酒业,confirmed_rebound,2024-04-16,9.79,2024-04-16,9.79,0.0,9.295199182839635,28.800000000000008,False,-10.0184,2.6812,5,5,5,100.0,15.064423645691388,24.697644812221508,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
51,79.37919668963988,73.499256194111,002247,聚力文化,bottom_area,2024-04-16,1.27,2024-04-16,1.27,0.0,5.511811023622052,29.05027932960894,False,-9.9291,2.4659,3,3,3,100.0,21.232560183392433,32.967032967032964,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
52,79.32937930191201,74.88824553674766,300486,东杰智能,confirmed_rebound,2024-04-16,4.02,2024-04-16,3.98,1.0050251256281304,16.080402010050253,30.66202090592335,False,-13.3621,4.5106,2,2,2,100.0,15.804853888063402,18.276374442793454,6.99497487437187,1.0050251256281304,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-13.36%; 状态confirmed_rebound; 底部未确认
53,79.2135561124573,73.86956866636083,603168,莎普爱思,bottom_area,2024-04-16,8.15,2024-04-16,8.12,0.36945812807883177,7.8817733990147865,27.500000000000004,False,-8.2207,4.0089,2,2,2,100.0,32.160931174089065,45.833333333333336,7.630541871921169,0.36945812807883177,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-8.22%; 状态bottom_area; 底部未确认
54,79.15753532466508,74.25597500168398,300649,杭州园林,confirmed_rebound,2024-04-16,8.92,2024-04-16,8.86,0.6772009029345428,14.221218961625281,32.46951219512195,False,-11.332,4.6471,2,2,2,100.0,48.22576914179969,71.60305343511452,7.322799097065458,0.6772009029345428,历史2/2次成功; 当前距低点0.68%; 最新日涨幅-11.33%; 状态confirmed_rebound; 底部未确认
55,79.12945975893824,73.90502497502499,688232,新点软件,bottom_area,2024-04-16,20.11,2024-04-16,20.02,0.4495504495504488,5.494505494505502,29.803646563814866,False,-4.5109,2.6182,1,1,1,100.0,51.87398153177622,51.87398153177622,7.550449550449552,0.4495504495504488,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
56,79.12173391459928,75.37331758343501,688114,华大智造,bottom_area,2024-04-16,53.6,2024-04-15,52.82,1.476713366149188,4.770920106020453,29.033991670025532,False,-1.4525,0.7059,1,1,1,100.0,20.431312141156706,20.431312141156706,6.523286633850812,1.476713366149188,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
57,79.10385484076892,74.41556375152012,688276,百克生物,bottom_area,2024-04-16,40.38,2024-04-15,40.05,0.8239700374531971,5.86766541822722,27.445652173913054,False,-2.8393,1.189,3,3,3,100.0,13.786104499534513,16.844155844155843,7.176029962546804,0.8239700374531971,历史3/3次成功; 当前距低点0.82%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
58,79.09835653634943,73.80101860044404,002551,尚荣医疗,confirmed_rebound,2024-04-16,2.53,2024-04-16,2.52,0.39682539682538837,10.714285714285715,32.075471698113205,False,-8.9928,3.3816,3,3,3,100.0,25.676239275300635,52.61780104712043,7.603174603174612,0.39682539682538837,历史3/3次成功; 当前距低点0.40%; 最新日涨幅-8.99%; 状态confirmed_rebound; 底部未确认
59,79.01940708120328,75.97689720879677,688237,超卓航科,confirmed_rebound,2024-04-16,17.7,2024-04-16,17.36,1.958525345622119,16.762672811059907,31.626624655376133,False,-13.4051,5.2103,3,3,3,100.0,16.679220412984982,22.961574507966244,6.041474654377881,1.958525345622119,历史3/3次成功; 当前距低点1.96%; 最新日涨幅-13.41%; 状态confirmed_rebound; 底部未确认
60,78.90745806185646,74.64441004914593,002215,诺普信,bottom_area,2024-04-16,7.27,2024-04-16,7.19,1.1126564673157047,6.397774687065367,28.386454183266924,False,-4.8429,5.0291,1,1,1,100.0,22.264875239923228,22.264875239923228,6.887343532684295,1.1126564673157047,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
61,78.86756774579965,73.09387888131221,603259,药明康德,bottom_area,2024-04-16,41.19,2024-04-16,41.17,0.048579062424085544,3.2305076512023274,30.078125,False,-2.8079,2.7647,2,2,2,100.0,13.842145933543593,14.040390163483993,7.951420937575914,0.048579062424085544,历史2/2次成功; 当前距低点0.05%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
62,78.86690380495311,74.76903970600192,688358,祥生医疗,confirmed_rebound,2024-04-16,26.42,2024-04-16,26.1,1.2260536398467443,8.2375478927203,32.01354519406095,False,-6.4448,1.5347,2,2,2,100.0,17.87334411211015,21.905089408528212,6.773946360153256,1.2260536398467443,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-6.44%; 状态confirmed_rebound; 底部未确认
63,78.80371665316858,76.14711999583892,002085,万丰奥威,bottom_area,2024-04-16,12.91,2024-04-16,12.63,2.2169437846397413,5.938242280285035,27.03639514731368,False,0.1552,10.0839,1,1,1,100.0,11.19221411192214,11.19221411192214,5.783056215360259,2.2169437846397413,历史1/1次成功; 当前距低点2.22%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
64,78.77120503389826,73.28479747939171,603230,内蒙新华,bottom_area,2024-04-16,12.15,2024-04-16,12.12,0.24752475247525693,5.528052805280527,27.207207207207208,False,-4.3307,9.3887,2,2,2,100.0,27.522332876533863,31.521142229544196,7.7524752475247425,0.24752475247525693,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
65,78.71762869322889,73.46994829713356,300549,优德精密,confirmed_rebound,2024-04-16,12.13,2024-04-16,12.08,0.41390728476821775,14.900662251655636,28.1807372175981,False,-14.5173,4.9933,3,3,3,100.0,24.105682292500507,38.963531669865645,7.586092715231782,0.41390728476821775,历史3/3次成功; 当前距低点0.41%; 最新日涨幅-14.52%; 状态confirmed_rebound; 底部未确认
66,78.71043556785921,74.05683137828014,300637,扬帆新材,confirmed_rebound,2024-04-16,6.06,2024-04-16,6.01,0.831946755407651,18.63560732113145,29.21083627797409,False,-15.2448,8.8926,4,4,4,100.0,15.718655809728935,31.810193321616865,7.1680532445923495,0.831946755407651,历史4/4次成功; 当前距低点0.83%; 最新日涨幅-15.24%; 状态confirmed_rebound; 底部未确认
67,78.69832586502439,74.0461779655966,688173,希荻微,confirmed_rebound,2024-04-16,9.69,2024-04-16,9.61,0.8324661810613951,13.943808532778354,28.44378257632167,False,-11.2637,2.9754,5,5,5,100.0,15.667746550626777,23.120837297811605,7.1675338189386055,0.8324661810613951,历史5/5次成功; 当前距低点0.83%; 最新日涨幅-11.26%; 状态confirmed_rebound; 底部未确认
68,78.6336477863582,73.11842913184208,300542,新晨科技,confirmed_rebound,2024-04-16,9.1,2024-04-16,9.08,0.22026431718061204,14.317180616740096,32.23880597014925,False,-12.5,5.9931,3,3,3,100.0,19.842106317278887,22.574955908289247,7.779735682819389,0.22026431718061204,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-12.50%; 状态confirmed_rebound; 底部未确认
69,78.37200739287302,72.82592923315751,688176,亚虹医药,confirmed_rebound,2024-04-16,5.41,2024-04-16,5.4,0.18518518518518123,10.370370370370363,30.680359435173294,False,-9.0756,2.8267,3,3,3,100.0,17.83952395365439,25.473484848484844,7.814814814814818,0.18518518518518123,历史3/3次成功; 当前距低点0.19%; 最新日涨幅-9.08%; 状态confirmed_rebound; 底部未确认
70,78.32590604501083,72.74672922791301,000561,烽火电子,confirmed_rebound,2024-04-16,6.29,2024-04-16,6.28,0.15923566878980552,8.598726114649683,29.27927927927928,False,-8.1752,2.2824,3,3,3,100.0,17.09562662770844,22.65060240963854,7.8407643312101944,0.15923566878980552,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-8.18%; 状态confirmed_rebound; 底部未确认
71,78.27921965315485,72.48075893810635,605188,国光连锁,bottom_area,2024-04-16,6.57,2024-04-16,6.57,0.0,1.369863013698628,31.34796238244514,False,-10.0,0.3932,3,3,3,100.0,15.756768484442727,19.218749999999993,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
