rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.38119147087195,85.62454834570559,300521,爱司凯,bottom_area,2024-09-23,10.23,2024-09-18,9.88,3.542510121457486,4.149797570850185,28.920863309352512,False,0.4912,0.7998,6,6,6,100.0,28.395007648541178,73.27586206896554,4.457489878542514,3.542510121457486,历史6/6次成功; 当前距低点3.54%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
24,75.0266618172526,73.83493997899512,000883,湖北能源,bottom_area,2024-09-23,4.56,2024-09-11,4.42,3.1674208144796308,4.977375565610854,28.70967741935484,False,1.559,0.4104,1,1,1,100.0,10.412147505422983,10.412147505422983,4.83257918552037,3.1674208144796308,历史1/1次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
25,74.1194012449269,74.7465695682482,002130,沃尔核材,bottom_area,2024-09-23,11.06,2024-09-19,10.59,4.438149197356003,6.610009442870626,27.416038382453735,False,3.0755,7.8121,1,1,1,100.0,30.89005235602093,30.89005235602093,3.5618508026439977,4.438149197356003,历史1/1次成功; 当前距低点4.44%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
26,73.72302201517039,71.88135590314218,002600,领益智造,confirmed_rebound,2024-09-23,6.12,2024-09-18,5.96,2.684563758389264,8.557046979865767,30.616996507566935,True,-3.1646,2.6861,4,5,4,80.0,21.03312511972955,38.381201044386415,5.315436241610736,2.684563758389264,历史4/5次成功; 当前距低点2.68%; 最新日涨幅-3.16%; 状态confirmed_rebound; 底部已确认
27,73.55955302577433,74.21927995874088,603291,联合水务,bottom_area,2024-09-23,9.36,2024-09-18,8.96,4.4642857142856975,6.696428571428567,30.8108108108108,False,0.2141,0.5963,2,2,2,100.0,11.708878426410102,12.102772143340088,3.5357142857143025,4.4642857142856975,历史2/2次成功; 当前距低点4.46%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
28,73.08822899275127,72.48060713651698,601566,九牧王,bottom_area,2024-09-23,6.68,2024-09-18,6.45,3.56589147286821,4.651162790697672,28.8864388092613,False,0.4511,0.2629,1,1,1,100.0,8.015267175572518,8.015267175572518,4.43410852713179,3.56589147286821,历史1/1次成功; 当前距低点3.57%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
29,71.35888949778023,71.56964673971312,002140,东华科技,bottom_area,2024-09-23,6.52,2024-09-18,6.26,4.153354632587856,5.111821086261985,30.444444444444446,False,0.0,0.327,1,1,1,100.0,10.318791946308728,10.318791946308728,3.8466453674121444,4.153354632587856,历史1/1次成功; 当前距低点4.15%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
30,70.03870632176009,70.9905605091807,300401,花园生物,confirmed_rebound,2024-09-23,12.47,2024-09-10,11.91,4.701931150293874,8.228379513014279,30.023501762632193,True,-1.9654,3.0533,2,2,2,100.0,20.757868450810403,29.551451187335093,3.298068849706126,4.701931150293874,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-1.97%; 状态confirmed_rebound; 底部已确认
31,69.81863145730824,69.14798239950261,301518,长华化学,bottom_area,2024-09-23,13.61,2024-09-18,13.15,3.498098859315582,6.311787072243346,30.38644785600847,False,-0.5844,0.6912,1,1,1,100.0,11.740041928721173,11.740041928721173,4.501901140684418,3.498098859315582,历史1/1次成功; 当前距低点3.50%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
32,67.77736965222236,67.67521837919716,601866,中远海发,bottom_area,2024-09-23,2.12,2024-09-18,2.04,3.921568627450984,5.8823529411764754,28.671328671328666,False,-0.4695,0.3508,1,1,1,100.0,9.012875536480685,9.012875536480685,4.078431372549017,3.921568627450984,历史1/1次成功; 当前距低点3.92%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
33,67.77725765662929,67.90976451421801,000726,鲁泰A,bottom_area,2024-09-23,5.33,2024-09-18,5.12,4.101562499999999,4.8828125,32.185430463576154,False,-0.1873,0.3669,1,1,1,100.0,12.480252764612954,12.480252764612954,3.898437500000001,4.101562499999999,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
34,66.48787522236964,64.34776962582536,000922,佳电股份,bottom_area,2024-09-23,8.9,2024-09-18,8.7,2.298850574712656,3.6781609195402334,30.6772908366534,False,1.1364,1.2223,1,2,1,50.0,40.42553191489362,40.42553191489362,5.701149425287344,2.298850574712656,历史1/2次成功; 当前距低点2.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
35,52.080364391320266,53.07823521333089,000625,长安汽车,confirmed_rebound,2024-09-23,12.0,2024-08-29,11.43,4.9868766404199505,8.136482939632543,29.138251704897705,True,0.0,0.8358,1,2,1,50.0,13.808139534883724,13.808139534883724,3.01312335958005,4.9868766404199505,历史1/2次成功; 当前距低点4.99%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
