rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.44454733596066,78.73151045563682,300490,华自科技,bottom_area,2022-04-15,12.11,2022-04-15,11.96,1.254180602006677,5.769230769230765,30.586186883343004,False,-3.506,2.6087,2,2,2,100.0,29.306678646301293,32.06349206349206,13.745819397993323,1.254180602006677,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
17,76.25429951209816,68.80949448390861,300447,全信股份,bottom_area,2022-04-15,14.4,2022-04-15,14.12,1.9830028328611982,3.399433427762043,28.902316213494462,False,-1.6393,2.7078,2,3,2,66.66666666666666,30.236958474007892,30.328638497652584,13.016997167138802,1.9830028328611982,历史2/3次成功; 当前距低点1.98%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
18,75.68276943599338,69.96542326053982,300724,捷佳伟创,bottom_area,2022-04-15,58.25,2022-04-15,56.4,3.280141843971634,5.088652482269511,31.94980694980695,False,0.0687,2.9471,2,3,2,66.66666666666666,29.87892472112087,30.55368319691865,11.719858156028366,3.280141843971634,历史2/3次成功; 当前距低点3.28%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
19,74.75089963881412,67.53232188315874,300648,星云股份,bottom_area,2022-04-15,35.41,2022-04-15,34.7,2.046109510086437,3.6887608069164095,28.4683570397856,False,-2.1553,1.5727,2,3,2,66.66666666666666,24.14400483596314,26.78362573099414,12.953890489913562,2.046109510086437,历史2/3次成功; 当前距低点2.05%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
20,69.28404444122889,62.067210021125476,688288,鸿泉技术,bottom_area,2022-04-15,20.4,2022-04-15,20.08,1.5936254980079698,4.183266932270933,29.64260686755431,False,-2.6718,1.3116,1,2,1,50.0,41.992882562277565,41.992882562277565,13.40637450199203,1.5936254980079698,历史1/2次成功; 当前距低点1.59%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
21,66.6415347386384,59.320838337737214,300631,久吾高科,bottom_area,2022-04-15,27.49,2022-04-15,27.15,1.2523020257826882,3.8674033149171296,31.370070778564212,False,-2.5523,2.264,1,2,1,50.0,23.04347826086956,23.04347826086956,13.74769797421731,1.2523020257826882,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
22,63.040676331595606,58.243145740256175,688185,康希诺,bottom_area,2022-04-15,190.11,2022-04-14,184.13,3.2477054255145923,9.162005105088799,31.798651751981634,False,0.0053,2.8214,1,2,1,50.0,19.236097367900253,19.236097367900253,11.752294574485408,3.2477054255145923,历史1/2次成功; 当前距低点3.25%; 最新日涨幅0.01%; 状态bottom_area; 底部未确认
23,62.94679184040474,56.0630953257269,603123,翠微股份,bottom_area,2022-04-15,15.8,2022-04-15,15.6,1.282051282051289,6.2179487179487225,27.777777777777786,False,-5.8964,7.1223,1,2,1,50.0,16.108452950558224,16.108452950558224,13.71794871794871,1.282051282051289,历史1/2次成功; 当前距低点1.28%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
24,59.72860540941089,51.93791774731382,603129,春风动力,bottom_area,2022-04-15,91.41,2022-04-15,91.41,0.0,3.2600371950552502,27.944190446161127,False,-2.2039,0.407,1,2,1,50.0,20.09633197480549,20.09633197480549,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
25,58.55999268586115,55.80479041916168,002584,西陇科学,bottom_area,2022-04-15,8.76,2022-04-14,8.35,4.910179640718565,10.77844311377246,27.20139494333044,True,-5.2973,11.9696,1,2,1,50.0,68.08510638297875,68.08510638297875,10.089820359281434,4.910179640718565,历史1/2次成功; 当前距低点4.91%; 最新日涨幅-5.30%; 状态bottom_area; 底部已确认
26,58.28008230378525,51.46501394741527,300339,润和软件,bottom_area,2022-04-15,15.9,2022-04-15,15.77,0.8243500317057754,4.311984781230182,29.282511210762337,False,-4.9611,4.5093,1,2,1,50.0,25.615763546798025,25.615763546798025,14.175649968294223,0.8243500317057754,历史1/2次成功; 当前距低点0.82%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
27,57.89377326544365,50.93078490667795,002104,恒宝股份,bottom_area,2022-04-15,9.71,2022-04-15,9.65,0.6217616580310932,4.663212435233153,32.658757850662944,False,-5.1758,11.1983,1,2,1,50.0,20.260223048327138,20.260223048327138,14.378238341968908,0.6217616580310932,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
