rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.26886430993497,83.15058747777168,001212,中旗新材,bottom_area,2024-06-21,21.12,2024-06-21,20.83,1.3922227556409155,2.256361017762854,27.040280210157626,False,0.7153,1.323,3,4,3,75.0,42.90244817544601,82.06521739130437,18.607777244359085,1.3922227556409155,历史3/4次成功; 当前距低点1.39%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
12,87.03004313094871,73.65273762603182,605198,安德利,bottom_area,2024-06-21,27.54,2024-06-21,27.31,0.842182350787259,1.9772976931527013,32.36750866765726,False,-0.4698,0.3015,1,1,1,100.0,43.241469816272954,43.241469816272954,19.157817649212742,0.842182350787259,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
13,84.15602862254026,75.45023255813955,600231,凌钢股份,bottom_area,2024-06-21,1.3,2024-06-21,1.25,4.0000000000000036,5.600000000000005,28.97727272727273,False,1.5625,0.5141,1,1,1,100.0,29.302325581395344,29.302325581395344,15.999999999999998,4.0000000000000036,历史1/1次成功; 当前距低点4.00%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
14,81.57319872329299,74.37556354182597,002012,凯恩股份,bottom_area,2024-06-21,3.41,2024-06-06,3.25,4.923076923076927,9.53846153846154,28.88402625820569,True,0.0,0.8276,1,1,1,100.0,25.646123260437374,25.646123260437374,15.076923076923073,4.923076923076927,历史1/1次成功; 当前距低点4.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
15,81.37489040502989,67.95660671751963,300409,道氏技术,bottom_area,2024-06-21,8.64,2024-06-21,8.63,0.11587485515642858,2.780996523754327,27.234401349072503,False,-1.8182,1.2593,3,5,3,60.0,40.380652619765016,50.03460207612457,19.884125144843573,0.11587485515642858,历史3/5次成功; 当前距低点0.12%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
16,80.34789715899751,69.60874801531453,002761,浙江建投,bottom_area,2024-06-21,8.18,2024-06-21,8.01,2.1223470661672903,3.4956304619225884,30.347826086956527,False,1.7413,1.7131,3,6,3,50.0,33.213437237505204,43.73730534867976,17.87765293383271,2.1223470661672903,历史3/6次成功; 当前距低点2.12%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
17,77.69021259912678,66.135503875969,000718,苏宁环球,bottom_area,2024-06-21,1.74,2024-06-20,1.72,1.1627906976744196,4.069767441860469,29.795918367346946,False,0.578,0.6425,1,2,1,50.0,36.111111111111114,36.111111111111114,18.83720930232558,1.1627906976744196,历史1/2次成功; 当前距低点1.16%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
18,76.94894145474285,67.75067467416305,603030,全筑股份,bottom_area,2024-06-21,1.37,2024-06-21,1.33,3.0075187969924837,4.511278195488709,31.79487179487179,False,-2.1429,1.0492,3,5,3,60.0,34.88073941562313,50.5813953488372,16.992481203007518,3.0075187969924837,历史3/5次成功; 当前距低点3.01%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
19,74.12269196555978,61.85235071914267,002240,盛新锂能,bottom_area,2024-06-21,13.59,2024-06-21,13.58,0.0736377025036803,3.976435935198815,28.937728937728934,False,-2.6504,1.2498,2,4,2,50.0,28.710992907801412,33.42198581560282,19.92636229749632,0.0736377025036803,历史2/4次成功; 当前距低点0.07%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
20,72.89710076991672,61.9481291127751,300639,凯普生物,bottom_area,2024-06-21,4.73,2024-06-21,4.68,1.0683760683760837,2.991452991453004,31.378299120234608,False,0.2119,0.8247,1,4,1,25.0,33.27433628318583,33.27433628318583,18.931623931623918,1.0683760683760837,历史1/4次成功; 当前距低点1.07%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
21,71.42219100535651,61.23851581304749,000705,浙江震元,bottom_area,2024-06-21,7.18,2024-06-06,7.07,1.5558698727015479,5.799151343705801,27.26337448559671,False,0.7013,1.4226,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,18.444130127298454,1.5558698727015479,历史1/3次成功; 当前距低点1.56%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
22,70.44614991871411,61.324826247697395,688105,诺唯赞,bottom_area,2024-06-21,20.6,2024-06-20,20.12,2.385685884691851,3.876739562624242,30.977701543739272,False,0.5859,0.5525,1,2,1,50.0,25.237580993520524,25.237580993520524,17.61431411530815,2.385685884691851,历史1/2次成功; 当前距低点2.39%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
23,69.89942306047156,59.006772801343544,002410,广联达,bottom_area,2024-06-21,10.0,2024-06-21,9.93,0.7049345417925507,2.2155085599194426,29.27350427350427,False,-0.7937,1.3409,2,5,2,40.0,42.81733094962667,45.94594594594595,19.29506545820745,0.7049345417925507,历史2/5次成功; 当前距低点0.70%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
24,68.78661652866457,58.791123911365894,603326,我乐家居,bottom_area,2024-06-21,5.87,2024-06-21,5.79,1.381692573402419,2.763385146804838,28.78228782287823,False,0.1706,0.8467,1,4,1,25.0,20.141843971631218,20.141843971631218,18.618307426597582,1.381692573402419,历史1/4次成功; 当前距低点1.38%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
25,68.61091156079463,57.53209581301759,002218,拓日新能,bottom_area,2024-06-21,2.96,2024-06-20,2.95,0.3389830508474504,4.745762711864396,28.743961352656992,False,0.0,2.2401,1,3,1,33.33333333333333,39.04109589041095,39.04109589041095,19.66101694915255,0.3389830508474504,历史1/3次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,68.43831152297196,57.862854996243406,001322,箭牌家居,bottom_area,2024-06-21,7.66,2024-06-21,7.6,0.789473684210533,1.9736842105263206,32.6241134751773,False,0.3932,1.1127,1,2,1,50.0,26.897069872276486,26.897069872276486,19.210526315789465,0.789473684210533,历史1/2次成功; 当前距低点0.79%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
27,68.3290463756998,57.179118306024954,600185,珠免集团,bottom_area,2024-06-21,4.4,2024-06-21,4.39,0.2277904328018377,2.961275626423688,29.76,False,-1.3453,0.6172,1,2,1,50.0,38.80903490759753,38.80903490759753,19.77220956719816,0.2277904328018377,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
28,67.64922099088568,58.27520726716238,688058,宝兰德,bottom_area,2024-06-21,21.92,2024-06-21,21.53,1.8114259173246656,2.6010218300046386,32.5501253132832,False,-1.1276,0.8108,1,2,1,50.0,24.27558257345491,24.27558257345491,18.188574082675334,1.8114259173246656,历史1/2次成功; 当前距低点1.81%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
29,67.40748540217474,56.84183639891087,688092,爱科科技,bottom_area,2024-06-21,21.81,2024-06-21,21.67,0.6460544531610383,3.691739732348856,32.91021671826624,False,-2.2411,1.1112,1,2,1,50.0,42.12279866730127,42.12279866730127,19.353945546838965,0.6460544531610383,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
30,63.325628717433226,53.052463768115956,002602,世纪华通,bottom_area,2024-06-21,3.46,2024-06-21,3.45,0.2898550724637619,2.6086956521739086,27.97494780793319,False,-1.4245,0.9086,1,3,1,33.33333333333333,36.8279569892473,36.8279569892473,19.710144927536238,0.2898550724637619,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
31,61.59870363408521,55.13208333333333,300749,顶固集创,bottom_area,2024-06-21,5.32,2024-06-06,5.12,3.9062500000000036,9.765625,28.391608391608393,True,0.7576,1.5157,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,16.09375,3.9062500000000036,历史1/3次成功; 当前距低点3.91%; 最新日涨幅0.76%; 状态bottom_area; 底部已确认
32,61.275178594974726,51.70752728737822,600322,津投城开,bottom_area,2024-06-21,1.47,2024-06-21,1.46,0.6849315068493157,3.424657534246579,29.468599033816425,False,-1.3423,1.0905,1,4,1,25.0,35.828877005347586,35.828877005347586,19.315068493150687,0.6849315068493157,历史1/4次成功; 当前距低点0.68%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
33,60.92669654509495,51.16362393824255,000002,万科A,bottom_area,2024-06-21,7.19,2024-06-21,7.16,0.4189944134078247,2.5139664804469235,27.82258064516129,False,-0.2774,1.5035,1,3,1,33.33333333333333,28.255902513328245,28.255902513328245,19.581005586592177,0.4189944134078247,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
34,60.27347414425536,54.84692341744136,002562,兄弟科技,bottom_area,2024-06-21,2.83,2024-06-14,2.7,4.81481481481481,11.111111111111104,32.668329177057345,True,-0.7018,0.7969,1,2,1,50.0,33.466135458167344,33.466135458167344,15.18518518518519,4.81481481481481,历史1/2次成功; 当前距低点4.81%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
35,59.84235459238051,50.648934541203985,601778,晶科科技,bottom_area,2024-06-21,2.38,2024-06-21,2.36,0.8474576271186449,5.084745762711869,31.79190751445087,False,-3.6437,1.7001,1,4,1,25.0,42.344827586206904,42.344827586206904,19.152542372881356,0.8474576271186449,历史1/4次成功; 当前距低点0.85%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
