rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.6593310391916,83.55691868405084,688300,联瑞新材,bottom_area,2023-08-16,42.12,2023-08-14,41.55,1.3718411552346579,3.7304452466907447,28.974358974358978,False,0.0475,0.2936,2,2,2,100.0,24.003852247235756,26.809910956252438,13.628158844765343,1.3718411552346579,历史2/2次成功; 当前距低点1.37%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
12,77.40060234756945,68.80158191153502,688115,思林杰,bottom_area,2023-08-16,29.22,2023-08-15,28.88,1.1772853185595562,10.734072022160671,27.345911949685537,False,-0.5107,2.224,2,3,2,66.66666666666666,20.31788049023731,23.658728081654015,13.822714681440443,1.1772853185595562,历史2/3次成功; 当前距低点1.18%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
13,77.05105869750275,67.20402812908918,688248,南网科技,bottom_area,2023-08-16,30.93,2023-08-16,30.88,0.16191709844559815,3.011658031088082,28.152629129827822,False,-1.7159,1.9752,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,14.838082901554401,0.16191709844559815,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
14,75.27389836466376,70.9031558789736,002755,奥赛康,bottom_area,2023-08-16,8.03,2023-08-08,7.7,4.285714285714275,6.363636363636354,31.00358422939068,False,-0.7417,0.1918,1,1,1,100.0,30.831099195710454,30.831099195710454,10.714285714285724,4.285714285714275,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
15,74.94117133588637,65.5728452666901,002386,天原股份,bottom_area,2023-08-16,6.03,2023-08-15,6.01,0.33277870216306926,1.6638935108153168,27.503015681544024,False,-0.495,0.4778,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,14.66722129783693,0.33277870216306926,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
16,74.21115021830248,64.6267595813727,002240,盛新锂能,bottom_area,2023-08-16,25.35,2023-08-16,25.33,0.07895775759969652,2.4476904855902135,28.243626062322946,False,-1.4002,0.8949,2,3,2,66.66666666666666,24.247938720609284,33.42198581560282,14.921042242400304,0.07895775759969652,历史2/3次成功; 当前距低点0.08%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
17,73.85333116262044,65.91591930807903,688355,明志科技,bottom_area,2023-08-16,22.53,2023-08-16,22.22,1.3951395139514056,4.095409540954096,27.027914614121514,False,-2.383,2.3469,2,4,2,50.0,26.91848064456046,35.08474576271185,13.604860486048596,1.3951395139514056,历史2/4次成功; 当前距低点1.40%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
18,73.737143979447,66.03243766620584,688286,敏芯股份,bottom_area,2023-08-16,47.75,2023-08-16,47.01,1.5741331631567794,7.679217187832375,28.338414634146336,False,-4.4809,2.1968,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,13.42586683684322,1.5741331631567794,历史2/3次成功; 当前距低点1.57%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
19,68.17907593444168,62.846634241245134,002554,惠博普,bottom_area,2023-08-16,3.63,2023-06-26,3.52,3.1249999999999964,10.51136363636364,27.27272727272727,True,-0.8197,0.8692,2,4,2,50.0,22.428141081963094,28.404669260700388,11.875000000000002,3.1249999999999964,历史2/4次成功; 当前距低点3.12%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
20,66.10909167162639,57.58101377276951,300539,横河精密,bottom_area,2023-08-16,11.35,2023-08-16,11.34,0.08818342151675297,2.1164021164021185,27.07395498392283,False,-1.0462,1.001,1,2,1,50.0,39.25845147219192,39.25845147219192,14.911816578483247,0.08818342151675297,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
21,64.71257577074469,56.53970242112988,300763,锦浪科技,bottom_area,2023-08-16,82.86,2023-08-16,82.65,0.2540834845734951,2.819116757410766,29.268292682926823,False,-1.2278,1.7238,1,2,1,50.0,35.693617021276594,35.693617021276594,14.745916515426504,0.2540834845734951,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
22,63.737569117112294,59.5089624949042,000890,法尔胜,bottom_area,2023-08-16,4.63,2023-08-14,4.46,3.8116591928251107,6.502242152466368,27.47967479674797,False,1.5351,8.1798,1,2,1,50.0,32.954545454545446,32.954545454545446,11.188340807174889,3.8116591928251107,历史1/2次成功; 当前距低点3.81%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
23,62.384436113570146,54.311317193612275,300473,德尔股份,bottom_area,2023-08-16,15.87,2023-08-16,15.86,0.06305170239596335,2.1437578814627987,29.35412026726058,False,-1.9159,1.276,1,2,1,50.0,21.37137137137137,21.37137137137137,14.936948297604037,0.06305170239596335,历史1/2次成功; 当前距低点0.06%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
24,61.662480575273364,54.20005426271721,688262,国芯科技,bottom_area,2023-08-16,31.42,2023-08-16,31.24,0.5761843790012909,3.7772087067861824,32.52699784017278,False,-2.8748,1.459,1,2,1,50.0,27.063197026022312,27.063197026022312,14.42381562099871,0.5761843790012909,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
25,59.47358904109587,51.71616438356163,300455,航天智装,bottom_area,2023-08-16,10.6,2023-08-16,10.6,0.0,2.264150943396228,32.05128205128205,False,-1.9426,0.8668,1,2,1,50.0,18.904109589041095,18.904109589041095,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
26,58.29471776107023,50.83899170177152,001266,宏英智能,bottom_area,2023-08-16,25.7,2023-08-16,25.66,0.1558846453624285,2.6890101325019535,27.14366837024418,False,-2.1325,2.5083,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,14.844115354637571,0.1558846453624285,历史1/3次成功; 当前距低点0.16%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
27,58.078803927373414,50.61609690980191,002403,爱仕达,bottom_area,2023-08-16,8.39,2023-08-14,8.38,0.11933174224343421,3.9379474940334136,32.852564102564095,False,-1.4101,0.866,1,3,1,33.33333333333333,21.63892445582587,21.63892445582587,14.880668257756566,0.11933174224343421,历史1/3次成功; 当前距低点0.12%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
28,57.94493248860263,50.712707832130434,603033,三维股份,bottom_area,2023-08-16,14.55,2023-08-16,14.5,0.34482758620690146,2.2068965517241397,32.77700509967548,False,-1.289,0.1364,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,14.655172413793096,0.34482758620690146,历史1/3次成功; 当前距低点0.34%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
29,56.834429452168926,50.18764146368756,603051,鹿山新材,bottom_area,2023-08-16,34.28,2023-08-16,34.0,0.8235294117647093,7.05882352941176,31.61705551086082,False,-5.85,6.2168,1,2,1,50.0,18.738110336081178,18.738110336081178,14.17647058823529,0.8235294117647093,历史1/2次成功; 当前距低点0.82%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
