rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.09268021130434,84.11355413285135,300411,金盾股份,bottom_area,2026-05-29,8.03,11.24,2026-05-28,7.95,1.0062893081760904,6.9182389937106885,29.270462633451956,28.558718861209968,False,-1.8337,2.8882,3,3,3,100.0,28.322009438133495,33.550488599348526,18.99371069182391,1.0062893081760904,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
68,67.97610435710162,59.94521087899094,301617,博苑新材,bottom_area,2026-05-29,52.31,69.99,2026-05-26,50.74,3.094205754828538,9.322033898305078,27.50392913273324,25.260751535933696,True,-4.8909,6.9007,1,2,1,50.0,55.675063685253335,55.675063685253335,16.905794245171464,3.094205754828538,历史1/2次成功; 当前距低点3.09%; 最新日涨幅-4.89%; 状态bottom_area; 底部已确认
69,67.39667772914555,57.42618241541311,300696,爱乐达,bottom_area,2026-05-29,30.86,44.58,2026-05-29,30.49,1.2135126270908527,8.363397835355856,31.60610139075819,30.776132794975325,False,-6.2291,3.057,1,3,1,33.33333333333333,42.04117135401565,42.04117135401565,18.78648737290915,1.2135126270908527,历史1/3次成功; 当前距低点1.21%; 最新日涨幅-6.23%; 状态bottom_area; 底部未确认
70,67.15836823477692,56.61115073084687,603348,文灿股份,bottom_area,2026-05-29,16.07,22.0,2026-05-28,15.97,0.6261740763932351,2.6925485284909074,27.409090909090907,26.954545454545453,False,-0.9858,0.7764,2,5,2,40.0,28.97219153238415,31.539888682745836,19.373825923606766,0.6261740763932351,历史2/5次成功; 当前距低点0.63%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
71,66.8812617077795,56.787180805117124,603318,水发燃气,bottom_area,2026-05-29,8.9,12.28,2026-05-29,8.81,1.0215664018161164,3.7457434733257666,28.257328990228004,27.524429967426705,False,-1.9824,4.8723,1,3,1,33.33333333333333,26.037735849056602,26.037735849056602,18.978433598183887,1.0215664018161164,历史1/3次成功; 当前距低点1.02%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
72,66.68467306757557,59.61110214413428,002367,康力电梯,bottom_area,2026-05-29,5.68,7.62,2026-05-28,5.47,3.8391224862888476,7.678244972577695,28.21522309711286,25.459317585301843,True,1.7921,1.3915,1,2,1,50.0,24.646781789638936,24.646781789638936,16.160877513711153,3.8391224862888476,历史1/2次成功; 当前距低点3.84%; 最新日涨幅1.79%; 状态bottom_area; 底部已确认
73,66.37819701706655,56.16445624441091,688208,道通科技,bottom_area,2026-05-29,30.31,42.15,2026-05-29,30.06,0.8316699933466402,15.76846307385229,28.68327402135231,28.090154211150654,False,-11.6327,5.3493,2,5,2,40.0,39.30464424323251,43.885869565217384,19.16833000665336,0.8316699933466402,历史2/5次成功; 当前距低点0.83%; 最新日涨幅-11.63%; 状态bottom_area; 底部未确认
74,66.23239137558699,56.33663959210461,002394,联发股份,bottom_area,2026-05-29,9.94,14.18,2026-05-29,9.83,1.1190233977619475,5.696846388606312,30.677009873060644,29.901269393511992,False,-3.4014,2.1864,1,4,1,25.0,36.41404805914972,36.41404805914972,18.880976602238054,1.1190233977619475,历史1/4次成功; 当前距低点1.12%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
75,66.09820471010327,56.14668824232558,000547,航天发展,bottom_area,2026-05-29,20.3,29.97,2026-05-29,20.09,1.045296167247391,8.362369337979093,32.9662996329663,32.26559893226559,False,-6.838,6.8179,1,4,1,25.0,34.489051094890506,34.489051094890506,18.95470383275261,1.045296167247391,历史1/4次成功; 当前距低点1.05%; 最新日涨幅-6.84%; 状态bottom_area; 底部未确认
76,66.09235555214492,56.13818590274686,301517,陕西华达,bottom_area,2026-05-29,55.28,75.69,2026-05-29,54.71,1.0418570645220258,9.267044416011698,27.71832474567314,26.96525300568106,False,-6.936,4.4116,1,4,1,25.0,34.40118284869394,34.40118284869394,18.958142935477976,1.0418570645220258,历史1/4次成功; 当前距低点1.04%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
77,65.82104568992409,55.64476559970556,603113,金能科技,bottom_area,2026-05-29,5.14,7.5,2026-05-26,5.1,0.7843137254901967,4.3137254901960915,32.00000000000001,31.466666666666672,False,-0.9634,0.6278,2,5,2,40.0,25.71505856894199,31.03448275862069,19.215686274509807,0.7843137254901967,历史2/5次成功; 当前距低点0.78%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
78,65.76410600870716,57.75489113983768,002589,瑞康医药,bottom_area,2026-05-29,2.87,3.95,2026-05-27,2.79,2.8673835125448055,4.659498207885301,29.367088607594937,27.341772151898734,False,0.3497,2.3298,2,8,2,25.0,32.78239542171958,37.073170731707336,17.132616487455195,2.8673835125448055,历史2/8次成功; 当前距低点2.87%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
79,65.55087812940712,55.436202572347284,002469,三维化学,bottom_area,2026-05-29,6.27,8.96,2026-05-29,6.22,0.8038585209003187,3.37620578778135,30.58035714285715,30.02232142857144,False,-1.8779,1.0006,1,2,1,50.0,36.5,36.5,19.196141479099683,0.8038585209003187,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
80,65.47848404559403,54.98720199190785,600620,天宸股份,bottom_area,2026-05-29,4.78,6.54,2026-05-29,4.76,0.4201680672269005,4.201680672268911,27.217125382263003,26.911314984709477,False,-2.0492,0.9238,1,2,1,50.0,29.38271604938273,29.38271604938273,19.5798319327731,0.4201680672269005,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
81,64.95880875160594,54.57593815319925,001311,多利科技,bottom_area,2026-05-29,20.3,29.55,2026-05-29,20.21,0.4453240969816915,4.849084611578428,31.607445008460232,31.302876480541453,False,-2.8708,2.8268,1,3,1,33.33333333333333,46.9244288224956,46.9244288224956,19.55467590301831,0.4453240969816915,历史1/3次成功; 当前距低点0.45%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
82,64.77143609933374,56.848461538461535,002320,海峡股份,bottom_area,2026-05-29,7.62,11.0,2026-05-28,7.41,2.834008097165991,4.453441295546559,32.63636363636363,30.727272727272727,False,0.6605,0.943,1,3,1,33.33333333333333,26.111111111111097,26.111111111111097,17.16599190283401,2.834008097165991,历史1/3次成功; 当前距低点2.83%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
83,64.16158371983104,56.75655506112653,600418,江淮汽车,bottom_area,2026-05-29,37.02,52.75,2026-05-29,35.85,3.2635983263598374,7.949790794979084,32.03791469194313,29.819905213270136,False,-2.5789,3.7563,2,5,2,40.0,22.244942178639526,24.365079365079367,16.736401673640163,3.2635983263598374,历史2/5次成功; 当前距低点3.26%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
84,64.1426924951194,55.01600619594682,002769,普路通,bottom_area,2026-05-29,7.74,10.99,2026-05-28,7.62,1.5748031496063006,4.5931758530183675,30.664240218380346,29.572338489535944,False,-0.7692,2.559,1,5,1,20.0,35.51912568306011,35.51912568306011,18.4251968503937,1.5748031496063006,历史1/5次成功; 当前距低点1.57%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
85,63.93372201872201,53.27810168226834,605218,伟时电子,bottom_area,2026-05-29,16.2,22.37,2026-05-29,16.2,0.0,10.740740740740753,27.581582476531075,27.581582476531075,False,-7.8498,3.7226,2,6,2,33.33333333333333,40.29445348889792,42.36874236874236,20.0,0.0,历史2/6次成功; 当前距低点0.00%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
86,63.8118011792647,56.61614321162709,601002,晋亿实业,bottom_area,2026-05-29,5.13,6.81,2026-05-28,4.96,3.427419354838708,8.66935483870967,27.16593245227606,24.66960352422907,False,-1.912,2.3427,1,2,1,50.0,35.164835164835154,35.164835164835154,16.572580645161295,3.427419354838708,历史1/2次成功; 当前距低点3.43%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
87,63.755715434871725,53.62546039546039,300511,雪榕生物,bottom_area,2026-05-29,5.95,8.48,2026-05-29,5.92,0.5067567567567609,2.8716216216216206,30.188679245283023,29.83490566037736,False,-2.2989,2.8556,2,6,2,33.33333333333333,25.900712191034756,29.220779220779214,19.493243243243242,0.5067567567567609,历史2/6次成功; 当前距低点0.51%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
88,63.56199320713611,57.70938997821351,605099,共创草坪,bottom_area,2026-05-29,42.4,55.88,2026-05-26,40.5,4.691358024691355,10.07407407407407,27.52326413743737,24.12312097351468,True,0.6648,1.1865,1,3,1,33.33333333333333,44.31372549019606,44.31372549019606,15.308641975308646,4.691358024691355,历史1/3次成功; 当前距低点4.69%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
89,63.54992267933684,53.581307357087915,600611,大众交通,bottom_area,2026-05-29,4.73,6.59,2026-05-29,4.7,0.6382978723404308,7.234042553191486,28.679817905918053,28.224582701062207,False,-2.2727,9.4726,1,2,1,50.0,24.497991967871478,24.497991967871478,19.36170212765957,0.6382978723404308,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
90,63.110603305198005,55.453927836504555,688568,中科星图,bottom_area,2026-05-29,48.67,70.14,2026-05-29,47.3,2.8964059196617433,7.505285412262166,32.56344453949245,30.610208155118336,False,-3.8712,1.803,1,2,1,50.0,32.62222222222222,32.62222222222222,17.103594080338258,2.8964059196617433,历史1/2次成功; 当前距低点2.90%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
91,63.09556235821995,52.999356625282715,002418,康盛股份,bottom_area,2026-05-29,4.63,6.69,2026-05-29,4.61,0.43383947939261547,6.073752711496732,31.09118086696562,30.792227204783263,False,-5.317,5.7759,1,2,1,50.0,29.078014184397176,29.078014184397176,19.566160520607387,0.43383947939261547,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-5.32%; 状态bottom_area; 底部未确认
92,63.013307945073755,53.062255974740054,600797,浙大网新,bottom_area,2026-05-29,7.06,9.68,2026-05-29,7.02,0.5698005698005704,6.267806267806273,27.47933884297521,27.066115702479344,False,-4.336,2.8163,1,2,1,50.0,31.082802547770694,31.082802547770694,19.43019943019943,0.5698005698005704,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
93,62.94653959547154,55.11448167345432,002218,拓日新能,bottom_area,2026-05-29,4.56,6.46,2026-05-28,4.44,2.702702702702685,5.1801801801801695,31.269349845201234,29.41176470588236,False,-1.5119,3.9434,1,4,1,25.0,39.04109589041095,39.04109589041095,17.297297297297316,2.702702702702685,历史1/4次成功; 当前距低点2.70%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
94,62.691100203511155,53.00301430249596,300351,永贵电器,bottom_area,2026-05-29,17.89,26.0,2026-05-29,17.75,0.7887323943662005,12.394366197183095,31.73076923076923,31.19230769230769,False,-7.3057,8.5208,1,2,1,50.0,33.447979363714516,33.447979363714516,19.2112676056338,0.7887323943662005,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
95,62.25102150079508,55.008266421910236,002612,朗姿股份,bottom_area,2026-05-29,13.2,17.94,2026-05-28,12.79,3.2056293979671633,7.505863956215801,28.70680044593089,26.421404682274257,False,1.5385,3.0291,1,3,1,33.33333333333333,20.77294685990338,20.77294685990338,16.79437060203284,3.2056293979671633,历史1/3次成功; 当前距低点3.21%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
96,61.97034688681522,51.99659521530755,002772,众兴菌业,bottom_area,2026-05-29,13.44,19.2,2026-05-29,13.39,0.37341299477221007,4.032860343539949,30.26041666666666,30.0,False,-2.2545,2.3307,1,3,1,33.33333333333333,32.175502742230364,32.175502742230364,19.62658700522779,0.37341299477221007,历史1/3次成功; 当前距低点0.37%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
97,61.958572136678896,52.25218010434983,600770,综艺股份,bottom_area,2026-05-29,6.18,8.62,2026-05-29,6.14,0.6514657980456032,6.67752442996743,28.770301624129928,28.30626450116009,False,-4.9231,3.9386,1,2,1,50.0,27.72861356932153,27.72861356932153,19.348534201954397,0.6514657980456032,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-4.92%; 状态bottom_area; 底部未确认
98,61.51220271276378,52.14155720996189,301618,长联科技,bottom_area,2026-05-29,37.96,56.1,2026-05-29,37.61,0.930603562882216,9.75804307365063,32.959001782531196,32.33511586452763,False,-5.8065,6.2506,1,3,1,33.33333333333333,50.278688524590166,50.278688524590166,19.069396437117785,0.930603562882216,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-5.81%; 状态bottom_area; 底部未确认
99,60.38787182537913,51.13847761353901,300546,雄帝科技,bottom_area,2026-05-29,17.25,23.58,2026-05-29,17.1,0.877192982456132,6.432748538011683,27.480916030534342,26.844783715012717,False,-4.273,3.453,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,19.12280701754387,0.877192982456132,历史2/6次成功; 当前距低点0.88%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
100,59.982518297662466,52.040705428426406,000710,贝瑞基因,bottom_area,2026-05-29,8.82,12.09,2026-05-28,8.63,2.201622247972184,4.634994206257225,28.61869313482216,27.047146401985106,False,-0.4515,2.1211,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,17.798377752027818,2.201622247972184,历史1/7次成功; 当前距低点2.20%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
101,59.91048893709682,54.279305204419195,301333,诺思格,bottom_area,2026-05-29,50.74,70.24,2026-05-27,48.52,4.5754328112118685,8.98598516075845,30.92255125284737,27.761958997722086,True,0.0789,2.5424,1,4,1,25.0,25.840279645065877,25.840279645065877,15.424567188788133,4.5754328112118685,历史1/4次成功; 当前距低点4.58%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
102,58.568411865136824,49.54811415922639,000592,平潭发展,bottom_area,2026-05-29,8.58,12.46,2026-05-29,8.51,0.8225616921269129,4.347826086956533,31.701444622792945,31.13964686998395,False,-3.3784,5.9035,1,5,1,20.0,46.9545957918051,46.9545957918051,19.17743830787309,0.8225616921269129,历史1/5次成功; 当前距低点0.82%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
103,57.726911620417084,48.49127866701216,300615,欣天科技,bottom_area,2026-05-29,11.53,15.98,2026-05-29,11.48,0.43554006968640185,7.0557491289198495,28.16020025031289,27.847309136420535,False,-4.6319,5.0392,1,3,1,33.33333333333333,24.306326304106545,24.306326304106545,19.5644599303136,0.43554006968640185,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
104,57.224749399579956,48.35045197899612,002392,北京利尔,bottom_area,2026-05-29,8.02,11.33,2026-05-29,7.96,0.7537688442211007,7.788944723618092,29.74404236540159,29.21447484554281,False,-5.7579,2.8009,1,4,1,25.0,28.838951310861425,28.838951310861425,19.2462311557789,0.7537688442211007,历史1/4次成功; 当前距低点0.75%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
105,56.914128266729186,48.14213768115943,600103,青山纸业,bottom_area,2026-05-29,3.71,5.1,2026-05-29,3.68,0.8152173913043425,5.163043478260868,27.84313725490195,27.254901960784313,False,-3.886,3.5902,1,3,1,33.33333333333333,27.083333333333325,27.083333333333325,19.18478260869566,0.8152173913043425,历史1/3次成功; 当前距低点0.82%; 最新日涨幅-3.89%; 状态bottom_area; 底部未确认
106,56.093466607863185,47.28040004034321,300683,海特生物,bottom_area,2026-05-29,27.5,39.16,2026-05-29,27.33,0.6220270764727469,4.573728503476033,30.209397344228805,29.7752808988764,False,-2.1352,4.565,1,5,1,20.0,22.089364380113267,22.089364380113267,19.377972923527253,0.6220270764727469,历史1/5次成功; 当前距低点0.62%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
107,55.91710102590317,47.148856963119044,688152,麒麟信安,bottom_area,2026-05-29,31.36,43.11,2026-05-29,31.16,0.6418485237483931,10.847240051347878,27.719786592437952,27.255857109719322,False,-7.7647,2.2757,1,4,1,25.0,21.006836544437533,21.006836544437533,19.35815147625161,0.6418485237483931,历史1/4次成功; 当前距低点0.64%; 最新日涨幅-7.76%; 状态bottom_area; 底部未确认
108,55.575261653184306,46.83984050536465,603767,中马传动,bottom_area,2026-05-29,17.92,25.5,2026-05-29,17.81,0.6176305446378607,7.243121841662004,30.156862745098046,29.725490196078425,False,-6.5693,4.8869,1,5,1,20.0,29.881925522252505,29.881925522252505,19.38236945536214,0.6176305446378607,历史1/5次成功; 当前距低点0.62%; 最新日涨幅-6.57%; 状态bottom_area; 底部未确认
109,53.233958333012836,45.028450680698214,002798,帝欧水华,bottom_area,2026-05-29,6.19,8.67,2026-05-29,6.14,0.8143322475570149,9.283387622149842,29.18108419838524,28.60438292964244,False,-7.8869,8.5109,1,6,1,16.666666666666664,29.776674937965264,29.776674937965264,19.185667752442985,0.8143322475570149,历史1/6次成功; 当前距低点0.81%; 最新日涨幅-7.89%; 状态bottom_area; 底部未确认
