rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.64607572926398,83.25177514792898,600052,东望时代,bottom_area,2024-04-22,3.42,2024-04-16,3.38,1.1834319526627228,9.467455621301783,27.311827956989255,True,-2.8409,0.4744,1,1,1,100.0,56.0655737704918,56.0655737704918,13.816568047337277,1.1834319526627228,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
12,79.21434760738565,69.49782679899532,002459,晶澳科技,bottom_area,2024-04-22,14.77,2024-04-22,14.7,0.47619047619047816,3.4013605442176873,28.222656250000007,False,-0.0677,1.3514,3,4,3,75.0,20.58355421886888,26.683937823834192,14.523809523809522,0.47619047619047816,历史3/4次成功; 当前距低点0.48%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
13,77.56459702441938,68.03452947287309,301539,宏鑫科技,bottom_area,2024-04-22,26.0,2024-04-22,25.88,0.46367851622875195,5.680061823802173,29.864498644986448,False,-9.3761,38.7845,1,1,1,100.0,18.61137897782063,18.61137897782063,14.536321483771248,0.46367851622875195,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-9.38%; 状态bottom_area; 底部未确认
14,77.4738660348248,73.5950526611494,301393,昊帆生物,bottom_area,2024-04-22,38.45,2024-04-16,36.71,4.739852901116867,8.96213565785889,31.38317757009346,True,1.1842,3.361,1,1,1,100.0,19.203856320945413,19.203856320945413,10.260147098883133,4.739852901116867,历史1/1次成功; 当前距低点4.74%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
15,77.4018410623697,73.7602997129071,603212,赛伍技术,bottom_area,2024-04-22,11.11,2024-04-16,10.59,4.910292728989609,9.159584513692169,28.734858681022878,True,0.543,2.092,3,4,3,75.0,26.348210403244153,32.01038575667657,10.08970727101039,4.910292728989609,历史3/4次成功; 当前距低点4.91%; 最新日涨幅0.54%; 状态bottom_area; 底部已确认
16,73.9687401509109,66.57513208569571,688276,百克生物,bottom_area,2024-04-22,39.75,2024-04-22,39.03,1.8447348193697126,4.406866512938762,29.293478260869566,False,-1.8519,1.6451,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,13.155265180630288,1.8447348193697126,历史2/3次成功; 当前距低点1.84%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
17,73.66125043821619,68.20263986013988,002319,乐通股份,bottom_area,2024-04-22,11.37,2024-04-22,11.0,3.3636363636363567,10.363636363636369,27.86885245901639,False,-3.8071,1.6209,1,1,1,100.0,15.224358974358976,15.224358974358976,11.636363636363642,3.3636363636363567,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
18,73.22881151789046,65.48426966292135,002685,华东重机,bottom_area,2024-04-22,2.71,2024-04-16,2.67,1.4981273408239715,7.490636704119858,28.22580645161291,True,-2.8674,1.9039,1,2,1,50.0,109.52380952380952,109.52380952380952,13.501872659176028,1.4981273408239715,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-2.87%; 状态bottom_area; 底部已确认
19,72.76058347565203,67.23983881504807,002256,兆新股份,bottom_area,2024-04-22,1.9,2024-04-16,1.84,3.2608695652173822,8.152173913043473,30.82706766917293,True,-1.0417,0.9933,3,5,3,60.0,26.04635174055759,31.775700934579426,11.739130434782616,3.2608695652173822,历史3/5次成功; 当前距低点3.26%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
20,71.75755462711287,64.03290030211478,002432,九安医疗,bottom_area,2024-04-22,40.27,2024-04-17,39.72,1.3846928499496582,3.57502517623364,27.75554747180793,False,-0.6905,1.2713,1,2,1,50.0,65.03496503496503,65.03496503496503,13.61530715005034,1.3846928499496582,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
21,64.75546029992373,57.79579102316603,300759,康龙化成,bottom_area,2024-04-22,18.17,2024-04-22,17.92,1.3950892857142856,3.683035714285695,28.032128514056215,False,-0.055,1.2156,1,2,1,50.0,16.594594594594597,16.594594594594597,13.604910714285715,1.3950892857142856,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
22,62.79053321749163,59.808975754223596,002410,广联达,bottom_area,2024-04-22,10.09,2024-04-16,9.62,4.885654885654893,8.939708939708952,32.301196340605216,True,-0.2964,2.0148,2,4,2,50.0,27.678865018907224,39.688715953307394,10.114345114345106,4.885654885654893,历史2/4次成功; 当前距低点4.89%; 最新日涨幅-0.30%; 状态bottom_area; 底部已确认
23,62.58938888888889,54.42555555555556,000889,中嘉博创,bottom_area,2024-04-22,1.21,2024-04-22,1.21,0.0,0.0,32.40223463687151,False,-4.7244,0.3014,2,5,2,40.0,32.019115890083626,34.408602150537625,15.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
24,61.64312283618928,56.55713894435499,002022,科华生物,bottom_area,2024-04-22,6.8,2024-04-22,6.61,2.874432677760961,3.630862329803318,27.362637362637354,False,0.4431,1.0912,1,3,1,33.33333333333333,25.04038772213247,25.04038772213247,12.12556732223904,2.874432677760961,历史1/3次成功; 当前距低点2.87%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
25,60.54682472341718,56.643670449231735,002558,巨人网络,bottom_area,2024-04-22,10.34,2024-04-22,9.95,3.9195979899497546,5.527638190954781,30.07730147575545,False,1.0753,2.2404,1,2,1,50.0,18.872870249017044,18.872870249017044,11.080402010050244,3.9195979899497546,历史1/2次成功; 当前距低点3.92%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
26,60.410325225830775,56.650228503338184,688277,天智航,bottom_area,2024-04-22,7.97,2024-04-16,7.66,4.046997389033937,6.788511749347252,29.981718464351005,False,2.7062,0.8324,1,2,1,50.0,20.469798657718112,20.469798657718112,10.953002610966061,4.046997389033937,历史1/2次成功; 当前距低点4.05%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
27,58.55167938931297,50.914503816793896,002742,三圣股份,bottom_area,2024-04-22,2.32,2024-04-22,2.32,0.0,0.0,32.163742690058484,False,-4.918,0.4541,1,2,1,50.0,24.809160305343507,24.809160305343507,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.92%; 状态bottom_area; 底部未确认
28,57.271195887445884,54.42619047619047,002551,尚荣医疗,bottom_area,2024-04-22,2.64,2024-04-16,2.52,4.761904761904765,10.714285714285715,32.075471698113205,True,-0.3774,1.5513,1,3,1,33.33333333333333,52.61780104712043,52.61780104712043,10.238095238095235,4.761904761904765,历史1/3次成功; 当前距低点4.76%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
29,57.19600288568256,53.51082352941175,002239,奥特佳,bottom_area,2024-04-22,2.65,2024-04-16,2.55,3.921568627450984,8.627450980392165,29.75206611570248,True,-1.487,1.2353,1,2,1,50.0,15.333333333333332,15.333333333333332,11.078431372549016,3.921568627450984,历史1/2次成功; 当前距低点3.92%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
30,53.669682308083814,49.23644100631957,002607,中公教育,bottom_area,2024-04-22,2.51,2024-04-16,2.44,2.868852459016387,8.606557377049178,28.86297376093295,True,-0.7905,2.0573,1,6,1,16.666666666666664,18.337408312958438,18.337408312958438,12.131147540983612,2.868852459016387,历史1/6次成功; 当前距低点2.87%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
31,52.76379942446697,49.744184397163124,002177,御银股份,bottom_area,2024-04-22,3.13,2024-04-17,3.0,4.33333333333333,9.333333333333327,30.71593533487298,True,-0.6349,1.7178,1,3,1,33.33333333333333,19.574468085106382,19.574468085106382,10.666666666666668,4.33333333333333,历史1/3次成功; 当前距低点4.33%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
32,52.115042073471116,45.64406735680956,300769,德方纳米,bottom_area,2024-04-22,31.35,2024-04-22,31.23,0.384245917387131,4.482869036183164,27.355198883461274,False,-3.2706,3.9921,1,5,1,20.0,20.592193808882907,20.592193808882907,14.61575408261287,0.384245917387131,历史1/5次成功; 当前距低点0.38%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
