rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.09932947093625,83.66572180993286,000717,中南股份,bottom_area,2024-07-08,1.7,2024-06-24,1.68,1.1904761904761916,7.738095238095245,29.411764705882355,True,-2.8571,0.3427,2,2,2,100.0,35.64520174311065,56.020942408376975,13.809523809523808,1.1904761904761916,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
12,85.20766884453472,75.04286411168056,605567,春雪食品,bottom_area,2024-07-08,7.39,2024-07-05,7.34,0.6811989100817415,3.4059945504087197,28.599221789883266,False,-2.5066,1.2085,2,2,2,100.0,32.07525605734906,36.46616541353383,14.318801089918257,0.6811989100817415,历史2/2次成功; 当前距低点0.68%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
13,84.87108038377593,75.88597066292292,603325,博隆技术,bottom_area,2024-07-08,61.92,2024-07-08,61.01,1.4915587608588818,6.146533355187686,29.614674665436098,False,-4.1338,1.6051,1,1,1,100.0,33.584541062801925,33.584541062801925,13.508441239141117,1.4915587608588818,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
14,84.53897603859237,74.48943629926983,600155,华创云信,bottom_area,2024-07-08,5.7,2024-07-08,5.66,0.7067137809187285,4.41696113074205,27.806122448979586,False,-3.8786,0.9575,2,2,2,100.0,39.627654407336166,46.19883040935671,14.293286219081272,0.7067137809187285,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
15,84.21704046516489,75.60378990395884,002603,以岭药业,bottom_area,2024-07-08,14.9,2024-07-05,14.65,1.7064846416382253,4.914675767918081,27.0418326693227,False,-2.7415,0.6998,3,4,3,75.0,28.653628424161244,39.661898569570866,13.293515358361773,1.7064846416382253,历史3/4次成功; 当前距低点1.71%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
16,84.1115618399097,73.91685019750149,002219,新里程,bottom_area,2024-07-08,1.78,2024-07-08,1.77,0.56497175141243,4.51977401129944,32.183908045977006,False,-4.3011,0.8812,2,2,2,100.0,34.81175156302061,45.685279187817265,14.43502824858757,0.56497175141243,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
17,83.49006553091742,73.01726523325097,600188,兖矿能源,bottom_area,2024-07-08,16.36,2024-07-08,16.31,0.30656039239730665,1.77805027590437,31.297388374052233,False,-2.503,0.5093,2,2,2,100.0,16.592596386649618,17.201774993474277,14.693439607602693,0.30656039239730665,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
18,83.37848718367191,73.06751366448886,601908,京运通,bottom_area,2024-07-08,2.42,2024-07-08,2.41,0.41493775933609073,3.73443983402489,31.14285714285714,False,-3.9683,0.7503,2,2,2,100.0,28.406299762231964,40.33898305084744,14.585062240663909,0.41493775933609073,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
19,83.25309781281179,73.34225626740944,002015,协鑫能科,bottom_area,2024-07-08,7.23,2024-07-08,7.18,0.6963788300835754,4.735376044568243,32.51879699248121,False,-3.9841,0.8293,1,1,1,100.0,65.95380667236954,65.95380667236954,14.303621169916426,0.6963788300835754,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
20,82.93843545842513,72.31007238662978,001308,康冠科技,bottom_area,2024-07-08,21.38,2024-06-24,21.35,0.1405152224824243,6.557377049180321,28.66688940862011,False,-2.1062,1.3762,1,1,1,100.0,27.421758569299566,27.421758569299566,14.859484777517576,0.1405152224824243,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
21,82.81838383633473,73.0197744035107,002254,泰和新材,bottom_area,2024-07-08,8.16,2024-07-08,8.1,0.7407407407407469,3.9506172839506206,30.47210300429185,False,-3.2028,0.8867,2,2,2,100.0,32.14335103440648,38.58695652173914,14.259259259259252,0.7407407407407469,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
22,82.66683917246004,72.62372205399139,605099,共创草坪,bottom_area,2024-07-08,18.36,2024-07-08,18.26,0.5476451259583672,4.709748083242055,27.45331744139849,False,-3.47,0.1201,1,1,1,100.0,44.31372549019606,44.31372549019606,14.452354874041632,0.5476451259583672,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
23,82.3357159829974,72.28426093514328,603063,禾望电气,bottom_area,2024-07-08,13.75,2024-07-08,13.68,0.5116959064327506,4.239766081871346,27.54237288135593,False,-3.5764,0.9354,2,2,2,100.0,25.38133119252664,28.846153846153843,14.488304093567248,0.5116959064327506,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
24,81.74260672815647,71.54227540212305,601699,潞安环能,bottom_area,2024-07-08,17.38,2024-07-08,17.32,0.3464203233256277,2.2517321016166316,27.652464494569763,False,-1.7524,0.3546,1,1,1,100.0,25.817815802717657,25.817815802717657,14.653579676674372,0.3464203233256277,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
25,81.19503570111203,71.26892703545128,603215,比依股份,bottom_area,2024-07-08,12.03,2024-07-08,11.97,0.5012531328320695,3.6758563074352506,29.959040374487998,False,-2.6699,1.1157,3,4,3,75.0,30.412818162948412,36.01562499999999,14.498746867167931,0.5012531328320695,历史3/4次成功; 当前距低点0.50%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
26,81.06299987065768,70.79453052392681,002838,道恩股份,bottom_area,2024-07-08,8.68,2024-07-08,8.66,0.23094688221708512,3.579676674364902,31.160572337042925,False,-3.0168,0.5599,4,5,4,80.0,23.930588254740684,38.59649122807017,14.769053117782915,0.23094688221708512,历史4/5次成功; 当前距低点0.23%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
27,80.97035381345195,71.58294171953101,000862,银星能源,bottom_area,2024-07-08,4.56,2024-07-08,4.52,0.8849557522123902,2.654867256637171,29.37500000000001,False,-1.5119,0.8056,1,1,1,100.0,32.63785394932937,32.63785394932937,14.115044247787608,0.8849557522123902,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
28,80.74051225883255,70.89277053607478,603282,亚光股份,bottom_area,2024-07-08,15.51,2024-07-05,15.43,0.518470511989631,4.795852235904096,27.04491725768321,False,-3.6646,0.7081,1,1,1,100.0,34.64991023339317,34.64991023339317,14.48152948801037,0.518470511989631,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
29,80.66640243001389,70.55012211272327,600295,鄂尔多斯,bottom_area,2024-07-08,9.76,2024-07-08,9.73,0.30832476875641684,3.3915724563206586,27.765404602821086,False,-2.1063,0.313,1,1,1,100.0,20.016680567139286,20.016680567139286,14.691675231243584,0.30832476875641684,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
30,80.30944662480375,69.83430141287283,002367,康力电梯,bottom_area,2024-07-08,5.59,2024-07-08,5.59,0.0,3.0411449016100165,27.213541666666668,False,-2.9514,0.8664,1,1,1,100.0,24.646781789638936,24.646781789638936,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
31,80.12412606455999,70.01099633897276,002557,洽洽食品,bottom_area,2024-07-08,27.12,2024-07-08,27.05,0.25878003696857776,2.070240295748609,29.648894668400523,False,-1.9523,0.6581,1,1,1,100.0,16.510832383124292,16.510832383124292,14.741219963031421,0.25878003696857776,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
32,80.00804178522962,69.97474052798609,300390,天华新能,bottom_area,2024-07-08,16.25,2024-07-08,16.2,0.3086419753086464,3.7037037037037126,27.027027027027028,False,-3.4462,0.9268,1,1,1,100.0,27.142173288654863,27.142173288654863,14.691358024691354,0.3086419753086464,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
33,79.84476047408381,69.78933396155035,603187,海容冷链,bottom_area,2024-07-08,10.9,2024-07-08,10.87,0.2759889604415928,3.4038638454461916,29.461388708630764,False,-2.9386,0.8439,1,1,1,100.0,15.530047265361235,15.530047265361235,14.724011039558407,0.2759889604415928,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
34,79.65406820261211,69.87733044733045,002572,索菲亚,bottom_area,2024-07-08,14.92,2024-07-05,14.85,0.47138047138047334,3.232323232323235,31.058495821727018,False,-2.2921,1.3837,1,1,1,100.0,18.398268398268392,18.398268398268392,14.528619528619528,0.47138047138047334,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
35,79.3743521842074,69.8731260257112,002345,潮宏基,bottom_area,2024-07-08,4.6,2024-07-08,4.57,0.6564551422319334,4.3763676148796335,30.441400304414003,False,-3.1579,0.7035,1,1,1,100.0,30.859375,30.859375,14.343544857768068,0.6564551422319334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
36,79.19286113661853,73.61943841779946,600161,天坛生物,bottom_area,2024-07-08,23.73,2024-07-05,22.91,3.5792230467044974,5.325185508511562,29.42082563154652,False,-1.2073,0.3214,1,1,1,100.0,36.77455357142857,36.77455357142857,11.420776953295503,3.5792230467044974,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
37,78.84121696025792,69.68184976131869,688303,大全能源,bottom_area,2024-07-08,18.54,2024-07-08,18.38,0.8705114254624601,4.080522306855277,29.793735676088623,False,-3.4375,1.0176,1,1,1,100.0,32.45492371705965,32.45492371705965,14.129488574537538,0.8705114254624601,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
38,78.6974733458226,68.70414339714671,603057,紫燕食品,bottom_area,2024-07-08,14.19,2024-07-08,14.16,0.2118644067796565,4.590395480225991,30.588235294117645,False,-4.1216,1.8673,1,1,1,100.0,19.124700239808163,19.124700239808163,14.788135593220343,0.2118644067796565,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
39,78.52599744061104,69.13004676174887,000516,国际医学,bottom_area,2024-07-08,4.58,2024-07-08,4.55,0.6593406593406648,4.8351648351648295,28.571428571428577,False,-3.7815,0.5856,1,1,1,100.0,26.89969604863221,26.89969604863221,14.340659340659334,0.6593406593406648,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
40,78.38413680943172,72.79641220246249,000722,湖南发展,bottom_area,2024-07-08,9.1,2024-06-26,8.79,3.526734926052338,9.101251422070543,29.454253611556997,True,-0.5464,2.1822,3,4,3,75.0,26.67939695624636,36.6412213740458,11.473265073947662,3.526734926052338,历史3/4次成功; 当前距低点3.53%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
41,77.70351584544863,68.16377286708756,601388,怡球资源,bottom_area,2024-07-08,2.14,2024-07-08,2.13,0.4694835680751282,3.286384976525835,28.282828282828294,False,-3.1674,0.9008,3,4,3,75.0,23.544061302681985,35.632183908045974,14.530516431924873,0.4694835680751282,历史3/4次成功; 当前距低点0.47%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
42,77.62477901047134,68.00165068060424,300568,星源材质,bottom_area,2024-07-08,7.6,2024-07-08,7.57,0.39630118890355825,3.5667107001320946,27.21153846153846,False,-3.4307,1.605,1,1,1,100.0,17.608695652173925,17.608695652173925,14.603698811096441,0.39630118890355825,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
43,77.54153151663058,67.92761827768015,600976,健民集团,bottom_area,2024-07-08,45.7,2024-07-08,45.52,0.3954305799648499,5.470123022847089,31.85628742514969,False,-4.8115,1.2363,1,1,1,100.0,17.200000000000006,17.200000000000006,14.60456942003515,0.3954305799648499,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
44,77.13179345350429,68.12370078740159,600256,广汇能源,bottom_area,2024-07-08,6.05,2024-07-08,6.0,0.8333333333333304,4.9999999999999964,27.710843373493983,False,-3.9683,1.7329,1,1,1,100.0,23.62204724409449,23.62204724409449,14.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
45,76.91207066948654,67.97905959541352,688167,炬光科技,bottom_area,2024-07-08,48.57,2024-07-08,48.15,0.8722741433021843,6.749740394600208,29.15992349565985,False,-4.4274,3.2543,3,4,3,75.0,27.488412054529558,39.13715105373497,14.127725856697815,0.8722741433021843,历史3/4次成功; 当前距低点0.87%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
46,76.83812267780701,72.7515192581326,000524,岭南控股,bottom_area,2024-07-08,8.02,2024-06-24,7.67,4.563233376792694,9.778357235984354,28.116213683223997,True,-1.836,0.6299,2,2,2,100.0,18.31016858720398,21.550094517958406,10.436766623207305,4.563233376792694,历史2/2次成功; 当前距低点4.56%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
47,76.80860241237349,70.35352851381514,001201,东瑞股份,bottom_area,2024-07-08,16.61,2024-07-03,16.16,2.7846534653465302,6.311881188118809,31.380042462845015,False,0.7888,2.8256,2,3,2,66.66666666666666,25.891783592142804,33.37921541637991,12.215346534653468,2.7846534653465302,历史2/3次成功; 当前距低点2.78%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
48,76.29442552407184,66.66049756402292,603185,弘元绿能,bottom_area,2024-07-08,15.7,2024-07-08,15.66,0.25542784163473276,4.086845466155815,31.645569620253166,False,-3.799,0.8759,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,14.744572158365266,0.25542784163473276,历史4/6次成功; 当前距低点0.26%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
49,76.05292090608077,67.69545707024773,002172,澳洋健康,bottom_area,2024-07-08,2.43,2024-07-05,2.4,1.2500000000000104,5.4166666666666625,27.927927927927932,False,-3.5714,0.9679,3,5,3,60.0,23.255145538966428,29.824561403508774,13.74999999999999,1.2500000000000104,历史3/5次成功; 当前距低点1.25%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
50,75.78225943577776,67.3197486581313,688259,创耀科技,bottom_area,2024-07-08,35.4,2024-07-08,35.0,1.1428571428571388,7.657142857142857,27.05293872446852,False,-4.2726,2.0857,3,5,3,60.0,19.921843784116007,22.000256114739393,13.85714285714286,1.1428571428571388,历史3/5次成功; 当前距低点1.14%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
51,74.19997268926056,69.40394472534797,688200,华峰测控,bottom_area,2024-07-08,87.97,2024-07-05,84.66,3.909756673753842,6.74462556106781,28.13242784380306,False,-0.5876,0.7499,1,1,1,100.0,18.16231151347698,18.16231151347698,11.090243326246158,3.909756673753842,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
52,74.18583833675287,64.77325432103778,000723,美锦能源,bottom_area,2024-07-08,4.59,2024-07-08,4.58,0.21834061135370714,2.838427947598251,28.437500000000004,False,-2.5478,0.4334,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,14.781659388646293,0.21834061135370714,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
53,74.09876782464363,66.57782739539094,002317,众生药业,bottom_area,2024-07-08,11.03,2024-07-05,10.84,1.752767527675272,6.365313653136527,30.378933847141944,False,-3.6681,1.6969,2,4,2,50.0,45.076007303712714,58.31999999999999,13.247232472324727,1.752767527675272,历史2/4次成功; 当前距低点1.75%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
54,73.83101322413903,64.72131426001442,600416,湘电股份,bottom_area,2024-07-08,9.3,2024-07-04,9.26,0.4319654427645888,4.319654427645792,30.998509687034275,False,-2.9228,0.8029,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,14.56803455723541,0.4319654427645888,历史2/3次成功; 当前距低点0.43%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
55,73.63778088782445,64.16100806237252,605337,李子园,bottom_area,2024-07-08,9.36,2024-07-08,9.35,0.10695187165775173,3.2085561497326283,29.112964366944656,False,-3.1056,0.3794,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,14.89304812834225,0.10695187165775173,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
56,72.9876936821589,64.09743799217924,000301,东方盛虹,bottom_area,2024-07-08,7.61,2024-07-08,7.57,0.5284015852047561,3.830911492734478,27.281460134486068,False,-3.0573,0.1766,4,6,4,66.66666666666666,20.45982225687861,28.337639965546952,14.471598414795242,0.5284015852047561,历史4/6次成功; 当前距低点0.53%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
57,72.68282614487144,63.62975629298515,600955,维远股份,bottom_area,2024-07-08,13.92,2024-07-08,13.87,0.36049026676280255,3.0281182408074976,28.134715025906743,False,-2.7933,0.1976,2,3,2,66.66666666666666,22.33874964805201,25.969084423305596,14.639509733237196,0.36049026676280255,历史2/3次成功; 当前距低点0.36%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
58,72.27943457595933,63.410884047603446,605300,佳禾食品,bottom_area,2024-07-08,10.6,2024-07-08,10.55,0.47393364928908943,4.64454976303316,28.474576271186436,False,-3.9855,0.237,2,3,2,66.66666666666666,32.767667211375816,36.09523809523809,14.52606635071091,0.47393364928908943,历史2/3次成功; 当前距低点0.47%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
59,72.27462176239237,64.26946107784431,600186,莲花控股,bottom_area,2024-07-08,3.38,2024-06-24,3.34,1.1976047904191627,7.4850299401197615,27.074235807860266,True,-3.1519,1.3,1,2,1,50.0,53.49544072948328,53.49544072948328,13.802395209580837,1.1976047904191627,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
60,71.44219074160841,62.63387556183414,002125,湘潭电化,bottom_area,2024-07-08,9.18,2024-07-08,9.14,0.4376367614879556,3.9387308533916783,27.575277337559424,False,-3.2666,1.358,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,14.562363238512043,0.4376367614879556,历史2/3次成功; 当前距低点0.44%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
61,71.33457699621084,66.02657405518708,688286,敏芯股份,bottom_area,2024-07-08,41.08,2024-07-05,39.75,3.3459119496855303,7.899371069182391,32.16723549488055,True,-0.9643,2.26,3,5,3,60.0,20.56587795951654,25.016501650165008,11.654088050314469,3.3459119496855303,历史3/5次成功; 当前距低点3.35%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
62,70.61822877498875,61.9786629906562,002129,TCL中环,bottom_area,2024-07-08,8.11,2024-07-08,8.07,0.49566294919453713,4.70879801734819,32.29865771812081,False,-4.8122,1.4918,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,14.504337050805463,0.49566294919453713,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
63,70.45824661080869,61.923340856858644,603113,金能科技,bottom_area,2024-07-08,5.3,2024-07-08,5.27,0.5692599620493406,4.743833017077799,27.209944751381222,False,-3.6364,0.7627,3,5,3,60.0,23.71641704479105,31.03448275862069,14.43074003795066,0.5692599620493406,历史3/5次成功; 当前距低点0.57%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
64,70.31985993738166,61.9173756488625,002326,永太科技,bottom_area,2024-07-08,7.52,2024-07-08,7.47,0.6693440428380164,4.01606425702811,29.19431279620854,False,-3.8363,0.8475,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,14.330655957161984,0.6693440428380164,历史2/3次成功; 当前距低点0.67%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
65,69.34349596487718,62.15584003400433,300386,飞天诚信,bottom_area,2024-07-08,8.76,2024-07-08,8.62,1.6241299303944383,8.236658932714628,31.587301587301592,False,-5.7051,14.444,3,6,3,50.0,19.725033738191634,27.530364372469624,13.375870069605561,1.6241299303944383,历史3/6次成功; 当前距低点1.62%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
66,68.51635572096355,60.208285095986604,002044,美年健康,bottom_area,2024-07-08,3.58,2024-07-08,3.56,0.5617977528089892,5.61797752808988,27.198364008179954,False,-4.2781,0.894,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,14.43820224719101,0.5617977528089892,历史2/3次成功; 当前距低点0.56%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
67,67.47976103002078,59.78667411307832,601966,玲珑轮胎,bottom_area,2024-07-08,17.14,2024-07-05,16.97,1.0017678255745535,2.9463759575721866,31.434343434343436,False,-1.4943,0.6016,1,2,1,50.0,22.476907287033857,22.476907287033857,13.998232174425446,1.0017678255745535,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
68,65.8267424836934,59.31416275825453,688185,康希诺,bottom_area,2024-07-08,40.11,2024-07-05,39.36,1.9054878048780488,7.494918699186999,28.747284576393923,True,-4.7042,1.2024,3,8,3,37.5,25.785886846110113,36.75601999091322,13.094512195121952,1.9054878048780488,历史3/8次成功; 当前距低点1.91%; 最新日涨幅-4.70%; 状态bottom_area; 底部已确认
69,65.77809320578993,58.29285564454617,000705,浙江震元,bottom_area,2024-07-08,6.97,2024-06-24,6.9,1.0144927536231796,6.666666666666665,29.01234567901235,False,-2.5175,1.7547,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,13.98550724637682,1.0144927536231796,历史1/3次成功; 当前距低点1.01%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
70,65.41567854538185,57.344389332137425,603197,保隆科技,bottom_area,2024-07-08,30.22,2024-07-08,30.09,0.43203722166832503,3.5227650382186733,29.74550548680831,False,-3.758,1.5164,2,4,2,50.0,19.08297955667312,20.16154085119603,14.567962778331674,0.43203722166832503,历史2/4次成功; 当前距低点0.43%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
71,63.96691364495621,55.82068181818184,002803,吉宏股份,bottom_area,2024-07-08,10.58,2024-07-08,10.56,0.18939393939393534,4.5454545454545325,28.406779661016945,False,-4.4264,1.7011,1,2,1,50.0,41.25000000000001,41.25000000000001,14.810606060606062,0.18939393939393534,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-4.43%; 状态bottom_area; 底部未确认
72,63.71197115348519,55.60317482485979,000404,长虹华意,bottom_area,2024-07-08,5.16,2024-07-08,5.15,0.19417475728154926,3.300970873786406,30.872483221476504,False,-3.5514,1.4626,1,2,1,50.0,40.139211136890964,40.139211136890964,14.805825242718452,0.19417475728154926,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
