rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.87249630741036,85.59009380591918,603038,华立股份,bottom_area,2025-12-24,15.99,2025-12-17,15.58,2.631578947368422,5.0064184852374805,29.661399548532724,False,0.6293,1.0997,4,4,4,100.0,17.04351508558693,28.753412192902637,5.368421052631578,2.631578947368422,历史4/4次成功; 当前距低点2.63%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
12,80.23846562343228,79.26059990889365,600161,天坛生物,bottom_area,2025-12-24,16.6,2025-12-24,16.06,3.3623910336239273,4.794520547945203,27.264492753623188,False,2.9138,1.2084,2,2,2,100.0,25.305653040624797,36.77455357142857,4.637608966376073,3.3623910336239273,历史2/2次成功; 当前距低点3.36%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
13,79.4908124100273,78.37960784313726,600708,光明地产,bottom_area,2025-12-24,3.16,2025-12-17,3.06,3.2679738562091534,6.209150326797384,27.65957446808511,False,0.0,0.5542,1,1,1,100.0,36.07843137254903,36.07843137254903,4.732026143790847,3.2679738562091534,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,78.543109341032,78.2147442340436,600222,太龙药业,confirmed_rebound,2025-12-24,6.86,2025-12-16,6.61,3.7821482602118,8.623298033282895,29.978813559322028,True,0.0,2.9614,2,2,2,100.0,25.849689609282233,37.696335078534034,4.2178517397882,3.7821482602118,历史2/2次成功; 当前距低点3.78%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
15,78.54172038772562,77.81864628064201,000692,惠天热电,bottom_area,2025-12-24,3.53,2025-12-17,3.41,3.5190615835777024,5.571847507331377,28.511530398322844,False,0.5698,2.515,4,5,4,80.0,29.47369188816758,59.042553191489375,4.480938416422298,3.5190615835777024,历史4/5次成功; 当前距低点3.52%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
16,78.15787087968809,77.36955780351273,301567,贝隆精密,bottom_area,2025-12-24,44.99,2025-12-17,43.48,3.47286108555659,6.20975160993561,31.527559055118115,False,2.5296,9.9891,2,2,2,100.0,16.4929090246331,16.59192825112107,4.527138914443411,3.47286108555659,历史2/2次成功; 当前距低点3.47%; 最新日涨幅2.53%; 状态bottom_area; 底部未确认
17,78.0739145149409,78.88872766452756,002129,TCL中环,bottom_area,2025-12-24,8.52,2025-12-16,8.15,4.539877300613488,4.907975460122704,29.253472222222214,False,1.5495,1.7897,3,3,3,100.0,21.073375859818903,31.12759643916912,3.460122699386513,4.539877300613488,历史3/3次成功; 当前距低点4.54%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
18,77.93146862697878,76.46679491513335,603072,天和磁材,bottom_area,2025-12-24,40.68,2025-12-17,39.49,3.0134211192706957,4.482147379083302,27.05947543405984,False,0.6682,1.9202,1,1,1,100.0,22.674167027260935,22.674167027260935,4.986578880729304,3.0134211192706957,历史1/1次成功; 当前距低点3.01%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
19,77.3256546244848,76.37815893736011,002402,和而泰,bottom_area,2025-12-24,39.08,2025-12-17,37.81,3.3588997619677228,6.241734990743188,29.221265443654058,False,0.6698,4.7237,2,2,2,100.0,9.765862336809192,11.221945137157112,4.641100238032277,3.3588997619677228,历史2/2次成功; 当前距低点3.36%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
20,77.24556333680604,78.17758802445628,002317,众生药业,bottom_area,2025-12-24,19.46,2025-12-23,18.6,4.6236559139784905,6.4516129032258025,31.617647058823522,False,-0.0514,7.2759,5,5,5,100.0,24.08345972218942,58.31999999999999,3.37634408602151,4.6236559139784905,历史5/5次成功; 当前距低点4.62%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
21,76.85097479216073,77.63829268986075,603178,圣龙股份,bottom_area,2025-12-24,18.46,2025-12-05,17.66,4.530011325028316,5.832389580973959,28.182187881252542,False,1.5402,1.0504,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,3.4699886749716837,4.530011325028316,历史6/7次成功; 当前距低点4.53%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
22,76.52534279333197,72.20250872270792,600383,金地集团,bottom_area,2025-12-24,3.1,2025-12-15,3.07,0.977198697068412,4.234527687296428,32.675438596491226,False,0.3236,1.0555,3,4,3,75.0,18.793127699053183,32.594936708860764,7.0228013029315886,0.977198697068412,历史3/4次成功; 当前距低点0.98%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
23,76.09026666277876,74.06396127197634,603679,华体科技,bottom_area,2025-12-24,15.41,2025-12-24,15.02,2.596537949400803,4.061251664447411,29.284369114877585,False,-1.5335,13.894,1,1,1,100.0,27.118644067796616,27.118644067796616,5.403462050599198,2.596537949400803,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
24,76.07177076656329,74.54761590479816,000998,隆平高科,bottom_area,2025-12-24,9.43,2025-12-17,9.16,2.9475982532751046,4.039301310043659,29.484218629715166,False,0.2125,0.5784,1,1,1,100.0,11.549139367018313,11.549139367018313,5.052401746724895,2.9475982532751046,历史1/1次成功; 当前距低点2.95%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
25,75.83679732909711,76.41903761569286,000665,湖北广电,bottom_area,2025-12-24,5.46,2025-12-17,5.23,4.3977055449330695,5.927342256214141,27.46185852981969,False,0.738,1.3463,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,3.6022944550669305,4.3977055449330695,历史6/7次成功; 当前距低点4.40%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
26,75.35555495586539,75.57991090660856,301487,盟固利,bottom_area,2025-12-24,21.56,2025-12-17,20.7,4.1545893719806735,5.169082125603866,28.000000000000004,False,0.6066,3.6319,2,2,2,100.0,15.227820831852117,18.439999999999998,3.8454106280193265,4.1545893719806735,历史2/2次成功; 当前距低点4.15%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
27,74.17917251167684,74.8159036061977,601162,天风证券,bottom_area,2025-12-24,4.23,2025-12-17,4.05,4.44444444444446,5.925925925925932,27.678571428571423,False,1.4388,1.6823,2,2,2,100.0,14.673316879199232,18.939393939393938,3.5555555555555403,4.44444444444446,历史2/2次成功; 当前距低点4.44%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
28,73.59001736997952,74.72144620846737,002453,华软科技,bottom_area,2025-12-24,6.34,2025-12-17,6.05,4.793388429752067,6.115702479338845,28.31753554502369,False,1.7657,2.4639,2,2,2,100.0,18.44285929194665,28.60169491525425,3.206611570247933,4.793388429752067,历史2/2次成功; 当前距低点4.79%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
29,73.04281923888836,72.533810045586,688337,普源精电,bottom_area,2025-12-24,37.05,2025-12-04,35.75,3.6363636363636287,6.545454545454556,28.499999999999996,False,1.0363,0.6758,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,4.363636363636371,3.6363636363636287,历史4/6次成功; 当前距低点3.64%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
30,72.43662708433745,73.61071511271857,002184,海得控制,bottom_area,2025-12-24,12.79,2025-12-17,12.2,4.83606557377049,4.918032786885258,29.357266936884773,False,1.8312,2.3691,4,5,4,80.0,22.994325918899346,50.27203482045704,3.16393442622951,4.83606557377049,历史4/5次成功; 当前距低点4.84%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
31,72.0367197076692,70.45555187452524,301177,迪阿股份,bottom_area,2025-12-24,28.91,2025-12-17,28.11,2.8459622909996467,6.438989683386703,31.88756966319361,False,-0.8573,0.2907,1,1,1,100.0,10.776053215077603,10.776053215077603,5.154037709000353,2.8459622909996467,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
32,71.98175015086188,72.16933832267533,000890,法尔胜,bottom_area,2025-12-24,5.54,2025-12-24,5.32,4.135338345864657,6.203007518796993,31.9693094629156,False,2.5926,13.8459,3,4,3,75.0,17.488762103477214,32.954545454545446,3.8646616541353436,4.135338345864657,历史3/4次成功; 当前距低点4.14%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
33,68.55036799849046,69.43308316430019,000593,德龙汇能,confirmed_rebound,2025-12-24,10.32,2025-12-16,9.86,4.665314401622727,8.519269776876266,31.14525139664805,False,0.7813,3.7478,1,1,1,100.0,15.322580645161285,15.322580645161285,3.334685598377274,4.665314401622727,历史1/1次成功; 当前距低点4.67%; 最新日涨幅0.78%; 状态confirmed_rebound; 底部未确认
34,57.320934116838714,57.47769145717649,300056,中创环保,confirmed_rebound,2025-12-24,8.8,2025-12-17,8.45,4.142011834319543,8.284023668639067,29.34782608695653,True,0.4566,3.992,1,2,1,50.0,27.10472279260781,27.10472279260781,3.8579881656804567,4.142011834319543,历史1/2次成功; 当前距低点4.14%; 最新日涨幅0.46%; 状态confirmed_rebound; 底部已确认
35,53.761145716522456,54.30771842388986,002670,国盛证券,bottom_area,2025-12-24,17.09,2025-12-17,16.35,4.525993883792039,4.587155963302751,29.6774193548387,False,3.7015,2.1362,1,2,1,50.0,13.747228381374727,13.747228381374727,3.4740061162079607,4.525993883792039,历史1/2次成功; 当前距低点4.53%; 最新日涨幅3.70%; 状态bottom_area; 底部未确认
36,50.340760501111646,50.72520415364453,002468,申通快递,confirmed_rebound,2025-12-24,14.25,2025-11-21,13.65,4.395604395604393,9.010989010989015,31.988041853512705,True,-0.5583,0.5665,1,2,1,50.0,16.382699868938413,16.382699868938413,3.604395604395607,4.395604395604393,历史1/2次成功; 当前距低点4.40%; 最新日涨幅-0.56%; 状态confirmed_rebound; 底部已确认
