rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.1462795946467,81.09157789945249,002321,华英农业,bottom_area,2024-12-26,2.48,2024-12-25,2.45,1.2244897959183594,7.346938775510193,30.790960451977394,False,0.813,2.0638,1,1,1,100.0,25.609756097560986,25.609756097560986,13.77551020408164,1.2244897959183594,历史1/1次成功; 当前距低点1.22%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
16,78.45708633658178,70.81967085248976,600408,安泰集团,bottom_area,2024-12-26,2.04,2024-12-25,2.0,2.0000000000000018,6.499999999999995,30.069930069930066,False,0.0,2.3096,2,3,2,66.66666666666666,18.779592396898376,21.457489878542503,12.999999999999998,2.0000000000000018,历史2/3次成功; 当前距低点2.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,78.43855334717074,73.64985710459896,300635,中达安,bottom_area,2024-12-26,10.12,2024-12-25,9.72,4.115226337448545,5.967078189300413,29.870129870129862,False,1.2,2.7553,3,4,3,75.0,25.202006204202455,32.72214386459803,10.884773662551455,4.115226337448545,历史3/4次成功; 当前距低点4.12%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
18,76.9703965634757,72.45682374994549,603058,永吉股份,bottom_area,2024-12-26,9.07,2024-12-25,8.7,4.252873563218403,6.781609195402298,28.21782178217822,False,1.9101,1.9987,1,1,1,100.0,16.308470290771165,16.308470290771165,10.747126436781597,4.252873563218403,历史1/1次成功; 当前距低点4.25%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
19,76.8267867282516,71.39541623794385,000692,惠天热电,bottom_area,2024-12-26,3.49,2024-12-25,3.37,3.5608308605341277,8.011869436201781,30.515463917525764,False,1.1594,2.9392,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,11.439169139465871,3.5608308605341277,历史2/3次成功; 当前距低点3.56%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
20,76.77210732947718,68.91601173353689,000955,欣龙控股,bottom_area,2024-12-26,4.18,2024-12-25,4.11,1.7031630170316152,7.785888077858866,29.743589743589734,False,-0.9479,2.3618,2,3,2,66.66666666666666,27.37933734248553,28.498727735368945,13.296836982968385,1.7031630170316152,历史2/3次成功; 当前距低点1.70%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
21,76.33706604061307,70.05928205841262,002146,荣盛发展,bottom_area,2024-12-26,1.78,2024-12-25,1.73,2.890173410404627,5.202312138728328,27.61506276150628,False,0.0,3.1072,3,5,3,60.0,23.38106147384497,33.33333333333333,12.109826589595372,2.890173410404627,历史3/5次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,76.26837597571443,67.17027077214401,002743,富煌钢构,bottom_area,2024-12-26,5.91,2024-12-26,5.87,0.6814310051107332,6.1328790459965985,32.837528604118994,False,-4.0584,10.8897,1,1,1,100.0,16.634050880626212,16.634050880626212,14.318568994889267,0.6814310051107332,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
23,75.80263317834773,69.34261170828296,603256,宏和科技,bottom_area,2024-12-26,8.7,2024-12-25,8.47,2.715466351829972,6.8476977567886665,30.45977011494252,False,0.9281,0.6917,2,3,2,66.66666666666666,19.608646902089383,22.318339100346023,12.284533648170028,2.715466351829972,历史2/3次成功; 当前距低点2.72%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
24,74.22743667012377,65.53830185783755,300386,飞天诚信,bottom_area,2024-12-26,17.28,2024-12-26,17.14,0.8168028004667477,4.259043173862312,30.438311688311686,False,-0.6325,14.8291,6,9,6,66.66666666666666,21.526589119543463,31.195335276967924,14.183197199533252,0.8168028004667477,历史6/9次成功; 当前距低点0.82%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
25,74.01043825989389,68.6306475317257,300651,金陵体育,bottom_area,2024-12-26,13.21,2024-12-25,12.77,3.4455755677368938,5.090054815974944,32.398094229751194,False,1.0712,5.1433,3,5,3,60.0,22.508386162181807,25.720461095100855,11.554424432263104,3.4455755677368938,历史3/5次成功; 当前距低点3.45%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
26,73.40406084074117,68.14853799533799,002652,扬子新材,bottom_area,2024-12-26,2.95,2024-12-25,2.85,3.5087719298245648,6.666666666666665,28.571428571428577,False,0.6826,2.9307,2,3,2,66.66666666666666,22.913286713286713,23.426573426573423,11.491228070175435,3.5087719298245648,历史2/3次成功; 当前距低点3.51%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
27,72.40091628691347,68.37381450064659,000620,盈新发展,bottom_area,2024-12-26,2.36,2024-12-24,2.26,4.424778761061951,8.407079646017717,27.795527156549525,True,0.8547,1.7144,4,7,4,57.14285714285714,30.12762713600226,58.4192439862543,10.575221238938049,4.424778761061951,历史4/7次成功; 当前距低点4.42%; 最新日涨幅0.85%; 状态bottom_area; 底部已确认
28,71.80100977225061,68.31770569879244,002836,新宏泽,bottom_area,2024-12-26,7.6,2024-12-25,7.25,4.827586206896547,6.482758620689652,27.500000000000004,False,2.8417,3.1414,2,3,2,66.66666666666666,39.98890098844028,59.30851063829788,10.172413793103452,4.827586206896547,历史2/3次成功; 当前距低点4.83%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
29,71.35388755268961,65.42908767772511,000981,山子高科,bottom_area,2024-12-26,2.17,2024-12-25,2.11,2.8436018957346,9.478672985782,30.81967213114754,False,0.9302,7.1363,2,4,2,50.0,19.583333333333325,22.499999999999993,12.1563981042654,2.8436018957346,历史2/4次成功; 当前距低点2.84%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
30,71.19584431022716,65.69304769860332,300533,冰川网络,bottom_area,2024-12-26,20.45,2024-12-25,19.82,3.1786074672048388,5.852674066599396,29.264810849393285,False,-0.535,3.4581,2,3,2,66.66666666666666,28.13766697399834,40.564081294068856,11.82139253279516,3.1786074672048388,历史2/3次成功; 当前距低点3.18%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
31,71.00241052094866,63.74414826097994,002162,悦心健康,bottom_area,2024-12-26,3.57,2024-12-24,3.51,1.7094017094017109,7.122507122507122,30.21868787276343,True,-1.108,3.7017,1,2,1,50.0,43.23432343234324,43.23432343234324,13.290598290598288,1.7094017094017109,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
32,70.95303040212156,64.04080051991743,600156,华升股份,bottom_area,2024-12-26,4.6,2024-12-25,4.51,1.9955654101995532,7.095343680709541,29.31034482758621,False,0.6565,2.6262,1,2,1,50.0,35.05747126436782,35.05747126436782,13.004434589800445,1.9955654101995532,历史1/2次成功; 当前距低点2.00%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
33,70.56263518563532,63.5979958984509,002298,中电鑫龙,bottom_area,2024-12-26,5.31,2024-12-25,5.21,1.9193857965450989,6.717850287907863,28.23691460055096,False,0.9506,3.7285,2,5,2,40.0,20.07631997082649,23.734729493891784,13.080614203454902,1.9193857965450989,历史2/5次成功; 当前距低点1.92%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
34,70.37038710383229,61.90905636327333,300380,安硕信息,bottom_area,2024-12-26,48.4,2024-12-26,48.1,0.6237006237006177,3.492723492723492,27.799459621735217,False,-0.779,6.2205,2,3,2,66.66666666666666,16.314124293785305,17.599999999999994,14.37629937629938,0.6237006237006177,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
35,69.1834619128605,63.14398779894458,300511,雪榕生物,bottom_area,2024-12-26,3.56,2024-12-25,3.47,2.593659942363108,7.204610951008646,27.100840336134446,False,0.565,2.712,2,5,2,40.0,25.900712191034756,29.220779220779214,12.406340057636891,2.593659942363108,历史2/5次成功; 当前距低点2.59%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
36,68.97049465162738,60.294035836177464,002693,双成药业,bottom_area,2024-12-26,17.63,2024-12-26,17.58,0.28441410693970826,3.412969283276459,30.403800475059395,False,-2.1643,4.0672,3,8,3,37.5,59.74209192291882,102.85714285714285,14.71558589306029,0.28441410693970826,历史3/8次成功; 当前距低点0.28%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
37,66.40764907038509,60.83143426294819,002021,中捷资源,bottom_area,2024-12-26,2.58,2024-12-25,2.51,2.7888446215139555,8.764940239043833,29.691876750700285,False,-0.7692,3.4941,1,2,1,50.0,50.76923076923077,50.76923076923077,12.211155378486044,2.7888446215139555,历史1/2次成功; 当前距低点2.79%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
38,65.95549950806769,61.94851239669421,002337,赛象科技,bottom_area,2024-12-26,5.04,2024-12-25,4.84,4.132231404958682,5.578512396694225,27.327327327327332,False,2.439,2.3706,1,2,1,50.0,60.465116279069754,60.465116279069754,10.867768595041317,4.132231404958682,历史1/2次成功; 当前距低点4.13%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
39,65.95159567898335,58.7863050368274,688196,卓越新能,bottom_area,2024-12-26,33.65,2024-12-25,33.21,1.3249021379102612,6.233062330623307,30.61011282908483,False,0.8996,0.9222,1,4,1,25.0,19.41979522184301,19.41979522184301,13.67509786208974,1.3249021379102612,历史1/4次成功; 当前距低点1.32%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
40,65.1962304194661,59.19118884180552,002370,亚太药业,bottom_area,2024-12-26,3.1,2024-12-25,3.03,2.31023102310232,8.25082508250825,28.70588235294118,False,0.3236,3.7079,2,6,2,33.33333333333333,15.619259360997129,15.633423180592995,12.68976897689768,2.31023102310232,历史2/6次成功; 当前距低点2.31%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
41,64.62951937402843,59.38123894148284,300340,科恒股份,bottom_area,2024-12-26,9.77,2024-12-25,9.49,2.950474183350889,6.95468914646997,29.703703703703706,False,2.4109,3.6254,1,4,1,25.0,42.54473161033797,42.54473161033797,12.04952581664911,2.950474183350889,历史1/4次成功; 当前距低点2.95%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
42,64.49523138220519,57.34916426073908,000681,视觉中国,bottom_area,2024-12-26,22.86,2024-12-25,22.59,1.1952191235059741,7.52545374059318,29.006913890634824,False,0.0876,22.8881,1,5,1,20.0,20.93690248565965,20.93690248565965,13.804780876494025,1.1952191235059741,历史1/5次成功; 当前距低点1.20%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
43,64.1367580871189,59.839214500280576,603123,翠微股份,bottom_area,2024-12-26,8.25,2024-12-25,7.95,3.773584905660375,6.289308176100618,29.770318021201415,False,0.8557,1.787,2,5,2,40.0,22.596710135409833,29.08496732026144,11.226415094339623,3.773584905660375,历史2/5次成功; 当前距低点3.77%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
44,63.04964707293588,58.31450894648158,002167,东方锆业,bottom_area,2024-12-26,7.5,2024-12-25,7.26,3.305785123966945,6.060606060606066,30.259365994236315,False,1.7639,3.1156,1,4,1,25.0,41.1650485436893,41.1650485436893,11.694214876033055,3.305785123966945,历史1/4次成功; 当前距低点3.31%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
45,62.700853132832066,57.85032581453634,000592,平潭发展,bottom_area,2024-12-26,2.6,2024-12-25,2.52,3.174603174603177,6.349206349206354,31.891891891891895,False,1.5625,3.8353,1,2,1,50.0,16.228070175438603,16.228070175438603,11.825396825396822,3.174603174603177,历史1/2次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
46,62.230563520721944,58.89387773175729,688165,埃夫特,bottom_area,2024-12-26,27.87,2024-12-26,26.66,4.538634658664669,13.578394598649664,27.25784447476125,False,-3.9628,9.2534,2,4,2,50.0,37.91378899738032,53.84615384615383,10.46136534133533,4.538634658664669,历史2/4次成功; 当前距低点4.54%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
47,62.12900819014346,58.1308944496612,001202,炬申股份,bottom_area,2024-12-26,13.5,2024-12-25,12.99,3.926096997690529,5.003849114703621,27.022471910112362,False,1.4275,1.5841,2,5,2,40.0,15.281696797825822,15.531135531135526,11.073903002309471,3.926096997690529,历史2/5次成功; 当前距低点3.93%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
48,61.79282163138976,56.32855510612964,002374,中锐股份,bottom_area,2024-12-26,2.84,2024-12-26,2.77,2.5270758122743624,4.332129963898921,32.1078431372549,False,0.0,1.814,1,4,1,25.0,20.94240837696336,20.94240837696336,12.472924187725637,2.5270758122743624,历史1/4次成功; 当前距低点2.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
49,61.27042843865286,57.142008192658146,002343,慈文传媒,bottom_area,2024-12-26,6.36,2024-12-25,6.13,3.7520391517128946,6.525285481239811,27.7122641509434,False,0.4739,3.1754,1,4,1,25.0,40.33149171270718,40.33149171270718,11.247960848287105,3.7520391517128946,历史1/4次成功; 当前距低点3.75%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
50,59.79299161000776,54.81680719626316,002238,天威视讯,bottom_area,2024-12-26,8.35,2024-12-25,8.12,2.8325123152709417,6.527093596059127,27.10951526032317,False,0.6024,1.4887,1,3,1,33.33333333333333,15.169902912621358,15.169902912621358,12.167487684729057,2.8325123152709417,历史1/3次成功; 当前距低点2.83%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
51,58.65501603301979,55.11323022557848,000890,法尔胜,bottom_area,2024-12-26,3.26,2024-12-25,3.13,4.153354632587856,7.667731629392978,30.13392857142858,False,0.9288,3.0804,1,3,1,33.33333333333333,32.954545454545446,32.954545454545446,10.846645367412144,4.153354632587856,历史1/3次成功; 当前距低点4.15%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
52,57.400259616185515,53.6887057674136,605303,园林股份,bottom_area,2024-12-26,7.71,2024-12-25,7.42,3.908355795148249,6.199460916442049,27.11198428290766,False,2.2546,1.6968,1,4,1,25.0,23.681489141675293,23.681489141675293,11.09164420485175,3.908355795148249,历史1/4次成功; 当前距低点3.91%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
53,57.0775461848804,53.74569882335365,300377,赢时胜,bottom_area,2024-12-26,27.85,2024-12-24,26.71,4.268064395357546,9.247472856608008,27.021857923497265,True,-1.2061,9.8138,1,2,1,50.0,20.843471208434714,20.843471208434714,10.731935604642453,4.268064395357546,历史1/2次成功; 当前距低点4.27%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
54,55.455971315259795,52.13908740658215,600382,广东明珠,bottom_area,2024-12-26,4.48,2024-12-25,4.3,4.1860465116279215,4.651162790697678,31.200000000000006,False,2.7523,1.2549,1,3,1,33.33333333333333,17.365269461077848,17.365269461077848,10.813953488372077,4.1860465116279215,历史1/3次成功; 当前距低点4.19%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
55,54.47583239118144,51.604426229508185,300749,顶固集创,bottom_area,2024-12-26,6.38,2024-12-25,6.1,4.590163934426235,6.229508196721325,31.690929451287797,False,2.4077,3.3321,1,4,1,25.0,20.833333333333336,20.833333333333336,10.409836065573765,4.590163934426235,历史1/4次成功; 当前距低点4.59%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
