rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3885656494398,85.48260731649322,300536,农尚环境,bottom_area,2024-09-13,4.6,2024-09-13,4.55,1.098901098901095,7.91208791208792,30.428134556574925,False,-3.3613,4.1161,6,6,6,100.0,30.366138827890936,60.27027027027027,6.901098901098905,1.098901098901095,历史6/6次成功; 当前距低点1.10%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
12,81.54605458508975,75.99786932662576,603306,华懋科技,bottom_area,2024-09-13,17.84,2024-09-13,17.78,0.3374578177727712,5.793025871766015,28.680304853590044,False,-5.7581,9.8478,3,3,3,100.0,26.54447930724555,49.205252246026255,7.662542182227229,0.3374578177727712,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
13,81.5400082579889,77.58588498272708,002674,兴业科技,bottom_area,2024-09-13,7.88,2024-08-21,7.77,1.4157014157014198,6.30630630630631,31.72231985940247,False,-1.623,0.3787,1,1,1,100.0,31.578947368421055,31.578947368421055,6.58429858429858,1.4157014157014198,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
14,81.2921804198768,78.14451344911917,600262,北方股份,bottom_area,2024-09-13,15.71,2024-08-29,15.41,1.9467878001297905,7.722258273848159,31.48065807025344,True,-1.5047,1.9414,2,2,2,100.0,15.232202330188693,17.269624573378834,6.05321219987021,1.9467878001297905,历史2/2次成功; 当前距低点1.95%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
15,81.10946001402287,75.4012324812167,688358,祥生医疗,bottom_area,2024-09-13,19.37,2024-09-13,19.33,0.20693222969478897,3.6213140196585765,27.358136039083057,False,-3.15,0.8208,3,3,3,100.0,21.73676325226245,29.46360153256704,7.7930677703052105,0.20693222969478897,历史3/3次成功; 当前距低点0.21%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
16,81.07012905269472,80.95060466996054,601919,中远海控,bottom_area,2024-09-13,11.92,2024-09-10,11.47,3.923278116826497,5.3182214472537,29.328404189772023,False,0.9314,0.5233,3,3,3,100.0,24.600423528628724,40.45881126173098,4.076721883173503,3.923278116826497,历史3/3次成功; 当前距低点3.92%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
17,80.79974926388782,76.71124712008235,600345,长江通信,bottom_area,2024-09-13,14.8,2024-09-10,14.61,1.3004791238877569,4.449007529089667,27.529761904761905,False,-0.6711,1.4204,1,1,1,100.0,25.46419098143237,25.46419098143237,6.699520876112243,1.3004791238877569,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
18,79.99996057362395,74.43354476219181,300473,德尔股份,bottom_area,2024-09-13,15.95,2024-09-13,15.91,0.2514142049025716,6.473915776241365,27.517084282460136,False,-4.9464,8.2602,3,3,3,100.0,17.0794040288693,21.37137137137137,7.748585795097429,0.2514142049025716,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
19,79.45307183164378,76.36921038376599,601866,中远海发,bottom_area,2024-09-13,2.1,2024-09-11,2.06,1.9417475728155356,2.9126213592233037,27.97202797202797,False,0.0,0.4672,1,1,1,100.0,9.012875536480685,9.012875536480685,6.058252427184464,1.9417475728155356,历史1/1次成功; 当前距低点1.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,79.2588184252441,75.21299674468251,001286,陕西能源,bottom_area,2024-09-13,8.73,2024-09-11,8.62,1.2761020881670675,3.8283062645011614,31.749802058590664,False,-0.7955,0.7657,1,1,1,100.0,17.110266159695826,17.110266159695826,6.723897911832932,1.2761020881670675,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
21,79.24728922192506,73.3771196499306,000037,深南电A,bottom_area,2024-09-13,6.79,2024-09-13,6.79,0.0,2.503681885125183,29.855371900826444,False,-1.5942,0.8684,7,8,7,87.5,20.777524999627015,45.16765285996055,8.0,0.0,历史7/8次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
22,78.71892895375295,76.51980065437786,603132,金徽股份,bottom_area,2024-09-13,10.55,2024-09-10,10.29,2.526724975704583,6.122448979591845,31.354236157438297,False,-1.3096,0.8614,2,2,2,100.0,22.799643005292072,33.20754716981132,5.4732750242954165,2.526724975704583,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
23,78.6963515183489,76.3151401085115,002682,龙洲股份,bottom_area,2024-09-13,3.41,2024-08-28,3.33,2.4024024024024047,6.606606606606599,30.76923076923076,False,-1.7291,1.7233,2,2,2,100.0,20.175363365532185,26.929674099485425,5.597597597597595,2.4024024024024047,历史2/2次成功; 当前距低点2.40%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
24,78.6819636661939,72.96533142281707,301509,金凯生科,bottom_area,2024-09-13,25.17,2024-09-13,25.15,0.07952286282307407,3.0218687872763486,29.846582984658305,False,-2.6682,2.1241,2,2,2,100.0,13.530341666955287,15.05054819877544,7.920477137176926,0.07952286282307407,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
25,78.57051798590463,77.75712988135083,002732,燕塘乳业,bottom_area,2024-09-13,13.46,2024-08-23,13.01,3.458877786318225,7.455803228285938,29.599567099567103,True,-0.9566,0.3066,3,3,3,100.0,15.018124914819245,25.344352617079892,4.541122213681775,3.458877786318225,历史3/3次成功; 当前距低点3.46%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
26,78.17309297519459,77.31292270928991,000532,华金资本,bottom_area,2024-09-13,10.57,2024-09-04,10.22,3.4246575342465717,7.632093933463789,27.926657263751757,True,-0.7512,3.1718,2,2,2,100.0,28.877106921355356,32.044198895027606,4.575342465753429,3.4246575342465717,历史2/2次成功; 当前距低点3.42%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
27,77.96780282157242,73.03981528431727,603027,千禾味业,bottom_area,2024-09-13,9.96,2024-09-13,9.9,0.6060606060606111,3.7373737373737295,31.34535367545076,False,-2.8293,1.9416,1,1,1,100.0,37.051792828685265,37.051792828685265,7.393939393939389,0.6060606060606111,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
28,77.88608033850964,72.68002615140685,000683,博源化工,bottom_area,2024-09-13,4.97,2024-09-13,4.95,0.40404040404039543,1.8181818181818152,28.981348637015774,False,-0.996,0.7542,2,2,2,100.0,15.974399315155651,22.50673854447439,7.595959595959605,0.40404040404039543,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
29,77.81453932071386,72.32688074955698,002840,华统股份,bottom_area,2024-09-13,10.08,2024-09-13,10.06,0.19880715705764984,3.2803180914512926,29.699510831586302,False,-2.3256,2.1446,2,2,2,100.0,11.560005740045224,14.46540880503144,7.801192842942351,0.19880715705764984,历史2/2次成功; 当前距低点0.20%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
30,77.42800335500105,72.24694736842106,300761,立华股份,bottom_area,2024-09-13,17.57,2024-09-13,17.5,0.40000000000000163,3.714285714285706,29.71887550200803,False,-2.5513,0.7055,1,1,1,100.0,30.263157894736853,30.263157894736853,7.599999999999999,0.40000000000000163,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
31,76.8983626318895,71.80675369247143,603291,联合水务,bottom_area,2024-09-13,9.15,2024-08-28,9.11,0.4390779363337094,5.92755214050495,29.65250965250965,False,-2.5559,1.1449,2,2,2,100.0,11.708878426410102,12.102772143340088,7.560922063666291,0.4390779363337094,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
32,76.86455485349995,71.17088412361106,000899,赣能股份,bottom_area,2024-09-13,7.24,2024-09-13,7.24,0.0,1.657458563535913,27.52752752752753,False,-0.9576,0.4978,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,8.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
33,76.36843996586563,71.75849996792611,000966,长源电力,bottom_area,2024-09-13,3.96,2024-09-10,3.93,0.7633587786259493,2.5445292620865163,27.222222222222225,False,-0.2519,0.2768,2,2,2,100.0,15.424505285985354,20.94117647058823,7.236641221374052,0.7633587786259493,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
34,76.03433417405128,70.4021612722697,002600,领益智造,bottom_area,2024-09-13,6.21,2024-09-13,6.21,0.0,3.8647342995169116,27.706635622817227,False,-1.1146,2.7677,4,5,4,80.0,21.03312511972955,38.381201044386415,8.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
35,76.03351096016154,71.38576923076923,002388,新亚制程,confirmed_rebound,2024-09-13,4.19,2024-09-12,4.16,0.7211538461538521,15.384615384615378,32.903225806451616,False,-10.0858,13.8048,1,1,1,100.0,50.505050505050505,50.505050505050505,7.278846153846148,0.7211538461538521,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-10.09%; 状态confirmed_rebound; 底部未确认
36,75.88932347192872,73.3665440620749,600166,福田汽车,bottom_area,2024-09-13,2.28,2024-08-28,2.23,2.242152466367705,7.174887892376688,27.5974025974026,True,-0.8696,0.5662,1,1,1,100.0,9.831460674157306,9.831460674157306,5.757847533632296,2.242152466367705,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.87%; 状态bottom_area; 底部已确认
37,75.74886578845357,70.28850140547922,300573,兴齐眼药,bottom_area,2024-09-13,71.88,2024-09-13,71.8,0.1114206128133681,3.690807799442905,32.50611017108479,False,-3.5297,4.0188,4,5,4,80.0,19.744840874697324,42.86062675283501,7.888579387186632,0.1114206128133681,历史4/5次成功; 当前距低点0.11%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
38,75.33197359808756,70.162236732116,601808,中海油服,bottom_area,2024-09-13,13.17,2024-09-11,13.13,0.30464584920029814,1.6755521706016667,29.9359658484525,False,-0.4535,0.1655,1,1,1,100.0,17.88617886178861,17.88617886178861,7.695354150799702,0.30464584920029814,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
39,74.93607627906978,69.38525581395349,603079,圣达生物,bottom_area,2024-09-13,10.39,2024-08-26,10.39,0.0,6.929740134744936,28.83561643835616,False,-1.4231,0.9435,1,1,1,100.0,22.232558139534888,22.232558139534888,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
40,74.09746564396411,69.57508511170339,000539,粤电力A,bottom_area,2024-09-13,4.16,2024-08-26,4.13,0.7263922518159867,6.7796610169491585,31.395348837209298,False,-0.2398,0.3346,1,1,1,100.0,19.89924433249369,19.89924433249369,7.273607748184014,0.7263922518159867,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
41,73.93404300740106,68.96931540880213,000726,鲁泰A,bottom_area,2024-09-13,5.19,2024-09-13,5.17,0.38684719535784257,1.7408123791102486,31.523178807947016,False,-0.9542,0.4585,1,1,1,100.0,12.480252764612954,12.480252764612954,7.613152804642158,0.38684719535784257,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
42,73.61401477239129,71.50562047717847,300478,杭州高新,confirmed_rebound,2024-09-13,7.0,2024-08-28,6.83,2.4890190336749622,8.052708638360173,28.10526315789474,True,-1.5471,1.8988,1,1,1,100.0,13.067655236329937,13.067655236329937,5.510980966325038,2.4890190336749622,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
43,73.35980709936678,68.32571774343697,601566,九牧王,bottom_area,2024-09-13,6.58,2024-09-13,6.56,0.3048780487804949,2.1341463414634236,27.6736493936053,False,-1.2012,0.2345,1,1,1,100.0,8.015267175572518,8.015267175572518,7.695121951219505,0.3048780487804949,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
44,73.3023734749884,71.20245129121227,000883,湖北能源,bottom_area,2024-09-13,4.53,2024-09-11,4.42,2.488687782805437,4.977375565610854,28.70967741935484,False,-0.2203,0.3022,1,1,1,100.0,10.412147505422983,10.412147505422983,5.511312217194563,2.488687782805437,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
45,73.08289543485921,73.63342572062086,601872,招商轮船,bottom_area,2024-09-13,6.42,2024-09-11,6.15,4.390243902439018,5.203252032520314,27.47641509433962,False,1.1024,0.455,1,1,1,100.0,24.318181818181802,24.318181818181802,3.6097560975609824,4.390243902439018,历史1/1次成功; 当前距低点4.39%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
46,72.54283892617451,67.16929530201344,002140,东华科技,bottom_area,2024-09-13,6.39,2024-09-13,6.39,0.0,1.8779342723004713,29.000000000000004,False,-1.5408,0.3249,1,1,1,100.0,10.318791946308728,10.318791946308728,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
47,72.39567982908106,67.99307816931983,002036,联创电子,bottom_area,2024-09-13,6.82,2024-09-13,6.77,0.7385524372230534,7.828655834564257,27.125941872981695,False,-7.9622,11.9195,4,5,4,80.0,15.091278097787045,22.210743801652896,7.261447562776947,0.7385524372230534,历史4/5次成功; 当前距低点0.74%; 最新日涨幅-7.96%; 状态bottom_area; 底部未确认
48,72.29435887743148,67.79541095073363,601033,永兴股份,bottom_area,2024-09-13,12.2,2024-09-10,12.12,0.6600660066006607,4.125412541254125,28.07121661721069,False,-1.7713,2.1376,1,1,1,100.0,9.518072289156615,9.518072289156615,7.339933993399339,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
49,71.88773675966863,67.82273429273431,601117,中国化学,bottom_area,2024-09-13,6.22,2024-09-10,6.16,0.9740259740259676,4.058441558441558,28.78612716763006,False,-1.5823,0.3395,1,1,1,100.0,13.513513513513523,13.513513513513523,7.025974025974032,0.9740259740259676,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
50,70.9281545455881,70.31935774054871,002230,科大讯飞,bottom_area,2024-09-13,33.82,2024-08-28,32.66,3.5517452541335084,6.705450091855496,28.093350946719518,False,-0.7629,0.5985,1,1,1,100.0,18.69535978480161,18.69535978480161,4.448254745866492,3.5517452541335084,历史1/1次成功; 当前距低点3.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
51,70.77633962264153,65.53364779874215,301518,长华化学,bottom_area,2024-09-13,13.56,2024-08-28,13.56,0.0,6.12094395280236,28.21598729486501,False,-3.7615,1.5918,1,1,1,100.0,11.740041928721173,11.740041928721173,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
52,69.74258472493086,70.48802574368207,603123,翠微股份,bottom_area,2024-09-13,6.43,2024-09-13,6.15,4.552845528455274,6.341463414634141,27.390791027154666,False,1.9017,6.286,3,4,3,75.0,13.567277142796177,16.108452950558224,3.447154471544726,4.552845528455274,历史3/4次成功; 当前距低点4.55%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
53,68.93628058486286,70.15942659640093,600210,紫江企业,confirmed_rebound,2024-09-13,4.91,2024-07-25,4.68,4.914529914529924,10.897435897435912,27.329192546583858,True,-1.6032,0.6733,2,2,2,100.0,18.895455922199744,19.867549668874158,3.0854700854700767,4.914529914529924,历史2/2次成功; 当前距低点4.91%; 最新日涨幅-1.60%; 状态confirmed_rebound; 底部已确认
54,65.74587383569151,60.87580910712176,300337,银邦股份,bottom_area,2024-09-13,7.4,2024-09-13,7.4,0.0,4.324324324324317,29.389312977099237,False,-3.3943,5.2211,2,3,2,66.66666666666666,25.586787314274673,34.09610983981694,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
55,60.976184787896415,56.958053045759236,000922,佳电股份,bottom_area,2024-09-13,8.8,2024-09-13,8.76,0.4566210045662206,3.1963470319634633,30.199203187251,False,-1.7857,1.2379,1,2,1,50.0,40.42553191489362,40.42553191489362,7.543378995433779,0.4566210045662206,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
56,58.15534806997936,55.87986250991881,000625,长安汽车,confirmed_rebound,2024-09-13,11.65,2024-08-29,11.43,1.9247594050743715,8.136482939632543,29.138251704897705,True,-1.1874,0.7452,1,2,1,50.0,13.808139534883724,13.808139534883724,6.075240594925629,1.9247594050743715,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-1.19%; 状态confirmed_rebound; 底部已确认
