rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.24424864167717,82.18333858223673,002045,国光电器,bottom_area,2023-08-09,13.72,2023-07-28,13.31,3.0803906836964696,6.536438767843721,27.937195452084456,False,-1.4368,1.0962,4,4,4,100.0,26.70230828529398,33.77563329312426,6.91960931630353,3.0803906836964696,历史4/4次成功; 当前距低点3.08%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
12,78.42878416279555,73.54888418158352,600990,四创电子,bottom_area,2023-08-09,23.09,2023-07-24,22.72,1.6285211267605677,3.521126760563384,29.199127454035533,False,-0.3022,0.3774,1,1,1,100.0,12.483399734395755,12.483399734395755,8.371478873239433,1.6285211267605677,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
13,75.7084837211271,69.3201556513013,688287,退市观典,bottom_area,2023-08-09,10.71,2023-08-09,10.67,0.37488284910966185,1.686972820993437,28.676470588235297,False,-0.8333,0.3823,1,1,1,100.0,14.219830899308223,14.219830899308223,9.62511715089034,0.37488284910966185,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
14,75.03362176907649,72.16192207161889,605118,力鼎光电,bottom_area,2023-08-09,14.65,2023-07-28,14.23,2.951510892480674,7.027406886858749,30.210887690044142,True,-1.5457,0.4642,1,1,1,100.0,12.050359712230225,12.050359712230225,7.048489107519326,2.951510892480674,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-1.55%; 状态bottom_area; 底部已确认
15,74.84928130225445,73.20742609949532,600935,华塑股份,bottom_area,2023-08-09,3.79,2023-06-27,3.65,3.835616438356168,7.671232876712336,28.571428571428577,True,-0.2632,0.2933,1,1,1,100.0,28.50877192982458,28.50877192982458,6.164383561643833,3.835616438356168,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
16,74.7115228083464,68.78060506050605,002377,国创高新,bottom_area,2023-08-09,3.05,2023-08-09,3.03,0.6600660066006607,2.31023102310232,32.51670378619154,False,-0.6515,8.4032,1,1,1,100.0,14.814814814814808,14.814814814814808,9.33993399339934,0.6600660066006607,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
17,73.97682061101763,68.1426864934295,300375,鹏翎股份,bottom_area,2023-08-09,4.38,2023-08-09,4.35,0.6896551724137989,3.4482758620689737,29.268292682926838,False,-1.1287,8.6554,1,1,1,100.0,11.74785100286532,11.74785100286532,9.310344827586201,0.6896551724137989,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
18,73.69372877023437,73.60263639845411,002755,奥赛康,bottom_area,2023-08-09,8.08,2023-08-08,7.7,4.935064935064934,5.844155844155846,31.00358422939068,False,1.7632,0.5216,1,1,1,100.0,30.831099195710454,30.831099195710454,5.064935064935066,4.935064935064934,历史1/1次成功; 当前距低点4.94%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
19,73.52456176291123,73.01120175060231,002219,新里程,bottom_area,2023-08-09,3.84,2023-08-07,3.67,4.632152588555857,5.449591280653956,29.42307692307693,False,1.3193,0.7278,1,1,1,100.0,23.938223938223942,23.938223938223942,5.367847411444143,4.632152588555857,历史1/1次成功; 当前距低点4.63%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
20,73.31931038374721,67.67936343115126,300565,科信技术,bottom_area,2023-08-09,16.38,2023-08-09,16.25,0.7999999999999939,3.076923076923077,28.60281195079087,False,-1.8574,2.9103,1,1,1,100.0,10.60948081264109,10.60948081264109,9.200000000000006,0.7999999999999939,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
21,73.13528577079951,72.21412259203626,688278,特宝生物,confirmed_rebound,2023-08-09,34.18,2023-07-28,32.76,4.33455433455434,10.012210012210017,28.205128205128215,True,1.1243,0.4165,1,1,1,100.0,17.0263788968825,17.0263788968825,5.665445665445661,4.33455433455434,历史1/1次成功; 当前距低点4.33%; 最新日涨幅1.12%; 状态confirmed_rebound; 底部已确认
22,70.01364143328213,66.1509793522256,002403,爱仕达,bottom_area,2023-08-09,8.58,2023-07-28,8.41,2.0214030915576684,6.658739595719387,32.61217948717949,False,-2.2779,1.4584,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,7.978596908442332,2.0214030915576684,历史2/3次成功; 当前距低点2.02%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
23,70.00460382931934,68.49834224702983,002768,国恩股份,confirmed_rebound,2023-08-09,23.42,2023-06-26,22.55,3.8580931263858136,10.687361419068736,28.526148969889064,True,-1.3479,0.7374,1,1,1,100.0,13.681691264459511,13.681691264459511,6.141906873614187,3.8580931263858136,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
24,69.62723345828748,69.14428360685967,601669,中国电建,bottom_area,2023-08-09,5.87,2023-06-07,5.61,4.634581105169336,8.377896613190726,29.78723404255319,True,-0.6768,0.4663,1,1,1,100.0,16.457680250783696,16.457680250783696,5.365418894830665,4.634581105169336,历史1/1次成功; 当前距低点4.63%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
25,68.47706510416562,62.80661948508885,603033,三维股份,bottom_area,2023-08-09,15.13,2023-08-07,15.06,0.46480743691899257,1.7928286852589612,30.180806675938804,False,-0.8519,0.0991,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,9.535192563081008,0.46480743691899257,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
26,67.0399059267284,61.906854652574175,002829,星网宇达,bottom_area,2023-08-09,30.73,2023-08-02,30.48,0.8202099737532809,3.0511811023622037,31.918695555059195,False,-0.9349,1.3155,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,9.179790026246721,0.8202099737532809,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
27,61.96152742356514,59.03996227982141,600081,东风科技,bottom_area,2023-08-09,11.64,2023-07-28,11.36,2.4647887323943762,4.5774647887324065,31.27646702964308,False,0.0,0.0,1,2,1,50.0,13.923013923013915,13.923013923013915,7.535211267605623,2.4647887323943762,历史1/2次成功; 当前距低点2.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
