rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.38033473233325,90.51338548027891,002406,远东传动,bottom_area,2025-03-28,7.93,2025-03-28,7.83,1.2771392081736863,5.7471264367816,28.033088235294123,False,0.507,16.5508,5,5,5,100.0,26.910015456531745,67.88321167883211,6.722860791826315,1.2771392081736863,历史5/5次成功; 当前距低点1.28%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
23,77.85726788796111,72.73054591355182,301389,隆扬电子,bottom_area,2025-03-28,21.87,2025-03-28,21.77,0.45934772622876174,3.7666513550757936,29.31818181818182,False,-2.5401,6.0447,2,2,2,100.0,16.92397166319034,18.998628257887525,7.540652273771238,0.45934772622876174,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
24,77.25191563251263,74.10438900666264,300509,新美星,bottom_area,2025-03-28,7.76,2025-03-25,7.62,1.8372703412073448,6.167979002624668,29.769585253456217,False,-1.6477,2.0934,1,1,1,100.0,18.028846153846153,18.028846153846153,6.162729658792656,1.8372703412073448,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
25,77.03002697695192,72.22408768431347,300605,恒锋信息,bottom_area,2025-03-28,13.91,2025-03-28,13.82,0.6512301013024592,3.039073806078147,31.0379241516966,False,-1.2074,4.9884,2,2,2,100.0,16.553184490769308,18.429752066115707,7.348769898697541,0.6512301013024592,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
26,76.24702773484539,70.8967930067759,000710,贝瑞基因,bottom_area,2025-03-28,13.76,2025-03-28,13.73,0.2184996358339356,2.9133284777858726,27.926509186351705,False,-1.1494,6.1536,4,5,4,80.0,14.11275363697457,17.3469387755102,7.781500364166065,0.2184996358339356,历史4/5次成功; 当前距低点0.22%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
27,75.06857543310514,75.76972814127818,000736,中交地产,bottom_area,2025-03-28,5.36,2025-03-25,5.13,4.483430799220281,7.992202729044837,29.822161422708614,True,-0.1862,2.4183,3,3,3,100.0,16.892206255378625,19.029126213592225,3.516569200779719,4.483430799220281,历史3/3次成功; 当前距低点4.48%; 最新日涨幅-0.19%; 状态bottom_area; 底部已确认
28,73.91057994946036,68.73984126699469,301608,博实结,bottom_area,2025-03-28,82.71,2025-03-28,82.52,0.230247212796895,2.7266117304895787,27.29515418502203,False,-1.6995,5.7512,1,1,1,100.0,9.326908129954921,9.326908129954921,7.769752787203105,0.230247212796895,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
29,73.45251450931791,68.42296386671174,002387,维信诺,bottom_area,2025-03-28,9.61,2025-03-26,9.58,0.3131524008350664,3.757828810020871,27.53403933434191,False,-1.4359,0.9971,1,1,1,100.0,8.639523336643487,8.639523336643487,7.686847599164934,0.3131524008350664,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
30,72.84115211970074,67.44551122194513,002927,泰永长征,bottom_area,2025-03-28,14.31,2025-03-28,14.31,0.0,3.4241788958770107,32.115749525616685,False,-2.9831,5.5935,1,1,1,100.0,11.803823773898586,11.803823773898586,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
31,71.90896809779133,66.75694532485859,002123,梦网科技,bottom_area,2025-03-28,14.73,2025-03-28,14.71,0.13596193065941245,2.243371855880342,28.13873961895456,False,-0.5402,3.9702,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,7.864038069340587,0.13596193065941245,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
32,70.26630337250468,65.27555877644528,000409,云鼎科技,bottom_area,2025-03-28,11.74,2025-03-28,11.72,0.17064846416381887,3.668941979522182,30.238095238095237,False,-2.6534,9.0879,2,3,2,66.66666666666666,28.86005703264586,46.53130287648054,7.829351535836181,0.17064846416381887,历史2/3次成功; 当前距低点0.17%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
33,66.21529992954764,61.68728026361824,300753,爱朋医疗,bottom_area,2025-03-28,22.07,2025-03-28,22.0,0.3181818181818195,5.136363636363632,28.963513077171456,False,-3.5402,10.7684,2,3,2,66.66666666666666,21.59176420648454,28.044496487119456,7.681818181818182,0.3181818181818195,历史2/3次成功; 当前距低点0.32%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
34,57.302951603217586,53.279435604145874,000779,甘咨询,bottom_area,2025-03-28,9.28,2025-03-28,9.26,0.21598272138228483,3.4557235421166337,29.528158295281585,False,-0.4292,4.9167,1,2,1,50.0,17.69825918762089,17.69825918762089,7.784017278617715,0.21598272138228483,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
