rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.33668007840843,80.04249496244735,000567,海德股份,bottom_area,2025-01-07,6.35,2025-01-06,6.18,2.750809061488672,2.912621359223311,31.333333333333336,False,0.4747,0.5286,1,1,1,100.0,38.67924528301886,38.67924528301886,17.249190938511326,2.750809061488672,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
12,74.40949577039278,65.17060422960726,000420,吉林化纤,bottom_area,2025-01-07,3.4,2025-01-06,3.31,2.7190332326283944,3.021148036253779,28.96995708154507,False,0.8902,1.3671,1,2,1,50.0,53.9249146757679,53.9249146757679,17.28096676737161,2.7190332326283944,历史1/2次成功; 当前距低点2.72%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
13,73.82459675221214,66.97356312935709,605577,龙版传媒,bottom_area,2025-01-07,13.51,2025-01-06,12.91,4.647560030983731,5.577072037180486,32.05263157894736,False,0.297,1.0346,2,4,2,50.0,50.62209104325122,80.80939947780678,15.35243996901627,4.647560030983731,历史2/4次成功; 当前距低点4.65%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
14,73.45010215190923,66.90596310209416,001287,中电港,bottom_area,2025-01-07,18.73,2025-01-06,17.86,4.871220604703253,4.927211646136613,29.988239905919258,False,3.4807,2.3414,2,3,2,66.66666666666666,32.93376029113394,42.36351071181756,15.128779395296748,4.871220604703253,历史2/3次成功; 当前距低点4.87%; 最新日涨幅3.48%; 状态bottom_area; 底部未确认
15,73.30675993951922,66.04681123949305,300409,道氏技术,bottom_area,2025-01-07,12.7,2025-01-06,12.18,4.269293924466335,4.679802955665028,27.672209026128268,False,1.7628,3.0186,3,6,3,50.0,40.380652619765016,50.03460207612457,15.730706075533666,4.269293924466335,历史3/6次成功; 当前距低点4.27%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
16,72.65489981512961,65.95241828236857,601020,华钰矿业,bottom_area,2025-01-07,12.3,2025-01-06,11.75,4.6808510638297935,5.106382978723401,27.018633540372676,False,3.1014,2.4677,2,3,2,66.66666666666666,25.473613124913108,26.324110671936758,15.319148936170206,4.6808510638297935,历史2/3次成功; 当前距低点4.68%; 最新日涨幅3.10%; 状态bottom_area; 底部未确认
17,72.55890963539755,66.04966708235396,000058,深赛格,bottom_area,2025-01-07,7.59,2025-01-06,7.24,4.834254143646404,4.834254143646404,29.227761485826004,False,2.8455,1.1022,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,15.165745856353595,4.834254143646404,历史2/3次成功; 当前距低点4.83%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
18,72.09707785650848,62.629124107604326,300363,博腾股份,bottom_area,2025-01-07,15.32,2025-01-07,14.98,2.2696929238985306,5.006675567423231,28.700618752974776,False,-1.3522,2.0888,2,5,2,40.0,41.63453749512357,46.29503738953092,17.73030707610147,2.2696929238985306,历史2/5次成功; 当前距低点2.27%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
19,71.76925676726938,62.01390060485047,600158,中体产业,bottom_area,2025-01-07,7.73,2025-01-06,7.58,1.9788918205804795,2.9023746701846935,30.394857667584947,False,0.7823,1.4841,1,2,1,50.0,23.955773955773946,23.955773955773946,18.02110817941952,1.9788918205804795,历史1/2次成功; 当前距低点1.98%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
20,71.63319574982141,64.93171864660616,000155,川能动力,bottom_area,2025-01-07,10.91,2025-01-02,10.43,4.602109300095882,5.656759348034514,27.569444444444446,False,-0.3653,1.3121,2,3,2,66.66666666666666,41.493877334183324,45.280898876404486,15.397890699904119,4.602109300095882,历史2/3次成功; 当前距低点4.60%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
21,71.60997096450494,63.60902814698106,002761,浙江建投,bottom_area,2025-01-07,8.3,2025-01-06,8.02,3.491271820448892,3.491271820448892,28.392857142857142,False,1.0962,1.1625,3,7,3,42.857142857142854,33.213437237505204,43.73730534867976,16.508728179551106,3.491271820448892,历史3/7次成功; 当前距低点3.49%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
22,71.60773010191298,64.76520213306493,002819,东方中科,bottom_area,2025-01-07,24.95,2025-01-06,23.88,4.480737018425462,4.564489112227806,28.072289156626518,False,2.9715,1.8402,2,4,2,50.0,36.08216416706984,51.677148846960186,15.519262981574538,4.480737018425462,历史2/4次成功; 当前距低点4.48%; 最新日涨幅2.97%; 状态bottom_area; 底部未确认
23,71.4728058515886,62.78986457845384,601865,福莱特,bottom_area,2025-01-07,19.25,2025-01-06,18.71,2.8861571352218016,3.4206306787814036,30.2386278896346,False,0.9439,0.6898,1,2,1,50.0,39.24894003634159,39.24894003634159,17.1138428647782,2.8861571352218016,历史1/2次成功; 当前距低点2.89%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
24,70.03147728599012,61.48778331148975,000503,国新健康,bottom_area,2025-01-07,10.09,2025-01-06,9.81,2.85423037716615,3.4658511722731893,32.34482758620689,False,1.3052,1.4328,1,2,1,50.0,31.85714285714286,31.85714285714286,17.14576962283385,2.85423037716615,历史1/2次成功; 当前距低点2.85%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
25,69.32761128015851,61.85197668768956,688107,安路科技,bottom_area,2025-01-07,26.41,2025-01-06,25.46,3.7313432835820866,4.791830322073837,29.47368421052632,False,3.4875,0.825,2,6,2,33.33333333333333,47.34465613399662,67.95615731785945,16.268656716417915,3.7313432835820866,历史2/6次成功; 当前距低点3.73%; 最新日涨幅3.49%; 状态bottom_area; 底部未确认
26,68.44929305213569,61.51648305684092,605168,三人行,bottom_area,2025-01-07,31.5,2025-01-06,30.25,4.132231404958678,4.7603305785124,27.976190476190478,False,2.9075,2.4345,1,2,1,50.0,47.67726161369193,47.67726161369193,15.867768595041323,4.132231404958678,历史1/2次成功; 当前距低点4.13%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
27,68.03178477809163,58.77967627943757,002324,普利特,bottom_area,2025-01-07,8.78,2025-01-07,8.61,1.9744483159117299,2.787456445993034,32.78688524590165,False,0.3429,1.7247,1,3,1,33.33333333333333,25.957446808510653,25.957446808510653,18.02555168408827,1.9744483159117299,历史1/3次成功; 当前距低点1.97%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
28,67.63644398034441,58.205029220816805,603305,旭升集团,bottom_area,2025-01-07,12.17,2025-01-06,11.96,1.7558528428093567,4.347826086956518,31.65714285714285,False,0.3298,1.0894,1,5,1,20.0,32.41061130334487,32.41061130334487,18.244147157190643,1.7558528428093567,历史1/5次成功; 当前距低点1.76%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
29,67.29897827835887,58.951818181818226,000718,苏宁环球,bottom_area,2025-01-07,2.26,2025-01-06,2.2,2.7272727272727093,3.636363636363619,28.10457516339869,False,0.8929,1.1108,1,3,1,33.33333333333333,36.111111111111114,36.111111111111114,17.27272727272729,2.7272727272727093,历史1/3次成功; 当前距低点2.73%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
30,67.10312124377147,58.27987346777383,688331,荣昌生物,bottom_area,2025-01-07,27.61,2025-01-06,27.0,2.259259259259257,7.74074074074074,32.27990970654627,False,0.4731,2.2969,1,3,1,33.33333333333333,26.761565836298917,26.761565836298917,17.740740740740748,2.259259259259257,历史1/3次成功; 当前距低点2.26%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
31,66.1279487058136,58.35035830618891,002777,久远银海,bottom_area,2025-01-07,15.83,2025-01-06,15.35,3.1270358306188952,3.5830618892508186,28.504890544946438,False,0.6997,1.9813,1,5,1,20.0,51.99999999999999,51.99999999999999,16.872964169381106,3.1270358306188952,历史1/5次成功; 当前距低点3.13%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
32,66.00535987951595,59.40546403665097,605186,健麾信息,bottom_area,2025-01-07,18.56,2025-01-06,17.81,4.211117349803482,4.3234138124649055,31.42087023488641,False,2.0902,1.3007,1,2,1,50.0,37.29468599033817,37.29468599033817,15.78888265019652,4.211117349803482,历史1/2次成功; 当前距低点4.21%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
33,65.1893107315145,58.11129938466225,300451,创业慧康,bottom_area,2025-01-07,4.22,2025-01-06,4.07,3.6855036855036722,3.6855036855036722,31.249999999999993,False,1.4423,2.3039,1,2,1,50.0,23.89380530973452,23.89380530973452,16.31449631449633,3.6855036855036722,历史1/2次成功; 当前距低点3.69%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
34,64.89399195113307,57.49996326240221,000062,深圳华强,bottom_area,2025-01-07,20.95,2025-01-06,20.27,3.3547113961519472,3.3547113961519472,27.138749101365928,False,1.8969,1.2381,1,4,1,25.0,37.385512073272274,37.385512073272274,16.645288603848055,3.3547113961519472,历史1/4次成功; 当前距低点3.35%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
35,64.36723898128481,56.86248919906946,688121,卓然股份,bottom_area,2025-01-07,10.35,2025-01-06,10.03,3.1904287138584277,3.58923230309074,27.737752161383295,False,0.5831,1.0825,1,6,1,16.666666666666664,55.206611570247944,55.206611570247944,16.809571286141573,3.1904287138584277,历史1/6次成功; 当前距低点3.19%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
36,64.20749269969572,56.51332961724265,688035,德邦科技,bottom_area,2025-01-07,34.11,2025-01-07,33.12,2.989130434782615,2.989130434782615,28.015648772006084,False,2.1869,1.7761,1,3,1,33.33333333333333,26.2108262108262,26.2108262108262,17.010869565217384,2.989130434782615,历史1/3次成功; 当前距低点2.99%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
37,63.88783448806655,58.24687537268931,300541,先进数通,bottom_area,2025-01-07,11.73,2025-01-06,11.18,4.919499105545624,10.465116279069766,28.287363694676078,True,4.2667,10.7868,1,3,1,33.33333333333333,52.85714285714285,52.85714285714285,15.080500894454376,4.919499105545624,历史1/3次成功; 当前距低点4.92%; 最新日涨幅4.27%; 状态bottom_area; 底部已确认
38,63.68882092806552,57.878390755428434,000810,创维数字,bottom_area,2025-01-07,12.81,2025-01-07,12.23,4.7424366312346695,6.8683565004088285,31.52295632698768,False,2.809,6.8463,2,6,2,33.33333333333333,38.375338394140584,45.01187648456058,15.25756336876533,4.7424366312346695,历史2/6次成功; 当前距低点4.74%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
39,63.57071739721317,57.82159846420116,000833,粤桂股份,bottom_area,2025-01-07,10.5,2025-01-06,10.02,4.790419161676651,5.089820359281435,31.60409556313994,False,2.7397,7.2296,1,2,1,50.0,35.88039867109634,35.88039867109634,15.20958083832335,4.790419161676651,历史1/2次成功; 当前距低点4.79%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
40,63.373136189824514,56.37279462530377,300418,昆仑万维,bottom_area,2025-01-07,36.56,2025-01-06,35.3,3.5694050991501567,3.626062322946179,32.825880114176975,False,2.87,2.7851,1,3,1,33.33333333333333,32.568306010928964,32.568306010928964,16.430594900849844,3.5694050991501567,历史1/3次成功; 当前距低点3.57%; 最新日涨幅2.87%; 状态bottom_area; 底部未确认
41,63.3019926199262,52.75166051660517,000759,中百集团,bottom_area,2025-01-07,10.49,2025-01-07,10.49,0.0,3.241182078169684,32.58354755784062,False,-10.0343,30.3793,1,2,1,50.0,34.68634686346863,34.68634686346863,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
42,62.963287422753275,57.252288623823425,603232,格尔软件,bottom_area,2025-01-07,12.07,2025-01-06,11.52,4.7743055555555625,4.7743055555555625,29.32515337423314,False,2.4618,2.5488,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,15.225694444444438,4.7743055555555625,历史2/6次成功; 当前距低点4.77%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
43,62.83616174869025,56.609054906376045,300489,光智科技,bottom_area,2025-01-07,51.09,2025-01-06,49.0,4.265306122448987,4.571428571428576,31.75487465181058,False,2.18,2.0713,1,2,1,50.0,22.924477771826446,22.924477771826446,15.734693877551015,4.265306122448987,历史1/2次成功; 当前距低点4.27%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
44,61.040902201005245,53.602932289785976,601858,中国科传,bottom_area,2025-01-07,19.04,2025-01-06,18.51,2.8633171258778907,3.8357644516477434,27.6387802971071,False,0.9009,0.5745,1,5,1,20.0,21.243523316062173,21.243523316062173,17.136682874122112,2.8633171258778907,历史1/5次成功; 当前距低点2.86%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
45,60.92199357042391,54.32534458509139,002186,全聚德,bottom_area,2025-01-07,10.64,2025-01-06,10.26,3.7037037037037113,4.2884990253411255,32.27722772277228,False,2.3077,1.8494,1,3,1,33.33333333333333,23.20675105485231,23.20675105485231,16.29629629629629,3.7037037037037113,历史1/3次成功; 当前距低点3.70%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
46,60.85941969294568,55.414103194103184,688310,迈得医疗,bottom_area,2025-01-07,10.38,2025-01-06,9.9,4.848484848484853,5.353535353535347,27.631578947368418,False,1.665,0.8974,1,2,1,50.0,23.648648648648653,23.648648648648653,15.151515151515149,4.848484848484853,历史1/2次成功; 当前距低点4.85%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
47,60.392929472909444,53.84992937524255,000014,沙河股份,bottom_area,2025-01-07,10.37,2025-01-06,10.0,3.699999999999992,3.9000000000000057,27.953890489913547,False,1.7664,1.4129,1,3,1,33.33333333333333,20.605355064027936,20.605355064027936,16.300000000000008,3.699999999999992,历史1/3次成功; 当前距低点3.70%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
48,59.894426627709784,53.76939158615631,002314,南山控股,bottom_area,2025-01-07,2.3,2025-01-06,2.21,4.072398190045242,4.524886877828059,28.938906752411576,False,0.8772,1.4528,1,4,1,25.0,26.12612612612611,26.12612612612611,15.927601809954758,4.072398190045242,历史1/4次成功; 当前距低点4.07%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
49,59.65714865706489,54.0122374863085,600171,上海贝岭,bottom_area,2025-01-07,35.02,2025-01-06,33.5,4.53731343283583,5.91044776119402,29.429113124078366,False,4.0713,8.4995,1,3,1,33.33333333333333,31.741821396993807,31.741821396993807,15.462686567164171,4.53731343283583,历史1/3次成功; 当前距低点4.54%; 最新日涨幅4.07%; 状态bottom_area; 底部未确认
50,58.90700534759358,49.08917112299466,600322,津投城开,bottom_area,2025-01-07,2.38,2025-01-07,2.38,0.0,7.14285714285714,27.65957446808511,False,-9.8485,10.5708,1,4,1,25.0,35.828877005347586,35.828877005347586,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-9.85%; 状态bottom_area; 底部未确认
51,58.77752844203059,53.388112360174134,002183,怡亚通,bottom_area,2025-01-07,4.22,2025-01-06,4.03,4.7146401985111535,4.7146401985111535,27.90697674418604,False,2.1792,1.13,1,4,1,25.0,31.948881789137378,31.948881789137378,15.285359801488848,4.7146401985111535,历史1/4次成功; 当前距低点4.71%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
52,57.6910598336737,51.44699829193063,001219,青岛食品,bottom_area,2025-01-07,13.15,2025-01-06,12.68,3.706624605678239,4.889589905362784,27.749287749287753,False,0.921,1.778,1,6,1,16.666666666666664,27.212020033388985,27.212020033388985,16.293375394321764,3.706624605678239,历史1/6次成功; 当前距低点3.71%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
53,57.20204157197742,50.67575252429576,688202,美迪西,bottom_area,2025-01-07,28.73,2025-01-06,27.8,3.345323741007193,3.884892086330929,31.86274509803921,False,0.1743,1.1398,1,7,1,14.285714285714285,23.795418261555337,23.795418261555337,16.654676258992808,3.345323741007193,历史1/7次成功; 当前距低点3.35%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
54,56.371978055427604,50.697255091282535,002312,川发龙蟒,bottom_area,2025-01-07,13.24,2025-01-06,12.71,4.169944925255699,6.766325727773402,30.126443100604728,False,1.5337,3.836,1,5,1,20.0,21.638330757341585,21.638330757341585,15.830055074744303,4.169944925255699,历史1/5次成功; 当前距低点4.17%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
55,55.782037188279354,50.79563589993625,002861,瀛通通讯,bottom_area,2025-01-07,11.45,2025-01-07,10.92,4.853479853479847,5.952380952380955,28.62745098039216,False,2.3235,12.3491,1,5,1,20.0,30.546075085324233,30.546075085324233,15.146520146520153,4.853479853479847,历史1/5次成功; 当前距低点4.85%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
