rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,102.8948550919672,87.58344615787098,688228,开普云,bottom_area,2026-06-05,86.5,2026-06-05,85.51,1.157759326394568,3.84750321599812,29.62139917695473,False,-1.0976,2.1716,3,3,3,100.0,44.77924687096383,77.58669034489205,18.84224067360543,1.157759326394568,历史3/3次成功; 当前距低点1.16%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
12,91.84332324062603,80.09616422294398,301616,浙江华业,bottom_area,2026-06-05,38.36,2026-06-05,37.43,2.484637990916376,4.541811381244998,28.52778308191712,False,0.9474,3.8177,1,1,1,100.0,27.00308959835222,27.00308959835222,17.51536200908362,2.484637990916376,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
13,91.66881155798939,80.73554413328607,601002,晋亿实业,bottom_area,2026-06-05,5.11,2026-05-28,4.96,3.024193548387104,8.66935483870967,27.16593245227606,False,1.3889,2.0431,1,1,1,100.0,35.16483516483515,35.16483516483515,16.9758064516129,3.024193548387104,历史1/1次成功; 当前距低点3.02%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
14,91.54096416767882,77.6885309568097,600216,浙江医药,bottom_area,2026-06-05,12.17,2026-06-04,12.05,0.9958506224066325,3.485477178423236,28.57142857142857,False,0.745,0.991,1,1,1,100.0,40.86206896551725,40.86206896551725,19.00414937759337,0.9958506224066325,历史1/1次成功; 当前距低点1.00%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
15,91.47075571355003,82.80416987743098,300631,久吾高科,bottom_area,2026-06-05,24.23,2026-06-05,23.18,4.529767040552203,6.773080241587577,28.85205647636587,False,2.107,2.5566,2,2,2,100.0,42.80225299870349,50.86505190311419,15.4702329594478,4.529767040552203,历史2/2次成功; 当前距低点4.53%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
16,91.2554461784714,79.84851540616246,600708,光明地产,bottom_area,2026-06-05,3.08,2026-06-04,3.0,2.666666666666669,6.000000000000005,27.88461538461539,False,-1.2821,1.3229,2,2,2,100.0,33.0718954248366,36.07843137254903,17.33333333333333,2.666666666666669,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
17,90.32809537060415,81.01101378517083,688251,井松智能,bottom_area,2026-06-05,24.85,2026-06-05,23.89,4.018417748011724,6.02762662201757,27.58411639890877,False,1.1808,2.3385,1,1,1,100.0,45.35104364326376,45.35104364326376,15.98158225198828,4.018417748011724,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
18,89.39430207554224,75.21723214285714,603123,翠微股份,bottom_area,2026-06-05,9.55,2026-06-05,9.5,0.5263157894736916,2.631578947368421,29.05153099327857,False,-1.1387,1.9239,1,1,1,100.0,45.93749999999999,45.93749999999999,19.47368421052631,0.5263157894736916,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
19,88.67099504158216,76.16466664308707,688551,科威尔,bottom_area,2026-06-05,54.08,2026-06-05,53.2,1.654135338345856,7.349624060150369,28.55224281493418,False,-3.8236,5.4595,1,1,1,100.0,31.28249566724438,31.28249566724438,18.34586466165415,1.654135338345856,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
20,85.71686780105235,72.3331990294672,603799,华友钴业,bottom_area,2026-06-05,49.96,2026-06-05,49.62,0.6852075775896885,4.131398629584853,29.96471418489767,False,-2.6121,3.162,1,1,1,100.0,31.82316404822798,31.82316404822798,19.31479242241031,0.6852075775896885,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
21,85.31140388441789,72.08065282585203,300251,光线传媒,bottom_area,2026-06-05,12.04,2026-06-05,11.95,0.7531380753138064,2.343096234309633,30.60394889663182,False,-0.2486,1.2836,1,1,1,100.0,31.06017191977078,31.06017191977078,19.2468619246862,0.7531380753138064,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
22,84.85900477833025,71.17530229487828,600808,马钢股份,bottom_area,2026-06-05,2.84,2026-06-04,2.83,0.3533568904593564,2.473498233215542,32.61904761904762,False,-0.3509,0.9096,1,1,1,100.0,22.69230769230769,22.69230769230769,19.64664310954064,0.3533568904593564,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
23,84.76959571229554,76.22250219061762,301063,海锅股份,bottom_area,2026-06-05,19.78,2026-06-05,18.99,4.160084254870999,5.318588730911014,27.62957317073171,False,1.54,2.2649,1,1,1,100.0,20.8467556373677,20.8467556373677,15.839915745129,4.160084254870999,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
24,84.57654554582467,71.49102730609096,300085,银之杰,bottom_area,2026-06-05,29.83,2026-06-05,29.6,0.7770270270270164,9.797297297297291,31.05054740274866,False,-10.0964,12.2283,2,2,2,100.0,21.6476952770697,22.93610911701364,19.22297297297299,0.7770270270270164,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-10.10%; 状态bottom_area; 底部未确认
25,83.97839510549863,74.82993663969135,002963,豪尔赛,bottom_area,2026-06-05,16.13,2026-06-04,15.56,3.663239074550119,10.41131105398457,27.62790697674418,True,-0.6161,2.4479,1,1,1,100.0,22.28915662650602,22.28915662650602,16.33676092544988,3.663239074550119,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-0.62%; 状态bottom_area; 底部已确认
26,83.5296562549242,69.90567904720977,000833,粤桂股份,bottom_area,2026-06-05,21.53,2026-06-05,21.48,0.2327746741154595,3.817504655493484,28.35223482321548,False,-3.5394,6.8715,1,1,1,100.0,25.02564102564102,25.02564102564102,19.76722532588454,0.2327746741154595,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
27,83.52552689016726,70.80940615590498,002312,川发龙蟒,bottom_area,2026-06-05,8.62,2026-06-05,8.54,0.9367681498829048,2.459016393442633,27.38095238095239,False,-0.4619,1.1324,1,1,1,100.0,25.83333333333334,25.83333333333334,19.06323185011709,0.9367681498829048,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
28,83.43361991077718,76.79062168559476,002248,华东数控,just_rebound,2026-06-05,10.08,2026-06-05,9.56,5.43933054393305,7.531380753138063,31.95729537366548,False,2.5432,4.7478,1,1,1,100.0,47.36000000000001,47.36000000000001,14.56066945606695,5.43933054393305,历史1/1次成功; 当前距低点5.44%; 最新日涨幅2.54%; 状态just_rebound; 底部未确认
29,83.37232823511343,75.54404775752134,002519,银河电子,bottom_area,2026-06-05,6.62,2026-06-02,6.33,4.58135860979463,6.477093206951029,30.51591657519209,False,2.4768,4.3186,1,1,1,100.0,20.88772845953002,20.88772845953002,15.41864139020537,4.58135860979463,历史1/1次成功; 当前距低点4.58%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
30,83.33044761579298,76.96646975291111,300161,华中数控,just_rebound,2026-06-05,31.88,2026-06-05,30.18,5.632869449966863,7.687210072895959,28.98823529411765,False,2.541,4.4611,1,1,1,100.0,51.37956748695004,51.37956748695004,14.36713055003314,5.632869449966863,历史1/1次成功; 当前距低点5.63%; 最新日涨幅2.54%; 状态just_rebound; 底部未确认
31,82.90683569621464,70.23357692638665,002470,金正大,bottom_area,2026-06-05,2.25,2026-06-02,2.23,0.896860986547086,4.48430493273543,29.65299684542587,False,-0.8811,2.5833,1,1,1,100.0,22.38805970149252,22.38805970149252,19.10313901345292,0.896860986547086,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
32,82.0980607625267,75.9295460636122,688283,坤恒顺维,just_rebound,2026-06-05,37.42,2026-06-02,35.4,5.706214689265546,7.881355932203387,29.15749449669802,True,2.2125,1.6312,1,1,1,100.0,35.87378640776697,35.87378640776697,14.29378531073445,5.706214689265546,历史1/1次成功; 当前距低点5.71%; 最新日涨幅2.21%; 状态just_rebound; 底部已确认
33,81.49900783656437,74.31520471419242,688512,慧智微,bottom_area,2026-06-05,13.2,2026-06-05,12.58,4.928457869634334,8.426073131955489,29.68138624930129,False,-1.419,5.6979,1,1,1,100.0,39.79328165374677,39.79328165374677,15.07154213036567,4.928457869634334,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
34,79.57278945833467,67.65232048777277,000710,贝瑞基因,bottom_area,2026-06-05,8.32,2026-06-04,8.23,1.093560145808018,4.617253948967181,31.92721257237386,False,0.241,2.2276,1,2,1,50.0,39.58742632612967,39.58742632612967,18.90643985419198,1.093560145808018,历史1/2次成功; 当前距低点1.09%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
35,79.05415764690525,73.64529267330717,688290,景业智能,just_rebound,2026-06-05,59.8,2026-06-05,56.36,6.103619588360536,9.3860894251242,28.76643073811932,False,2.485,1.6452,1,1,1,100.0,36.26598465473145,36.26598465473145,13.89638041163946,6.103619588360536,历史1/1次成功; 当前距低点6.10%; 最新日涨幅2.48%; 状态just_rebound; 底部未确认
36,79.03534617515713,68.36791358760588,688552,航天南湖,bottom_area,2026-06-05,29.52,2026-06-05,28.93,2.039405461458693,3.560318008987214,31.91339138620852,False,-0.0339,1.1202,2,3,2,66.66666666666666,21.41163648786761,21.80036742192286,17.96059453854131,2.039405461458693,历史2/3次成功; 当前距低点2.04%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
37,78.93299498588583,72.32765051698526,002407,多氟多,just_rebound,2026-06-05,33.2,2026-06-05,31.56,5.19645120405578,8.206590621039291,28.09295967190704,False,1.3431,11.7285,1,1,1,100.0,21.23893805309735,21.23893805309735,14.80354879594422,5.19645120405578,历史1/1次成功; 当前距低点5.20%; 最新日涨幅1.34%; 状态just_rebound; 底部未确认
38,77.84159349439751,66.70703566208034,000566,海南海药,bottom_area,2026-06-05,3.99,2026-06-04,3.93,1.52671755725191,3.816793893129768,29.44344703770198,False,0.5038,1.7044,1,2,1,50.0,38.29787234042554,38.29787234042554,18.47328244274809,1.52671755725191,历史1/2次成功; 当前距低点1.53%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
39,77.55469905281147,72.0847950032031,300616,尚品宅配,just_rebound,2026-06-05,14.18,2026-06-05,13.38,5.979073243647226,9.940209267563528,27.59740259740259,False,4.8041,6.5889,1,1,1,100.0,26.78571428571428,26.78571428571428,14.02092675635278,5.979073243647226,历史1/1次成功; 当前距低点5.98%; 最新日涨幅4.80%; 状态just_rebound; 底部未确认
40,76.03754890909771,69.64899677985727,605598,上海港湾,just_rebound,2026-06-05,41.45,2026-06-05,39.41,5.176351179903594,7.942146663283438,29.87544483985766,False,-1.847,3.7191,1,1,1,100.0,29.13470115967885,29.13470115967885,14.82364882009641,5.176351179903594,历史1/1次成功; 当前距低点5.18%; 最新日涨幅-1.85%; 状态just_rebound; 底部未确认
41,75.89454209930052,64.25727385303337,300895,铜牛信息,bottom_area,2026-06-05,57.05,2026-06-05,56.56,0.8663366336633572,3.73055162659123,31.0159775582388,False,-1.9085,3.7067,2,3,2,66.66666666666666,28.87902298642795,35.27357392316647,19.13366336633664,0.8663366336633572,历史2/3次成功; 当前距低点0.87%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
42,75.72158540244052,68.92884973666669,688006,杭可科技,bottom_area,2026-06-05,31.66,2026-06-05,30.2,4.834437086092718,10.43046357615895,29.05802208127789,False,-6.5249,4.655,1,1,1,100.0,20.22621423819029,20.22621423819029,15.16556291390728,4.834437086092718,历史1/1次成功; 当前距低点4.83%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
43,74.91010849970687,65.16760582575618,300775,三角防务,bottom_area,2026-06-05,23.96,2026-06-05,23.41,2.349423323366086,4.442545920546771,28.14610190300797,False,0.4612,2.9794,1,2,1,50.0,37.2247823860727,37.2247823860727,17.65057667663391,2.349423323366086,历史1/2次成功; 当前距低点2.35%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
44,74.89497660706279,66.16761904761907,000576,甘化科工,bottom_area,2026-06-05,7.43,2026-06-05,7.2,3.194444444444438,4.444444444444437,27.63819095477386,False,0.9511,1.8347,1,2,1,50.0,90.05145797598628,90.05145797598628,16.80555555555556,3.194444444444438,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
45,73.57992632854908,63.83831303411615,600830,香溢融通,bottom_area,2026-06-05,7.89,2026-06-05,7.72,2.202072538860103,3.108808290155443,28.38589981447124,False,1.1538,1.6181,1,2,1,50.0,28.78787878787879,28.78787878787879,17.7979274611399,2.202072538860103,历史1/2次成功; 当前距低点2.20%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
46,73.47364659411005,64.34776847682322,688018,乐鑫科技,bottom_area,2026-06-05,120.25,2026-06-05,117.07,2.716323567096615,5.654736482446404,32.7183908045977,False,0.1499,2.5341,1,2,1,50.0,36.02954531694619,36.02954531694619,17.28367643290339,2.716323567096615,历史1/2次成功; 当前距低点2.72%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
47,73.39744093947715,69.17417548859453,688226,威腾电气,just_rebound,2026-06-05,47.5,2026-06-02,44.5,6.741573033707865,12.96629213483147,28.74299439551642,True,-1.1035,4.4794,1,1,1,100.0,31.09305760709011,31.09305760709011,13.25842696629214,6.741573033707865,历史1/1次成功; 当前距低点6.74%; 最新日涨幅-1.10%; 状态just_rebound; 底部已确认
48,73.23002796272037,67.58796948525256,603178,圣龙股份,just_rebound,2026-06-05,17.37,2026-06-05,16.45,5.592705167173262,7.659574468085116,31.45833333333334,False,1.9965,3.9183,2,3,2,66.66666666666666,38.11517560359172,47.51869476546566,14.40729483282674,5.592705167173262,历史2/3次成功; 当前距低点5.59%; 最新日涨幅2.00%; 状态just_rebound; 底部未确认
49,73.0990645621819,63.64077524729699,600620,天宸股份,bottom_area,2026-06-05,4.71,2026-06-04,4.6,2.391304347826094,4.130434782608704,29.66360856269113,False,1.2903,1.0434,1,2,1,50.0,29.38271604938273,29.38271604938273,17.60869565217391,2.391304347826094,历史1/2次成功; 当前距低点2.39%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
50,72.8487403296013,61.39983578637715,300049,福瑞医科,bottom_area,2026-06-05,42.26,2026-06-05,42.0,0.6190476190476143,5.333333333333337,30.63583815028901,False,-3.648,2.8838,2,3,2,66.66666666666666,21.56630314525051,22.22222222222222,19.38095238095239,0.6190476190476143,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
51,72.562627300669,63.10836964310829,603300,海南华铁,bottom_area,2026-06-05,5.26,2026-06-05,5.14,2.334630350194554,4.280155642023359,28.80886426592798,False,0.7663,2.4833,1,2,1,50.0,26.02409638554217,26.02409638554217,17.66536964980545,2.334630350194554,历史1/2次成功; 当前距低点2.33%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
52,72.33936731796912,63.35839312068916,603716,塞力医疗,bottom_area,2026-06-05,16.24,2026-06-05,15.81,2.719797596457925,4.996837444655287,28.13636363636363,False,0.2469,3.8895,1,2,1,50.0,30.74074074074075,30.74074074074075,17.28020240354208,2.719797596457925,历史1/2次成功; 当前距低点2.72%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
53,71.83609133494599,61.36714051137695,002300,太阳电缆,bottom_area,2026-06-05,8.23,2026-06-05,8.12,1.35467980295568,3.201970443349774,30.77578857630009,False,-0.9627,2.4782,1,3,1,33.33333333333333,75.7716049382716,75.7716049382716,18.64532019704432,1.35467980295568,历史1/3次成功; 当前距低点1.35%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
54,69.92065896880399,59.96882476454208,300981,中红医疗,bottom_area,2026-06-05,11.63,2026-06-05,11.45,1.572052401746738,3.493449781659392,27.53164556962026,False,-0.5133,1.1967,1,2,1,50.0,24.94099134539732,24.94099134539732,18.42794759825327,1.572052401746738,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
55,69.91216150064214,59.97412624052143,600550,保变电气,bottom_area,2026-06-05,12.83,2026-06-04,12.63,1.58353127474267,6.809184481393503,27.07852193995381,False,-3.7509,1.9414,1,2,1,50.0,35.28505392912172,35.28505392912172,18.41646872525733,1.58353127474267,历史1/2次成功; 当前距低点1.58%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
56,69.86354640037506,60.25621473290514,600410,华胜天成,bottom_area,2026-06-05,17.9,2026-06-05,17.57,1.878201479795095,4.097894137734769,28.43177189409369,False,-0.8859,4.9417,1,4,1,25.0,90.15873015873017,90.15873015873017,18.12179852020491,1.878201479795095,历史1/4次成功; 当前距低点1.88%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
57,69.03214775040591,61.59365051638558,003018,金富科技,bottom_area,2026-06-05,51.09,2026-06-04,49.25,3.736040609137063,7.329949238578679,30.47713156408809,True,0.8289,5.7125,1,2,1,50.0,20.95730918499352,20.95730918499352,16.26395939086294,3.736040609137063,历史1/2次成功; 当前距低点3.74%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
58,68.92503864104383,59.20284113522028,301191,菲菱科思,bottom_area,2026-06-05,135.88,2026-06-05,133.67,1.653325353482463,5.341512680481795,29.64736842105264,False,-3.8018,8.6646,1,2,1,50.0,31.74946004319655,31.74946004319655,18.34667464651754,1.653325353482463,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
59,68.74578298757463,57.82084029808685,301177,迪阿股份,bottom_area,2026-06-05,23.88,2026-06-05,23.76,0.5050505050504942,2.609427609427599,27.33944954128441,False,0.294,0.3153,1,2,1,50.0,21.41586623977233,21.41586623977233,19.49494949494951,0.5050505050504942,历史1/2次成功; 当前距低点0.51%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
60,68.51914872356343,59.45305207781087,600770,综艺股份,bottom_area,2026-06-05,6.02,2026-06-02,5.89,2.207130730050932,4.753820033955862,31.67053364269141,False,-1.3115,2.5303,1,2,1,50.0,27.72861356932153,27.72861356932153,17.79286926994907,2.207130730050932,历史1/2次成功; 当前距低点2.21%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
61,68.21400617086167,64.06247169246714,003038,鑫铂股份,just_rebound,2026-06-05,12.53,2026-06-05,11.76,6.547619047619044,9.183673469387756,31.86558516801854,False,4.2429,5.0053,2,3,2,66.66666666666666,27.52188350496187,29.53615279672577,13.45238095238096,6.547619047619044,历史2/3次成功; 当前距低点6.55%; 最新日涨幅4.24%; 状态just_rebound; 底部未确认
62,68.18073659943154,59.36447981054618,688221,前沿生物,bottom_area,2026-06-05,18.8,2026-06-02,18.36,2.39651416122005,5.718954248366017,28.02822422579381,False,-1.1047,2.396,1,2,1,50.0,28.91061452513967,28.91061452513967,17.60348583877995,2.39651416122005,历史1/2次成功; 当前距低点2.40%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
63,67.99670922064912,58.9518229877396,300753,爱朋医疗,bottom_area,2026-06-05,21.73,2026-06-05,21.27,2.162670427832632,4.184297132110957,27.15753424657535,False,-0.092,3.2861,1,2,1,50.0,24.64454976303317,24.64454976303317,17.83732957216737,2.162670427832632,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
64,67.47004378437083,60.01034232065038,003007,直真科技,bottom_area,2026-06-05,40.4,2026-06-05,39.01,3.563188925916434,4.56293258138939,28.21126242178875,False,0.5475,3.8027,1,2,1,50.0,20.12499999999999,20.12499999999999,16.43681107408357,3.563188925916434,历史1/2次成功; 当前距低点3.56%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
65,66.73575835965381,59.5160785371115,300780,德恩精工,bottom_area,2026-06-05,25.72,2026-06-05,24.8,3.709677419354831,7.499999999999997,29.14285714285714,False,-1.3047,5.6176,1,2,1,50.0,41.22340425531916,41.22340425531916,16.29032258064517,3.709677419354831,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
66,66.25983091498944,61.37313943541489,002413,雷科防务,just_rebound,2026-06-05,10.6,2026-06-02,10.02,5.788423153692616,8.083832335329348,29.73352033660589,True,2.3166,6.7803,1,2,1,50.0,51.17493472584857,51.17493472584857,14.21157684630739,5.788423153692616,历史1/2次成功; 当前距低点5.79%; 最新日涨幅2.32%; 状态just_rebound; 底部已确认
67,65.98025680805787,57.32780711036036,688223,晶科能源,bottom_area,2026-06-05,5.38,2026-06-05,5.26,2.281368821292778,6.463878326996195,32.82247765006386,False,-3.0631,1.2942,1,2,1,50.0,27.16763005780348,27.16763005780348,17.71863117870722,2.281368821292778,历史1/2次成功; 当前距低点2.28%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
68,65.94019526729213,56.81419974792735,688318,财富趋势,bottom_area,2026-06-05,82.7,2026-06-05,81.22,1.822211278010347,4.949519822703763,32.87603305785124,False,-1.6179,1.2906,1,3,1,33.33333333333333,29.61541741280805,29.61541741280805,18.17778872198965,1.822211278010347,历史1/3次成功; 当前距低点1.82%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
69,65.51784977275703,55.48341049669626,688656,浩欧博,bottom_area,2026-06-05,103.42,2026-06-05,102.52,0.877877487319553,2.906749902458061,30.62191243148136,False,-0.6246,0.5668,1,2,1,50.0,34.5865413458654,34.5865413458654,19.12212251268045,0.877877487319553,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
70,65.32314501624856,59.77134927806156,002769,普路通,just_rebound,2026-06-05,8.01,2026-05-28,7.62,5.118110236220468,12.86089238845144,30.66424021838035,True,2.1684,4.7691,1,2,1,50.0,35.51912568306011,35.51912568306011,14.88188976377953,5.118110236220468,历史1/2次成功; 当前距低点5.12%; 最新日涨幅2.17%; 状态just_rebound; 底部已确认
71,65.18807269722618,57.44011907248798,301636,泽润新能,bottom_area,2026-06-05,49.33,2026-06-05,47.87,3.049926885314395,4.449550866931277,31.22126436781609,False,-0.3434,3.6831,1,2,1,50.0,24.28571428571427,24.28571428571427,16.95007311468561,3.049926885314395,历史1/2次成功; 当前距低点3.05%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
72,64.45858392344687,57.09349719438224,002929,润建股份,bottom_area,2026-06-05,66.93,2026-06-05,64.77,3.334877257989826,6.530801296896718,30.16711590296496,False,-0.4314,10.4212,1,2,1,50.0,24.91711298138229,24.91711298138229,16.66512274201018,3.334877257989826,历史1/2次成功; 当前距低点3.33%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
73,63.21938927778505,56.92124235193599,688084,晶品特装,bottom_area,2026-06-05,50.72,2026-06-05,48.66,4.233456637895607,7.172215371968768,32.47293921731891,False,0.7149,2.6591,1,3,1,33.33333333333333,28.83008356545961,28.83008356545961,15.76654336210439,4.233456637895607,历史1/3次成功; 当前距低点4.23%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
