rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.55651718865798,81.4396832493777,600973,宝胜股份,bottom_area,2024-07-12,3.39,2024-07-09,3.33,1.8018018018018036,4.504504504504501,28.077753779697623,False,-1.4535,0.7415,2,2,2,100.0,40.36446966390223,46.551724137931025,18.1981981981982,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
12,78.38207976522152,70.32063168810221,002367,康力电梯,bottom_area,2024-07-12,5.67,2024-07-09,5.45,4.036697247706417,5.321100917431193,29.036458333333325,False,-0.3515,0.5572,1,1,1,100.0,24.646781789638936,24.646781789638936,15.963302752293584,4.036697247706417,历史1/1次成功; 当前距低点4.04%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
13,78.11002437227023,70.33333087693441,000629,钒钛股份,bottom_area,2024-07-12,2.46,2024-07-10,2.36,4.237288135593224,6.779661016949159,28.484848484848484,False,-1.6,0.5412,1,1,1,100.0,27.173913043478265,27.173913043478265,15.762711864406775,4.237288135593224,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
14,77.96705883342864,69.0012865662249,000620,盈新发展,bottom_area,2024-07-12,1.57,2024-07-10,1.52,3.2894736842105288,8.552631578947361,30.59360730593607,True,0.641,1.1569,3,6,3,50.0,35.0606804635748,58.4192439862543,16.710526315789473,3.2894736842105288,历史3/6次成功; 当前距低点3.29%; 最新日涨幅0.64%; 状态bottom_area; 底部已确认
15,76.14843706688336,67.3439908655691,603368,柳药集团,bottom_area,2024-07-12,17.47,2024-07-09,16.92,3.2505910165484466,5.319148936170204,29.79253112033195,False,-1.2994,1.3622,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,16.749408983451556,3.2505910165484466,历史2/3次成功; 当前距低点3.25%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
16,74.02668029151381,62.63928946235704,603229,奥翔药业,bottom_area,2024-07-12,7.25,2024-07-12,7.19,0.8344923504867816,1.947148817802499,30.598455598455594,False,-0.5487,0.7998,2,4,2,50.0,42.26845172831669,43.052109181141425,19.16550764951322,0.8344923504867816,历史2/4次成功; 当前距低点0.83%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
17,72.60246662176782,64.99882991475833,601886,江河集团,bottom_area,2024-07-12,4.77,2024-07-09,4.59,3.921568627450974,5.228758169934646,27.488151658767773,False,-0.2092,0.8112,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,16.078431372549026,3.921568627450974,历史2/3次成功; 当前距低点3.92%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
18,72.01471824605517,61.81732161941649,001336,楚环科技,bottom_area,2024-07-12,17.58,2024-07-11,17.3,1.6184971098265757,5.086705202312133,27.493713327745173,False,-2.6039,10.3909,1,2,1,50.0,40.95427435387674,40.95427435387674,18.381502890173426,1.6184971098265757,历史1/2次成功; 当前距低点1.62%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
19,69.80006719311608,63.61390101097132,688102,斯瑞新材,bottom_area,2024-07-12,8.35,2024-07-05,7.96,4.899497487437182,9.798994974874375,31.90761334473909,True,-2.3392,1.3102,2,3,2,66.66666666666666,28.860691482050704,37.1943371943372,15.10050251256282,4.899497487437182,历史2/3次成功; 当前距低点4.90%; 最新日涨幅-2.34%; 状态bottom_area; 底部已确认
20,66.28862334815737,58.473232196589805,002803,吉宏股份,bottom_area,2024-07-12,10.28,2024-07-10,9.97,3.1093279839518426,6.018054162487458,32.40677966101694,False,-1.8147,1.9299,1,2,1,50.0,41.25000000000001,41.25000000000001,16.890672016048157,3.1093279839518426,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
21,65.41359530791787,58.462727272727264,600058,五矿发展,bottom_area,2024-07-12,6.51,2024-07-09,6.27,3.827751196172252,5.263157894736844,28.91156462585035,False,-0.7622,0.3511,1,2,1,50.0,99.54954954954954,99.54954954954954,16.17224880382775,3.827751196172252,历史1/2次成功; 当前距低点3.83%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
22,64.59345073160388,58.504863221884506,600094,大名城,bottom_area,2024-07-12,3.44,2024-07-09,3.29,4.559270516717322,9.118541033434644,30.000000000000004,True,-2.5496,0.8487,1,2,1,50.0,87.28070175438596,87.28070175438596,15.440729483282677,4.559270516717322,历史1/2次成功; 当前距低点4.56%; 最新日涨幅-2.55%; 状态bottom_area; 底部已确认
23,62.69070007967728,53.8100657556936,000923,河钢资源,bottom_area,2024-07-12,16.36,2024-07-12,16.1,1.6149068322981242,7.4534161490683175,27.050294517444488,False,-4.9942,2.8359,1,3,1,33.33333333333333,27.519999999999996,27.519999999999996,18.38509316770188,1.6149068322981242,历史1/3次成功; 当前距低点1.61%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
24,61.674925514888244,53.69980203561013,688111,金山办公,bottom_area,2024-07-12,191.0,2024-07-10,186.53,2.3963973623545805,4.701656569988747,31.84375913475592,False,-0.1986,0.6237,1,4,1,25.0,27.68058076225045,27.68058076225045,17.603602637645423,2.3963973623545805,历史1/4次成功; 当前距低点2.40%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
25,61.45364952684155,55.36542326720897,600129,太极集团,bottom_area,2024-07-12,28.1,2024-07-09,26.95,4.267161410018561,7.569573283858995,30.2355682112348,True,-1.7483,1.3765,1,2,1,50.0,29.540598290598297,29.540598290598297,15.73283858998144,4.267161410018561,历史1/2次成功; 当前距低点4.27%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
26,60.88928062488238,54.905490736144216,605580,恒盛能源,bottom_area,2024-07-12,8.46,2024-07-09,8.11,4.315659679408156,7.274969173859431,28.859649122807024,True,-1.5134,1.1214,1,2,1,50.0,27.66233766233766,27.66233766233766,15.684340320591843,4.315659679408156,历史1/2次成功; 当前距低点4.32%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
27,60.451642360738404,54.660476621978574,603113,金能科技,bottom_area,2024-07-12,5.38,2024-07-09,5.15,4.466019417475719,6.407766990291264,28.867403314917123,False,-0.5545,0.6639,2,5,2,40.0,25.71505856894199,31.03448275862069,15.533980582524281,4.466019417475719,历史2/5次成功; 当前距低点4.47%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
28,59.51825239291194,54.10093573093573,002346,柘中股份,bottom_area,2024-07-12,7.49,2024-07-09,7.15,4.755244755244753,5.7342657342657235,27.558257345491377,False,0.1337,0.3136,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,15.244755244755249,4.755244755244753,历史1/3次成功; 当前距低点4.76%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
29,56.5439675414197,50.254971151564206,000928,中钢国际,bottom_area,2024-07-12,5.29,2024-07-09,5.11,3.5225048923679,5.479452054794508,28.33099579242636,False,-1.306,0.9038,1,5,1,20.0,33.7972166998012,33.7972166998012,16.4774951076321,3.5225048923679,历史1/5次成功; 当前距低点3.52%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
30,56.356667472175545,50.94005107764954,600141,兴发集团,bottom_area,2024-07-12,18.79,2024-07-08,17.99,4.446914952751533,6.7259588660366925,27.547321788159486,False,-1.2612,0.6941,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,15.55308504724847,4.446914952751533,历史1/3次成功; 当前距低点4.45%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
31,56.12572231530757,50.264260920830125,002299,圣农发展,bottom_area,2024-07-12,12.4,2024-07-10,11.93,3.9396479463537353,6.370494551550711,31.436781609195396,False,-1.7433,0.6006,1,3,1,33.33333333333333,26.73830594184577,26.73830594184577,16.060352053646266,3.9396479463537353,历史1/3次成功; 当前距低点3.94%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
32,55.959799297080195,50.21805368940648,000697,炼石航空,bottom_area,2024-07-12,5.65,2024-07-10,5.43,4.05156537753224,5.893186003683247,28.83355176933159,False,-1.0508,0.8247,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,15.948434622467762,4.05156537753224,历史1/3次成功; 当前距低点4.05%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
33,54.23337697147897,48.13779207740051,688083,中望软件,bottom_area,2024-07-12,56.67,2024-07-12,54.78,3.4501642935377888,4.472435195326754,31.422133199799696,False,-1.0477,1.2189,1,5,1,20.0,21.52777777777778,21.52777777777778,16.54983570646221,3.4501642935377888,历史1/5次成功; 当前距低点3.45%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
