rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.03250038686669,83.76296355140957,688071,华依科技,bottom_area,2023-10-26,38.31,2023-10-25,36.98,3.5965386695511232,4.948620876149286,27.617929144646713,False,0.4194,1.2928,4,4,4,100.0,19.048772677344818,29.494190020505805,6.403461330448877,3.5965386695511232,历史4/4次成功; 当前距低点3.60%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
26,72.19128338039232,67.78391742302377,002080,中材科技,bottom_area,2023-10-26,16.81,2023-10-26,16.53,1.69388989715667,2.8433151845129996,27.244718309859145,False,-1.1758,0.6595,2,3,2,66.66666666666666,21.179138289646758,28.579356270810223,8.30611010284333,1.69388989715667,历史2/3次成功; 当前距低点1.69%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
27,72.01008141293043,70.15778475924023,000006,深振业A,bottom_area,2023-10-26,4.28,2023-10-23,4.13,3.6319612590799117,6.053268765133172,32.295081967213115,False,-1.1547,0.847,1,1,1,100.0,18.809980806142043,18.809980806142043,6.368038740920088,3.6319612590799117,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
28,71.23871416050453,70.88864676905243,600103,青山纸业,bottom_area,2023-10-26,2.43,2023-10-23,2.32,4.741379310344842,6.034482758620696,29.6969696969697,False,0.0,0.7986,1,1,1,100.0,13.865546218487399,13.865546218487399,5.258620689655158,4.741379310344842,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,70.03520407626065,66.33457655349099,603129,春风动力,bottom_area,2023-10-26,102.12,2023-10-26,99.97,2.150645193558073,3.4710413123937167,32.48919502971368,False,-1.9303,0.8002,2,3,2,66.66666666666666,18.985918968477026,20.09633197480549,7.849354806441927,2.150645193558073,历史2/3次成功; 当前距低点2.15%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
30,68.5309752208535,68.03074912435093,000799,酒鬼酒,bottom_area,2023-10-26,74.8,2023-10-20,71.5,4.615384615384611,7.412587412587408,27.704752275025278,True,-0.7431,1.5448,1,1,1,100.0,10.235623910902333,10.235623910902333,5.3846153846153895,4.615384615384611,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
31,65.32969453113373,62.72324859618661,000721,西安饮食,bottom_area,2023-10-26,10.42,2023-10-23,10.13,2.86278381046396,8.588351431391898,30.521262002743477,True,-1.3258,2.8873,2,4,2,50.0,18.550514430346464,20.485175202156327,7.1372161895360415,2.86278381046396,历史2/4次成功; 当前距低点2.86%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
32,63.11587208007167,62.18769749065886,002068,黑猫股份,bottom_area,2023-10-26,9.38,2023-10-23,9.0,4.22222222222223,7.888888888888898,27.594529364440866,True,-0.4246,1.575,2,3,2,66.66666666666666,12.89084672397248,15.184678522571824,5.777777777777771,4.22222222222223,历史2/3次成功; 当前距低点4.22%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
33,62.01663426840883,59.128437512967714,600328,中盐化工,bottom_area,2023-10-26,7.8,2023-10-26,7.61,2.496714848883042,2.8909329829172106,28.207547169811313,False,-2.0101,1.0773,1,2,1,50.0,37.26315789473683,37.26315789473683,7.503285151116959,2.496714848883042,历史1/2次成功; 当前距低点2.50%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
34,61.336990355994786,59.72285903083703,002366,融发核电,bottom_area,2023-10-26,5.18,2023-10-23,5.0,3.5999999999999943,5.0,28.469241773962807,False,-0.5758,0.8547,2,4,2,50.0,20.64977973568282,25.0,6.400000000000006,3.5999999999999943,历史2/4次成功; 当前距低点3.60%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
35,55.92095750000001,55.04031250000001,603191,望变电气,bottom_area,2023-10-26,15.0,2023-10-23,14.4,4.166666666666664,4.861111111111106,31.656383483626012,False,0.8065,2.0378,1,2,1,50.0,13.281249999999995,13.281249999999995,5.833333333333337,4.166666666666664,历史1/2次成功; 当前距低点4.17%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
36,51.638857739422825,51.23242099665188,300721,怡达股份,bottom_area,2023-10-26,14.37,2023-10-23,13.74,4.58515283842794,6.4046579330422055,29.06556530717605,False,-0.4848,1.854,1,2,1,50.0,20.411663807890235,20.411663807890235,5.414847161572061,4.58515283842794,历史1/2次成功; 当前距低点4.59%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
