rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.97096206650788,85.17287607681902,002545,东方铁塔,bottom_area,2024-07-30,5.92,2024-07-25,5.83,1.5437392795883338,2.2298456260720396,29.247572815533985,False,0.6803,0.4155,3,3,3,100.0,18.132266850969987,28.468653648509758,8.456260720411667,1.5437392795883338,历史3/3次成功; 当前距低点1.54%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
12,80.90406910669383,80.03009425070687,002552,宝鼎科技,bottom_area,2024-07-30,11.08,2024-07-25,10.61,4.429783223374181,7.16305372290292,30.197368421052634,True,0.2715,0.7066,1,1,1,100.0,52.23596574690771,52.23596574690771,5.570216776625819,4.429783223374181,历史1/1次成功; 当前距低点4.43%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
13,80.43226650162094,78.46648609422195,001218,丽臣实业,bottom_area,2024-07-30,14.29,2024-07-25,13.78,3.7010159651669072,4.2089985486211905,30.404040404040412,False,0.2104,0.5648,2,2,2,100.0,25.18711018711019,29.999999999999993,6.298984034833094,3.7010159651669072,历史2/2次成功; 当前距低点3.70%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
14,80.4296366547556,78.73280887722909,300349,金卡智能,bottom_area,2024-07-30,10.44,2024-07-25,10.05,3.8805970149253612,4.4776119402985,32.59557344064386,False,0.578,0.6523,1,1,1,100.0,45.48693586698337,45.48693586698337,6.11940298507464,3.8805970149253612,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
15,80.08930953662943,77.6971855755806,603209,兴通股份,bottom_area,2024-07-30,12.44,2024-07-25,12.03,3.408146300914382,5.569409808811305,28.093245666467432,False,-1.1129,0.5976,3,3,3,100.0,23.267522267018258,26.115859449192786,6.591853699085617,3.408146300914382,历史3/3次成功; 当前距低点3.41%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
16,80.07221720311713,79.4392352489423,002246,北化股份,bottom_area,2024-07-30,7.53,2024-07-25,7.2,4.583333333333335,6.111111111111104,31.882686849574267,False,1.4825,2.0856,3,3,3,100.0,24.565780908291877,31.992687385740403,5.416666666666665,4.583333333333335,历史3/3次成功; 当前距低点4.58%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
17,79.82499259626073,76.07893918943961,002698,博实股份,bottom_area,2024-07-30,11.17,2024-07-25,10.9,2.477064220183482,7.339449541284393,31.360201511335013,True,-1.6725,1.2678,2,2,2,100.0,10.627126943322317,11.142857142857146,7.522935779816518,2.477064220183482,历史2/2次成功; 当前距低点2.48%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
18,79.29704419300032,73.95487139174561,002601,龙佰集团,bottom_area,2024-07-30,16.64,2024-07-25,16.42,1.3398294762484704,5.602923264311803,29.224137931034473,False,-1.8289,0.4646,1,1,1,100.0,11.127325793506023,11.127325793506023,8.66017052375153,1.3398294762484704,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
19,79.11038374145954,75.11239666592326,002768,国恩股份,bottom_area,2024-07-30,17.51,2024-07-25,17.12,2.278037383177573,3.9719626168224282,27.549724925941593,False,-0.3415,0.584,2,2,2,100.0,12.184526341764123,13.681691264459511,7.721962616822428,2.278037383177573,历史2/2次成功; 当前距低点2.28%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
20,78.4740310451989,75.22122146819584,600210,紫江企业,bottom_area,2024-07-30,4.81,2024-07-25,4.68,2.7777777777777755,4.487179487179486,27.329192546583858,False,-0.8247,0.6148,2,2,2,100.0,18.895455922199744,19.867549668874158,7.222222222222224,2.7777777777777755,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
21,78.22147339074796,73.1925173168269,002706,良信股份,bottom_area,2024-07-30,6.04,2024-07-30,5.95,1.5126050420168042,2.857142857142856,32.7683615819209,False,-0.9836,1.428,3,4,3,75.0,13.31320867002797,14.727153188691638,8.487394957983197,1.5126050420168042,历史3/4次成功; 当前距低点1.51%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
22,77.96641369322971,73.24196168368096,000786,北新建材,bottom_area,2024-07-30,25.44,2024-07-30,25.01,1.719312275089963,2.918832467013182,31.479452054794514,False,-1.1655,1.0245,1,1,1,100.0,11.946202531645568,11.946202531645568,8.280687724910038,1.719312275089963,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
23,77.6386358945639,76.611878756589,000597,东北制药,bottom_area,2024-07-30,3.88,2024-07-09,3.72,4.301075268817196,7.258064516129033,29.00763358778626,True,0.7792,0.3771,2,2,2,100.0,13.378120266087073,16.59751037344398,5.698924731182804,4.301075268817196,历史2/2次成功; 当前距低点4.30%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
24,77.28960992745621,71.34698442236147,603156,养元饮品,bottom_area,2024-07-30,20.11,2024-07-30,19.95,0.802005012531329,1.7042606516290721,27.322404371584703,False,-1.0335,0.1349,2,2,2,100.0,13.685784144800545,15.851851851851857,9.197994987468672,0.802005012531329,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
25,76.86581218079868,71.00291581284968,002563,森马服饰,bottom_area,2024-07-30,4.82,2024-07-30,4.78,0.836820083682009,2.301255230125511,29.080118694362017,False,-1.4315,0.5633,1,1,1,100.0,28.929384965831446,28.929384965831446,9.163179916317992,0.836820083682009,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
26,76.23278116800103,70.63771466025783,603317,天味食品,bottom_area,2024-07-30,10.1,2024-07-30,10.0,0.9999999999999963,1.6999999999999995,31.74061433447099,False,-0.3945,0.3526,2,2,2,100.0,12.299541184181786,14.347826086956525,9.000000000000004,0.9999999999999963,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
27,75.5114260324377,73.6294785399065,603187,海容冷链,bottom_area,2024-07-30,10.72,2024-07-25,10.34,3.6750483558994276,5.222437137330763,32.90071382219338,False,0.0934,0.5127,1,1,1,100.0,15.530047265361235,15.530047265361235,6.324951644100574,3.6750483558994276,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
28,74.67865916045193,68.58523033030895,000039,中集集团,bottom_area,2024-07-30,7.53,2024-07-25,7.49,0.5340453938584784,4.405874499332444,30.583873957367924,False,-2.0806,0.8533,1,1,1,100.0,12.219644238205724,12.219644238205724,9.465954606141521,0.5340453938584784,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
29,74.6048920843633,73.90407755581674,000629,钒钛股份,bottom_area,2024-07-30,2.32,2024-07-25,2.22,4.504504504504489,4.954954954954949,32.72727272727272,False,0.4329,0.4093,1,1,1,100.0,27.173913043478265,27.173913043478265,5.495495495495511,4.504504504504489,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
30,74.53409797512755,73.81326530612245,300469,信息发展,confirmed_rebound,2024-07-30,12.8,2024-07-26,12.25,4.489795918367353,10.204081632653061,28.944315545243615,True,-2.2154,12.1466,1,1,1,100.0,52.431476569407586,52.431476569407586,5.510204081632648,4.489795918367353,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.22%; 状态confirmed_rebound; 底部已确认
31,74.46005655622798,72.25418677106227,300435,中泰股份,bottom_area,2024-07-30,10.58,2024-07-25,10.23,3.421309872922772,5.571847507331381,27.549575070821525,False,-0.3766,0.3785,1,1,1,100.0,27.498781082398814,27.498781082398814,6.578690127077228,3.421309872922772,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
32,74.22615310488803,68.35860970833762,600997,开滦股份,bottom_area,2024-07-30,5.93,2024-07-30,5.89,0.6791171477079803,1.5280135823429668,30.70588235294118,False,-0.67,0.3643,1,1,1,100.0,12.77955271565495,12.77955271565495,9.32088285229202,0.6791171477079803,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
33,73.96844177422669,72.55364568340039,002171,楚江新材,bottom_area,2024-07-30,6.0,2024-07-25,5.77,3.9861351819757447,5.719237435008667,28.94088669950739,False,0.0,0.4599,1,1,1,100.0,13.559322033898319,13.559322033898319,6.013864818024256,3.9861351819757447,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
34,73.58827197668218,72.3701603665521,002320,海峡股份,bottom_area,2024-07-30,5.05,2024-07-09,4.85,4.12371134020619,5.567010309278361,27.28635682158921,False,0.3976,0.3363,1,1,1,100.0,14.259259259259249,14.259259259259249,5.876288659793811,4.12371134020619,历史1/1次成功; 当前距低点4.12%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
35,73.22234211329386,67.74800598100768,000726,鲁泰A,bottom_area,2024-07-30,5.47,2024-07-30,5.42,0.9225092250922476,1.4760147601476028,28.211920529801326,False,-0.5455,0.9568,1,1,1,100.0,12.480252764612954,12.480252764612954,9.077490774907753,0.9225092250922476,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
36,72.71390207455433,70.08196909425254,603036,如通股份,bottom_area,2024-07-30,9.08,2024-07-25,8.81,3.064699205448349,4.653802497162316,31.171875,False,-0.3293,0.4677,1,1,1,100.0,11.448834853090181,11.448834853090181,6.935300794551652,3.064699205448349,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
37,72.6822227226614,71.65030260364158,000090,天健集团,bottom_area,2024-07-30,3.68,2024-07-25,3.53,4.24929178470256,4.532577903682724,28.973843058350102,False,0.8219,0.5459,1,1,1,100.0,11.928429423459237,11.928429423459237,5.750708215297441,4.24929178470256,历史1/1次成功; 当前距低点4.25%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
38,72.58699828710964,71.14192787710594,002543,万和电气,bottom_area,2024-07-30,8.96,2024-07-25,8.62,3.9443155452436387,7.540603248259865,29.632653061224495,True,-1.7544,0.6893,1,1,1,100.0,18.736383442265804,18.736383442265804,6.055684454756362,3.9443155452436387,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
39,72.16038841509133,72.13187779145832,002603,以岭药业,confirmed_rebound,2024-07-30,15.18,2024-07-09,14.46,4.979253112033187,10.995850622406637,27.988047808764932,True,0.3968,0.3283,3,4,3,75.0,28.653628424161244,39.661898569570866,5.020746887966814,4.979253112033187,历史3/4次成功; 当前距低点4.98%; 最新日涨幅0.40%; 状态confirmed_rebound; 底部已确认
40,72.11304908204475,71.38950678356271,603010,万盛股份,bottom_area,2024-07-30,8.88,2024-07-18,8.5,4.470588235294127,5.764705882352944,27.78249787595582,False,1.0239,0.2771,1,1,1,100.0,13.238967527060783,13.238967527060783,5.529411764705873,4.470588235294127,历史1/1次成功; 当前距低点4.47%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
41,72.00071509024947,68.78517862529627,002043,兔宝宝,bottom_area,2024-07-30,9.07,2024-07-30,8.84,2.601809954751136,2.828054298642534,32.0,False,0.7778,0.8308,2,3,2,66.66666666666666,15.218487394957986,15.96638655462185,7.398190045248865,2.601809954751136,历史2/3次成功; 当前距低点2.60%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
42,69.91057410847762,65.893139052958,688169,石头科技,bottom_area,2024-07-30,292.69,2024-07-30,287.25,1.8938207136640548,5.134899912967798,32.082564902823094,False,-3.6189,1.3574,2,3,2,66.66666666666666,23.679481792717084,29.71190476190475,8.106179286335946,1.8938207136640548,历史2/3次成功; 当前距低点1.89%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
43,67.63997824530301,66.18393174687182,002044,美年健康,bottom_area,2024-07-30,3.5,2024-07-25,3.37,3.8575667655786314,4.451038575667654,31.083844580777086,False,0.8646,0.489,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,6.142433234421369,3.8575667655786314,历史2/3次成功; 当前距低点3.86%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
44,66.99028773674422,66.33793409124857,002346,柘中股份,bottom_area,2024-07-30,7.22,2024-07-25,6.91,4.486251808972498,5.065123010130241,29.989868287740624,False,0.5571,0.2304,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,5.513748191027503,4.486251808972498,历史2/3次成功; 当前距低点4.49%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
45,66.44907862433578,64.16201331114809,600058,五矿发展,bottom_area,2024-07-30,6.2,2024-07-25,6.01,3.161397670549092,3.9933444259567423,31.85941043083901,False,0.6494,0.2841,1,2,1,50.0,99.54954954954954,99.54954954954954,6.838602329450909,3.161397670549092,历史1/2次成功; 当前距低点3.16%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
46,61.949103931581284,57.23168086450686,300638,广和通,bottom_area,2024-07-30,11.95,2024-07-30,11.85,0.8438818565400814,2.7004219409282726,32.09169054441261,False,-1.4026,8.4657,1,2,1,50.0,46.64371772805508,46.64371772805508,9.156118143459919,0.8438818565400814,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
47,61.63705502718658,60.16146795071569,002833,弘亚数控,bottom_area,2024-07-30,15.86,2024-07-30,15.29,3.727926749509485,4.1203400915631185,31.923419412288517,False,1.5365,1.3784,1,2,1,50.0,35.43624161073825,35.43624161073825,6.272073250490514,3.727926749509485,历史1/2次成功; 当前距低点3.73%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
48,59.456765078363034,57.9201091220634,002511,中顺洁柔,bottom_area,2024-07-30,6.86,2024-07-09,6.62,3.625377643504535,7.552870090634441,27.012127894156563,True,0.5865,0.3549,1,2,1,50.0,12.93532338308459,12.93532338308459,6.374622356495466,3.625377643504535,历史1/2次成功; 当前距低点3.63%; 最新日涨幅0.59%; 状态bottom_area; 底部已确认
49,55.6858552645074,51.18292958884736,000933,神火股份,bottom_area,2024-07-30,15.72,2024-07-30,15.63,0.5758157389635308,3.6468330134356908,27.839335180055397,False,-4.0293,1.5349,1,2,1,50.0,21.05263157894737,21.05263157894737,9.42418426103647,0.5758157389635308,历史1/2次成功; 当前距低点0.58%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
50,51.05153231877093,49.342088274044784,002605,姚记科技,bottom_area,2024-07-30,17.03,2024-07-25,16.5,3.212121212121219,4.848484848484853,29.396662387676507,False,-0.4676,0.9834,1,3,1,33.33333333333333,12.862318840579725,12.862318840579725,6.787878787878782,3.212121212121219,历史1/3次成功; 当前距低点3.21%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
