rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.32640891140862,87.43908520837118,000928,中钢国际,bottom_area,2023-11-30,6.04,2023-10-23,5.97,1.1725293132328356,7.705192629815745,31.06235565819862,True,0.3322,1.228,3,3,3,100.0,16.57232280936585,18.798449612403097,6.827470686767165,1.1725293132328356,历史3/3次成功; 当前距低点1.17%; 最新日涨幅0.33%; 状态bottom_area; 底部已确认
12,76.73952238556839,72.0008865765791,688303,大全能源,bottom_area,2023-11-30,30.79,2023-11-30,30.58,0.686723348593855,1.667756703727932,27.911362564827918,False,-0.6454,0.9617,1,1,1,100.0,32.45492371705965,32.45492371705965,7.313276651406145,0.686723348593855,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
13,76.65911892438756,75.23126031033426,600328,中盐化工,confirmed_rebound,2023-11-30,7.84,2023-10-26,7.61,3.022339027595263,8.147174770039422,28.207547169811313,True,-0.7595,0.5531,2,2,2,100.0,22.968781146513187,37.26315789473683,4.977660972404737,3.022339027595263,历史2/2次成功; 当前距低点3.02%; 最新日涨幅-0.76%; 状态confirmed_rebound; 底部已确认
14,74.83958800631696,71.20434434284904,688282,理工导航,confirmed_rebound,2023-11-30,40.24,2023-11-30,39.68,1.4112903225806508,14.289314516129037,28.478731074260992,False,-11.0128,13.0613,1,1,1,100.0,17.645625152327572,17.645625152327572,6.58870967741935,1.4112903225806508,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-11.01%; 状态confirmed_rebound; 底部未确认
15,74.26085337308882,74.77059376886963,300511,雪榕生物,confirmed_rebound,2023-11-30,5.75,2023-10-30,5.51,4.355716878402908,8.34845735027223,27.212681638044923,True,-0.519,1.5549,3,3,3,100.0,20.170044363592744,29.220779220779214,3.6442831215970926,4.355716878402908,历史3/3次成功; 当前距低点4.36%; 最新日涨幅-0.52%; 状态confirmed_rebound; 底部已确认
16,74.00720450223368,73.44395014771736,601022,宁波远洋,bottom_area,2023-11-30,10.64,2023-11-28,10.27,3.6027263875365243,4.381694255111987,29.22122674017919,False,2.5048,18.057,1,1,1,100.0,13.646055437100205,13.646055437100205,4.397273612463476,3.6027263875365243,历史1/1次成功; 当前距低点3.60%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
17,73.44001819687428,73.30047208396984,300683,海特生物,bottom_area,2023-11-30,37.82,2023-11-27,36.4,3.901098901098906,5.41208791208791,29.51200619674671,False,0.3183,1.8841,1,1,1,100.0,16.532137518684582,16.532137518684582,4.098901098901094,3.901098901098906,历史1/1次成功; 当前距低点3.90%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
18,70.64411594686908,71.79280075901329,000966,长源电力,confirmed_rebound,2023-11-30,4.55,2023-10-24,4.34,4.838709677419354,9.907834101382482,27.424749163879607,True,0.4415,0.689,1,1,1,100.0,20.94117647058823,20.94117647058823,3.1612903225806464,4.838709677419354,历史1/1次成功; 当前距低点4.84%; 最新日涨幅0.44%; 状态confirmed_rebound; 底部已确认
19,67.37701691980735,66.8047900314571,603266,天龙股份,bottom_area,2023-11-30,29.7,2023-11-30,28.68,3.5564853556485345,5.997210599721056,29.49852507374631,False,-3.0679,10.2794,1,1,1,100.0,10.072992700729934,10.072992700729934,4.443514644351466,3.5564853556485345,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
20,63.90096712166387,60.87069706902661,300337,银邦股份,bottom_area,2023-11-30,8.26,2023-11-30,8.14,1.4742014742014646,3.8083538083537927,32.11009174311926,False,-2.1327,3.9378,1,2,1,50.0,34.09610983981694,34.09610983981694,6.525798525798536,1.4742014742014646,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
21,62.906380390024694,60.63601896385873,605577,龙版传媒,bottom_area,2023-11-30,15.64,2023-11-30,15.32,2.088772845953004,3.1331592689295062,30.363636363636363,False,0.9032,11.0307,1,2,1,50.0,17.894736842105257,17.894736842105257,5.911227154046996,2.088772845953004,历史1/2次成功; 当前距低点2.09%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
