rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.50365638920799,76.73718741979889,600506,统一股份,bottom_area,2025-12-01,25.51,2025-11-28,25.12,1.5525477707006392,4.657643312101904,31.17808219178082,False,-1.8469,11.0876,1,1,1,100.0,28.69352869352869,28.69352869352869,18.447452229299362,1.5525477707006392,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
12,71.49071082113772,61.21885091629521,000803,山高环能,bottom_area,2025-12-01,6.83,2025-11-28,6.73,1.4858841010401134,3.417533432392266,29.822732012513033,False,-0.7267,2.1804,1,2,1,50.0,36.1111111111111,36.1111111111111,18.514115898959886,1.4858841010401134,历史1/2次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
13,70.4400085579803,60.83455284552846,600094,大名城,bottom_area,2025-12-01,4.18,2025-11-21,4.1,1.9512195121951237,8.292682926829286,30.743243243243246,True,-1.182,1.5255,1,3,1,33.33333333333333,87.28070175438596,87.28070175438596,18.048780487804876,1.9512195121951237,历史1/3次成功; 当前距低点1.95%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
14,69.96756573383357,59.852090100502544,000661,长春高新,bottom_area,2025-12-01,100.09,2025-11-24,98.68,1.4288609647344919,2.452371301175504,30.394300627777387,False,0.8362,1.046,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,18.57113903526551,1.4288609647344919,历史1/3次成功; 当前距低点1.43%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
15,66.88966653749746,57.97673430291659,603366,日出东方,bottom_area,2025-12-01,9.51,2025-11-28,9.31,2.148227712137479,2.900107411385602,30.522388059701488,False,0.1053,2.8976,1,4,1,25.0,25.15964240102172,25.15964240102172,17.851772287862524,2.148227712137479,历史1/4次成功; 当前距低点2.15%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
16,63.22831418033462,56.614741145807436,603197,保隆科技,bottom_area,2025-12-01,35.44,2025-11-21,34.1,3.9296187683284347,4.222873900293248,27.431368376250266,False,0.1413,0.8276,2,6,2,33.33333333333333,21.617949485284576,23.07435811937312,16.070381231671565,3.9296187683284347,历史2/6次成功; 当前距低点3.93%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
17,62.63064484690524,56.614112447236934,300584,海辰药业,bottom_area,2025-12-01,55.16,2025-11-24,52.81,4.449914788865734,9.827684150729024,28.05177111716621,True,-0.2532,6.1783,2,6,2,33.33333333333333,41.271961465147655,54.23197492163009,15.550085211134268,4.449914788865734,历史2/6次成功; 当前距低点4.45%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
18,62.34222942011249,56.146728359728634,002309,中利集团,bottom_area,2025-12-01,3.19,2025-11-21,3.06,4.248366013071892,6.862745098039215,29.49308755760368,False,-0.9317,2.5471,3,8,3,37.5,36.45431650286319,55.97014925373133,15.751633986928109,4.248366013071892,历史3/8次成功; 当前距低点4.25%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
19,62.28665878495409,56.82146275349403,300687,赛意信息,bottom_area,2025-12-01,23.31,2025-11-24,22.21,4.952723998199,9.14002701485816,27.251883393383558,True,0.7347,1.993,1,2,1,50.0,23.299319727891156,23.299319727891156,15.047276001801002,4.952723998199,历史1/2次成功; 当前距低点4.95%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
20,61.73771382819499,56.36428434197889,002017,东信和平,bottom_area,2025-12-01,21.86,2025-11-24,20.82,4.995196926032657,5.523535062439954,27.88361621059924,False,2.2451,2.7045,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,15.004803073967343,4.995196926032657,历史1/3次成功; 当前距低点5.00%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
21,57.74777341462679,48.637580459355256,000002,万科A,bottom_area,2025-12-01,5.2,2025-12-01,5.17,0.5802707930367553,3.2882011605415844,27.591036414565824,False,-3.3457,3.3059,1,4,1,25.0,28.255902513328245,28.255902513328245,19.419729206963247,0.5802707930367553,历史1/4次成功; 当前距低点0.58%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
22,57.48929189905282,48.70741726399267,600383,金地集团,bottom_area,2025-12-01,3.35,2025-12-01,3.32,0.9036144578313329,4.216867469879522,27.192982456140346,False,-3.1792,3.9431,1,4,1,25.0,32.594936708860764,32.594936708860764,19.09638554216867,0.9036144578313329,历史1/4次成功; 当前距低点0.90%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
