rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.58162620423892,79.67333333333333,002491,通鼎互联,bottom_area,2024-06-06,3.46,2024-06-06,3.42,1.1695906432748548,8.479532163742691,29.48453608247422,False,-5.7221,1.6523,1,1,1,100.0,52.39520958083833,52.39520958083833,18.83040935672515,1.1695906432748548,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-5.72%; 状态bottom_area; 底部未确认
28,81.36313496524603,68.35808503382029,688205,德科立,bottom_area,2024-06-06,29.33,2024-06-06,29.2,0.4452054794520514,6.78082191780822,31.902985074626873,False,-3.4244,2.4564,1,1,1,100.0,20.12448132780082,20.12448132780082,19.55479452054795,0.4452054794520514,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
29,81.29321260751716,69.78595420188687,300584,海辰药业,bottom_area,2024-06-06,15.04,2024-06-06,14.8,1.621621621621611,7.635135135135128,27.734375,False,-4.8703,2.3174,2,3,2,66.66666666666666,41.271961465147655,54.23197492163009,18.37837837837839,1.621621621621611,历史2/3次成功; 当前距低点1.62%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
30,81.24958707071885,69.38864231694788,688228,开普云,bottom_area,2024-06-06,39.36,2024-06-06,38.84,1.3388259526261481,11.714727085478879,28.339483394833948,False,-7.9514,4.2173,2,3,2,66.66666666666666,35.6693485068216,41.53424657534245,18.66117404737385,1.3388259526261481,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-7.95%; 状态bottom_area; 底部未确认
31,80.75627987676808,68.72598464416073,605266,健之佳,bottom_area,2024-06-06,37.03,2024-06-06,36.61,1.1472275334608077,7.620868615132475,31.570093457943926,False,-3.918,0.5437,3,5,3,60.0,27.535824841136375,33.154615273148806,18.852772466539193,1.1472275334608077,历史3/5次成功; 当前距低点1.15%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
32,79.95866111165053,68.33974093264248,688315,诺禾致源,bottom_area,2024-06-06,11.74,2024-06-06,11.58,1.381692573402419,8.462867012089815,29.775621588841716,False,-7.5591,1.5018,2,4,2,50.0,54.319731958499396,86.2826357231662,18.618307426597582,1.381692573402419,历史2/4次成功; 当前距低点1.38%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
33,78.74674271424573,67.17798633129797,300665,飞鹿股份,bottom_area,2024-06-06,4.75,2024-06-06,4.69,1.2793176972281364,11.727078891257992,28.067484662576675,False,-8.6538,7.0374,2,3,2,66.66666666666666,23.054645238233558,23.50486787204451,18.720682302771866,1.2793176972281364,历史2/3次成功; 当前距低点1.28%; 最新日涨幅-8.65%; 状态bottom_area; 底部未确认
34,78.6223115158551,71.11422636127917,301517,陕西华达,bottom_area,2024-06-06,59.88,2024-06-06,57.31,4.4843831792008375,7.590298377246543,30.85183397683397,False,-2.7922,37.7096,1,1,1,100.0,34.40118284869394,34.40118284869394,15.515616820799163,4.4843831792008375,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
35,78.49630865060598,67.26885454316418,002862,实丰文化,bottom_area,2024-06-06,12.63,2024-06-06,12.44,1.5273311897106214,7.315112540192928,27.505827505827508,False,-4.5351,4.3943,2,3,2,66.66666666666666,26.58334940342862,29.78505629477994,18.47266881028938,1.5273311897106214,历史2/3次成功; 当前距低点1.53%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
36,76.5859013545802,64.37202936499136,002805,丰元股份,bottom_area,2024-06-06,10.72,2024-06-06,10.67,0.4686035613870732,7.7788191190253055,30.306988896146315,False,-6.2117,3.5029,3,5,3,60.0,35.647556370719805,50.09389671361502,19.531396438612926,0.4686035613870732,历史3/5次成功; 当前距低点0.47%; 最新日涨幅-6.21%; 状态bottom_area; 底部未确认
37,76.1696993073705,66.19580259370078,000813,德展健康,bottom_area,2024-06-06,2.23,2024-06-06,2.18,2.293577981651368,8.256880733944941,29.677419354838708,False,-5.1064,1.5415,2,3,2,66.66666666666666,30.20695551182373,39.9103139013453,17.706422018348633,2.293577981651368,历史2/3次成功; 当前距低点2.29%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
38,74.69065835506613,62.82391824257898,300530,领湃科技,bottom_area,2024-06-06,15.84,2024-06-06,15.76,0.5076142131979701,13.578680203045678,29.674252565818833,False,-5.6019,2.5455,3,5,3,60.0,27.802573379948058,34.07510431154381,19.49238578680203,0.5076142131979701,历史3/5次成功; 当前距低点0.51%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
39,74.3830206143226,65.83497187437021,300538,同益股份,bottom_area,2024-06-06,13.17,2024-06-06,12.75,3.294117647058823,9.33333333333333,27.966101694915253,False,-1.7897,10.0325,3,5,3,60.0,28.094409191743686,33.419913419913414,16.705882352941178,3.294117647058823,历史3/5次成功; 当前距低点3.29%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
40,73.57671148881785,62.6354821564161,301393,昊帆生物,bottom_area,2024-06-06,39.97,2024-06-06,39.51,1.1642622120982054,7.061503416856491,29.547075606276753,False,-4.2635,6.0119,1,2,1,50.0,58.59438845001361,58.59438845001361,18.835737787901795,1.1642622120982054,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
41,73.51201996437395,63.15821433558888,300651,金陵体育,bottom_area,2024-06-06,12.2,2024-06-06,12.0,1.6666666666666607,8.416666666666666,28.99408284023668,False,-5.4264,3.7535,2,4,2,50.0,25.635560944026203,25.720461095100855,18.33333333333334,1.6666666666666607,历史2/4次成功; 当前距低点1.67%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
42,73.45106809484278,61.209223412368985,000955,欣龙控股,bottom_area,2024-06-06,3.13,2024-06-06,3.13,0.0,16.293929712460073,31.65938864628821,False,-10.0575,4.8552,2,3,2,66.66666666666666,27.37933734248553,28.498727735368945,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
43,73.20465869759038,61.50540893313989,300363,博腾股份,bottom_area,2024-06-06,13.49,2024-06-06,13.43,0.44676098287416605,6.55249441548772,27.601078167115904,False,-4.866,1.8744,2,4,2,50.0,41.63453749512357,46.29503738953092,19.553239017125833,0.44676098287416605,历史2/4次成功; 当前距低点0.45%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
44,72.71407928688714,62.145172413793084,000663,永安林业,bottom_area,2024-06-06,4.41,2024-06-06,4.35,1.3793103448275978,11.034482758620701,27.86069651741294,False,-7.5472,3.5629,1,2,1,50.0,50.39215686274511,50.39215686274511,18.620689655172402,1.3793103448275978,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-7.55%; 状态bottom_area; 底部未确认
45,71.98012049977497,60.92315387163051,002761,浙江建投,bottom_area,2024-06-06,8.32,2024-06-06,8.25,0.8484848484848518,4.4848484848484755,28.26086956521739,False,-2.8037,2.9987,3,6,3,50.0,33.213437237505204,43.73730534867976,19.15151515151515,0.8484848484848518,历史3/6次成功; 当前距低点0.85%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
46,71.83504156244416,60.703246899639616,688159,有方科技,bottom_area,2024-06-06,31.77,2024-06-06,31.53,0.7611798287345335,9.705042816365374,31.15720524017467,False,-5.4183,3.3768,2,4,2,50.0,41.176004887926666,61.150808574652125,19.238820171265466,0.7611798287345335,历史2/4次成功; 当前距低点0.76%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
47,71.28496432182546,60.76832379557145,300745,欣锐科技,bottom_area,2024-06-06,14.7,2024-06-06,14.52,1.2396694214876014,13.154269972451793,32.96398891966759,False,-8.9783,11.2457,2,5,2,40.0,29.21919396001701,36.150000000000006,18.7603305785124,1.2396694214876014,历史2/5次成功; 当前距低点1.24%; 最新日涨幅-8.98%; 状态bottom_area; 底部未确认
48,70.6504560332871,58.875380027739254,600202,哈空调,bottom_area,2024-06-06,3.45,2024-06-06,3.45,0.0,11.014492753623186,32.4853228962818,False,-9.9217,4.3989,2,4,2,50.0,34.27623670827554,41.50485436893204,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
49,70.32800111567822,60.30765267175573,002397,梦洁股份,bottom_area,2024-06-06,1.95,2024-06-06,1.92,1.5625000000000013,11.979166666666666,29.67032967032967,False,-8.4507,4.9786,1,2,1,50.0,42.36641221374045,42.36641221374045,18.4375,1.5625000000000013,历史1/2次成功; 当前距低点1.56%; 最新日涨幅-8.45%; 状态bottom_area; 底部未确认
50,69.80933732902996,62.03713746543574,600281,华阳新材,bottom_area,2024-06-06,2.65,2024-06-06,2.56,3.5156249999999947,13.281249999999995,30.245231607629425,False,-6.3604,3.251,2,3,2,66.66666666666666,22.828472036392824,24.86486486486486,16.484375000000007,3.5156249999999947,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-6.36%; 状态bottom_area; 底部未确认
51,69.00085156051708,60.223124867500545,600310,广西能源,bottom_area,2024-06-06,3.65,2024-06-04,3.56,2.5280898876404456,10.674157303370784,30.19607843137254,True,-1.3514,4.4161,1,2,1,50.0,34.33962264150944,34.33962264150944,17.471910112359556,2.5280898876404456,历史1/2次成功; 当前距低点2.53%; 最新日涨幅-1.35%; 状态bottom_area; 底部已确认
52,68.44199179794208,58.69474164329691,002278,神开股份,bottom_area,2024-06-06,3.89,2024-06-06,3.83,1.5665796344647531,7.049608355091373,30.990990990990987,False,-6.7146,10.0901,1,2,1,50.0,33.74485596707818,33.74485596707818,18.433420365535248,1.5665796344647531,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
53,68.22269000954009,58.16055685959747,001322,箭牌家居,bottom_area,2024-06-06,8.15,2024-06-06,8.05,1.242236024844716,6.211180124223602,28.634751773049633,False,-4.0047,2.8411,1,2,1,50.0,26.897069872276486,26.897069872276486,18.757763975155285,1.242236024844716,历史1/2次成功; 当前距低点1.24%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
54,68.20284887256223,58.02598398843644,000705,浙江震元,bottom_area,2024-06-06,7.15,2024-06-06,7.07,1.1315417256011324,4.950495049504945,27.26337448559671,False,-2.8533,4.4857,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,18.86845827439887,1.1315417256011324,历史1/3次成功; 当前距低点1.13%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
55,67.93600557033854,57.34237885297833,603196,璞源材料,bottom_area,2024-06-06,7.21,2024-06-06,7.16,0.6983240223463663,11.033519553072626,30.214424951267056,False,-8.8496,1.7707,2,4,2,50.0,22.33633131144113,22.85714285714286,19.301675977653634,0.6983240223463663,历史2/4次成功; 当前距低点0.70%; 最新日涨幅-8.85%; 状态bottom_area; 底部未确认
56,66.93786731274693,57.046183293118006,000995,皇台酒业,bottom_area,2024-06-06,8.27,2024-06-06,8.17,1.2239902080783311,11.260709914320685,29.93138936535163,False,-8.9207,4.4309,2,6,2,33.33333333333333,23.45993351722187,24.697644812221508,18.77600979192167,1.2239902080783311,历史2/6次成功; 当前距低点1.22%; 最新日涨幅-8.92%; 状态bottom_area; 底部未确认
57,66.5024879953452,56.83608771188806,605177,东亚药业,bottom_area,2024-06-06,21.32,2024-06-06,21.03,1.3789824060865388,7.465525439847838,28.590831918505938,False,-5.6637,1.7577,1,2,1,50.0,21.452513966480446,21.452513966480446,18.621017593913464,1.3789824060865388,历史1/2次成功; 当前距低点1.38%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
58,66.34967299521514,57.44815067257104,002562,兄弟科技,bottom_area,2024-06-06,2.93,2024-06-06,2.87,2.0905923344947754,8.710801393728222,28.428927680798,False,-5.4839,2.3965,1,2,1,50.0,33.466135458167344,33.466135458167344,17.909407665505224,2.0905923344947754,历史1/2次成功; 当前距低点2.09%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
59,66.14136384430432,57.07992564772757,600319,亚星化学,bottom_area,2024-06-06,3.2,2024-06-06,3.14,1.9108280254777086,11.146496815286627,27.14617169373549,False,-7.781,2.872,1,2,1,50.0,29.282868525896426,29.282868525896426,18.08917197452229,1.9108280254777086,历史1/2次成功; 当前距低点1.91%; 最新日涨幅-7.78%; 状态bottom_area; 底部未确认
60,65.92290828576883,57.92176469209769,001330,博纳影业,bottom_area,2024-06-06,5.69,2024-06-06,5.53,2.8933092224231487,6.509945750452069,27.61780104712041,False,-2.735,1.8512,1,2,1,50.0,35.637149028077765,35.637149028077765,17.10669077757685,2.8933092224231487,历史1/2次成功; 当前距低点2.89%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
61,65.80995708154506,54.84163090128755,000712,锦龙股份,bottom_area,2024-06-06,8.22,2024-06-06,8.22,0.0,15.328467153284667,27.577092511013205,False,-9.9671,4.1368,1,2,1,50.0,45.922746781115876,45.922746781115876,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
62,65.65830458228831,55.151246292202,688357,建龙微纳,bottom_area,2024-06-06,25.51,2024-06-06,25.4,0.43307086614174406,5.0787401574803255,32.012847965738764,False,-3.3712,0.9554,2,5,2,40.0,28.97122509142576,31.65083135391925,19.566929133858256,0.43307086614174406,历史2/5次成功; 当前距低点0.43%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
63,65.0586285346561,55.374477347962944,688095,福昕软件,bottom_area,2024-06-06,45.55,2024-06-06,45.03,1.1547856984232645,8.261159227181876,27.951999999999998,False,-4.8266,2.1227,1,4,1,25.0,31.679509356817103,31.679509356817103,18.84521430157674,1.1547856984232645,历史1/4次成功; 当前距低点1.15%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
64,65.0505411642418,55.92326569323838,603226,菲林格尔,bottom_area,2024-06-06,2.99,2024-06-06,2.94,1.7006802721088528,10.544217687074832,31.46853146853147,False,-7.1429,1.9656,2,7,2,28.57142857142857,33.58349999656366,46.687697160883296,18.29931972789115,1.7006802721088528,历史2/7次成功; 当前距低点1.70%; 最新日涨幅-7.14%; 状态bottom_area; 底部未确认
65,64.87174825120108,55.17756782644454,000701,厦门信达,bottom_area,2024-06-06,3.62,2024-06-06,3.58,1.1173184357541908,10.614525139664801,29.388560157790927,False,-6.701,4.592,1,4,1,25.0,30.161579892280066,30.161579892280066,18.88268156424581,1.1173184357541908,历史1/4次成功; 当前距低点1.12%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
66,64.84187256091764,55.50080489038357,002837,英维克,bottom_area,2024-06-06,23.6,2024-05-31,23.26,1.4617368873602745,5.546001719690452,30.108173076923073,False,-0.8403,1.0991,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,18.538263112639726,1.4617368873602745,历史1/3次成功; 当前距低点1.46%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
67,64.68280620307856,56.07422759973842,603159,上海亚虹,bottom_area,2024-06-06,9.94,2024-06-06,9.73,2.1582733812949546,9.660842754367929,27.92592592592592,False,-5.603,1.7809,1,2,1,50.0,26.909090909090917,26.909090909090917,17.841726618705046,2.1582733812949546,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
68,64.19577518645653,55.07751444440745,002455,百川股份,bottom_area,2024-06-06,9.58,2024-06-06,9.43,1.5906680805938531,8.907741251325556,31.11760409057706,False,-4.4865,14.386,1,4,1,25.0,35.42600896860987,35.42600896860987,18.409331919406146,1.5906680805938531,历史1/4次成功; 当前距低点1.59%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
69,64.1298792663943,54.555353904151275,688296,和达科技,bottom_area,2024-06-06,8.98,2024-06-06,8.88,1.1261261261261222,12.950450450450433,30.298273155416005,False,-8.8325,4.5266,1,3,1,33.33333333333333,25.535420098846778,25.535420098846778,18.87387387387388,1.1261261261261222,历史1/3次成功; 当前距低点1.13%; 最新日涨幅-8.83%; 状态bottom_area; 底部未确认
70,64.01719905153065,56.0770813397129,300464,星徽股份,bottom_area,2024-06-06,3.39,2024-06-06,3.3,2.7272727272727364,7.27272727272728,30.672268907563026,False,-1.7391,5.0357,1,2,1,50.0,23.68421052631579,23.68421052631579,17.272727272727266,2.7272727272727364,历史1/2次成功; 当前距低点2.73%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
71,63.84115629902842,55.53779997491063,603333,尚纬股份,bottom_area,2024-06-06,3.05,2024-06-06,2.98,2.3489932885905986,9.060402684563758,28.70813397129186,False,-6.1538,3.4128,1,4,1,25.0,47.19626168224298,47.19626168224298,17.651006711409405,2.3489932885905986,历史1/4次成功; 当前距低点2.35%; 最新日涨幅-6.15%; 状态bottom_area; 底部未确认
72,63.82870153846154,53.190584615384616,603177,德创环保,bottom_area,2024-06-06,7.08,2024-06-06,7.08,0.0,10.59322033898305,31.791907514450873,False,-10.0381,4.28,1,2,1,50.0,37.04615384615384,37.04615384615384,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
