rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.39117087798114,84.77810481854146,300563,神宇股份,bottom_area,2025-11-20,36.28,2025-11-19,35.9,1.0584958217270266,4.6518105849582225,30.29126213592233,False,-0.0551,2.1957,4,4,4,100.0,15.86814673160799,20.477137176938378,8.941504178272975,1.0584958217270266,历史4/4次成功; 当前距低点1.06%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
14,79.50132701829871,72.96569126394579,603173,福斯达,bottom_area,2025-11-20,38.26,2025-11-20,38.07,0.4990806409246065,3.5986340950879887,30.64310439059938,False,-1.0091,3.3543,1,1,1,100.0,35.34190927555856,35.34190927555856,9.500919359075393,0.4990806409246065,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
15,79.23402834819348,72.91640437722586,688608,恒玄科技,bottom_area,2025-11-20,202.8,2025-11-20,201.51,0.64016674110467,4.352141332936336,30.031250000000004,False,-2.3451,2.2698,1,1,1,100.0,36.80636853195971,36.80636853195971,9.35983325889533,0.64016674110467,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
16,79.15587233662322,72.84519814213485,603151,邦基科技,bottom_area,2025-11-20,18.85,2025-11-20,18.73,0.640683395622002,3.043246129204486,30.552465702632546,False,-0.9459,1.4341,1,1,1,100.0,36.42987249544626,36.42987249544626,9.359316604377998,0.640683395622002,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
17,78.33011735696589,73.45956510583794,605333,沪光股份,bottom_area,2025-11-20,29.29,2025-11-20,28.82,1.6308119361554434,1.9777931991672457,27.733199598796393,False,0.7915,0.5821,3,5,3,60.0,26.224818926195436,29.01840490797546,8.369188063844557,1.6308119361554434,历史3/5次成功; 当前距低点1.63%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
18,77.01617506544565,70.26538061402147,300680,隆盛科技,bottom_area,2025-11-20,42.81,2025-11-20,42.73,0.18722209220689306,5.1486075356892185,27.32993197278912,False,-2.8591,3.6422,3,4,3,75.0,21.167994538995604,34.71428571428571,9.812777907793107,0.18722209220689306,历史3/4次成功; 当前距低点0.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
19,76.48689853275502,71.36696410220962,002123,梦网科技,bottom_area,2025-11-20,11.89,2025-11-20,11.73,1.3640238704177334,2.131287297527707,32.391930835734875,False,-0.1679,1.9072,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,8.635976129582268,1.3640238704177334,历史2/3次成功; 当前距低点1.36%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
20,76.1600366671893,69.89809190480815,688411,海博思创,bottom_area,2025-11-20,302.5,2025-11-20,301.0,0.4983388704318937,7.142857142857142,29.344381587286684,False,-1.7857,9.7061,1,1,1,100.0,18.84034693221972,18.84034693221972,9.501661129568106,0.4983388704318937,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
21,75.61629028184623,69.47662347623293,300258,精锻科技,bottom_area,2025-11-20,12.64,2025-11-20,12.57,0.5568814638027071,2.7048528241845653,27.63385146804836,False,-1.25,1.5194,1,1,1,100.0,17.29200652528549,17.29200652528549,9.443118536197295,0.5568814638027071,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
22,72.91744318563119,71.66056932572965,000096,广聚能源,confirmed_rebound,2025-11-20,11.46,2025-09-23,11.01,4.0871934604904725,10.808356039963666,28.039215686274517,True,-2.799,1.6989,2,2,2,100.0,16.82457212713937,21.149144254278735,5.912806539509528,4.0871934604904725,历史2/2次成功; 当前距低点4.09%; 最新日涨幅-2.80%; 状态confirmed_rebound; 底部已确认
23,72.19407504267755,66.73889573880965,300730,科创信息,bottom_area,2025-11-20,13.8,2025-11-19,13.68,0.8771929824561476,7.967836257309941,29.84615384615385,False,-4.3659,10.7699,3,4,3,75.0,20.881159886073412,24.329896907216508,9.122807017543852,0.8771929824561476,历史3/4次成功; 当前距低点0.88%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
24,71.61713792380418,65.62168198884022,300475,香农芯创,confirmed_rebound,2025-11-20,145.9,2025-11-20,145.3,0.41293874741912884,13.558155540261518,27.90155311864238,False,-9.6315,12.8598,1,1,1,100.0,15.232163080407707,15.232163080407707,9.587061252580872,0.41293874741912884,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-9.63%; 状态confirmed_rebound; 底部未确认
25,70.26254609527443,65.90435488512883,600693,东百集团,bottom_area,2025-11-20,8.68,2025-11-20,8.54,1.6393442622950887,7.611241217798599,29.421487603305792,False,-8.4388,17.2505,2,3,2,66.66666666666666,20.620393206962166,30.632090761750412,8.360655737704912,1.6393442622950887,历史2/3次成功; 当前距低点1.64%; 最新日涨幅-8.44%; 状态bottom_area; 底部未确认
26,69.8763638783081,64.08735280737343,600292,电投水电,bottom_area,2025-11-20,13.03,2025-11-20,12.97,0.4626060138781705,2.775636083269078,30.08086253369272,False,-1.063,2.078,2,3,2,66.66666666666666,26.050687378220395,40.524193548387096,9.53739398612183,0.4626060138781705,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
27,66.3609594699487,61.451620096493976,300669,沪宁股份,bottom_area,2025-11-20,27.15,2025-11-20,26.89,0.9669021941242023,2.5660096690219327,31.01590559261159,False,-1.2727,0.8335,2,3,2,66.66666666666666,18.061776518443477,19.86588432523052,9.033097805875798,0.9669021941242023,历史2/3次成功; 当前距低点0.97%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
28,64.5683061802131,64.05842051565526,002767,先锋电子,confirmed_rebound,2025-11-20,19.85,2025-10-31,18.98,4.583772391991575,11.064278187565847,27.47420710737486,True,-1.0469,4.0434,3,5,3,60.0,35.37323424406471,52.04379562043795,5.416227608008425,4.583772391991575,历史3/5次成功; 当前距低点4.58%; 最新日涨幅-1.05%; 状态confirmed_rebound; 底部已确认
29,61.61974758567493,58.9725013245587,002468,申通快递,bottom_area,2025-11-20,14.48,2025-11-18,14.1,2.6950354609929135,4.1843971631205665,29.745889387145,False,1.3296,1.3799,1,2,1,50.0,16.382699868938413,16.382699868938413,7.304964539007088,2.6950354609929135,历史1/2次成功; 当前距低点2.70%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
30,60.2816077887711,54.87120471409865,600104,上汽集团,bottom_area,2025-11-20,15.02,2025-11-20,15.01,0.06662225183211051,2.4650233177881478,27.24188075618032,False,-1.8301,0.507,1,2,1,50.0,24.425287356321842,24.425287356321842,9.93337774816789,0.06662225183211051,历史1/2次成功; 当前距低点0.07%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
