rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.18755642329482,78.82250177043882,600009,上海机场,bottom_area,2021-07-28,38.86,2021-07-28,38.4,1.197916666666669,3.9583333333333415,27.34153263954589,False,-1.8439,1.4316,2,2,2,100.0,18.89113855074634,20.250284414106932,6.80208333333333,1.197916666666669,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
12,73.02593273349729,70.88736105999264,688276,百克生物,bottom_area,2021-07-28,78.89,2021-07-28,77.0,2.4545454545454555,6.012987012987007,29.872495446265933,False,-2.388,3.5359,1,1,1,100.0,8.299595141700408,8.299595141700408,5.545454545454545,2.4545454545454555,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
13,72.59612783515102,67.52921903052066,605286,同力天启,bottom_area,2021-07-28,16.75,2021-07-28,16.71,0.23937761819269385,4.069419509275881,31.76806859942833,False,-4.2857,4.8456,1,1,1,100.0,13.145161290322571,13.145161290322571,7.760622381807307,0.23937761819269385,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-4.29%; 状态bottom_area; 底部未确认
14,71.3215638579876,70.4046076529334,605337,李子园,bottom_area,2021-07-28,44.41,2021-07-28,42.98,3.32712889716147,6.3983248022335975,27.15254237288136,False,-3.7703,6.1258,1,1,1,100.0,26.615384615384624,26.615384615384624,4.67287110283853,3.32712889716147,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
15,71.27458548110081,66.9472423146474,002600,领益智造,bottom_area,2021-07-28,6.77,2021-07-28,6.72,0.7440476190476164,5.952380952380958,27.429805615550755,False,-5.1821,3.1742,1,1,1,100.0,16.20253164556961,16.20253164556961,7.255952380952384,0.7440476190476164,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
16,70.04881282820703,65.80343023255813,605108,同庆楼,bottom_area,2021-07-28,16.12,2021-07-28,16.0,0.7500000000000062,6.000000000000005,29.608446986361635,False,-4.3891,2.7654,1,1,1,100.0,10.12596899224806,10.12596899224806,7.249999999999994,0.7500000000000062,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
17,68.59919977970374,66.95214460019294,002316,亚联发展,confirmed_rebound,2021-07-28,4.13,2021-07-28,4.02,2.736318407960207,8.706467661691557,30.808950086058523,False,-5.0575,2.984,1,1,1,100.0,11.02661596958175,11.02661596958175,5.263681592039793,2.736318407960207,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-5.06%; 状态confirmed_rebound; 底部未确认
18,68.56062300377005,68.9277431961801,603020,爱普股份,bottom_area,2021-07-28,14.87,2021-07-28,14.26,4.277699859747542,5.820476858345022,27.540650406504064,False,-1.5232,2.4678,1,1,1,100.0,20.112359550561788,20.112359550561788,3.7223001402524583,4.277699859747542,历史1/1次成功; 当前距低点4.28%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
19,68.09654914997233,67.6820844564241,300490,华自科技,confirmed_rebound,2021-07-28,16.33,2021-07-28,15.75,3.682539682539672,13.904761904761914,32.692307692307686,False,-10.5696,10.0754,1,1,1,100.0,26.54986522911052,26.54986522911052,4.317460317460328,3.682539682539672,历史1/1次成功; 当前距低点3.68%; 最新日涨幅-10.57%; 状态confirmed_rebound; 底部未确认
20,66.82945507813403,67.33565297426594,603196,璞源材料,confirmed_rebound,2021-07-28,7.13,2021-07-28,6.83,4.3923865300146385,9.370424597364563,27.340425531914896,False,-4.6791,2.3772,2,2,2,100.0,16.722012165050142,22.85714285714286,3.6076134699853615,4.3923865300146385,历史2/2次成功; 当前距低点4.39%; 最新日涨幅-4.68%; 状态confirmed_rebound; 底部未确认
21,64.5013860091911,64.34334971165372,600189,泉阳泉,confirmed_rebound,2021-07-28,9.12,2021-07-28,8.78,3.8724373576309783,10.022779043280192,27.317880794701992,False,-6.5574,2.2794,1,1,1,100.0,10.92745638200183,10.92745638200183,4.127562642369022,3.8724373576309783,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-6.56%; 状态confirmed_rebound; 底部未确认
22,55.24406685543921,54.515670752551436,300573,兴齐眼药,confirmed_rebound,2021-07-28,90.83,2021-07-28,87.92,3.309827115559596,13.398544131028208,29.944223107569716,False,-7.8803,7.4473,1,2,1,50.0,42.86062675283501,42.86062675283501,4.690172884440404,3.309827115559596,历史1/2次成功; 当前距低点3.31%; 最新日涨幅-7.88%; 状态confirmed_rebound; 底部未确认
