rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.45400000000001,80.05,000957,中通客车,confirmed_rebound,2024-02-05,6.02,2024-02-05,6.02,0.0,11.129568106312307,29.009433962264158,False,-10.0149,2.7516,4,4,4,100.0,101.48868676450815,354.54545454545456,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
19,82.19829885193128,77.84563944225671,300473,德尔股份,confirmed_rebound,2024-02-05,12.09,2024-02-05,11.95,1.1715481171548165,17.489539748953973,29.038004750593828,False,-13.766,3.8472,3,3,3,100.0,17.0794040288693,21.37137137137137,6.828451882845184,1.1715481171548165,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-13.77%; 状态confirmed_rebound; 底部未确认
20,81.90599471689131,78.66346022100188,300382,斯莱克,confirmed_rebound,2024-02-05,5.9,2024-02-05,5.79,1.8998272884283303,13.298791018998266,29.56204379562044,False,-11.2782,1.8865,3,3,3,100.0,30.403583003325068,49.70059880239522,6.10017271157167,1.8998272884283303,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
21,81.73045547049638,78.82017218964783,300511,雪榕生物,confirmed_rebound,2024-02-05,3.38,2024-02-05,3.31,2.1148036253776388,20.845921450151057,32.31083844580777,False,-14.6465,5.4808,4,4,4,100.0,17.214647610262617,29.220779220779214,5.885196374622362,2.1148036253776388,历史4/4次成功; 当前距低点2.11%; 最新日涨幅-14.65%; 状态confirmed_rebound; 底部未确认
22,81.67536141742949,78.60846940896162,688327,云从科技,confirmed_rebound,2024-02-05,10.15,2024-02-05,9.95,2.0100502512562923,16.78391959798995,31.708991077556632,False,-12.5754,5.0213,6,6,6,100.0,14.792386999064263,25.853071055800886,5.989949748743708,2.0100502512562923,历史6/6次成功; 当前距低点2.01%; 最新日涨幅-12.58%; 状态confirmed_rebound; 底部未确认
23,81.67516991484148,77.76471564253131,688101,三达膜,confirmed_rebound,2024-02-05,9.1,2024-02-05,8.97,1.4492753623188293,14.827201783723524,29.09090909090909,False,-11.6505,0.9961,3,3,3,100.0,20.048728325904435,33.755274261603375,6.550724637681171,1.4492753623188293,历史3/3次成功; 当前距低点1.45%; 最新日涨幅-11.65%; 状态confirmed_rebound; 底部未确认
24,81.3608936124201,77.64288741234215,603229,奥翔药业,confirmed_rebound,2024-02-05,8.42,2024-02-05,8.29,1.5681544028950638,11.09770808202656,27.280701754385973,False,-8.5776,1.7635,3,3,3,100.0,20.85096479001555,41.48479427549196,6.431845597104936,1.5681544028950638,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-8.58%; 状态confirmed_rebound; 底部未确认
25,81.14536965269258,75.1346015302709,002137,实益达,confirmed_rebound,2024-02-05,4.28,2024-02-05,4.28,0.0,9.345794392523352,30.519480519480517,False,-10.084,4.4945,3,3,3,100.0,40.23979317349941,89.3034825870647,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.08%; 状态confirmed_rebound; 底部未确认
26,81.11918958788182,75.1103607295202,000868,安凯客车,confirmed_rebound,2024-02-05,3.4,2024-02-05,3.4,0.0,12.05882352941177,27.966101694915253,False,-10.0529,3.0058,6,6,6,100.0,23.4427996210763,69.53846153846153,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态confirmed_rebound; 底部未确认
27,81.02624019534164,75.02429647716818,603222,济民健康,confirmed_rebound,2024-02-05,5.22,2024-02-05,5.22,0.0,9.578544061302683,27.70083102493075,False,-10.0,2.1968,8,8,8,100.0,22.980088586925643,68.46504559270518,8.0,0.0,历史8/8次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
28,81.01649464007983,75.01527281488872,600202,哈空调,confirmed_rebound,2024-02-05,4.14,2024-02-05,4.14,0.0,9.66183574879228,30.067567567567572,False,-10.0,2.9462,4,4,4,100.0,22.931574273595245,41.50485436893204,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
29,80.88739765155184,77.08696144169254,688025,杰普特,confirmed_rebound,2024-02-05,44.04,2024-02-05,43.39,1.4980410232772496,12.860106015210873,32.07576706324358,False,-9.6801,4.6914,3,3,3,100.0,17.002661154648703,23.866292660121555,6.501958976722751,1.4980410232772496,历史3/3次成功; 当前距低点1.50%; 最新日涨幅-9.68%; 状态confirmed_rebound; 底部未确认
30,80.8358777067035,77.0803823845108,300507,苏奥传感,confirmed_rebound,2024-02-05,3.99,2024-02-05,3.93,1.5267175572519098,16.28498727735369,31.53310104529617,False,-12.6915,3.7275,3,3,3,100.0,17.318808683038426,33.6283185840708,6.473282442748091,1.5267175572519098,历史3/3次成功; 当前距低点1.53%; 最新日涨幅-12.69%; 状态confirmed_rebound; 底部未确认
31,80.75389698077849,74.77212683405415,002494,华斯股份,confirmed_rebound,2024-02-05,3.45,2024-02-05,3.45,0.0,11.014492753623186,32.35294117647058,False,-9.9217,3.1595,4,4,4,100.0,21.62433781749535,35.67251461988303,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
32,80.73037042100833,75.95180124223603,000678,襄阳轴承,confirmed_rebound,2024-02-05,4.87,2024-02-01,4.83,0.828157349896481,12.836438923395447,27.368421052631582,True,-9.9815,6.1566,2,2,2,100.0,68.2777295253666,121.62162162162164,7.171842650103518,0.828157349896481,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部已确认
33,80.71116602504549,77.4232955493844,300533,冰川网络,confirmed_rebound,2024-02-05,19.95,2024-02-05,19.59,1.8376722817764135,15.109749872383874,31.263157894736842,False,-9.9323,6.9461,3,3,3,100.0,22.974130923842026,40.564081294068856,6.162327718223587,1.8376722817764135,历史3/3次成功; 当前距低点1.84%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
34,80.66151492778064,74.68658789609319,002761,浙江建投,confirmed_rebound,2024-02-05,7.72,2024-02-05,7.72,0.0,9.974093264248712,27.032136105860115,False,-10.0233,3.5807,5,5,5,100.0,21.16445105426439,43.73730534867976,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
35,80.65247283656986,76.69471160948645,002342,巨力索具,confirmed_rebound,2024-02-05,2.93,2024-02-05,2.89,1.3840830449827002,10.03460207612457,27.204030226700255,False,-8.7227,3.0259,3,3,3,100.0,13.496886838962347,19.889502762430933,6.615916955017299,1.3840830449827002,历史3/3次成功; 当前距低点1.38%; 最新日涨幅-8.72%; 状态confirmed_rebound; 底部未确认
36,80.6206871651251,76.82358408091704,688070,纵横股份,confirmed_rebound,2024-02-05,21.09,2024-02-05,20.78,1.4918190567853644,18.76804619826756,32.81603621079857,False,-12.125,1.7436,3,3,3,100.0,15.51038457197675,26.04166666666665,6.5081809432146365,1.4918190567853644,历史3/3次成功; 当前距低点1.49%; 最新日涨幅-12.12%; 状态confirmed_rebound; 底部未确认
37,80.45414349763747,74.49457731262729,002357,富临运业,confirmed_rebound,2024-02-05,5.02,2024-02-05,5.02,0.0,10.756972111553786,29.691876750700285,False,-10.0358,5.6968,4,4,4,100.0,20.132136089393963,31.941031941031934,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部未确认
38,80.44148325258199,74.48285486350184,000715,中兴商业,confirmed_rebound,2024-02-05,5.52,2024-02-05,5.52,0.0,10.507246376811597,29.59183673469388,False,-9.9511,4.7208,4,4,4,100.0,20.069112169364704,29.105691056910565,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
39,80.43372675747301,74.47567292358612,002272,川润股份,confirmed_rebound,2024-02-05,4.1,2024-02-05,4.1,0.0,9.512195121951233,30.27210884353742,False,-9.8901,3.6677,4,4,4,100.0,20.03049958917267,48.337595907928375,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
40,80.3257093569127,76.41435303531297,603191,望变电气,confirmed_rebound,2024-02-05,11.55,2024-02-05,11.39,1.4047410008779644,10.359964881474976,27.72842639593908,False,-8.1876,3.9424,3,3,3,100.0,12.242809232874897,14.097222222222216,6.595258999122036,1.4047410008779644,历史3/3次成功; 当前距低点1.40%; 最新日涨幅-8.19%; 状态confirmed_rebound; 底部未确认
41,80.27283120807947,74.32669556303654,002806,华锋股份,confirmed_rebound,2024-02-05,7.56,2024-02-05,7.56,0.0,11.50793650793651,32.800000000000004,False,-10.0,3.5619,4,4,4,100.0,19.229546037830822,34.66407010710809,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
42,80.26345798354475,77.77864835938998,002108,沧州明珠,confirmed_rebound,2024-02-05,3.03,2024-02-05,2.96,2.3648648648648596,8.783783783783791,31.639722863741344,False,-6.4815,1.3656,4,4,4,100.0,14.680323931622905,24.3961352657005,5.63513513513514,2.3648648648648596,历史4/4次成功; 当前距低点2.36%; 最新日涨幅-6.48%; 状态confirmed_rebound; 底部未确认
43,80.22580608712255,74.28315378437273,000980,众泰汽车,confirmed_rebound,2024-02-05,1.95,2024-02-05,1.95,0.0,10.256410256410255,28.044280442804432,False,-9.7222,2.4724,5,5,5,100.0,18.995450453616808,43.49775784753364,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.72%; 状态confirmed_rebound; 底部未确认
44,80.13059920869611,77.31899923646115,300446,航天智造,confirmed_rebound,2024-02-05,10.01,2024-02-05,9.8,2.142857142857133,17.14285714285714,31.707317073170728,False,-12.8049,7.9002,3,3,3,100.0,26.154373775136584,51.92697768762679,5.857142857142867,2.142857142857133,历史3/3次成功; 当前距低点2.14%; 最新日涨幅-12.80%; 状态confirmed_rebound; 底部未确认
45,80.0421099890244,76.47189078366874,300667,必创科技,confirmed_rebound,2024-02-05,9.99,2024-02-05,9.83,1.6276703967446606,17.395727365208536,31.21063680895731,False,-13.9535,4.3377,2,2,2,100.0,31.951501549712724,36.615811373092924,6.372329603255339,1.6276703967446606,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-13.95%; 状态confirmed_rebound; 底部未确认
46,79.96973468647322,76.23751030156097,002728,特一药业,confirmed_rebound,2024-02-05,12.06,2024-02-05,11.88,1.5151515151515127,9.932659932659929,28.17412333736396,False,-8.4977,7.8971,3,3,3,100.0,12.645461054335595,14.169139465875372,6.484848484848488,1.5151515151515127,历史3/3次成功; 当前距低点1.52%; 最新日涨幅-8.50%; 状态confirmed_rebound; 底部未确认
47,79.93070980075291,74.00991648217861,002759,天际股份,confirmed_rebound,2024-02-05,6.92,2024-02-05,6.92,0.0,10.549132947976885,28.06652806652806,False,-10.013,2.0623,4,4,4,100.0,17.526432699884932,27.166666666666668,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
48,79.92284790544146,74.00263694948282,002845,同兴达,confirmed_rebound,2024-02-05,11.04,2024-02-05,11.04,0.0,10.507246376811597,29.09441233140656,False,-10.0244,4.8466,4,4,4,100.0,17.487295427326977,25.83258325832584,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
49,79.92111589500287,74.00103323611377,002654,万润科技,confirmed_rebound,2024-02-05,7.85,2024-02-05,7.85,0.0,10.573248407643314,27.112349117920147,False,-9.9771,3.958,4,4,4,100.0,17.47867331243963,35.84905660377357,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
50,79.91746344127507,74.9644548192865,002006,精工科技,confirmed_rebound,2024-02-05,8.96,2024-02-05,8.9,0.674157303370792,11.011235955056184,30.086410054988217,False,-9.4034,2.27,3,3,3,100.0,35.330825112752166,61.48648648648647,7.325842696629207,0.674157303370792,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-9.40%; 状态confirmed_rebound; 底部未确认
51,79.76513718093506,73.85660850086579,600152,维科技术,confirmed_rebound,2024-02-05,4.46,2024-02-05,4.46,0.0,10.313901345291479,29.318541996830422,False,-10.0806,2.3004,4,4,4,100.0,16.702196241213947,24.87644151565074,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.08%; 状态confirmed_rebound; 底部未确认
52,79.75800000000001,73.85000000000001,002685,华东重机,confirmed_rebound,2024-02-05,2.25,2024-02-05,2.25,0.0,9.333333333333332,30.124223602484477,False,-10.0,2.8498,2,2,2,100.0,62.24778046811945,109.52380952380952,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
53,79.72728203176581,73.82155743682019,603196,璞源材料,confirmed_rebound,2024-02-05,9.01,2024-02-05,9.01,0.0,9.43396226415094,28.83096366508689,False,-9.99,1.3573,4,4,4,100.0,16.513749660323555,22.85714285714286,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
54,79.68671956352235,76.66378041227992,603198,迎驾贡酒,bottom_area,2024-02-05,49.22,2024-02-05,48.26,1.9892250310816428,6.299212598425195,28.51429417864021,False,-1.9912,0.7624,1,1,1,100.0,33.65168539325842,33.65168539325842,6.010774968918358,1.9892250310816428,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
55,79.63235356464627,77.61634461364257,688318,财富趋势,confirmed_rebound,2024-02-05,90.86,2024-02-05,88.5,2.666666666666666,8.47457627118644,27.45306992376424,False,-7.2857,2.5608,4,4,4,100.0,17.507229105605195,31.374999999999996,5.333333333333334,2.666666666666666,历史4/4次成功; 当前距低点2.67%; 最新日涨幅-7.29%; 状态confirmed_rebound; 底部未确认
56,79.4725446604284,73.58568950039665,002724,海洋王,confirmed_rebound,2024-02-05,4.9,2024-02-05,4.9,0.0,10.20408163265306,29.1907514450867,False,-9.9265,1.8609,4,4,4,100.0,15.24564247525084,25.204081632653047,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
57,79.40059662305198,75.44400816384268,603171,税友股份,confirmed_rebound,2024-02-05,21.89,2024-02-05,21.6,1.3425925925925886,11.0648148148148,28.07192807192807,False,-8.7917,4.3171,2,2,2,100.0,22.930748790074055,25.396825396825395,6.657407407407412,1.3425925925925886,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-8.79%; 状态confirmed_rebound; 底部未确认
58,79.33606230925396,77.50580475127211,300534,陇神戎发,confirmed_rebound,2024-02-05,6.64,2024-02-05,6.46,2.786377708978324,14.70588235294118,28.93289328932893,False,-10.3914,3.91,4,4,4,100.0,18.38035445022949,26.86762778505898,5.213622291021676,2.786377708978324,历史4/4次成功; 当前距低点2.79%; 最新日涨幅-10.39%; 状态confirmed_rebound; 底部未确认
59,79.30494896594618,73.43050830180202,600367,红星发展,confirmed_rebound,2024-02-05,8.16,2024-02-05,8.16,0.0,10.906862745098046,29.776247848537,False,-10.0331,2.0181,5,5,5,100.0,14.411334955924787,24.161490683229793,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
60,79.25188396417364,73.38137404090152,000670,盈方微,confirmed_rebound,2024-02-05,4.17,2024-02-05,4.17,0.0,10.551558752997611,32.52427184466019,False,-9.9352,3.4991,4,4,4,100.0,14.147172262911367,23.28519855595668,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态confirmed_rebound; 底部未确认
61,79.23391883486276,73.36473966190997,002707,众信旅游,confirmed_rebound,2024-02-05,5.3,2024-02-05,5.3,0.0,9.24528301886793,27.69440654843111,False,-10.017,3.0492,5,5,5,100.0,14.057740117795555,23.252032520325198,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态confirmed_rebound; 底部未确认
62,79.15773509048766,73.29419915785894,603211,晋拓股份,confirmed_rebound,2024-02-05,12.55,2024-02-05,12.55,0.0,9.88047808764939,29.49438202247191,False,-9.9713,9.8857,4,4,4,100.0,13.67849009601582,16.951379763469117,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
63,79.09016385970682,73.23163320343224,002777,久远银海,confirmed_rebound,2024-02-05,15.3,2024-02-05,15.3,0.0,11.111111111111107,27.488151658767773,False,-10.0,3.5895,4,4,4,100.0,13.34211399694745,18.88352860096485,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
64,79.07385140524568,73.21652907893117,002370,亚太药业,confirmed_rebound,2024-02-05,2.89,2024-02-05,2.89,0.0,10.726643598615919,27.204030226700255,False,-9.9688,3.3544,5,5,5,100.0,13.260909026511698,15.633423180592995,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
65,79.00208507335174,73.15007877162198,002753,永东股份,confirmed_rebound,2024-02-05,5.19,2024-02-05,5.19,0.0,11.56069364161849,31.53034300791556,False,-10.052,3.616,3,3,3,100.0,29.570315976462197,69.36936936936937,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态confirmed_rebound; 底部未确认
66,78.8965483990092,75.1191293244103,002026,山东威达,confirmed_rebound,2024-02-05,6.3,2024-02-05,6.21,1.4492753623188384,9.82286634460548,29.028571428571432,False,-8.6957,2.4756,2,2,2,100.0,22.49181263708199,29.397590361445776,6.550724637681162,1.4492753623188384,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-8.70%; 状态confirmed_rebound; 底部未确认
67,78.82350705574534,77.02850814859477,688115,思林杰,confirmed_rebound,2024-02-05,18.71,2024-02-05,18.2,2.802197802197811,16.42857142857144,32.492581602373896,False,-11.9529,4.3123,5,5,5,100.0,16.00816740648259,23.658728081654015,5.197802197802189,2.802197802197811,历史5/5次成功; 当前距低点2.80%; 最新日涨幅-11.95%; 状态confirmed_rebound; 底部未确认
68,78.78948519235105,72.95322702995468,603335,迪生力,confirmed_rebound,2024-02-05,4.25,2024-02-05,4.25,0.0,10.117647058823524,30.78175895765472,False,-9.9576,0.7315,4,4,4,100.0,11.845306612659508,20.081135902636923,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
69,78.77967644857327,73.02811306054515,001296,长江材料,confirmed_rebound,2024-02-05,16.75,2024-02-05,16.74,0.0597371565113594,10.095579450418168,29.899497487437188,False,-9.9462,7.9538,3,3,3,100.0,17.388783749414248,20.884413309982484,7.94026284348864,0.0597371565113594,历史3/3次成功; 当前距低点0.06%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
70,78.77132151889208,72.93640881378896,002235,安妮股份,confirmed_rebound,2024-02-05,4.55,2024-02-05,4.55,0.0,9.890109890109894,29.237947122861584,False,-9.901,5.0044,3,3,3,100.0,28.421552762306185,46.16438356164384,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.90%; 状态confirmed_rebound; 底部未确认
71,78.76643977095087,73.1580475539722,000829,天音控股,confirmed_rebound,2024-02-05,6.23,2024-02-05,6.22,0.16077170418007516,12.700964630225082,29.717514124293785,False,-9.8408,3.9461,3,3,3,100.0,19.32584429840194,34.80519480519481,7.839228295819925,0.16077170418007516,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-9.84%; 状态confirmed_rebound; 底部未确认
72,78.6943440652371,72.86513339373805,002363,隆基机械,confirmed_rebound,2024-02-05,5.19,2024-02-05,5.19,0.0,10.789980732177256,27.51396648044692,False,-10.052,2.9091,3,3,3,100.0,28.038351579236803,54.96828752642705,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态confirmed_rebound; 底部未确认
73,78.6133813984393,72.79016796151787,603028,赛福天,confirmed_rebound,2024-02-05,6.53,2024-02-05,6.53,0.0,11.179173047473192,31.190727081138036,False,-10.0551,1.9376,3,3,3,100.0,27.635311621063757,43.67816091954023,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态confirmed_rebound; 底部未确认
